"codeSystemVersion","id","codeSystem","code","decode","instanceType","uuid:ID"
"2023-12-15","Code_169","http://www.cdisc.org","C113380","Disabling Adverse Event","Code","3a997a3a-4e70-42c6-b8f8-570a2bc9af60"
"2023-12-15","Code_170","http://www.cdisc.org","C49487","No","Code","b7792ea5-f3b3-4ea5-9b83-12518139c85f"
"2023-12-15","Code_171","http://www.cdisc.org","C49488","Yes","Code","18e2edf0-5852-4923-928a-88d84545964b"
"2023-12-15","Code_172","http://www.cdisc.org","C48275","Death Related to Adverse Event","Code","67d77eb6-0200-483a-b239-6a5067de527e"
"2023-12-15","Code_173","http://www.cdisc.org","C49487","No","Code","9119f0f5-e210-47ef-b710-068c2867430f"
"2023-12-15","Code_174","http://www.cdisc.org","C49488","Yes","Code","242980d3-b3ca-47cf-b780-0da55418fe1a"
"2023-12-15","Code_175","http://www.cdisc.org","C83052","Adverse Event associated with Hospitalization","Code","fd932e92-89df-4c57-af20-7060cbdbc6e3"
"2023-12-15","Code_176","http://www.cdisc.org","C49487","No","Code","c8effb90-a3c7-4f83-a37b-2963ef108f2d"
"2023-12-15","Code_177","http://www.cdisc.org","C49488","Yes","Code","e8f7137b-c212-4aba-899b-5cc53ab4cad8"
"2023-12-15","Code_178","http://www.cdisc.org","C84266","Life Threatening Adverse Event","Code","09543c56-4885-407a-835f-1f233ad9fb25"
"2023-12-15","Code_179","http://www.cdisc.org","C49487","No","Code","0c715412-607d-48d9-bcf0-9c6132bef5cf"
"2023-12-15","Code_180","http://www.cdisc.org","C49488","Yes","Code","28477275-b248-46ee-8e55-6269e5f46898"
"2023-12-15","Code_181","http://www.cdisc.org","C83214","Adverse Event Occurred with Overdose","Code","1c83af51-944c-4e7a-a5a4-edb4836a135b"
"2023-12-15","Code_182","http://www.cdisc.org","C49487","No","Code","97da1281-4f8f-4055-a29e-d54117a9bb17"
"2023-12-15","Code_183","http://www.cdisc.org","C49488","Yes","Code","84b90498-f062-4638-bc3e-a0bb976f5fff"
"2023-12-15","Code_184","http://www.cdisc.org","C83053","Adverse Event Associated with Serious Medical Event","Code","e30215eb-e0fd-4663-a0f3-748e0f0b9619"
"2023-12-15","Code_185","http://www.cdisc.org","C49487","No","Code","12f58648-a86c-45d4-8de7-9bb829555c7b"
"2023-12-15","Code_186","http://www.cdisc.org","C49488","Yes","Code","55410a28-4cc8-4e57-8705-49d98bfb2871"
"2023-12-15","Code_187","http://www.cdisc.org","C83199","Adverse Event Concomitant Treatment","Code","034e037e-5b43-4e6b-bf5b-52c96a607702"
"2023-12-15","Code_188","http://www.cdisc.org","C83215","Adverse Event Start Date Time","Code","134e47d4-cef5-46be-9925-ac9690c2c052"
"2023-12-15","Code_189","http://www.cdisc.org","C83201","Adverse Event End Date Time","Code","bef4fb84-b605-42f8-a9b8-606f7858d96c"
"2023-12-15","Code_190","http://www.cdisc.org","C179175","Solicited Adverse Event","Code","2211957d-655c-4596-81af-a08d0af7bd15"
"2023-12-15","Code_191","http://www.cdisc.org","C25298","SYSBP","Code","4adf8fa9-9668-4e8c-9ed5-38c6421e6e33"
"2023-12-15","Code_192","http://www.cdisc.org","C77140","Clinical Test Result","Code","298c1601-a27f-4b45-ac5c-bb00229df38e"
"2023-12-15","Code_193","http://www.cdisc.org","C49669","Unit of Pressure","Code","61bbb62e-33ec-4ec4-8410-2233f88ac383"
"2023-12-15","Code_194","http://www.cdisc.org","C62122","Sitting","Code","f476269d-de28-4b27-9438-4a842fa897a0"
"2023-12-15","Code_195","http://www.cdisc.org","C62166","Standing","Code","f450b381-26c3-4727-9eaf-4e33f774a8b4"
"2023-12-15","Code_196","http://www.cdisc.org","C62167","Supine Position","Code","eb04e7cd-8ea1-4b9a-8808-5d8fe5937219"
"2023-12-15","Code_197","http://www.cdisc.org","C62164","Body Position","Code","6972bf97-8d4a-4545-b49c-5df8f36714e8"
"2023-12-15","Code_198","http://www.cdisc.org","C12681","Brachial Artery","Code","277dc927-4d9a-4d9c-9e47-a1760f7a84e1"
"2023-12-15","Code_199","http://www.cdisc.org","C12687","Common Carotid Artery","Code","e27a454a-dd44-4c5b-82d4-ea5d52a5fff9"
"2023-12-15","Code_200","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","c049ed86-02a2-4bdf-ab53-47c212442a44"
"2023-12-15","Code_201","http://www.cdisc.org","C12715","Femoral Artery","Code","f65e2b4f-68f3-4000-8254-5d34b8693b7f"
"2023-12-15","Code_202","http://www.cdisc.org","C12838","Radial Artery","Code","048e5a0a-e3eb-48b6-9946-30523d070064"
"2023-12-15","Code_203","http://www.cdisc.org","C13717","Anatomic Site","Code","faa666ad-750f-492c-9c1f-ab5f28d69929"
"2023-12-15","Code_204","http://www.cdisc.org","C25229","Left","Code","801ffc22-d719-422d-9f37-73f1149c5973"
"2023-12-15","Code_205","http://www.cdisc.org","C25228","Right","Code","d76aadaa-afa5-4111-b68d-206fb0eecfc0"
"2023-12-15","Code_206","http://www.cdisc.org","C25185","Laterality","Code","c600e5d6-f519-4c98-b180-a376e2dd61ad"
"2023-12-15","Code_207","http://www.cdisc.org","C25298","SYSBP","Code","0b6a7a21-ebd9-4648-bc27-6f09ded23435"
"2023-12-15","Code_208","http://www.cdisc.org","C25299","DIABP","Code","a5bbc976-7d3c-4207-83fe-f139d868c1b6"
"2023-12-15","Code_209","http://www.cdisc.org","C77140","Clinical Test Result","Code","7557f57a-6542-4981-ad8d-34585962cf05"
"2023-12-15","Code_210","http://www.cdisc.org","C49669","Unit of Pressure","Code","a5f9fb20-7b7f-425c-9f68-0a78faf1bffa"
"2023-12-15","Code_211","http://www.cdisc.org","C62122","Sitting","Code","2ba823bb-6867-49d6-8a9d-fc41011d5d10"
"2023-12-15","Code_212","http://www.cdisc.org","C62166","Standing","Code","ba925311-1c1e-400a-8dae-84a481ea738c"
"2023-12-15","Code_213","http://www.cdisc.org","C62167","Supine Position","Code","c4ecd918-af62-441c-bfe1-9c47a252cfea"
"2023-12-15","Code_214","http://www.cdisc.org","C62164","Body Position","Code","3b9a0751-e851-4ece-9690-04f8d14fe602"
"2023-12-15","Code_215","http://www.cdisc.org","C12681","Brachial Artery","Code","e562ca67-aaa6-4d51-8d63-0a8921788908"
"2023-12-15","Code_216","http://www.cdisc.org","C12687","Common Carotid Artery","Code","c65af151-4694-425f-aec5-dae7a7a5f81e"
"2023-12-15","Code_217","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","50bc04a6-d95c-4e20-ae96-08afe330c304"
"2023-12-15","Code_218","http://www.cdisc.org","C12715","Femoral Artery","Code","c544b54d-1c23-48ec-84bd-28331d8da51d"
"2023-12-15","Code_219","http://www.cdisc.org","C12838","Radial Artery","Code","adb0616f-ae73-4967-892f-25971a59f9be"
"2023-12-15","Code_220","http://www.cdisc.org","C13717","Anatomic Site","Code","634236dd-57ed-41b0-877f-99be379fb80f"
"2023-12-15","Code_221","http://www.cdisc.org","C25229","Left","Code","efb909c9-ca18-4eaf-a002-b265f38e253f"
"2023-12-15","Code_222","http://www.cdisc.org","C25228","Right","Code","c3c42b69-66b6-4eb5-82f9-030ca7ef29e7"
"2023-12-15","Code_223","http://www.cdisc.org","C25185","Laterality","Code","a2a58969-57d7-4ff9-895f-0165df4d180a"
"2023-12-15","Code_224","http://www.cdisc.org","C25299","DIABP","Code","3d78d9fe-9e38-4848-8abe-bcefc57b697b"
"2023-12-15","Code_225","http://www.cdisc.org","C174446","TEMP","Code","83ccc147-bc90-4db0-bc6f-b7aff0478982"
"2023-12-15","Code_226","http://www.cdisc.org","C77140","Clinical Test Result","Code","88dc8c53-f93b-4943-b9c8-8b9f33dbfbb8"
"2023-12-15","Code_227","http://www.cdisc.org","C42559","Degree Celsius","Code","b64ee8ea-42f3-4bc7-b017-71db1a6f506b"
"2023-12-15","Code_228","http://www.cdisc.org","C44277","Degree Fahrenheit","Code","40bdc613-6a8c-4dc9-b693-342ab646cfed"
"2023-12-15","Code_229","http://www.cdisc.org","C42537","Kelvin","Code","42a131e3-5bf1-43d6-b687-92a18ed53aaf"
"2023-12-15","Code_230","http://www.cdisc.org","C44276","Unit of Temperature","Code","28ee1036-4c90-4f47-bc38-ba6d372f6c9f"
"2023-12-15","Code_231","http://www.cdisc.org","C12674","Axilla","Code","5d9f2263-67cb-494e-89c0-b6344f761f12"
"2023-12-15","Code_232","http://www.cdisc.org","C12394","Ear","Code","c36426ff-accf-4c28-95b2-42da24592f08"
"2023-12-15","Code_233","http://www.cdisc.org","C89803","Forehead","Code","a698b17a-2e34-45e6-91a4-53ec19c3e94c"
"2023-12-15","Code_234","http://www.cdisc.org","C12421","Oral Cavity","Code","9e7f3270-c11a-4f2e-a1bb-c810bc65e0b3"
"2023-12-15","Code_235","http://www.cdisc.org","C12390","Rectum","Code","e0570cef-2898-4806-8bf8-cada1857c5c3"
"2023-12-15","Code_236","http://www.cdisc.org","C13717","Anatomic Site","Code","533f6112-d8a9-4531-a9f4-4154594e188a"
"2023-12-15","Code_237","http://www.cdisc.org","C174446","TEMP","Code","5ef98e04-b815-4f95-9ba1-740892f7716d"
"2023-12-15","Code_238","http://www.cdisc.org","C25208","WEIGHT","Code","73e15bf5-9244-46b5-817b-798080c81e86"
"2023-12-15","Code_239","http://www.cdisc.org","C77140","Clinical Test Result","Code","1bf2d39a-c1e5-4e24-9f39-6474255aec91"
"2023-12-15","Code_240","http://www.cdisc.org","C48531","Pound","Code","adba6e22-be22-4c41-9a92-f6919ae3e33e"
"2023-12-15","Code_241","http://www.cdisc.org","C48155","Gram","Code","a88ab90b-1b4e-4d32-a4de-6544b8d0701b"
"2023-12-15","Code_242","http://www.cdisc.org","C28252","Kilogram","Code","d5f43eb8-664e-4d7c-bdd2-0c134110c7ae"
"2023-12-15","Code_243","http://www.cdisc.org","C48208","Unit of Weight","Code","6fefdc13-8535-4843-b743-fea1439b8f38"
"2023-12-15","Code_244","http://www.cdisc.org","C25208","WEIGHT","Code","3188e2f9-dbd8-447e-aff0-10ab0c240e6e"
"2023-12-15","Code_245","http://www.cdisc.org","C25347","HEIGHT","Code","9ecf0709-a1e3-4f7c-bcbf-302bca68f365"
"2023-12-15","Code_246","http://www.cdisc.org","C77140","Clinical Test Result","Code","40686834-2828-46aa-af70-67d825c9a791"
"2023-12-15","Code_247","http://www.cdisc.org","C49668","Centimeter","Code","3398bafd-7e51-4db6-bb83-1f91eb73da4f"
"2023-12-15","Code_248","http://www.cdisc.org","C48500","Inch","Code","4cb462a0-ebe5-4cee-8841-ae608c0dfb72"
"2023-12-15","Code_249","http://www.cdisc.org","C41139","Meter","Code","7e07d7e2-2f09-458f-9ddf-fdbf61f193f5"
"2023-12-15","Code_250","http://www.cdisc.org","C168688","Unit of Height","Code","31091253-86c2-49e6-b7bc-4c46df36502a"
"2023-12-15","Code_251","http://www.cdisc.org","C25347","HEIGHT","Code","4aa38959-0586-4984-9143-e2cd11bf9e87"
"2023-12-15","Code_252","http://www.cdisc.org","C64433","ALT","Code","3a9054c0-346c-4db2-b6f6-a6e2ce9c5be1"
"2023-12-15","Code_253","http://www.cdisc.org","C36292","Laboratory Test Result","Code","0ec2f2f0-c364-4e26-94a9-4dfcaf36dbf2"
"2023-12-15","Code_254","http://www.cdisc.org","C67456","Unit per Liter","Code","2a29f9cf-a5b7-4a37-81e1-a416c1d1b74f"
"2023-12-15","Code_255","http://www.cdisc.org","C67397","Microkatal per Liter","Code","d40c0478-6cde-418a-a234-52c18e7aaefb"
"2023-12-15","Code_256","http://www.cdisc.org","C67376","International Unit per Liter","Code","1fca059d-141e-45e7-b0b5-502b464abff5"
"2023-12-15","Code_257","http://www.cdisc.org","C70510","Nanokatal per Liter","Code","ceee8be9-3228-4aa8-8c2c-7bba50e3384e"
"2023-12-15","Code_258","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","Code","75218b2b-9c2a-4772-90cc-01f2cae25c0e"
"2023-12-15","Code_259","http://www.cdisc.org","C70713","Biospecimen Type","Code","aec02757-e473-470c-9126-5fde08ac6d1f"
"2023-12-15","Code_260","http://www.cdisc.org","C49487","No","Code","aa0c324f-a9ab-4575-bcb9-511864dc0fe3"
"2023-12-15","Code_261","http://www.cdisc.org","C49488","Yes","Code","8c93d672-9f28-4e64-8ce2-b6d17911cd94"
"2023-12-15","Code_262","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","0a28bc95-7b88-47ce-8db7-65c61ff6125b"
"2023-12-15","Code_263","http://www.cdisc.org","C64433","ALT","Code","d20c3898-ba42-47d7-8686-2c4b41e720b0"
"2023-12-15","Code_264","http://www.cdisc.org","C64431","ALB","Code","e3fb40b0-e0de-402e-a158-0075afeeb4f8"
"2023-12-15","Code_265","http://www.cdisc.org","C36292","Laboratory Test Result","Code","50e63a2f-54ab-4940-9e2d-b5067ed2925f"
"2023-12-15","Code_266","http://www.cdisc.org","C70713","Biospecimen Type","Code","d692775f-e3e7-4e7e-a067-3c12e266f69e"
"2023-12-15","Code_267","http://www.cdisc.org","C49487","No","Code","1a678163-9f63-4e44-8a59-73943b9d1f7e"
"2023-12-15","Code_268","http://www.cdisc.org","C49488","Yes","Code","286af097-574c-4a6f-bee3-c02c84635e94"
"2023-12-15","Code_269","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","5344c8ab-3e27-417e-926d-99da36f2b039"
"2023-12-15","Code_270","http://www.cdisc.org","C64431","ALB","Code","b7e86538-06b8-41cc-83a7-b62244051d0c"
"2023-12-15","Code_271","http://www.cdisc.org","C64432","ALP","Code","8a4b6a2b-5dff-4b51-8023-70337c9432fc"
"2023-12-15","Code_272","http://www.cdisc.org","C36292","Laboratory Test Result","Code","ca355868-1711-4ed7-90ee-dd779b511d75"
"2023-12-15","Code_273","http://www.cdisc.org","C67456","Unit per Liter","Code","e69f0aab-0cb2-4a8c-8024-2ed046063a43"
"2023-12-15","Code_274","http://www.cdisc.org","C67397","Microkatal per Liter","Code","c8a14b38-bd9f-4ed9-9330-f6377ddd8bc7"
"2023-12-15","Code_275","http://www.cdisc.org","C67376","International Unit per Liter","Code","26ac91fc-76c4-4b02-80a9-1851cd0a4306"
"2023-12-15","Code_276","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","Code","fc2b138b-1077-43b9-b5c7-45e890cec5b0"
"2023-12-15","Code_277","http://www.cdisc.org","C70713","Biospecimen Type","Code","0f2715cb-fd3b-4d76-a3ee-b0057e0d7642"
"2023-12-15","Code_278","http://www.cdisc.org","C49487","No","Code","0a09565a-4070-4bc9-aed5-a607ee74cb1f"
"2023-12-15","Code_279","http://www.cdisc.org","C49488","Yes","Code","07e1f2eb-a2d8-485f-a9e5-d4d19db923f6"
"2023-12-15","Code_280","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","381abd3f-ce10-4ead-aaa0-fe6347d00322"
"2023-12-15","Code_281","http://www.cdisc.org","C64432","ALP","Code","d2542bcb-e626-4174-933b-85c8f6e33c4f"
"2023-12-15","Code_282","http://www.cdisc.org","C64467","AST","Code","65cb8487-b673-4131-ae30-f712a58c9c7d"
"2023-12-15","Code_283","http://www.cdisc.org","C36292","Laboratory Test Result","Code","35f193d9-bb33-40c7-b369-37b9955ee32f"
"2023-12-15","Code_284","http://www.cdisc.org","C67456","Unit per Liter","Code","19332327-c2a2-481a-ae2d-ea749e414ba9"
"2023-12-15","Code_285","http://www.cdisc.org","C67397","Microkatal per Liter","Code","860ebb50-d3db-4e0f-a3d5-b16601f116ae"
"2023-12-15","Code_286","http://www.cdisc.org","C67376","International Unit per Liter","Code","1513bc4b-ebea-4b7d-9075-c2860784ec16"
"2023-12-15","Code_287","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","Code","9155cd3a-7d58-4f68-9860-bd57f0f469ab"
"2023-12-15","Code_288","http://www.cdisc.org","C70713","Biospecimen Type","Code","9d24f31e-2ffc-414d-83f4-99b452e1bd97"
"2023-12-15","Code_289","http://www.cdisc.org","C49487","No","Code","8e3d31d1-db25-469e-a832-f163f116afba"
"2023-12-15","Code_290","http://www.cdisc.org","C49488","Yes","Code","b3d4aa84-c571-43e3-97b6-61f81408dd8a"
"2023-12-15","Code_291","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","ccaedb3d-168a-44db-b76e-80b4fc68a5d8"
"2023-12-15","Code_292","http://www.cdisc.org","C64467","AST","Code","9efcfacd-18b5-4bbd-8380-cc1791f0b41d"
"2023-12-15","Code_293","http://www.cdisc.org","C64547","CREAT","Code","545017af-df3b-4e72-bce0-969c99acddcd"
"2023-12-15","Code_294","http://www.cdisc.org","C36292","Laboratory Test Result","Code","5bca3957-94e0-4797-aade-97155e6d1c8e"
"2023-12-15","Code_295","http://www.cdisc.org","C67015","Milligram per Deciliter","Code","45281c1c-0106-481d-9d61-a352be76867f"
"2023-12-15","Code_296","http://www.cdisc.org","C64572","Microgram per Milliliter","Code","ca845b57-9c05-441d-a9d2-89ac4d15baa8"
"2023-12-15","Code_297","http://www.cdisc.org","C64387","Millimole per Liter","Code","d0d86238-b558-48cc-ac73-1c76b14e30f6"
"2023-12-15","Code_298","http://www.cdisc.org","C48508","Micromole per Liter","Code","33a1890b-0f08-48fb-8772-93018a2652a8"
"2023-12-15","Code_299","http://www.cdisc.org","C48207","Unit of Concentration","Code","8410a992-e22b-44b9-a6e8-7833db0abd7e"
"2023-12-15","Code_300","http://www.cdisc.org","C70713","Biospecimen Type","Code","ed361923-7c40-46e7-b112-bbfcf3221225"
"2023-12-15","Code_301","http://www.cdisc.org","C49487","No","Code","ed5935a3-1dc9-4f43-8d8c-a6e961e17f7c"
"2023-12-15","Code_302","http://www.cdisc.org","C49488","Yes","Code","29f5fd95-a0d7-41cd-806e-1d7f10fab3c7"
"2023-12-15","Code_303","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","85adfb1d-fbab-42cc-9c14-4ae5cff65443"
"2023-12-15","Code_304","http://www.cdisc.org","C64547","CREAT","Code","c4d83673-61ca-403b-98c4-caf0023cbc3c"
"2023-12-15","Code_305","http://www.cdisc.org","C64853","K","Code","8e8cfa73-0389-4ae6-aee9-05ec447e7456"
"2023-12-15","Code_306","http://www.cdisc.org","C36292","Laboratory Test Result","Code","8e475f9d-a854-4353-b900-dc1ec8543bb8"
"2023-12-15","Code_307","http://www.cdisc.org","C67474","Milliequivalent per Liter","Code","3f172776-7e1f-4cfe-aa0b-8cdf3e78fb19"
"2023-12-15","Code_308","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","Code","8dc581d0-75e9-49ee-aea0-2ce299e5c930"
"2023-12-15","Code_309","http://www.cdisc.org","C64387","Millimole per Liter","Code","b456fb23-a6e1-4f74-89ad-2d2567e57fc7"
"2023-12-15","Code_310","http://www.cdisc.org","C64567","Molarity Unit","Code","96df3af1-2bbf-483f-9f98-367b2e52ec3d"
"2023-12-15","Code_311","http://www.cdisc.org","C70713","Biospecimen Type","Code","1c413181-ac98-44d6-b5c7-31a2db80ba7c"
"2023-12-15","Code_312","http://www.cdisc.org","C49487","No","Code","0dbfea27-affc-4ba3-b9fa-5900cf1d7917"
"2023-12-15","Code_313","http://www.cdisc.org","C49488","Yes","Code","54b59802-c078-4b6c-9818-65ba368f1758"
"2023-12-15","Code_314","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","973fb79e-94a9-4567-bd44-db7281c427c1"
"2023-12-15","Code_315","http://www.cdisc.org","C64853","K","Code","ab2d5bc2-94b0-4109-9c88-e1ac8253e16b"
"2023-12-15","Code_316","http://www.cdisc.org","C64809","SODIUM","Code","f0abbf7b-d997-4a32-920e-747a503a4d2a"
"2023-12-15","Code_317","http://www.cdisc.org","C36292","Laboratory Test Result","Code","4cc25133-6856-4358-901e-109eec69c122"
"2023-12-15","Code_318","http://www.cdisc.org","C67474","Milliequivalent per Liter","Code","89452d23-5965-41ba-8fc1-e27e17323483"
"2023-12-15","Code_319","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","Code","92530c01-7f7e-4975-bff3-95f0fc44badb"
"2023-12-15","Code_320","http://www.cdisc.org","C64387","Millimole per Liter","Code","f1a1cd0c-bcf0-48b1-ad79-b19b9ec2f305"
"2023-12-15","Code_321","http://www.cdisc.org","C64567","Molarity Unit","Code","d186077b-ba8e-4634-ace5-68c67b24dd8b"
"2023-12-15","Code_322","http://www.cdisc.org","C70713","Biospecimen Type","Code","a66d0f1d-5ca3-4193-93a3-65f4db7a83f4"
"2023-12-15","Code_323","http://www.cdisc.org","C49487","No","Code","6f46d483-7f61-47a1-8c0b-d1ca829e76d1"
"2023-12-15","Code_324","http://www.cdisc.org","C49488","Yes","Code","bcf7c182-a395-4f08-8e56-3b60a695e35f"
"2023-12-15","Code_325","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","419bf6de-39e8-4c9a-b8bd-92d0b0733786"
"2023-12-15","Code_326","http://www.cdisc.org","C64809","SODIUM","Code","f2112d36-8c5e-4826-b932-98c947958057"
"2023-12-15","Code_327","http://www.cdisc.org","C25298","SYSBP","Code","2d836ecd-2c47-4343-8164-744d21c43fc2"
"2023-12-15","Code_328","http://www.cdisc.org","C77140","Clinical Test Result","Code","b39aabb4-2e4d-4296-b0ce-5bda954dfa80"
"2023-12-15","Code_329","http://www.cdisc.org","C49669","Unit of Pressure","Code","86a8ed28-8244-4bf3-8632-2da6f83098d9"
"2023-12-15","Code_330","http://www.cdisc.org","C62122","Sitting","Code","31ce980a-de59-4d1d-8450-71fa963fe375"
"2023-12-15","Code_331","http://www.cdisc.org","C62166","Standing","Code","927ceef3-3def-44f1-a3e6-09ef404d7670"
"2023-12-15","Code_332","http://www.cdisc.org","C62167","Supine Position","Code","a8159a83-7694-4ae5-98e1-6a9a51acd67d"
"2023-12-15","Code_333","http://www.cdisc.org","C62164","Body Position","Code","eed669c8-4135-4a39-b4fb-3533bceade47"
"2023-12-15","Code_334","http://www.cdisc.org","C12681","Brachial Artery","Code","8ea45a77-857a-4c44-bbd2-bd4355935403"
"2023-12-15","Code_335","http://www.cdisc.org","C12687","Common Carotid Artery","Code","4a42c324-3935-4140-a61d-cb958efbd23b"
"2023-12-15","Code_336","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","cd91fe2b-1fc2-4f56-a5b9-7a9e81fe68aa"
"2023-12-15","Code_337","http://www.cdisc.org","C12715","Femoral Artery","Code","8295698b-9532-49ef-931e-99c7183c928e"
"2023-12-15","Code_338","http://www.cdisc.org","C12838","Radial Artery","Code","b13ced14-be87-49df-8fc2-f9622659000c"
"2023-12-15","Code_339","http://www.cdisc.org","C13717","Anatomic Site","Code","b670b805-29a6-4714-8b01-23fe82dabf7a"
"2023-12-15","Code_340","http://www.cdisc.org","C25229","Left","Code","6ec9928c-04a0-4ec4-a2e1-dd8fb8791960"
"2023-12-15","Code_341","http://www.cdisc.org","C25228","Right","Code","29972bdf-3561-4f43-a139-bee33f7e5a1e"
"2023-12-15","Code_342","http://www.cdisc.org","C25185","Laterality","Code","2e401264-a2d9-451f-a41d-4c3040910357"
"2023-12-15","Code_343","http://www.cdisc.org","C25298","SYSBP","Code","016f107f-a58c-4df3-b0f4-e2c9499954c4"
"2023-12-15","Code_344","http://www.cdisc.org","C25299","DIABP","Code","eff76f31-2c87-493e-bdee-f62c1bd5b2bf"
"2023-12-15","Code_345","http://www.cdisc.org","C77140","Clinical Test Result","Code","6d8e95eb-6acb-4017-b44c-d026f4982258"
"2023-12-15","Code_346","http://www.cdisc.org","C49669","Unit of Pressure","Code","5f22b081-75d1-434e-8d46-ba1f73c4e5ae"
"2023-12-15","Code_347","http://www.cdisc.org","C62122","Sitting","Code","d6f589d8-ec05-46e7-a020-6b4b004d8b47"
"2023-12-15","Code_348","http://www.cdisc.org","C62166","Standing","Code","f0829199-9a1f-472e-be37-6ee47071e689"
"2023-12-15","Code_349","http://www.cdisc.org","C62167","Supine Position","Code","ba18dc39-6761-478f-bf38-59bc0d2600d3"
"2023-12-15","Code_350","http://www.cdisc.org","C62164","Body Position","Code","2d92a313-a144-40e9-bdd0-77cf68f30b14"
"2023-12-15","Code_351","http://www.cdisc.org","C12681","Brachial Artery","Code","8cb3021c-c5b6-4d41-8ee8-3a6656094b4a"
"2023-12-15","Code_352","http://www.cdisc.org","C12687","Common Carotid Artery","Code","1bc4ca87-178b-42cd-a5e8-ed5555e5dbdc"
"2023-12-15","Code_353","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","f75effe1-29ad-41c9-b5f4-298404b0704c"
"2023-12-15","Code_354","http://www.cdisc.org","C12715","Femoral Artery","Code","7baaa42a-f889-4bdd-b716-79430e3b3349"
"2023-12-15","Code_355","http://www.cdisc.org","C12838","Radial Artery","Code","3027e5ba-9475-435b-9f83-32d4c909d51c"
"2023-12-15","Code_356","http://www.cdisc.org","C13717","Anatomic Site","Code","950d7f47-2eee-4938-9824-4431790d0fc3"
"2023-12-15","Code_357","http://www.cdisc.org","C25229","Left","Code","bb36faf4-9289-4b95-9d2d-36a445782598"
"2023-12-15","Code_358","http://www.cdisc.org","C25228","Right","Code","d6b09594-9c53-40df-b715-f10a46b7020c"
"2023-12-15","Code_359","http://www.cdisc.org","C25185","Laterality","Code","26d3f23a-3c96-407f-beda-15adf55b84fc"
"2023-12-15","Code_360","http://www.cdisc.org","C25299","DIABP","Code","6bcafa81-96ec-4dda-884b-75900b140afe"
"2023-12-15","Code_361","http://www.cdisc.org","C49677","HR","Code","69e579c7-e24c-4fdc-a0c8-38b2db4478c0"
"2023-12-15","Code_362","http://www.cdisc.org","C77140","Clinical Test Result","Code","3b22db32-3115-4c21-8e40-e1e60fe162f3"
"2023-12-15","Code_363","http://www.cdisc.org","C73688","Count per Minute","Code","f9841c49-5209-46d9-96b7-9aaa932ecbd9"
"2023-12-15","Code_364","http://www.cdisc.org","C62122","Sitting","Code","2405c8d1-c548-445c-8392-43ebdc3ca404"
"2023-12-15","Code_365","http://www.cdisc.org","C62166","Standing","Code","39290741-7749-4749-a543-e6e614875351"
"2023-12-15","Code_366","http://www.cdisc.org","C62167","Supine Position","Code","26adb754-024c-4329-bd99-53a61cfdfd03"
"2023-12-15","Code_367","http://www.cdisc.org","C62164","Body Position","Code","73dc449c-41ec-49d7-b610-abe2693330fa"
"2023-12-15","Code_368","http://www.cdisc.org","C12681","Brachial Artery","Code","9d25023c-4ce0-4c41-82b9-7acf658c3dd6"
"2023-12-15","Code_369","http://www.cdisc.org","C12687","Common Carotid Artery","Code","4d1b4bc5-9e00-485e-be26-0cd0175bd8a0"
"2023-12-15","Code_370","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","8b8cae4d-8545-4328-be5a-31b7c9c61b4a"
"2023-12-15","Code_371","http://www.cdisc.org","C12715","Femoral Artery","Code","f672d83e-0612-41fe-b01f-37015805f565"
"2023-12-15","Code_372","http://www.cdisc.org","C12838","Radial Artery","Code","e116f942-ff37-48fb-8100-c3ebdd4eca34"
"2023-12-15","Code_373","http://www.cdisc.org","C13717","Anatomic Site","Code","8ab324d7-7c3f-40b2-9efc-432483b45a58"
"2023-12-15","Code_374","http://www.cdisc.org","C25229","Left","Code","8092b698-b1eb-4b73-99c2-9e35b4aff908"
"2023-12-15","Code_375","http://www.cdisc.org","C25228","Right","Code","dac0e52d-c90b-43c6-8027-8d4ee72f27bb"
"2023-12-15","Code_376","http://www.cdisc.org","C25185","Laterality","Code","75987d6c-6e4f-466a-86c0-57ad51ac46a9"
"2023-12-15","Code_377","http://www.cdisc.org","C49677","HR","Code","cc857709-41ec-4535-8876-7f14cb48f21f"
"2023-12-15","Code_378","http://www.cdisc.org","C25298","SYSBP","Code","b2d7412f-6b9c-431d-b65b-95c0424d784f"
