"instanceType","id","code","uuid:ID","codeSystem","codeSystemVersion","decode"
"Code","Code_169","C113380","5ccffad7-2a68-4c48-806e-a1b105871319","http://www.cdisc.org","2023-12-15","Disabling Adverse Event"
"Code","Code_170","C49487","8eb115fb-1c57-4741-b5f1-c93d53e8341a","http://www.cdisc.org","2023-12-15","No"
"Code","Code_171","C49488","0544af5b-d581-4e8f-8d3c-6e720515fa67","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_172","C48275","7d8486eb-a955-489b-83ab-6061317a78b5","http://www.cdisc.org","2023-12-15","Death Related to Adverse Event"
"Code","Code_173","C49487","209b800a-6cfe-400c-8924-747638e2add6","http://www.cdisc.org","2023-12-15","No"
"Code","Code_174","C49488","1a1d5651-37b9-45d8-a2e6-c50be7d6d674","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_175","C83052","47deca14-b7cd-4222-ab51-7daa893782cc","http://www.cdisc.org","2023-12-15","Adverse Event associated with Hospitalization"
"Code","Code_176","C49487","03f0c9bd-824f-4f1c-8206-480dce8d2091","http://www.cdisc.org","2023-12-15","No"
"Code","Code_177","C49488","b4f25f0a-3a12-4416-97d6-dd1e102d9c3e","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_178","C84266","bd59e1b3-7ffb-4943-bedc-2a941686df2b","http://www.cdisc.org","2023-12-15","Life Threatening Adverse Event"
"Code","Code_179","C49487","5ca47db2-b0a1-43ab-ae7c-cc05b67e0b22","http://www.cdisc.org","2023-12-15","No"
"Code","Code_180","C49488","1657a26a-abe1-43dc-9985-b553e430b5a3","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_181","C83214","0a7efd86-f48f-45e7-8e1c-e616205b0240","http://www.cdisc.org","2023-12-15","Adverse Event Occurred with Overdose"
"Code","Code_182","C49487","e495c576-c07f-4021-89d5-855cfbd027d9","http://www.cdisc.org","2023-12-15","No"
"Code","Code_183","C49488","ee279ac5-72b9-433b-8a32-aedbbe877b26","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_184","C83053","31c73c29-6f27-423b-ab07-a5152a60e2d2","http://www.cdisc.org","2023-12-15","Adverse Event Associated with Serious Medical Event"
"Code","Code_185","C49487","a300e334-ff3d-45ea-8926-fcd202946eb7","http://www.cdisc.org","2023-12-15","No"
"Code","Code_186","C49488","d9984986-d039-4c2c-8bcd-3ccea0728010","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_187","C83199","a6a62143-f03e-4cb3-858d-1503e310d688","http://www.cdisc.org","2023-12-15","Adverse Event Concomitant Treatment"
"Code","Code_188","C83215","289b72fd-4249-416f-a2ab-6b49bbdb05f5","http://www.cdisc.org","2023-12-15","Adverse Event Start Date Time"
"Code","Code_189","C83201","a8a897b5-9592-4ca6-8098-3c7686a9a2d2","http://www.cdisc.org","2023-12-15","Adverse Event End Date Time"
"Code","Code_190","C179175","55c81732-4c97-4419-b3b4-58258d87acd4","http://www.cdisc.org","2023-12-15","Solicited Adverse Event"
"Code","Code_191","C25298","3de969d1-a840-4b69-85e1-56d42c205e1e","http://www.cdisc.org","2023-12-15","SYSBP"
"Code","Code_192","C77140","2630d4a4-6046-4289-8b3d-d4b42105e7c8","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_193","C49669","22cdaa6f-da96-417f-bfa6-cf26e935f5e4","http://www.cdisc.org","2023-12-15","Unit of Pressure"
"Code","Code_194","C62122","a7ccc7d2-d934-4eb1-9be3-496c6d800a5b","http://www.cdisc.org","2023-12-15","Sitting"
"Code","Code_195","C62166","c976a750-be0e-4e2d-ae43-37ced845f2a1","http://www.cdisc.org","2023-12-15","Standing"
"Code","Code_196","C62167","8c4b5d12-4056-4495-b8c7-97685fc80c7e","http://www.cdisc.org","2023-12-15","Supine Position"
"Code","Code_197","C62164","6b3a8662-c95c-4fff-96ce-9b11af21e44c","http://www.cdisc.org","2023-12-15","Body Position"
"Code","Code_198","C12681","b0fc8c4e-838f-4ddf-aace-4aabcf8340db","http://www.cdisc.org","2023-12-15","Brachial Artery"
"Code","Code_199","C12687","4b263ef7-0135-40de-90a1-b7f1d91493e9","http://www.cdisc.org","2023-12-15","Common Carotid Artery"
"Code","Code_200","C32478","7533d2f4-9ab0-42af-b40a-7d5d0e913f47","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery"
"Code","Code_201","C12715","f623a05c-01be-454f-aea8-21702a39abce","http://www.cdisc.org","2023-12-15","Femoral Artery"
"Code","Code_202","C12838","36abb253-688b-46c6-8bdc-4bd6c241d774","http://www.cdisc.org","2023-12-15","Radial Artery"
"Code","Code_203","C13717","bbb9991d-8658-4223-97f2-845ccb638b01","http://www.cdisc.org","2023-12-15","Anatomic Site"
"Code","Code_204","C25229","58fe318e-7722-4f8e-b515-5a452533f18d","http://www.cdisc.org","2023-12-15","Left"
"Code","Code_205","C25228","9094813a-f6e6-43f9-9b5e-938f6a026cf5","http://www.cdisc.org","2023-12-15","Right"
"Code","Code_206","C25185","9e791843-6dae-43a4-ba55-7b7b893c42c9","http://www.cdisc.org","2023-12-15","Laterality"
"Code","Code_207","C25298","f91fb9b9-98e5-4538-bf4b-e9496125a854","http://www.cdisc.org","2023-12-15","SYSBP"
"Code","Code_208","C25299","becc17e0-595c-45e2-874d-96698bbe9682","http://www.cdisc.org","2023-12-15","DIABP"
"Code","Code_209","C77140","727079be-e656-421d-8d79-37ea21e79568","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_210","C49669","fd30dfe7-2f76-43c7-82da-adf97c6ea280","http://www.cdisc.org","2023-12-15","Unit of Pressure"
"Code","Code_211","C62122","7848b2ed-5bac-47e8-b4d6-0c5503dcfc9d","http://www.cdisc.org","2023-12-15","Sitting"
"Code","Code_212","C62166","a445ccc5-6591-44a6-9a30-b362ac6299bd","http://www.cdisc.org","2023-12-15","Standing"
"Code","Code_213","C62167","0357033b-21e8-4ab3-90e1-4b684079e0d2","http://www.cdisc.org","2023-12-15","Supine Position"
"Code","Code_214","C62164","bd9d2206-751e-46e1-b2ba-4c4809e0bde7","http://www.cdisc.org","2023-12-15","Body Position"
"Code","Code_215","C12681","22a1addc-f7b2-4078-8e34-ef33817d4fac","http://www.cdisc.org","2023-12-15","Brachial Artery"
"Code","Code_216","C12687","122ae442-4fcb-4193-98ab-e9ee97ca9e98","http://www.cdisc.org","2023-12-15","Common Carotid Artery"
"Code","Code_217","C32478","1c8dac9e-0dee-4989-a19e-bd5c2406b5ce","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery"
"Code","Code_218","C12715","764c15b7-91db-4d8d-a750-b6c8b44c5a35","http://www.cdisc.org","2023-12-15","Femoral Artery"
"Code","Code_219","C12838","e2fca1c1-2eb4-43d6-98ab-f1a884a350c3","http://www.cdisc.org","2023-12-15","Radial Artery"
"Code","Code_220","C13717","8033ade4-0fe5-49ca-bf3b-4eaa21a583fd","http://www.cdisc.org","2023-12-15","Anatomic Site"
"Code","Code_221","C25229","5e06ab81-bb35-4ae7-b911-30dccead96df","http://www.cdisc.org","2023-12-15","Left"
"Code","Code_222","C25228","4982edaf-d94c-4187-8493-031f9878399e","http://www.cdisc.org","2023-12-15","Right"
"Code","Code_223","C25185","44a1f03e-0cdf-4b6d-a1bf-c343d98d8083","http://www.cdisc.org","2023-12-15","Laterality"
"Code","Code_224","C25299","3c8743f4-ed92-4f4a-8dc8-e39558df7df4","http://www.cdisc.org","2023-12-15","DIABP"
"Code","Code_225","C174446","f1c69c1f-514b-4ff4-83f6-8bf1a8caa54b","http://www.cdisc.org","2023-12-15","TEMP"
"Code","Code_226","C77140","e00d0453-63dc-427e-85e2-4bf0510f1c65","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_227","C42559","1930131d-7610-419f-8eb5-2ad90e3a290b","http://www.cdisc.org","2023-12-15","Degree Celsius"
"Code","Code_228","C44277","a4189bef-847e-4211-a6b3-e5d232d5a843","http://www.cdisc.org","2023-12-15","Degree Fahrenheit"
"Code","Code_229","C42537","e893dd43-fdca-4369-9fcc-1352a52012b7","http://www.cdisc.org","2023-12-15","Kelvin"
"Code","Code_230","C44276","aac1eca7-8184-4648-9e84-213c567e1dac","http://www.cdisc.org","2023-12-15","Unit of Temperature"
"Code","Code_231","C12674","51a172cc-9abd-4a87-bf08-95d2a3b0b309","http://www.cdisc.org","2023-12-15","Axilla"
"Code","Code_232","C12394","cc023bd4-7f84-4f0c-b0e2-92bc92aa8a3b","http://www.cdisc.org","2023-12-15","Ear"
"Code","Code_233","C89803","1a8ce52d-dbb4-48fb-8480-ea08451250f7","http://www.cdisc.org","2023-12-15","Forehead"
"Code","Code_234","C12421","a46a9854-8dfc-4b8c-86e6-bfbff48d89e0","http://www.cdisc.org","2023-12-15","Oral Cavity"
"Code","Code_235","C12390","ff06a3b1-f8c1-4454-90c8-c0d3e597c09f","http://www.cdisc.org","2023-12-15","Rectum"
"Code","Code_236","C13717","0fcb783d-7ad9-4727-97a6-742a65bfce5e","http://www.cdisc.org","2023-12-15","Anatomic Site"
"Code","Code_237","C174446","444ecd5a-2f9d-4310-a85a-f231192b0d17","http://www.cdisc.org","2023-12-15","TEMP"
"Code","Code_238","C25208","9c7d154d-4123-4b24-a537-504673563ce4","http://www.cdisc.org","2023-12-15","WEIGHT"
"Code","Code_239","C77140","4e8ccf14-659b-46bf-b47c-93c93d5ede76","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_240","C48531","400a6882-ebcb-4aa8-96ed-e793737f4d68","http://www.cdisc.org","2023-12-15","Pound"
"Code","Code_241","C48155","da6d49b1-2f94-4fcd-959b-157b7a3ced89","http://www.cdisc.org","2023-12-15","Gram"
"Code","Code_242","C28252","064b398c-1510-44cb-bf55-a570cd503d10","http://www.cdisc.org","2023-12-15","Kilogram"
"Code","Code_243","C48208","c7b1a34d-ad8b-40d8-a91a-ad7ad49d0282","http://www.cdisc.org","2023-12-15","Unit of Weight"
"Code","Code_244","C25208","7fd96b8d-e623-49bd-9fc7-16909338d59e","http://www.cdisc.org","2023-12-15","WEIGHT"
"Code","Code_245","C25347","c5d600c0-0e4c-4e4c-bfb0-10740f2d5a76","http://www.cdisc.org","2023-12-15","HEIGHT"
"Code","Code_246","C77140","a6232a24-3b6c-44c8-918b-1db16faf7844","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_247","C49668","368df97e-f6ed-4a4d-8265-285a08c6f702","http://www.cdisc.org","2023-12-15","Centimeter"
"Code","Code_248","C48500","cc14b61e-da2a-4049-bcce-3d0f3514b45a","http://www.cdisc.org","2023-12-15","Inch"
"Code","Code_249","C41139","f025708e-90b2-476f-b102-d56514d23120","http://www.cdisc.org","2023-12-15","Meter"
"Code","Code_250","C168688","89421fcc-06c2-4cde-97ce-54742471db93","http://www.cdisc.org","2023-12-15","Unit of Height"
"Code","Code_251","C25347","3c8d14b5-6e13-419d-8a88-fde2498c860b","http://www.cdisc.org","2023-12-15","HEIGHT"
"Code","Code_252","C64433","6fbf3027-cf72-457e-908b-d3d7e328e058","http://www.cdisc.org","2023-12-15","ALT"
"Code","Code_253","C36292","54916236-f316-4a0c-a9aa-6063d1dfe487","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_254","C67456","272776c2-6e20-4ab1-9df5-170073f825e6","http://www.cdisc.org","2023-12-15","Unit per Liter"
"Code","Code_255","C67397","71d41fcf-9f06-425b-b103-15f995ceae3e","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"Code","Code_256","C67376","98a61eb4-58de-4aab-82ef-e51aba7e0ad2","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"Code","Code_257","C70510","153bcc25-2d80-443e-a5b9-22dcc38a2e73","http://www.cdisc.org","2023-12-15","Nanokatal per Liter"
"Code","Code_258","C67365","7d8ac53a-051b-4c0f-a53e-366d77ec7f60","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"Code","Code_259","C70713","f8febb2f-f9df-4fe3-aa0d-b7137d79e712","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_260","C49487","4cc94fee-4479-4207-8146-4bb37ed25498","http://www.cdisc.org","2023-12-15","No"
"Code","Code_261","C49488","fbc2ecd7-6567-4882-a866-65c235023d26","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_262","C83309","9f4eb82b-ed23-44f2-834c-a791b8f07bb5","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_263","C64433","e6bf7536-0673-4df3-89e0-d418bedcbd5b","http://www.cdisc.org","2023-12-15","ALT"
"Code","Code_264","C64431","aa2c75ef-2315-48a7-96a2-9c2c9dcef4d6","http://www.cdisc.org","2023-12-15","ALB"
"Code","Code_265","C36292","7a554c4a-81ae-4365-a154-f106ccdb88b6","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_266","C70713","a7e3b7ae-8e04-4133-b52b-7fb5b60f11b8","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_267","C49487","5774106f-69dc-47ac-8eb5-46c05b38d3f2","http://www.cdisc.org","2023-12-15","No"
"Code","Code_268","C49488","78b0c947-3a75-44fc-9b0f-020c7dcac781","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_269","C83309","f9ce8589-6b50-47e5-aa26-3c2887dc071c","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_270","C64431","da67f6ba-fb29-4638-abd2-8ac4ab1f9507","http://www.cdisc.org","2023-12-15","ALB"
"Code","Code_271","C64432","3b63d350-18a0-47ca-a7a6-39500fc649ff","http://www.cdisc.org","2023-12-15","ALP"
"Code","Code_272","C36292","a5de0ba7-df68-4589-b9b4-080f80fdf8ab","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_273","C67456","a9c298e5-9ba8-4fb0-8da8-9f8a4e6c1f03","http://www.cdisc.org","2023-12-15","Unit per Liter"
"Code","Code_274","C67397","1bd325cc-f93c-4d0b-a2ff-a4066dcf04bb","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"Code","Code_275","C67376","32c417f4-caed-4134-8d0e-584b304b9209","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"Code","Code_276","C67365","d2069f75-3898-4184-baaa-05f4f64d27bd","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"Code","Code_277","C70713","9310b89f-2d0e-4f9b-b72b-087d0eff58e9","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_278","C49487","adfb3801-d169-4826-9733-941df844e413","http://www.cdisc.org","2023-12-15","No"
"Code","Code_279","C49488","bf8f28d5-f2ee-4ce7-a7aa-78fa499cf50b","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_280","C83309","81b4427f-d983-451e-a575-77296f19fa5d","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_281","C64432","ca2c6fb9-d777-4a0a-8f48-44fe50ee7112","http://www.cdisc.org","2023-12-15","ALP"
"Code","Code_282","C64467","7066e67c-99ba-49a8-8f7f-12c223420bf5","http://www.cdisc.org","2023-12-15","AST"
"Code","Code_283","C36292","554f46b3-990f-4d64-8ed0-f354bbf52e7a","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_284","C67456","00e23a39-65f4-41ff-9e17-78d07625e78e","http://www.cdisc.org","2023-12-15","Unit per Liter"
"Code","Code_285","C67397","6ef53d62-7820-4149-b934-3c6c9c2b90fc","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"Code","Code_286","C67376","8657b927-594f-4066-85d8-99e7a195c3ad","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"Code","Code_287","C67365","881776c5-f76a-44fc-82a8-b08af9459dae","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"Code","Code_288","C70713","38d7da82-e278-4a88-bad0-52cfde4841b9","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_289","C49487","5c25301f-d463-4102-828a-c382b9056fda","http://www.cdisc.org","2023-12-15","No"
"Code","Code_290","C49488","848b647f-a83a-46ae-b210-8eddafee223d","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_291","C83309","04458368-ccdf-460a-b141-115bb9eeabef","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_292","C64467","a7fad45b-9074-41cb-a8d0-369330eef809","http://www.cdisc.org","2023-12-15","AST"
"Code","Code_293","C64547","844db6ac-5db5-4265-8fe1-fc043ea8e70e","http://www.cdisc.org","2023-12-15","CREAT"
"Code","Code_294","C36292","241966fd-8fa8-4084-a8a3-2799140413bf","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_295","C67015","76f2c2a6-3a93-4b75-b9c6-c94a0b90f45e","http://www.cdisc.org","2023-12-15","Milligram per Deciliter"
"Code","Code_296","C64572","29cf24a0-5ad0-4e3e-a5ff-4488b45a3665","http://www.cdisc.org","2023-12-15","Microgram per Milliliter"
"Code","Code_297","C64387","3ddb136a-5b99-44fc-9818-384a6557a77f","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"Code","Code_298","C48508","72f066e7-21d5-4467-8f85-8827e5b21371","http://www.cdisc.org","2023-12-15","Micromole per Liter"
"Code","Code_299","C48207","7b2f80de-4ed2-48f6-b57d-1a75355399a0","http://www.cdisc.org","2023-12-15","Unit of Concentration"
"Code","Code_300","C70713","cb39fd6b-9348-45b8-a181-27f3e398fceb","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_301","C49487","76316311-37d0-4ee4-85c3-491ae692ec34","http://www.cdisc.org","2023-12-15","No"
"Code","Code_302","C49488","6b799c25-4bb2-4887-85e7-e4db56116fe8","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_303","C83309","3d77f115-f57b-4bfa-9d57-4fdc6ae4c841","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_304","C64547","fc937838-9e32-4a6f-9782-24fb464c8b31","http://www.cdisc.org","2023-12-15","CREAT"
"Code","Code_305","C64853","da79d86d-58f6-4340-be1f-4ad53e3391e0","http://www.cdisc.org","2023-12-15","K"
"Code","Code_306","C36292","6a6d374b-3500-4ef3-aeea-32542e55c36a","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_307","C67474","fe96f7b7-c55e-49dc-bc0e-e191286fbad8","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter"
"Code","Code_308","C67473","f829e8c8-04c9-4291-9cef-407463f80a18","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter"
"Code","Code_309","C64387","0c11b74e-4c7c-414a-8167-d8fe09d20682","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"Code","Code_310","C64567","b926774f-f60a-4b85-affa-127319070434","http://www.cdisc.org","2023-12-15","Molarity Unit"
"Code","Code_311","C70713","b371dc59-c599-4eb2-89bc-92cee0bca81a","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_312","C49487","de4b2030-c0b3-48b7-923f-081f1088cd4f","http://www.cdisc.org","2023-12-15","No"
"Code","Code_313","C49488","209f7995-c8cc-49c2-8a8d-0b3860b09a22","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_314","C83309","199a39c4-ca17-4b39-9985-c611ebca129e","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_315","C64853","ff2fdc94-9a87-4aa4-98b6-a703b85f77f8","http://www.cdisc.org","2023-12-15","K"
"Code","Code_316","C64809","3f0f6c23-7874-4844-a76a-cdde80aa9935","http://www.cdisc.org","2023-12-15","SODIUM"
"Code","Code_317","C36292","7a941cbb-0930-4645-85d3-fcd3c697b4d8","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_318","C67474","ecb37cbf-21bb-4c82-bd59-307eca2da95b","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter"
"Code","Code_319","C67473","b0caf158-cf11-4bf2-9760-e953ebebe9f1","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter"
"Code","Code_320","C64387","f3f9f8dd-7b37-49b8-a03b-76a35476e24c","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"Code","Code_321","C64567","7715133b-bca2-44df-8feb-239992d4d552","http://www.cdisc.org","2023-12-15","Molarity Unit"
"Code","Code_322","C70713","1668b4c4-7761-4b89-9389-11a880f0c89c","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_323","C49487","c3ad2229-391c-4966-98df-2b85d6b88d17","http://www.cdisc.org","2023-12-15","No"
"Code","Code_324","C49488","73ab7041-164e-467a-93ce-22a1570a7fbd","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_325","C83309","5c366402-695f-4eba-8867-74efd7bd4a46","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_326","C64809","db74737c-6a1b-4c77-8fc8-5a7d3a34eb9c","http://www.cdisc.org","2023-12-15","SODIUM"
"Code","Code_327","C25298","33e5ac5e-aa81-4f42-96c5-4ea6967dfc94","http://www.cdisc.org","2023-12-15","SYSBP"
"Code","Code_328","C77140","1cb32a0e-0056-42e4-8165-6824c0e4cbdb","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_329","C49669","739e25cb-dd1d-4fde-9c05-d1664ac530e1","http://www.cdisc.org","2023-12-15","Unit of Pressure"
"Code","Code_330","C62122","c069ccbd-dadd-46ae-a4a6-a77782891ea1","http://www.cdisc.org","2023-12-15","Sitting"
"Code","Code_331","C62166","82f84a1a-630d-462b-8650-359cba1c5f9b","http://www.cdisc.org","2023-12-15","Standing"
"Code","Code_332","C62167","4b27a610-6270-4dcc-815e-01b4246eebc5","http://www.cdisc.org","2023-12-15","Supine Position"
"Code","Code_333","C62164","6bded2b3-810c-40b2-baf9-d2c56236e531","http://www.cdisc.org","2023-12-15","Body Position"
"Code","Code_334","C12681","1761a6c4-a3e0-4b63-807e-11497c655a46","http://www.cdisc.org","2023-12-15","Brachial Artery"
"Code","Code_335","C12687","1aebf169-7bdf-421f-934b-71da83f25535","http://www.cdisc.org","2023-12-15","Common Carotid Artery"
"Code","Code_336","C32478","b89170ec-407e-485f-ba81-6ad95c538687","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery"
"Code","Code_337","C12715","33ad0d4f-d036-4a2c-a4bb-1e84e40731dd","http://www.cdisc.org","2023-12-15","Femoral Artery"
"Code","Code_338","C12838","42471c4b-ddf6-4375-96b4-12fa7e6a32c8","http://www.cdisc.org","2023-12-15","Radial Artery"
"Code","Code_339","C13717","f3b95d48-8aa8-46e0-9b8b-8ecbce1f618d","http://www.cdisc.org","2023-12-15","Anatomic Site"
"Code","Code_340","C25229","853621c9-83e3-43f6-9d94-e74f032367a7","http://www.cdisc.org","2023-12-15","Left"
"Code","Code_341","C25228","54941030-f2ee-4080-b153-07504fcd33e6","http://www.cdisc.org","2023-12-15","Right"
"Code","Code_342","C25185","d32936b1-1563-4737-a1d2-8cf3d10d4cee","http://www.cdisc.org","2023-12-15","Laterality"
"Code","Code_343","C25298","e7c8c714-d046-4460-9617-4878a31426b4","http://www.cdisc.org","2023-12-15","SYSBP"
"Code","Code_344","C25299","52a73200-7792-49bd-a845-74876d1f39c2","http://www.cdisc.org","2023-12-15","DIABP"
"Code","Code_345","C77140","1183357b-9da8-4637-8839-02bde1b8b96a","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_346","C49669","0983db77-5961-4260-818d-9732a62c9ae7","http://www.cdisc.org","2023-12-15","Unit of Pressure"
"Code","Code_347","C62122","2795f004-2a23-45ce-8934-38d89f216f2d","http://www.cdisc.org","2023-12-15","Sitting"
"Code","Code_348","C62166","ec670b6d-3abc-4e56-901b-a20af401e546","http://www.cdisc.org","2023-12-15","Standing"
"Code","Code_349","C62167","cf347adc-7d96-4125-ace2-bfdef168d8ce","http://www.cdisc.org","2023-12-15","Supine Position"
"Code","Code_350","C62164","1d17fe5e-38a3-47dc-9d54-140fbc5f4511","http://www.cdisc.org","2023-12-15","Body Position"
"Code","Code_351","C12681","c2a566bf-a28b-4855-8fad-dea957f01380","http://www.cdisc.org","2023-12-15","Brachial Artery"
"Code","Code_352","C12687","237e1000-8f22-41de-880f-f6b8c7d5d2ad","http://www.cdisc.org","2023-12-15","Common Carotid Artery"
"Code","Code_353","C32478","3a8cd107-7c65-47f9-8519-f29c005abff6","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery"
"Code","Code_354","C12715","660b82f6-2d62-435e-bbb5-24462864f354","http://www.cdisc.org","2023-12-15","Femoral Artery"
"Code","Code_355","C12838","15044de7-5030-42ee-8f48-c2694ac0d995","http://www.cdisc.org","2023-12-15","Radial Artery"
"Code","Code_356","C13717","7139e6bf-8e46-4ecf-8cc5-3bc95de82a9d","http://www.cdisc.org","2023-12-15","Anatomic Site"
"Code","Code_357","C25229","09ec3b2a-d618-4475-8ce8-c7bf621c1c8b","http://www.cdisc.org","2023-12-15","Left"
"Code","Code_358","C25228","2ce344d7-9add-4af1-9720-fbab39296711","http://www.cdisc.org","2023-12-15","Right"
"Code","Code_359","C25185","84b18f25-b602-463d-a3ea-33f1835aeece","http://www.cdisc.org","2023-12-15","Laterality"
"Code","Code_360","C25299","e6814807-52ca-4f56-a1bc-8283053cba87","http://www.cdisc.org","2023-12-15","DIABP"
"Code","Code_361","C49677","318836ca-4ca3-43b2-8889-df449534f50a","http://www.cdisc.org","2023-12-15","HR"
"Code","Code_362","C77140","03786d15-733f-4917-889c-195cb53281c7","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_363","C73688","c7799d00-b0c4-46a5-a174-c73b9068e7be","http://www.cdisc.org","2023-12-15","Count per Minute"
"Code","Code_364","C62122","ce660503-6a6c-41e6-bec3-20cbee64b7ed","http://www.cdisc.org","2023-12-15","Sitting"
"Code","Code_365","C62166","7ab92ff1-8d72-41f4-96c3-5774537ec324","http://www.cdisc.org","2023-12-15","Standing"
"Code","Code_366","C62167","ddef804b-b3fb-4397-a1ea-00702980c537","http://www.cdisc.org","2023-12-15","Supine Position"
"Code","Code_367","C62164","32b293ff-795a-4132-8e5e-60b47b35975e","http://www.cdisc.org","2023-12-15","Body Position"
"Code","Code_368","C12681","f3263fdb-2b9d-42ac-8ee9-5b5e9ecfc918","http://www.cdisc.org","2023-12-15","Brachial Artery"
"Code","Code_369","C12687","7b0a1973-7d16-4ce1-8dd1-9f5124e43233","http://www.cdisc.org","2023-12-15","Common Carotid Artery"
"Code","Code_370","C32478","f44cf104-362d-4662-a9a8-2609e89ef314","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery"
"Code","Code_371","C12715","a066d50f-23b3-4648-a365-46477d063ce1","http://www.cdisc.org","2023-12-15","Femoral Artery"
"Code","Code_372","C12838","56ed7085-24ba-44ba-92fe-64b5a8c9afef","http://www.cdisc.org","2023-12-15","Radial Artery"
"Code","Code_373","C13717","8f09209f-91a1-49b4-845b-df48eaa3a2c2","http://www.cdisc.org","2023-12-15","Anatomic Site"
"Code","Code_374","C25229","25122de2-4743-489c-9956-571de774558a","http://www.cdisc.org","2023-12-15","Left"
"Code","Code_375","C25228","f762b721-6a45-4d71-ab71-43bb4647081b","http://www.cdisc.org","2023-12-15","Right"
"Code","Code_376","C25185","9d6b37fd-9f51-4785-9de9-d9f021de708c","http://www.cdisc.org","2023-12-15","Laterality"
"Code","Code_377","C49677","2b22357c-5e59-4524-bb94-409f2e4bc9f7","http://www.cdisc.org","2023-12-15","HR"
"Code","Code_378","C25298","636a75bb-011f-4e31-91d5-686b2cc41939","http://www.cdisc.org","2023-12-15","SYSBP"
