"uuid:ID","decode","instanceType","code","id","codeSystem","codeSystemVersion"
"bfcdbde3-84c8-4cba-a2de-36e5a109d063","Heart Rate","Code","C49677","Code_236","NCI Thesaurus",""
"a15d87be-d27d-4afa-b9d6-e567b191a0ff","Clinical Test Result","Code","C77140","Code_245","NCI Thesaurus",""
"f26394bb-96b5-491f-bb3c-8e53fbeb8dcc","Pascal","Code","C42547","Code_246","http://www.cdisc.org","2023-09-29"
"70c52fef-c2f1-42a9-9ba1-aed653e04b6b","Unit of Pressure","Code","C49669","Code_247","NCI Thesaurus",""
"a97468c9-10b7-41a5-8748-aa21ce869da2","Anatomic Site","Code","C13717","Code_248","NCI Thesaurus",""
"f5a33c7d-c3bc-4435-8d91-8c489ececf22","Laterality","Code","C25185","Code_249","NCI Thesaurus",""
"b6fb9174-ec4a-4fe3-bd41-349ccbc89479","Test Method","Code","C82535","Code_250","NCI Thesaurus",""
"6ed6980c-b709-445c-b854-d6e1dfdb6260","Body Position","Code","C62164","Code_251","NCI Thesaurus",""
"2c5cb72b-401a-4a38-8378-d83bacde2d4c","Systolic Blood Pressure","Code","C25298","Code_244","NCI Thesaurus",""
"cf9eac4d-663b-4a14-a656-985d103bcd6e","Clinical Test Result","Code","C77140","Code_253","NCI Thesaurus",""
"cfb09598-d758-4b1f-9cd6-94629a33ad2f","Pascal","Code","C42547","Code_254","http://www.cdisc.org","2023-09-29"
"681798cf-1389-4324-8c42-406fd0d88df1","Unit of Pressure","Code","C49669","Code_255","NCI Thesaurus",""
"53d48c84-64a2-46ae-9c51-38394850ac4a","Anatomic Site","Code","C13717","Code_256","NCI Thesaurus",""
"a0e2d28e-5c12-48dd-9fbd-c515e023c046","Laterality","Code","C25185","Code_257","NCI Thesaurus",""
"961c886c-af29-45a9-a820-456240904835","Test Method","Code","C82535","Code_258","NCI Thesaurus",""
"4283b7ad-88a8-45ce-b4a3-d2a6159c70bb","Body Position","Code","C62164","Code_259","NCI Thesaurus",""
"be23246b-fe32-4482-9775-99b431cb2eb6","Diastolic Blood Pressure","Code","C25299","Code_252","NCI Thesaurus",""
"32fb2767-4235-478f-9835-06330fb5ef2e","Clinical Test Result","Code","C77140","Code_261","NCI Thesaurus",""
"69421aa8-4179-4f04-8d18-614d604615c6","Beats per Minute","Code","C49673","Code_262","http://www.cdisc.org","2023-09-29"
"53b933e6-7e31-48f5-aa33-feaaa10ccdec","Count per Minute","Code","C73688","Code_263","NCI Thesaurus",""
"4e0778b5-95a3-4e73-ba0d-3e370e8df0ae","Anatomic Site","Code","C13717","Code_264","NCI Thesaurus",""
"96b4ca38-e1f6-42af-9a5b-a2d15fbb36e9","Laterality","Code","C25185","Code_265","NCI Thesaurus",""
"5aa9e580-5ee8-4de7-8e18-a82bb55eb7ed","Test Method","Code","C82535","Code_266","NCI Thesaurus",""
"c13d7eb1-57d3-4424-90cb-84b2d8779281","Body Position","Code","C62164","Code_267","NCI Thesaurus",""
"24629678-e7be-4972-adad-7042330cf906","Heart Rate","Code","C49677","Code_260","NCI Thesaurus",""
"3315a4ef-1d5f-47cb-943f-bc24158028e2","Placebo Comparator Arm","Code","C174268","Code_123","http://www.cdisc.org","2023-09-29"
"ee571cd4-7c96-4d01-9deb-4976c490fff4","Data Generated Within Study","Code","C188866","Code_124","http://www.cdisc.org","2023-09-29"
"741e8909-0084-4097-ad33-2a373b8b9380","Active Comparator Arm","Code","C174267","Code_125","http://www.cdisc.org","2023-09-29"
"de8b87ba-b866-4b47-9ed3-67ea5e66cf6e","Data Generated Within Study","Code","C188866","Code_126","http://www.cdisc.org","2023-09-29"
"d7e4ca0a-1391-4d69-ad21-2d00ad378617","Active Comparator Arm","Code","C174267","Code_127","http://www.cdisc.org","2023-09-29"
"16c5d024-bf23-49ed-9f95-59e397aa9bf2","Data Generated Within Study","Code","C188866","Code_128","http://www.cdisc.org","2023-09-29"
"dc87a597-e073-43f4-9d97-29febc8e399d","Double Blind Study","Code","C15228","Code_136","http://www.cdisc.org","2023-09-29"
"5a8aacd3-a0ec-424a-8f02-508ef55b775a","Trial Screening","Code","C48262","Code_129","http://www.cdisc.org","2023-09-29"
"684beefc-525f-4c42-a4f5-c0979a2526dc","Treatment Epoch","Code","C101526","Code_130","http://www.cdisc.org","2023-09-29"
"99543e18-7fca-470c-b49b-0d4ed1c7b533","Treatment Epoch","Code","C101526","Code_131","http://www.cdisc.org","2023-09-29"
"7d0f91d8-98e1-46ba-9353-3cefee4b80e0","Treatment Epoch","Code","C101526","Code_132","http://www.cdisc.org","2023-09-29"
"6c78307f-6324-4dc0-b35b-950bb7dc7d02","Clinical Study Follow-up","Code","C99158","Code_133","http://www.cdisc.org","2023-09-29"
"cf204f87-9d6a-40ef-a3e9-13a75eddb9cc","Alzheimer's disease; unspecified","Code","G30.9","Code_327","ICD-10-CM","1"
"8b35e68c-81bd-476d-a2ff-a7ffaba429b4","Alzheimer's disease","Code","26929004","Code_328","SNOMED","January 31, 2018"
"5eec87a8-d0f9-4696-b777-5fa816319cb0","Sponsor","Code","C70793","Code_142","http://www.cdisc.org","2023-09-29"
"018ea7a9-8842-4f8f-aa98-68ca0ab6a06e","Trial Primary Objective","Code","C85826","Code_332","http://www.cdisc.org","2023-09-29"
"5f97b207-7cf5-4dfc-b5ee-60fc1820af4f","Primary Endpoint","Code","C94496","Code_331","http://www.cdisc.org","2023-09-29"
"3d38f795-988e-4526-a0d7-8e7a0f23de66","Primary Endpoint","Code","C94496","Code_333","http://www.cdisc.org","2023-09-29"
"001cef2d-a7ee-43c8-af42-4388a7f4d408","Trial Primary Objective","Code","C85826","Code_335","http://www.cdisc.org","2023-09-29"
"45bbde11-d9be-407b-ba40-f2bf8326ffb5","Primary Endpoint","Code","C94496","Code_334","http://www.cdisc.org","2023-09-29"
"7599b3aa-c615-45b2-8d39-2fb741fa54e5","Primary Endpoint","Code","C94496","Code_336","http://www.cdisc.org","2023-09-29"
"26a31f80-c88f-4d1c-a74f-725d6110aeb6","Primary Endpoint","Code","C94496","Code_337","http://www.cdisc.org","2023-09-29"
"57da2951-1dcb-440b-9408-29a67fcc1baf","Trial Secondary Objective","Code","C85827","Code_339","http://www.cdisc.org","2023-09-29"
"d89465a1-e76d-490a-b6b4-c695cf566482","Secondary Endpoint","Code","C139173","Code_338","http://www.cdisc.org","2023-09-29"
"0b502efc-0481-4e39-abd6-9122bd670a42","Secondary Endpoint","Code","C139173","Code_340","http://www.cdisc.org","2023-09-29"
"aba5a18a-cb06-48de-92c3-bce68cffb165","Secondary Endpoint","Code","C139173","Code_341","http://www.cdisc.org","2023-09-29"
"3ca34051-9fd0-4d82-a0ad-471879306ec1","Trial Secondary Objective","Code","C85827","Code_343","http://www.cdisc.org","2023-09-29"
"8cc222cf-3493-48ed-9f9a-1a2282fa7e38","Secondary Endpoint","Code","C139173","Code_342","http://www.cdisc.org","2023-09-29"
"eff2445d-e376-4c8d-a185-4daa07eb89d7","Trial Secondary Objective","Code","C85827","Code_345","http://www.cdisc.org","2023-09-29"
"9bfeb5bb-5331-4d22-a500-439d2a4132e6","Secondary Endpoint","Code","C139173","Code_344","http://www.cdisc.org","2023-09-29"
"4839f5ea-c6f1-4275-a1f9-29c88fcb0c12","Trial Secondary Objective","Code","C85827","Code_347","http://www.cdisc.org","2023-09-29"
"33c5a37a-8a9c-4e5a-abbf-392ed2d10903","Secondary Endpoint","Code","C139173","Code_346","http://www.cdisc.org","2023-09-29"
"75466eba-4c2d-4eaa-8767-8eab5b77be4e","Inclusion Criteria","Code","C25532","Code_348","http://www.cdisc.org","2023-09-29"
"5d8cdbb0-847f-4159-ad97-b362b9e4bfda","Inclusion Criteria","Code","C25532","Code_349","http://www.cdisc.org","2023-09-29"
"a266bf31-da02-4080-84ab-d85a951493a4","Inclusion Criteria","Code","C25532","Code_350","http://www.cdisc.org","2023-09-29"
"8947e1b8-5626-491c-a97c-76ca08900f75","Inclusion Criteria","Code","C25532","Code_351","http://www.cdisc.org","2023-09-29"
"9251a615-cbb4-43e3-a62f-68f3a4a51788","Inclusion Criteria","Code","C25532","Code_352","http://www.cdisc.org","2023-09-29"
"ee33e9a2-cc9a-4a51-985d-908dee6638a9","Inclusion Criteria","Code","C25532","Code_353","http://www.cdisc.org","2023-09-29"
"685734f1-f008-46e3-81b3-9b85f694debf","Inclusion Criteria","Code","C25532","Code_354","http://www.cdisc.org","2023-09-29"
"8c21e6ff-e77a-4723-9b76-3f70c532c554","Inclusion Criteria","Code","C25532","Code_355","http://www.cdisc.org","2023-09-29"
"91bbcc5d-16d8-4861-8671-b866b45ef6d8","Exclusion Criteria","Code","C25370","Code_356","http://www.cdisc.org","2023-09-29"
"72904715-890f-4e2c-ba59-3f91bb5d873a","Exclusion Criteria","Code","C25370","Code_357","http://www.cdisc.org","2023-09-29"
"e3508742-65a5-475f-87d1-203a870fdcee","Exclusion Criteria","Code","C25370","Code_358","http://www.cdisc.org","2023-09-29"
"4c885924-09c0-414d-857f-cd8c9b5c2077","Exclusion Criteria","Code","C25370","Code_359","http://www.cdisc.org","2023-09-29"
"6a867864-469a-4a0d-a51c-70087fe891b6","Exclusion Criteria","Code","C25370","Code_360","http://www.cdisc.org","2023-09-29"
"be8ac449-d161-4672-84df-b9c9d5021f4e","Exclusion Criteria","Code","C25370","Code_361","http://www.cdisc.org","2023-09-29"
"ebaba88c-3aa1-4459-a39d-4cc32f108b1f","Exclusion Criteria","Code","C25370","Code_362","http://www.cdisc.org","2023-09-29"
"f07d95af-fb0c-4313-b6b3-a36c35264673","Exclusion Criteria","Code","C25370","Code_363","http://www.cdisc.org","2023-09-29"
"0aace0de-a6ea-4b19-98ff-6a89707d69c7","Exclusion Criteria","Code","C25370","Code_364","http://www.cdisc.org","2023-09-29"
"99633606-9e7a-4cc6-ad9d-c33ee1b8768f","Exclusion Criteria","Code","C25370","Code_365","http://www.cdisc.org","2023-09-29"
"8241d80c-b841-4df8-8ec6-6815af0bf402","Exclusion Criteria","Code","C25370","Code_366","http://www.cdisc.org","2023-09-29"
"6909c048-990a-4061-b492-b01b36ca3827","Exclusion Criteria","Code","C25370","Code_367","http://www.cdisc.org","2023-09-29"
"29845455-e377-431a-8ca2-1335f75b1d6a","Exclusion Criteria","Code","C25370","Code_368","http://www.cdisc.org","2023-09-29"
"f6af0abe-1095-4e63-85ee-d50667109f91","Exclusion Criteria","Code","C25370","Code_369","http://www.cdisc.org","2023-09-29"
"7991d9e6-34a8-42bf-87ee-8a437fbcc3a7","Exclusion Criteria","Code","C25370","Code_370","http://www.cdisc.org","2023-09-29"
"dad2c3f1-bd91-4eb0-b55a-b72066ed217d","Exclusion Criteria","Code","C25370","Code_371","http://www.cdisc.org","2023-09-29"
"a487d805-18bc-48da-87d7-525d7be4b2ca","Exclusion Criteria","Code","C25370","Code_372","http://www.cdisc.org","2023-09-29"
"5dfb5f76-1eef-4b3c-909d-fc6f487dc888","Exclusion Criteria","Code","C25370","Code_373","http://www.cdisc.org","2023-09-29"
"a3cbd613-a677-45a6-b80b-3a1f8f5ff8d1","Exclusion Criteria","Code","C25370","Code_374","http://www.cdisc.org","2023-09-29"
"a2a55c70-6c0f-4d90-8610-d799ec76edd8","Exclusion Criteria","Code","C25370","Code_375","http://www.cdisc.org","2023-09-29"
"186c6e1c-5d02-4fec-b49c-eaf0b36ed123","Exclusion Criteria","Code","C25370","Code_376","http://www.cdisc.org","2023-09-29"
"ba7a8ddb-ee15-4982-9e3c-1888f594197e","Exclusion Criteria","Code","C25370","Code_377","http://www.cdisc.org","2023-09-29"
"46011cb9-c034-4a31-9fbe-0f5f69cf077e","Exclusion Criteria","Code","C25370","Code_378","http://www.cdisc.org","2023-09-29"
"eb7471da-b4fe-42b7-8fcd-3875fe06a24e","Year","Code","C29848","Code_329","http://www.cdisc.org","2023-09-29"
"cdb591ea-5505-4104-915a-e6c990e65e13","Before","Code","C201357","Code_14","http://www.cdisc.org","2023-09-29"
"a2298566-4a9e-40ff-a09f-372f85e07ed0","Start to Start","Code","C201355","Code_15","http://www.cdisc.org","2023-09-29"
"d1750e39-a0f8-43ae-857e-b907188b56e5","Before","Code","C201357","Code_16","http://www.cdisc.org","2023-09-29"
"912a6c8a-9ce6-404f-8436-102edeb55472","Start to Start","Code","C201355","Code_17","http://www.cdisc.org","2023-09-29"
"f0a9084f-95eb-4a98-99e7-1081fda660ff","Fixed Reference","Code","C201358","Code_19","http://www.cdisc.org","2023-09-29"
"f8ab8a22-3222-4674-90cb-155a65a55101","Start to Start","Code","C201355","Code_20","http://www.cdisc.org","2023-09-29"
"92d3b0c0-19f1-4945-a3fa-43edc6d921ab","After","Code","C201356","Code_21","http://www.cdisc.org","2023-09-29"
"48afd78c-c8f7-4074-8b04-524f8ca8bb94","Start to Start","Code","C201355","Code_22","http://www.cdisc.org","2023-09-29"
"36e51406-9744-4df5-afa6-36bb644e7f76","After","Code","C201356","Code_24","http://www.cdisc.org","2023-09-29"
"99fa40f3-571d-483f-85b2-885332c31b15","Start to Start","Code","C201355","Code_25","http://www.cdisc.org","2023-09-29"
"c82a726f-6411-4049-930c-59618a29a072","After","Code","C201356","Code_27","http://www.cdisc.org","2023-09-29"
"55063259-30da-40cc-9ac6-4a1dc4f40762","Start to Start","Code","C201355","Code_28","http://www.cdisc.org","2023-09-29"
"2e84f0c6-245a-4298-8ac4-e23f5352b0fd","After","Code","C201356","Code_30","http://www.cdisc.org","2023-09-29"
"b184e212-f972-4012-8245-79fc0a37a351","Start to Start","Code","C201355","Code_31","http://www.cdisc.org","2023-09-29"
"f8fa7adb-7407-42e7-bb4a-ba3f4ea9b974","After","Code","C201356","Code_35","http://www.cdisc.org","2023-09-29"
"c490218f-f841-4dba-9e34-0b93c0a6d611","Start to Start","Code","C201355","Code_36","http://www.cdisc.org","2023-09-29"
"654680ce-7170-43d8-a864-132657b1be2b","After","Code","C201356","Code_40","http://www.cdisc.org","2023-09-29"
"0bffb1cd-6b4c-47d6-b5ba-f13ea085b4f9","Start to Start","Code","C201355","Code_41","http://www.cdisc.org","2023-09-29"
"28eafed7-709b-45b3-85e0-c0e0f433f18c","After","Code","C201356","Code_45","http://www.cdisc.org","2023-09-29"
"91627988-14dd-4064-9969-3469fef3bfd7","Start to Start","Code","C201355","Code_46","http://www.cdisc.org","2023-09-29"
"63fb2789-6ffe-4b70-946f-23a75a9ab0bd","After","Code","C201356","Code_50","http://www.cdisc.org","2023-09-29"
"1b8e12be-1188-4be9-99e3-16d5f4bd238c","Start to Start","Code","C201355","Code_51","http://www.cdisc.org","2023-09-29"
"60c4cb57-7f20-4ad1-8fe6-f35bd30a828f","After","Code","C201356","Code_53","http://www.cdisc.org","2023-09-29"
"b7301a70-b930-44ef-9760-657a945966e7","Start to Start","Code","C201355","Code_54","http://www.cdisc.org","2023-09-29"
"89651f73-5546-44c9-8197-e6fee7e00e2d","After","Code","C201356","Code_33","http://www.cdisc.org","2023-09-29"
"ca7e92a6-ac6d-47c9-a276-4ad2f77847d6","Start to Start","Code","C201355","Code_34","http://www.cdisc.org","2023-09-29"
"43ab2ede-c4c4-4533-b422-28e969a8fd09","After","Code","C201356","Code_38","http://www.cdisc.org","2023-09-29"
"f414e3f2-5113-417e-9cb0-164705d64dfc","Start to Start","Code","C201355","Code_39","http://www.cdisc.org","2023-09-29"
"7bc114fe-ce52-49ce-96bb-5d6c9cef1403","After","Code","C201356","Code_43","http://www.cdisc.org","2023-09-29"
"f6f52a4c-3820-4b78-8a01-f7310905d46c","Start to Start","Code","C201355","Code_44","http://www.cdisc.org","2023-09-29"
"cae33fd0-3a24-4fae-bc68-61af4cd3ecb8","After","Code","C201356","Code_48","http://www.cdisc.org","2023-09-29"
"fd7b9815-32dd-4cdd-8e75-bf6c339399f1","Start to Start","Code","C201355","Code_49","http://www.cdisc.org","2023-09-29"
"d4689a39-b6c1-4a46-8bb2-8de36cd442aa","Fixed Reference","Code","C201358","Code_56","http://www.cdisc.org","2023-09-29"
"b5d8f2d6-8817-474f-98aa-48097e7de4d2","Start to Start","Code","C201355","Code_57","http://www.cdisc.org","2023-09-29"
"5296a66c-7306-49be-955c-a5e8f273a8a6","Fixed Reference","Code","C201358","Code_58","http://www.cdisc.org","2023-09-29"
"dedead38-ba56-4ac6-9a7c-893bbc59f533","Start to Start","Code","C201355","Code_59","http://www.cdisc.org","2023-09-29"
"874db819-80ad-45da-b171-4b9db5a01c32","Fixed Reference","Code","C201358","Code_60","http://www.cdisc.org","2023-09-29"
"fd422b14-b6e3-4490-b6be-6620e78ed75c","Start to Start","Code","C201355","Code_61","http://www.cdisc.org","2023-09-29"
"f2b87cb2-ad08-4477-a2f7-92927c09f7ee","After","Code","C201356","Code_62","http://www.cdisc.org","2023-09-29"
"58838c8c-058f-4ab0-8c60-123a9b9b89ad","Start to Start","Code","C201355","Code_63","http://www.cdisc.org","2023-09-29"
"3ac75e3e-a8fc-46db-8348-78915dad0c06","After","Code","C201356","Code_64","http://www.cdisc.org","2023-09-29"
"fa3671d2-afed-44d6-a5f8-3e3dc9d37023","End to Start","Code","C201353","Code_65","http://www.cdisc.org","2023-09-29"
"1f9b1f3b-5831-4dae-bb08-3c88b91c115f","After","Code","C201356","Code_66","http://www.cdisc.org","2023-09-29"
"8d152804-4ae3-4579-9158-dff88a88ef64","Start to Start","Code","C201355","Code_67","http://www.cdisc.org","2023-09-29"
"8e9ce1f1-4677-428d-b296-991f9158a66b","After","Code","C201356","Code_68","http://www.cdisc.org","2023-09-29"
"65854e2b-2b54-40dd-b7bc-77a04fbcb8fd","End to Start","Code","C201353","Code_69","http://www.cdisc.org","2023-09-29"
"23dafd98-3ee1-4adc-9067-261c2ad84365","After","Code","C201356","Code_70","http://www.cdisc.org","2023-09-29"
"3d232baa-41fd-43af-9c94-6e1f26f7b7c1","Start to Start","Code","C201355","Code_71","http://www.cdisc.org","2023-09-29"
"d0e0acd8-cadb-45b6-94a4-e386bee8c663","Clinical Study Sponsor","Code","C70793","Code_379","http://www.cdisc.org","2023-09-29"
"b1839d95-7562-4ed4-ad9f-469cf7077fe5","United Kingdom of Great Britain and Northern Ireland","Code","GBR","Code_380","ISO 3166 1 alpha3","2020-08"
"75833a23-eb1a-43d4-a5c2-c00baf41e187","Study Acronym","Code","C94108","Code_3","http://www.cdisc.org","2023-09-29"
"1d8d44d9-502f-4737-8e44-a1638f9a28ad","Brief Study Title","Code","C99905x1","Code_5","http://www.cdisc.org","2023-09-29"
"3e0a06d1-8fec-47f4-99e1-f8f8b92fbc83","Official Study Title","Code","C99905x2","Code_6","http://www.cdisc.org","2023-09-29"
"47eba5e6-1f40-478d-9928-0f02a086f075","Public Study Title","Code","C99905x3","Code_7","http://www.cdisc.org","2023-09-29"
"9bbf25ba-d648-4353-a77e-49598ab9084c","Final","Code","C25508","Code_8","http://www.cdisc.org","2023-09-29"
"1fd0bac1-5d13-41fb-ac7f-04f77fd5dd1d","Protocol Effective Date","Code","C99903x1","Code_11","http://www.cdisc.org","2023-09-29"
"eb1f1d79-7211-434f-959d-a56d99346ef5","Region","Code","C41129","Code_13","http://www.cdisc.org","2023-09-29"
"5122a8d2-4e2c-47e3-9c9d-11121107c720","Europe","Code","150","Code_12","ISO 3166 1 alpha3","2020-08"
