"codeSystem","decode","codeSystemVersion","uuid:ID","code","id"
"NCI Thesaurus","Vital Signs Location","","fd21d8ea-af7a-4f4f-82a9-f27798cf8d4b","C83088","Code_239"
"NCI Thesaurus","Vital Signs Laterality","","d7ddfae7-5567-4d7b-a8f7-58f2a8e81211","C123975","Code_240"
"NCI Thesaurus","Test Method","","bfaff78b-5ed9-4ae7-ba99-46dc779527c8","C82535","Code_241"
"NCI Thesaurus","Vital Signs Position","","73766c27-31ba-4173-be90-ce415594f531","C83114","Code_242"
"NCI Thesaurus","Diastolic Blood Pressure","","c2408f9d-c004-4980-bcd5-82bd4e1d420b","C25299","Code_235"
"http://www.cdisc.org","Placebo Comparator Arm","2023-09-29","4e214921-8468-49ff-9a44-f909c7e0819b","C174268","Code_106"
"http://www.cdisc.org","Data Generated Within Study","2023-09-29","10efec0b-a4a3-42fb-9af5-cbfb04a0c584","C188866","Code_107"
"http://www.cdisc.org","Active Comparator Arm","2023-09-29","cdafa824-5d8d-469d-b9bf-0f0e44a49352","C174267","Code_108"
"http://www.cdisc.org","Data Generated Within Study","2023-09-29","ef14e5da-f33a-410e-9f3e-aaf155606422","C188866","Code_109"
"http://www.cdisc.org","Active Comparator Arm","2023-09-29","069270c0-a94d-4613-af5c-e6b556eabd73","C174267","Code_110"
"http://www.cdisc.org","Data Generated Within Study","2023-09-29","bbf8f5e7-1407-4841-a4cf-0b7a9c727e03","C188866","Code_111"
"http://www.cdisc.org","Double Blind Study","2023-09-29","15a61ec8-cbef-4692-b9b1-22da92596048","C15228","Code_119"
"http://www.cdisc.org","Trial Screening","2023-09-29","6c2e1e42-40ef-4bba-895d-b0ec67c33178","C48262","Code_112"
"http://www.cdisc.org","Treatment Epoch","2023-09-29","864f43a9-4bf4-4d8f-9425-5f2022bae3ca","C101526","Code_113"
"http://www.cdisc.org","Treatment Epoch","2023-09-29","d44fb392-9aa2-4804-a821-9e0f56adf64b","C101526","Code_114"
"http://www.cdisc.org","Treatment Epoch","2023-09-29","e0287c93-f74b-4d69-ab6a-215513390285","C101526","Code_115"
"http://www.cdisc.org","Clinical Study Follow-up","2023-09-29","1037897f-448b-4a3f-8148-a1c818a98a49","C99158","Code_116"
"ICD-10-CM","Alzheimer's disease; unspecified","1","f5585a10-48b2-4aec-a2c8-4472926ec150","G30.9","Code_296"
"SNOMED","Alzheimer's disease","January 31, 2018","4eca2f79-4790-4c8d-9e9a-f94525d36b31","26929004","Code_297"
"http://www.cdisc.org","Trial Primary Objective","2023-09-29","0136e7f6-c71c-46b8-8451-7b8b0764610f","C85826","Code_300"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","c6fd2a08-c045-4b6f-9812-73c69367d9b2","C94496","Code_299"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","2baf24ed-e8d9-4b75-b27b-9480f0be585e","C94496","Code_301"
"http://www.cdisc.org","Trial Primary Objective","2023-09-29","5e85b865-92cb-4f3b-ada3-1a810e961d8f","C85826","Code_303"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","b3541f7d-49ac-4ce0-ad59-2c43a1591388","C94496","Code_302"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","a456401e-f11f-45b6-b35c-2593d083ea85","C94496","Code_304"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","e7047b98-dad5-4231-835b-8ed28c638272","C94496","Code_305"
"http://www.cdisc.org","Trial Secondary Objective","2023-09-29","11c6ec76-b3ba-45f3-ba3a-d564c640cac7","C85827","Code_307"
"http://www.cdisc.org","Secondary Endpoint","2023-09-29","716c8d5e-bb4a-4848-aa79-70ea59f96bd9","C139173","Code_306"
"http://www.cdisc.org","Secondary Endpoint","2023-09-29","f98771c4-164a-4034-a225-03d82167519a","C139173","Code_308"
"http://www.cdisc.org","Secondary Endpoint","2023-09-29","ae979d0a-93bc-46eb-8bf2-c43295398104","C139173","Code_309"
"http://www.cdisc.org","Both","2023-09-29","a0ccc91f-3a90-4773-ab52-19132be8c41b","C49636","Code_298"
"http://www.cdisc.org","Before","2023-09-29","633fb034-0d3c-4ba5-8f3a-dc07ad63378f","C201264","Code_10"
"http://www.cdisc.org","Start to Start","2023-09-29","3c9cbb35-a0b5-4dee-ae93-1d7fff572f39","C201265","Code_11"
"http://www.cdisc.org","Before","2023-09-29","5664c6a5-674b-4bf9-b8fb-21ecedd1e38d","C201264","Code_12"
"http://www.cdisc.org","Start to Start","2023-09-29","455424eb-9d5e-4c36-aa9f-5b5396486a80","C201265","Code_13"
"http://www.cdisc.org","Fixed Reference","2023-09-29","e4b184e3-3637-41ec-acbf-eb9216627601","C201264","Code_14"
"http://www.cdisc.org","Start to Start","2023-09-29","6bc85bfc-dcb4-4026-a722-d5c74ab6072e","C201265","Code_15"
"http://www.cdisc.org","After","2023-09-29","aa05856f-dae4-4632-8717-c35d905f03eb","C201264","Code_16"
"http://www.cdisc.org","Start to Start","2023-09-29","b8f1da1d-bd82-4bcf-ad86-a1aa1778ce01","C201265","Code_17"
"http://www.cdisc.org","After","2023-09-29","0e7a8988-56bb-4b95-ae78-636b5ef336bd","C201264","Code_18"
"http://www.cdisc.org","Start to Start","2023-09-29","e708c468-2488-4432-b898-845e9dd6efef","C201265","Code_19"
"http://www.cdisc.org","After","2023-09-29","de0f6fc7-f368-474d-913c-2dd73e19641c","C201264","Code_20"
"http://www.cdisc.org","Start to Start","2023-09-29","c3346a1b-47fa-4384-9a99-7596c54382c9","C201265","Code_21"
"http://www.cdisc.org","After","2023-09-29","ce28b859-3c67-4647-b9ac-9163320a1b44","C201264","Code_22"
"http://www.cdisc.org","Start to Start","2023-09-29","d0eb8912-cc16-4c1d-b455-ea2d4c2777f9","C201265","Code_23"
"http://www.cdisc.org","After","2023-09-29","91e13412-4a04-4cba-87f5-47212b98cff1","C201264","Code_24"
"http://www.cdisc.org","Start to Start","2023-09-29","0d1db0fa-de37-46c6-9106-2bc306616640","C201265","Code_25"
"http://www.cdisc.org","After","2023-09-29","2962c920-6fe2-4067-91f8-a741d9b6d832","C201264","Code_26"
"http://www.cdisc.org","Start to Start","2023-09-29","a764df1b-8c37-46c6-8aff-f5886028c6fd","C201265","Code_27"
"http://www.cdisc.org","After","2023-09-29","c9503d84-ed54-4b00-bdac-f1227f7ddd26","C201264","Code_28"
"http://www.cdisc.org","Start to Start","2023-09-29","dfa7e25c-3917-4da5-99f5-b275d8ca1d90","C201265","Code_29"
"http://www.cdisc.org","After","2023-09-29","f1e60d66-6b8b-42f9-b313-2dfa78b9cbf3","C201264","Code_30"
"http://www.cdisc.org","Start to Start","2023-09-29","ee8992d1-c03f-4a7c-8876-f522c2e87c32","C201265","Code_31"
"http://www.cdisc.org","After","2023-09-29","15a3c69c-d095-4536-aab0-3aea49ffb414","C201264","Code_32"
"http://www.cdisc.org","Start to Start","2023-09-29","57c356e4-827a-4263-a3cc-812879e65cb3","C201265","Code_33"
"http://www.cdisc.org","After","2023-09-29","99d78b86-12df-456e-9678-543ef7704612","C201264","Code_34"
"http://www.cdisc.org","Start to Start","2023-09-29","53e13ccd-7a38-4809-b05b-a158934cd96b","C201265","Code_35"
"http://www.cdisc.org","After","2023-09-29","57a1aba5-21c4-46b7-9332-f686b7e29955","C201264","Code_36"
"http://www.cdisc.org","Start to Start","2023-09-29","2cd0e69c-30c7-40cd-9ae4-786122c864be","C201265","Code_37"
"http://www.cdisc.org","After","2023-09-29","17fef258-9319-4fb2-a59c-a967dbe2e1a2","C201264","Code_38"
"http://www.cdisc.org","Start to Start","2023-09-29","851e7a27-3b71-4bdd-b071-e38cb71e293e","C201265","Code_39"
"http://www.cdisc.org","After","2023-09-29","b293e934-ab36-4297-a91b-bd203ca14b6d","C201264","Code_40"
"http://www.cdisc.org","Start to Start","2023-09-29","141075f8-3f11-4ea9-af3b-e70d93d49a1a","C201265","Code_41"
"http://www.cdisc.org","Fixed Reference","2023-09-29","2f3669b5-9b53-42b0-aff0-c900b4d86f9a","C201264","Code_42"
"http://www.cdisc.org","Start to Start","2023-09-29","d1931fe9-2524-4f75-b407-1674fcab1aec","C201265","Code_43"
"http://www.cdisc.org","Fixed Reference","2023-09-29","5e8d1e1e-c8df-4a3e-8a34-64d1118ce988","C201264","Code_44"
"http://www.cdisc.org","Start to Start","2023-09-29","bf2733f7-f93a-48e1-9c70-4cfb8e32a744","C201265","Code_45"
"http://www.cdisc.org","Fixed Reference","2023-09-29","88cc195f-0711-4000-a73c-1c3c03eaa184","C201264","Code_46"
"http://www.cdisc.org","Start to Start","2023-09-29","0a84f1e8-c1ad-4105-a891-c89657fd262f","C201265","Code_47"
"http://www.cdisc.org","After","2023-09-29","7f8ca148-4cb4-42aa-bd3a-4d6dfc957fd4","C201264","Code_48"
"http://www.cdisc.org","Start to Start","2023-09-29","ecc13fba-30ed-4959-a85b-230b77b2bc12","C201265","Code_49"
"http://www.cdisc.org","After","2023-09-29","ad3082aa-5bd4-41ec-97aa-b89341341d5b","C201264","Code_50"
"http://www.cdisc.org","End to Start","2023-09-29","d198942a-ff85-44f1-94c7-da7ba02aa1f8","C201265","Code_51"
"http://www.cdisc.org","After","2023-09-29","7aab0e71-a478-4243-b0f3-f5858b1ec2bf","C201264","Code_52"
"http://www.cdisc.org","End to Start","2023-09-29","e271c685-26d4-4419-ac14-0cd0960294af","C201265","Code_53"
"http://www.cdisc.org","Inclusion Criteria","2023-09-29","f9ce9c6e-dc31-45de-9ca5-05bd636543fe","C25532","Code_310"
"http://www.cdisc.org","Inclusion Criteria","2023-09-29","cf821926-64a0-4776-acf7-dc12d94f0ec2","C25532","Code_311"
"http://www.cdisc.org","Inclusion Criteria","2023-09-29","97f23ca1-20cb-489a-a948-8fe98175ecaf","C25532","Code_312"
"http://www.cdisc.org","Exclusion Criteria","2023-09-29","04728d5f-4903-430c-a5ae-a7cfa30ff934","C25370","Code_313"
"http://www.cdisc.org","Final","2023-09-29","b5123fa9-220a-4e7c-9ae0-50483260eae4","C25508","Code_4"
"http://www.cdisc.org","Protocol Effective Date","2023-09-29","521b7738-6f57-43c6-8b9e-06caf92a8a02","C99903x1","Code_7"
"http://www.cdisc.org","Region","2023-09-29","005061f1-d4f2-457d-934a-2f0f86a67b8e","C41129","Code_9"
"ISO 3166 1 alpha3","Europe","2020-08","f47d75c0-da44-4565-ad40-49ef58114634","150","Code_8"
