"codeSystem","uuid:ID","instanceType","code","id","codeSystemVersion","decode"
"http://www.cdisc.org","147f4b78-0a7b-4552-a66d-d3faebefeba8","Code","C49673","Code_247","2023-09-29","Beats per Minute"
"NCI Thesaurus","a4dceab7-e5bb-4888-8100-d2684f6e89b4","Code","C73688","Code_248","","Count per Minute"
"NCI Thesaurus","b4bc09bc-77aa-42b0-bb39-5f573364a01a","Code","C83088","Code_249","","Vital Signs Location"
"NCI Thesaurus","c9e2b564-a0fa-4203-8f21-89ffb80d8dba","Code","C123975","Code_250","","Vital Signs Laterality"
"NCI Thesaurus","cbcb468d-3acf-4e28-aa5c-1c37733f7437","Code","C82535","Code_251","","Test Method"
"NCI Thesaurus","17cea558-8e81-42fd-aea2-b6aa0b38e234","Code","C83114","Code_252","","Vital Signs Position"
"NCI Thesaurus","7c8d4268-e360-414c-8583-9045d2ee7d56","Code","C49677","Code_245","","Heart Rate"
"NCI Thesaurus","4dd030a9-b29c-4f31-9d04-1ec580718ab1","Code","C173522","Code_254","","Vital Signs Result"
"http://www.cdisc.org","c33d7af5-78f5-46d2-8a7b-b407e091fad8","Code","C42547","Code_255","2023-09-29","Pascal"
"NCI Thesaurus","9a082fec-7966-456f-888d-dc48f0f51deb","Code","C49669","Code_256","","Unit of Pressure"
"NCI Thesaurus","0810b499-da9c-4769-a977-f0d4b7601a85","Code","C83088","Code_257","","Vital Signs Location"
"NCI Thesaurus","caff1267-543f-4ec5-b6c7-3101699222ff","Code","C123975","Code_258","","Vital Signs Laterality"
"NCI Thesaurus","9092bbd9-606b-4520-a7c5-0940bf08aed3","Code","C82535","Code_259","","Test Method"
"NCI Thesaurus","b6a8cd2e-da99-4a34-be36-862febee92c0","Code","C83114","Code_260","","Vital Signs Position"
"NCI Thesaurus","cf7aaf1f-ad44-48b5-8dab-5faac91a9b5b","Code","C25298","Code_253","","Systolic Blood Pressure"
"NCI Thesaurus","f8f87c51-1c2b-4bd2-a038-87f7aae01c32","Code","C173522","Code_262","","Vital Signs Result"
"http://www.cdisc.org","e4c44203-e777-41eb-a5e5-aa94cfa74250","Code","C42547","Code_263","2023-09-29","Pascal"
"NCI Thesaurus","ee27703c-89f0-4633-ac7c-8508ef809969","Code","C49669","Code_264","","Unit of Pressure"
"NCI Thesaurus","ab5f5325-c654-4da9-a5da-e60c55509e03","Code","C83088","Code_265","","Vital Signs Location"
"NCI Thesaurus","431d84a5-7b8e-4e07-8292-1cbf6743b923","Code","C123975","Code_266","","Vital Signs Laterality"
"NCI Thesaurus","e6a1dd27-dce8-4dc3-ab1c-b51bc57bc44c","Code","C82535","Code_267","","Test Method"
"NCI Thesaurus","f4793884-ddd6-43c9-a29b-23c202f2420a","Code","C83114","Code_268","","Vital Signs Position"
"NCI Thesaurus","76c67de1-01e0-4785-b33f-e93119e54f77","Code","C25299","Code_261","","Diastolic Blood Pressure"
"NCI Thesaurus","11aa3654-249a-4d7a-9b3c-91f99873ace7","Code","C173522","Code_270","","Vital Signs Result"
"http://www.cdisc.org","1a6f82db-958d-4d8c-92be-542750f5ee5e","Code","C49673","Code_271","2023-09-29","Beats per Minute"
"NCI Thesaurus","39b699a0-691a-4760-aac3-a885ed41ab80","Code","C73688","Code_272","","Count per Minute"
"NCI Thesaurus","45d090ee-37b3-4958-9961-96dcd629f15f","Code","C83088","Code_273","","Vital Signs Location"
"NCI Thesaurus","9a6c8f0b-c5e0-475b-8d51-576b724b10a0","Code","C123975","Code_274","","Vital Signs Laterality"
"NCI Thesaurus","09108bb8-00bf-4e25-9d2c-de3d75b9de56","Code","C82535","Code_275","","Test Method"
"NCI Thesaurus","88f42e8a-5468-456d-b060-632007cdb379","Code","C83114","Code_276","","Vital Signs Position"
"NCI Thesaurus","bd4e9e62-8cc6-4f53-b99e-2b309590f9ec","Code","C49677","Code_269","","Heart Rate"
"http://www.cdisc.org","f516b929-3d9b-4412-aea4-19efc4c355c9","Code","C174268","Code_122","2023-09-29","Placebo Comparator Arm"
"http://www.cdisc.org","5d78c96c-7975-4476-8650-b8e3c42125ed","Code","C188866","Code_123","2023-09-29","Data Generated Within Study"
"http://www.cdisc.org","01e160a2-a1e8-45c6-baa1-03e2f726431f","Code","C174267","Code_124","2023-09-29","Active Comparator Arm"
"http://www.cdisc.org","50877c35-6c1e-45ac-800a-f4468464eae9","Code","C188866","Code_125","2023-09-29","Data Generated Within Study"
"http://www.cdisc.org","af31d0d4-0235-4ce3-8885-be6b87f00866","Code","C174267","Code_126","2023-09-29","Active Comparator Arm"
"http://www.cdisc.org","2efc16d8-1a79-439c-87f3-f5a44d2f7513","Code","C188866","Code_127","2023-09-29","Data Generated Within Study"
"http://www.cdisc.org","5a26752d-2d45-4d34-90b9-a3f1a193a723","Code","C15228","Code_135","2023-09-29","Double Blind Study"
"http://www.cdisc.org","d1713b98-7f19-4f00-8d32-a7d5ecd8b062","Code","C48262","Code_128","2023-09-29","Trial Screening"
"http://www.cdisc.org","d7bd0f6f-2b18-4648-8baf-13166b59d2e4","Code","C101526","Code_129","2023-09-29","Treatment Epoch"
"http://www.cdisc.org","aa38c722-3b86-48f8-9e28-138afe824467","Code","C101526","Code_130","2023-09-29","Treatment Epoch"
"http://www.cdisc.org","a66a0cfe-726f-4a2f-a125-971992c902f4","Code","C101526","Code_131","2023-09-29","Treatment Epoch"
"http://www.cdisc.org","ff1f9904-2c96-48b2-9633-ba27bc0451a8","Code","C99158","Code_132","2023-09-29","Clinical Study Follow-up"
"ICD-10-CM","23466856-204f-4d4b-bc9a-ff3bd2251299","Code","G30.9","Code_330","1","Alzheimer's disease; unspecified"
"SNOMED","0adec73c-a6ad-4bc9-ba21-fae3041d3680","Code","26929004","Code_331","January 31, 2018","Alzheimer's disease"
"http://www.cdisc.org","c578cc09-8dfa-4311-9504-7b66d123bf4a","Code","C70793","Code_141","2023-09-29","Sponsor"
"http://www.cdisc.org","f5c074e0-3f98-4b9c-8000-5663463f1eed","Code","C85826","Code_335","2023-09-29","Trial Primary Objective"
"http://www.cdisc.org","2401940e-b88d-4cea-b96c-ec8506034ed3","Code","C94496","Code_334","2023-09-29","Primary Endpoint"
"http://www.cdisc.org","460d801a-0aed-43dd-b4c6-4855b6ff0f50","Code","C94496","Code_336","2023-09-29","Primary Endpoint"
"http://www.cdisc.org","b2f996fd-7f41-400b-b406-f7526d32789b","Code","C85826","Code_338","2023-09-29","Trial Primary Objective"
"http://www.cdisc.org","3c8706c9-d799-4198-855e-fbdca18edcb7","Code","C94496","Code_337","2023-09-29","Primary Endpoint"
"http://www.cdisc.org","99c0141b-cecf-4cba-b68a-33efe987df4c","Code","C94496","Code_339","2023-09-29","Primary Endpoint"
"http://www.cdisc.org","08d0b3e5-26a3-4f22-8e63-7b41b2c9dbdd","Code","C94496","Code_340","2023-09-29","Primary Endpoint"
"http://www.cdisc.org","8f1d6fa4-91bd-439f-9ef9-88f7b9438efd","Code","C85827","Code_342","2023-09-29","Trial Secondary Objective"
"http://www.cdisc.org","62a1d894-9c2d-4ff0-a0ff-5ccde8d9edd9","Code","C139173","Code_341","2023-09-29","Secondary Endpoint"
"http://www.cdisc.org","213e0506-adbd-42d2-a470-41ce4aa0d925","Code","C139173","Code_343","2023-09-29","Secondary Endpoint"
"http://www.cdisc.org","99b88887-7933-42e5-aa12-f2da1666316c","Code","C139173","Code_344","2023-09-29","Secondary Endpoint"
"http://www.cdisc.org","1b9e4395-d871-4522-b998-98aeb211e7c2","Code","C25532","Code_345","2023-09-29","Inclusion Criteria"
"http://www.cdisc.org","ef0a17c3-dbe0-42f8-9b6d-d9ccf29dea7c","Code","C25532","Code_346","2023-09-29","Inclusion Criteria"
"http://www.cdisc.org","03a0706b-6aa3-4535-a188-ea761407611a","Code","C25532","Code_347","2023-09-29","Inclusion Criteria"
"http://www.cdisc.org","86eb2b6d-14c0-48c1-bf5f-9f85fae72790","Code","C25370","Code_348","2023-09-29","Exclusion Criteria"
"http://www.cdisc.org","e8479f2d-4b21-493d-b362-8b192f571162","Code","C29848","Code_332","2023-09-29","Year"
"http://www.cdisc.org","42ecff83-29b6-4f2a-8ada-cc29e57d49c0","Code","C201264","Code_14","2023-09-29","Before"
"http://www.cdisc.org","fd9345f3-fca3-43c6-8e26-c8b8645df9a8","Code","C201265","Code_15","2023-09-29","Start to Start"
"http://www.cdisc.org","bb984da5-5912-40c7-beea-f44e02a2230f","Code","C201264","Code_16","2023-09-29","Before"
"http://www.cdisc.org","108ffe22-3dae-4ba9-b3f0-d8ec9fe69c68","Code","C201265","Code_17","2023-09-29","Start to Start"
"http://www.cdisc.org","df760a6d-4531-4f70-bfea-b54d6a7ecdb9","Code","C201264","Code_19","2023-09-29","Fixed Reference"
"http://www.cdisc.org","006838ae-5942-487c-8421-4a6b05c4f5e5","Code","C201265","Code_20","2023-09-29","Start to Start"
"http://www.cdisc.org","63d7903a-a1cd-4c55-a6dd-99f29a86401a","Code","C201264","Code_21","2023-09-29","After"
"http://www.cdisc.org","add4561d-77ba-4b18-ad70-49dc7327517d","Code","C201265","Code_22","2023-09-29","Start to Start"
"http://www.cdisc.org","d005dd44-19a2-4ffc-8bf1-d83e4cdf35f3","Code","C201264","Code_24","2023-09-29","After"
"http://www.cdisc.org","3bec4d2b-dc7e-4ed3-b219-4129d9247af3","Code","C201265","Code_25","2023-09-29","Start to Start"
"http://www.cdisc.org","afb699e3-4b10-4442-956a-a07822ec3f64","Code","C201264","Code_27","2023-09-29","After"
"http://www.cdisc.org","9b4076c9-6e42-47c7-b9a4-64a9d20fbd7d","Code","C201265","Code_28","2023-09-29","Start to Start"
"http://www.cdisc.org","5c504322-6bdb-40e8-b0a8-327719927d0e","Code","C201264","Code_30","2023-09-29","After"
"http://www.cdisc.org","0def8c4d-5792-46a3-b914-b6bc87247b0d","Code","C201265","Code_31","2023-09-29","Start to Start"
"http://www.cdisc.org","e7e45dbb-4aa0-4153-94cf-8cfdd7e84bf0","Code","C201264","Code_35","2023-09-29","After"
"http://www.cdisc.org","763b6d8c-92ce-4823-940b-9ae7da0bdaea","Code","C201265","Code_36","2023-09-29","Start to Start"
"http://www.cdisc.org","f376bf93-cc4f-4ba6-9283-f626da202af0","Code","C201264","Code_40","2023-09-29","After"
"http://www.cdisc.org","96f2c4be-b29c-4b04-9ba8-d993919c2264","Code","C201265","Code_41","2023-09-29","Start to Start"
"http://www.cdisc.org","7a69ffee-5e9c-4647-aa16-60c614f6495b","Code","C201264","Code_45","2023-09-29","After"
"http://www.cdisc.org","adb23736-89f9-4159-82eb-962820b4d076","Code","C201265","Code_46","2023-09-29","Start to Start"
"http://www.cdisc.org","a7c10644-5086-46da-99fc-42b5b1daf865","Code","C201264","Code_50","2023-09-29","After"
"http://www.cdisc.org","cff2c3d2-5b40-4a76-8bfd-f5920e6093b4","Code","C201265","Code_51","2023-09-29","Start to Start"
"http://www.cdisc.org","b97ac63c-0d4f-44e3-b9cd-cd02df1c11f2","Code","C201264","Code_53","2023-09-29","After"
"http://www.cdisc.org","88e97acd-a8f2-4016-aef1-b959b3d62e94","Code","C201265","Code_54","2023-09-29","Start to Start"
"http://www.cdisc.org","062aece1-5110-4806-ba9c-caf50e35dd71","Code","C201264","Code_33","2023-09-29","After"
"http://www.cdisc.org","3a6e40e8-9e84-4919-8cf3-3be41349773c","Code","C201265","Code_34","2023-09-29","Start to Start"
"http://www.cdisc.org","74227951-3d52-49f0-8871-c2b205877b62","Code","C201264","Code_38","2023-09-29","After"
"http://www.cdisc.org","cd84f33f-5874-4474-8a14-c204c59ef952","Code","C201265","Code_39","2023-09-29","Start to Start"
"http://www.cdisc.org","44ac0d6c-d72f-4a79-88b2-e58efc93cf90","Code","C201264","Code_43","2023-09-29","After"
"http://www.cdisc.org","4f590b40-d1b5-4437-b318-594fcbf10379","Code","C201265","Code_44","2023-09-29","Start to Start"
"http://www.cdisc.org","0e3fe64d-b38a-4938-89d1-240e694d6352","Code","C201264","Code_48","2023-09-29","After"
"http://www.cdisc.org","97343dad-5bf8-4281-84cc-c6690d31fe74","Code","C201265","Code_49","2023-09-29","Start to Start"
"http://www.cdisc.org","33c5aa69-1505-4a6a-a10d-ae8409de6906","Code","C201264","Code_56","2023-09-29","Fixed Reference"
"http://www.cdisc.org","b9792718-85d6-48db-b322-de71dd4e4504","Code","C201265","Code_57","2023-09-29","Start to Start"
"http://www.cdisc.org","2e2b8e0e-e40c-4987-ba40-871575a4eb76","Code","C201264","Code_58","2023-09-29","Fixed Reference"
"http://www.cdisc.org","18d02a41-8fec-498c-a113-e49592c50e5f","Code","C201265","Code_59","2023-09-29","Start to Start"
"http://www.cdisc.org","3ad7183c-6a20-46a2-b502-29f018efc2d4","Code","C201264","Code_60","2023-09-29","Fixed Reference"
"http://www.cdisc.org","81f3995e-9af9-4f74-83bd-8e21c4888ea1","Code","C201265","Code_61","2023-09-29","Start to Start"
"http://www.cdisc.org","fcf48fb0-b4a9-4c68-a41e-f94d6abb9c33","Code","C201264","Code_62","2023-09-29","After"
"http://www.cdisc.org","ca90a86a-33d5-4a80-a7e6-a2b3e8868ffd","Code","C201265","Code_63","2023-09-29","Start to Start"
"http://www.cdisc.org","400a3777-9c0c-4d22-9d2f-d37bf93e4a17","Code","C201264","Code_64","2023-09-29","After"
"http://www.cdisc.org","fbf57714-4205-4aad-8f6f-9e96cc979c7d","Code","C201265","Code_65","2023-09-29","End to Start"
"http://www.cdisc.org","ee70ff94-2f91-4f4f-921a-3ca6e6a1fc41","Code","C201264","Code_66","2023-09-29","After"
"http://www.cdisc.org","e58ec1e6-0d91-42cb-9c29-64f2d55195cd","Code","C201265","Code_67","2023-09-29","Start to Start"
"http://www.cdisc.org","377f6aa2-339f-4526-a225-475221b7aa48","Code","C201264","Code_68","2023-09-29","After"
"http://www.cdisc.org","4de2a2b4-2219-491a-a11c-8a004cf633f6","Code","C201265","Code_69","2023-09-29","End to Start"
"http://www.cdisc.org","5a0ab7eb-a23a-4a11-bcf2-f601a1746e12","Code","C201264","Code_70","2023-09-29","After"
"http://www.cdisc.org","fec576aa-b628-4a0b-979e-ec8453dadbc0","Code","C201265","Code_71","2023-09-29","Start to Start"
"http://www.cdisc.org","a7c123ab-7fc3-4358-8b4a-199985b1ecfa","Code","C70793","Code_349","2023-09-29","Clinical Study Sponsor"
"ISO 3166 1 alpha3","071e80a4-bbf8-4cff-9734-c62b9ae70b8b","Code","GBR","Code_350","2020-08","United Kingdom of Great Britain and Northern Ireland"
"http://www.cdisc.org","5221f4f5-a836-4d75-aee9-f5f1c14d3339","Code","C94108","Code_3","2023-09-29","Study Acronym"
"http://www.cdisc.org","722b4660-e155-4435-91ba-e2317bc18ee6","Code","C99905x1","Code_5","2023-09-29","Brief Study Title"
"http://www.cdisc.org","d5cdbf5a-ff95-447b-80ec-971e69230179","Code","C99905x2","Code_6","2023-09-29","Official Study Title"
"http://www.cdisc.org","40be0b83-422f-4aea-adae-81ba08f7e573","Code","C99905x3","Code_7","2023-09-29","Public Study Title"
"http://www.cdisc.org","cb9dd86c-747e-48fa-808f-916df9919bd0","Code","C25508","Code_8","2023-09-29","Final"
"http://www.cdisc.org","2888bac4-b0ff-4f84-998b-6c8cc443ec5c","Code","C99903x1","Code_11","2023-09-29","Protocol Effective Date"
"http://www.cdisc.org","4f46705a-45c2-4fc9-8891-1310c5f143cb","Code","C41129","Code_13","2023-09-29","Region"
"ISO 3166 1 alpha3","d8eaf245-182f-4ed7-a998-fa186177db93","Code","150","Code_12","2020-08","Europe"
