"codeSystem","codeSystemVersion","uuid:ID","code","instanceType","id","decode"
"NCI Thesaurus","","913a0a3a-25f3-43bf-9c0e-d090a959ccac","C73688","Code","Code_248","Count per Minute"
"NCI Thesaurus","","ab320222-b170-4391-a7ce-6a164d4a0766","C83088","Code","Code_249","Vital Signs Location"
"NCI Thesaurus","","fb0f1a93-ab7c-4f97-b1ea-3eb8c3955d19","C123975","Code","Code_250","Vital Signs Laterality"
"NCI Thesaurus","","fc776f14-839a-4c3b-a331-2a1d46bbe698","C82535","Code","Code_251","Test Method"
"NCI Thesaurus","","28b15d3d-7e3c-4cfd-ae54-68cb8210e879","C83114","Code","Code_252","Vital Signs Position"
"NCI Thesaurus","","cf007991-2af7-4ac2-9c91-b42b9c992f07","C49677","Code","Code_245","Heart Rate"
"NCI Thesaurus","","e5a22121-d7eb-4d56-b264-ddcf16e227a9","C173522","Code","Code_254","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","208aa479-a8f6-48ec-af8c-462df187743c","C42547","Code","Code_255","Pascal"
"NCI Thesaurus","","d1bd569d-e35e-4f49-b596-9795512beada","C49669","Code","Code_256","Unit of Pressure"
"NCI Thesaurus","","9e22782f-2bc6-4f86-a691-05ffb51a1926","C83088","Code","Code_257","Vital Signs Location"
"NCI Thesaurus","","30ec1c51-c906-4ef2-aa45-4f2130c67d91","C123975","Code","Code_258","Vital Signs Laterality"
"NCI Thesaurus","","9c91ab9e-c30a-44f3-ba05-55e8fbef712e","C82535","Code","Code_259","Test Method"
"NCI Thesaurus","","127e7645-a852-4ba5-bfa1-66e854c94e72","C83114","Code","Code_260","Vital Signs Position"
"NCI Thesaurus","","7c466a35-5899-44f6-bde2-ce2435bc1050","C25298","Code","Code_253","Systolic Blood Pressure"
"NCI Thesaurus","","e0330cac-8150-44a0-9eaf-445aecbdee10","C173522","Code","Code_262","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","7c44082f-8bbf-4db2-accc-a5ce33a23c7e","C42547","Code","Code_263","Pascal"
"NCI Thesaurus","","11c57784-a804-4e23-abba-ab1b99328ce3","C49669","Code","Code_264","Unit of Pressure"
"NCI Thesaurus","","d8d15531-c140-403d-a54c-0c01dfe7ec17","C83088","Code","Code_265","Vital Signs Location"
"NCI Thesaurus","","dc92a5d3-97de-41da-939a-e65d9c9ab716","C123975","Code","Code_266","Vital Signs Laterality"
"NCI Thesaurus","","d0062943-2210-4513-b6c1-0f43a03944a1","C82535","Code","Code_267","Test Method"
"NCI Thesaurus","","d4c77127-fc7e-441c-ac0b-a13930c867cb","C83114","Code","Code_268","Vital Signs Position"
"NCI Thesaurus","","f0183473-e06d-49db-a812-91220a2801a3","C25299","Code","Code_261","Diastolic Blood Pressure"
"NCI Thesaurus","","7a2ce2b5-7eef-4c16-8dd3-fde578aac2c7","C173522","Code","Code_270","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","464f0ca9-2eb8-4820-b8e0-793a6c055fd5","C49673","Code","Code_271","Beats per Minute"
"NCI Thesaurus","","e71802e3-8264-4ece-a551-20eb15fc82c6","C73688","Code","Code_272","Count per Minute"
"NCI Thesaurus","","1348a53c-ff17-4aa9-a6e1-3acfbaff0e4c","C83088","Code","Code_273","Vital Signs Location"
"NCI Thesaurus","","8ef6f8b2-f404-4c45-b1cc-ebd10d9c3f9c","C123975","Code","Code_274","Vital Signs Laterality"
"NCI Thesaurus","","17e39d81-a9b5-4594-b1fa-20d0db721ee9","C82535","Code","Code_275","Test Method"
"NCI Thesaurus","","740e6c01-e1f4-4c82-a2a2-afdb690e3c24","C83114","Code","Code_276","Vital Signs Position"
"NCI Thesaurus","","dffb0570-57e1-40c4-90b3-c00743842f9b","C49677","Code","Code_269","Heart Rate"
"http://www.cdisc.org","2023-09-29","98ecf421-4c8d-49ae-9cd3-88a8ff196c21","C174268","Code","Code_122","Placebo Comparator Arm"
"http://www.cdisc.org","2023-09-29","56e3aab7-e60d-4003-a051-460f23356bf7","C188866","Code","Code_123","Data Generated Within Study"
"http://www.cdisc.org","2023-09-29","cc0e9c8a-2d91-4f29-bf81-b1ddb7c1ef57","C174267","Code","Code_124","Active Comparator Arm"
"http://www.cdisc.org","2023-09-29","7b31068d-f2ef-4002-b88f-4dfe40bcf189","C188866","Code","Code_125","Data Generated Within Study"
"http://www.cdisc.org","2023-09-29","0f8b88b4-336e-4ed1-9f53-4ec72b2cd279","C174267","Code","Code_126","Active Comparator Arm"
"http://www.cdisc.org","2023-09-29","1b8d6860-9c83-49bb-8117-6ef76527fc62","C188866","Code","Code_127","Data Generated Within Study"
"http://www.cdisc.org","2023-09-29","b355b78b-8c81-4721-902d-2c5900fff829","C15228","Code","Code_135","Double Blind Study"
"http://www.cdisc.org","2023-09-29","fd554a02-de55-4102-b9ad-b9dcd4fee90b","C48262","Code","Code_128","Trial Screening"
"http://www.cdisc.org","2023-09-29","010e6dab-9b55-4a7a-ae44-11db42c821c3","C101526","Code","Code_129","Treatment Epoch"
"http://www.cdisc.org","2023-09-29","bcefa0df-3a0d-4add-b1e1-ba5e4c1d2816","C101526","Code","Code_130","Treatment Epoch"
"http://www.cdisc.org","2023-09-29","17dd9b57-0777-4adb-84ad-dcfd74c98336","C101526","Code","Code_131","Treatment Epoch"
"http://www.cdisc.org","2023-09-29","68dbab07-dcbb-449f-8ad5-88391ef6750c","C99158","Code","Code_132","Clinical Study Follow-up"
"ICD-10-CM","1","1ce5148f-2da1-4ae6-9ce7-f7efcaf15ced","G30.9","Code","Code_330","Alzheimer's disease; unspecified"
"SNOMED","January 31, 2018","04cbc05e-7c32-4017-905f-c5f842dd9543","26929004","Code","Code_331","Alzheimer's disease"
"http://www.cdisc.org","2023-09-29","2864abf0-a5ad-4115-a8e9-58e678bed048","C70793","Code","Code_141","Sponsor"
"http://www.cdisc.org","2023-09-29","b8ec3e12-418b-4d67-b1cb-4595ffea2a25","C85826","Code","Code_335","Trial Primary Objective"
"http://www.cdisc.org","2023-09-29","bd3e5e32-e4ae-4083-8676-8346e1e7ac18","C94496","Code","Code_334","Primary Endpoint"
"http://www.cdisc.org","2023-09-29","97a85c32-638f-4f36-b0ce-e2fc081146b1","C94496","Code","Code_336","Primary Endpoint"
"http://www.cdisc.org","2023-09-29","b672e94d-e938-4b5a-8335-a95885165e03","C85826","Code","Code_338","Trial Primary Objective"
"http://www.cdisc.org","2023-09-29","985fcb3b-428f-43c0-941f-66a3f9d26065","C94496","Code","Code_337","Primary Endpoint"
"http://www.cdisc.org","2023-09-29","1e8802ef-8d60-4b87-9a05-2df570e2d138","C94496","Code","Code_339","Primary Endpoint"
"http://www.cdisc.org","2023-09-29","cc3a4aee-456c-4bbd-bd9d-9c3e22babb03","C94496","Code","Code_340","Primary Endpoint"
"http://www.cdisc.org","2023-09-29","c7799008-8d29-444d-abc7-4af26a2618b9","C85827","Code","Code_342","Trial Secondary Objective"
"http://www.cdisc.org","2023-09-29","0e0b8a7b-6644-4005-9485-1e6bc335ed56","C139173","Code","Code_341","Secondary Endpoint"
"http://www.cdisc.org","2023-09-29","e033b399-6fc3-4df1-a49c-7b70d2efb00c","C139173","Code","Code_343","Secondary Endpoint"
"http://www.cdisc.org","2023-09-29","53972124-4510-486f-8ec6-09baf82e1dd4","C139173","Code","Code_344","Secondary Endpoint"
"http://www.cdisc.org","2023-09-29","0d436c09-bbac-4950-90d6-732ada75329e","C25532","Code","Code_345","Inclusion Criteria"
"http://www.cdisc.org","2023-09-29","b8def5bb-626f-482c-8b36-75a0fbaed81f","C25532","Code","Code_346","Inclusion Criteria"
"http://www.cdisc.org","2023-09-29","62343bc0-9d6f-47a8-8123-9a981e0c74a9","C25532","Code","Code_347","Inclusion Criteria"
"http://www.cdisc.org","2023-09-29","30e4ee12-f7f5-4840-ae76-b26724971919","C25370","Code","Code_348","Exclusion Criteria"
"http://www.cdisc.org","2023-09-29","9a3d66f6-35e4-4142-ad8e-e614d59e0dfc","C29848","Code","Code_332","Year"
"http://www.cdisc.org","2023-09-29","ed569da4-fe2a-4e5f-b33a-4cbeafa7e72d","C201264","Code","Code_14","Before"
"http://www.cdisc.org","2023-09-29","b6a84e4a-0a7e-4815-8129-c09a400c0842","C201265","Code","Code_15","Start to Start"
"http://www.cdisc.org","2023-09-29","bfb73fbf-7f53-49b6-bbba-a8bd356a1141","C201264","Code","Code_16","Before"
"http://www.cdisc.org","2023-09-29","8ecec646-63f9-4eef-a539-0d9e720bb49f","C201265","Code","Code_17","Start to Start"
"http://www.cdisc.org","2023-09-29","9758134d-1ef0-4f92-85a5-ecb62e74e69b","C201264","Code","Code_19","Fixed Reference"
"http://www.cdisc.org","2023-09-29","3e80a92c-dab4-4628-a9cd-0a9f088f19b3","C201265","Code","Code_20","Start to Start"
"http://www.cdisc.org","2023-09-29","35290b0a-b202-4801-a45c-77269e46035a","C201264","Code","Code_21","After"
"http://www.cdisc.org","2023-09-29","5b5de4dd-c33d-45a0-a5df-8dc2ec163376","C201265","Code","Code_22","Start to Start"
"http://www.cdisc.org","2023-09-29","b355d854-a243-4a4b-9586-222a2166cd9b","C201264","Code","Code_24","After"
"http://www.cdisc.org","2023-09-29","32d25be6-efb3-46e8-bf0b-a8d246566ebc","C201265","Code","Code_25","Start to Start"
"http://www.cdisc.org","2023-09-29","810b8fcb-761b-463c-9d28-717302a54d50","C201264","Code","Code_27","After"
"http://www.cdisc.org","2023-09-29","cf2325c8-a07d-45f2-a293-abb106a8f325","C201265","Code","Code_28","Start to Start"
"http://www.cdisc.org","2023-09-29","7ac73650-c1ea-4f8e-9884-fec348993904","C201264","Code","Code_30","After"
"http://www.cdisc.org","2023-09-29","57bd55dd-954e-43e2-abc8-c7e0ed0b1587","C201265","Code","Code_31","Start to Start"
"http://www.cdisc.org","2023-09-29","3fdcfe20-fbba-4bbb-b020-8691f8a9d839","C201264","Code","Code_35","After"
"http://www.cdisc.org","2023-09-29","f4e9fd18-c42b-4a82-9b82-026b112faacc","C201265","Code","Code_36","Start to Start"
"http://www.cdisc.org","2023-09-29","f9602036-314b-47d1-a3fa-09c106c2a77c","C201264","Code","Code_40","After"
"http://www.cdisc.org","2023-09-29","7064d5e5-ff42-4033-bacc-402164e2c08d","C201265","Code","Code_41","Start to Start"
"http://www.cdisc.org","2023-09-29","fba3ba73-1b2e-49ef-b988-8e95dd46c2ea","C201264","Code","Code_45","After"
"http://www.cdisc.org","2023-09-29","c9446894-54b4-4a4c-94c3-4db73ee49e2c","C201265","Code","Code_46","Start to Start"
"http://www.cdisc.org","2023-09-29","d30edefa-668d-476f-abec-b8f969e4508e","C201264","Code","Code_50","After"
"http://www.cdisc.org","2023-09-29","a25319ac-4afc-4b15-a6b9-8304d2585175","C201265","Code","Code_51","Start to Start"
"http://www.cdisc.org","2023-09-29","51fec9b7-4586-447b-80aa-3a581eb90adf","C201264","Code","Code_53","After"
"http://www.cdisc.org","2023-09-29","85b0d130-6260-4d2a-bfc5-47ba2030da7f","C201265","Code","Code_54","Start to Start"
"http://www.cdisc.org","2023-09-29","71e14cc8-5b28-409a-96e8-a6474a35341b","C201264","Code","Code_33","After"
"http://www.cdisc.org","2023-09-29","9a5eab07-0839-481f-906d-697b9e842f61","C201265","Code","Code_34","Start to Start"
"http://www.cdisc.org","2023-09-29","cfd2aa29-8d00-4d8f-a617-f50aca3b7188","C201264","Code","Code_38","After"
"http://www.cdisc.org","2023-09-29","91293ea9-bb4c-4c12-a149-0036a5acbf61","C201265","Code","Code_39","Start to Start"
"http://www.cdisc.org","2023-09-29","8ad4493a-a729-4691-a1b7-bd0e836f2366","C201264","Code","Code_43","After"
"http://www.cdisc.org","2023-09-29","a630b76e-e885-4ff2-802c-ca728d58be0b","C201265","Code","Code_44","Start to Start"
"http://www.cdisc.org","2023-09-29","75dd99a6-9ff7-4e36-869b-226e55b17b54","C201264","Code","Code_48","After"
"http://www.cdisc.org","2023-09-29","afdc2278-8582-4c9b-97cb-c2a72c74aabc","C201265","Code","Code_49","Start to Start"
"http://www.cdisc.org","2023-09-29","333efead-de10-4813-8268-4579d1fae1d7","C201264","Code","Code_56","Fixed Reference"
"http://www.cdisc.org","2023-09-29","5611b62b-26b3-42a7-b5e3-96e3a7fa7cb3","C201265","Code","Code_57","Start to Start"
"http://www.cdisc.org","2023-09-29","c1cbfca2-d16b-46e0-a2b9-e79a27cb2322","C201264","Code","Code_58","Fixed Reference"
"http://www.cdisc.org","2023-09-29","5084ecd4-ea60-4634-a8fa-1c561ff7c0df","C201265","Code","Code_59","Start to Start"
"http://www.cdisc.org","2023-09-29","e48e3048-2374-4eb2-9a6a-aa3187e5a6aa","C201264","Code","Code_60","Fixed Reference"
"http://www.cdisc.org","2023-09-29","5756a65d-9166-457d-bf29-3746600383bd","C201265","Code","Code_61","Start to Start"
"http://www.cdisc.org","2023-09-29","64e64591-df4e-416e-ab36-06d05933b4df","C201264","Code","Code_62","After"
"http://www.cdisc.org","2023-09-29","5e579ec0-f556-440f-8034-0ff302bf894d","C201265","Code","Code_63","Start to Start"
"http://www.cdisc.org","2023-09-29","0966961e-36c7-41b0-8b29-b5fec5ecdeae","C201264","Code","Code_64","After"
"http://www.cdisc.org","2023-09-29","e8ef81ec-3098-4e85-ac4d-48736f8ff4e1","C201265","Code","Code_65","End to Start"
"http://www.cdisc.org","2023-09-29","54a28494-0c84-42d0-bea6-09e139e8387e","C201264","Code","Code_66","After"
"http://www.cdisc.org","2023-09-29","9b3803d0-d95e-4504-98a5-482ba712f4f6","C201265","Code","Code_67","Start to Start"
"http://www.cdisc.org","2023-09-29","f9e76568-2b52-401d-bfb5-4213a5d6e3ca","C201264","Code","Code_68","After"
"http://www.cdisc.org","2023-09-29","e38cf1bb-108d-41dd-8ef0-804a28ed0dbf","C201265","Code","Code_69","End to Start"
"http://www.cdisc.org","2023-09-29","b6cd6f59-0d51-4478-9256-eeb70f3cc42f","C201264","Code","Code_70","After"
"http://www.cdisc.org","2023-09-29","53d8600a-7d61-4f15-b8bb-abbca480581f","C201265","Code","Code_71","Start to Start"
"http://www.cdisc.org","2023-09-29","38c266a8-cb4b-49e6-9f91-647f759d1a11","C70793","Code","Code_349","Clinical Study Sponsor"
"ISO 3166 1 alpha3","2020-08","62206066-c459-48a0-b646-fb4743366338","GBR","Code","Code_350","United Kingdom of Great Britain and Northern Ireland"
"http://www.cdisc.org","2023-09-29","5b033a3c-c61c-47eb-873f-fcf8d8bca05f","C94108","Code","Code_3","Study Acronym"
"http://www.cdisc.org","2023-09-29","e272c57c-7c37-47a4-97c8-2b57ea9da312","C99905x1","Code","Code_5","Brief Study Title"
"http://www.cdisc.org","2023-09-29","663ddb7b-6cc8-477b-a638-2e8550be3ebf","C99905x2","Code","Code_6","Official Study Title"
"http://www.cdisc.org","2023-09-29","e2bdb10f-9aa8-4732-805b-970b66eab3fa","C99905x3","Code","Code_7","Public Study Title"
"http://www.cdisc.org","2023-09-29","f39e3166-0280-4717-9e5a-c09b8c01688f","C25508","Code","Code_8","Final"
"http://www.cdisc.org","2023-09-29","b4b26e4c-0102-4cbf-9364-a6524059e672","C99903x1","Code","Code_11","Protocol Effective Date"
"http://www.cdisc.org","2023-09-29","85a1007e-93f7-42c9-ac67-3795ddae7120","C41129","Code","Code_13","Region"
"ISO 3166 1 alpha3","2020-08","18cc54a9-fd69-4bec-abb5-c7b2834dbe5a","150","Code","Code_12","Europe"
