"id","codeSystem","uuid:ID","code","codeSystemVersion","decode"
"Code_243","NCI Thesaurus","2dec7eda-7483-48ef-9204-6ffd71813119","C25299","","Diastolic Blood Pressure"
"Code_115","http://www.cdisc.org","acd45701-575b-4c02-82b2-7da4e3bc5934","C174268","2023-09-29","Placebo Comparator Arm"
"Code_116","http://www.cdisc.org","76c91f5b-7ef8-41c3-ad1b-2c716db3e268","C188866","2023-09-29","Data Generated Within Study"
"Code_117","http://www.cdisc.org","c60b4637-c09e-4b0a-9643-b63600aa6447","C174267","2023-09-29","Active Comparator Arm"
"Code_118","http://www.cdisc.org","1bfb7340-91f1-4678-bc36-3f5ba4269113","C188866","2023-09-29","Data Generated Within Study"
"Code_119","http://www.cdisc.org","e4ae1901-b7d4-4f66-afd0-14674b3739d6","C174267","2023-09-29","Active Comparator Arm"
"Code_120","http://www.cdisc.org","b5b4ad53-f2b4-48ac-b91c-a718fb6fe940","C188866","2023-09-29","Data Generated Within Study"
"Code_128","http://www.cdisc.org","c0fd0c46-e6bd-4964-b320-44ce2e3f3867","C15228","2023-09-29","Double Blind Study"
"Code_121","http://www.cdisc.org","27465428-99e4-4e25-bb78-99dc7fc78372","C48262","2023-09-29","Trial Screening"
"Code_122","http://www.cdisc.org","4b11f5fb-9034-4fdf-981c-0399c7ffb244","C101526","2023-09-29","Treatment Epoch"
"Code_123","http://www.cdisc.org","14e3ee9c-61d7-4df8-9ff4-118384981405","C101526","2023-09-29","Treatment Epoch"
"Code_124","http://www.cdisc.org","ec41802a-d829-4969-bee0-093ada569dd6","C101526","2023-09-29","Treatment Epoch"
"Code_125","http://www.cdisc.org","4515a835-d399-42c9-a60f-a6516d805d96","C99158","2023-09-29","Clinical Study Follow-up"
"Code_304","ICD-10-CM","e9d619b8-096c-43b0-b915-f4d522e7e5d6","G30.9","1","Alzheimer's disease; unspecified"
"Code_305","SNOMED","1b190a26-88fc-4fba-94d5-731a5d463a0a","26929004","January 31, 2018","Alzheimer's disease"
"Code_310","http://www.cdisc.org","a4c69205-cd66-462d-b876-e035b01b87c8","C85826","2023-09-29","Trial Primary Objective"
"Code_309","http://www.cdisc.org","427e001e-185c-4b9e-b10f-2475e1121048","C94496","2023-09-29","Primary Endpoint"
"Code_311","http://www.cdisc.org","ea191737-78e0-46bc-8c8d-f731961a7a98","C94496","2023-09-29","Primary Endpoint"
"Code_313","http://www.cdisc.org","e7a20b7d-bb88-4406-bc7f-7092765287f5","C85826","2023-09-29","Trial Primary Objective"
"Code_312","http://www.cdisc.org","2ecfcd3d-7770-407c-a4e7-48c0d9ec45e3","C94496","2023-09-29","Primary Endpoint"
"Code_314","http://www.cdisc.org","3739672b-fe85-4bcf-aa94-0b855b09bd49","C94496","2023-09-29","Primary Endpoint"
"Code_315","http://www.cdisc.org","a01193b8-fc84-4300-8fc4-42efb4642312","C94496","2023-09-29","Primary Endpoint"
"Code_317","http://www.cdisc.org","1cab0c58-4413-446e-b5b4-607d1af45547","C85827","2023-09-29","Trial Secondary Objective"
"Code_316","http://www.cdisc.org","a7c8e754-4aaf-4b79-b7e5-fb49a3ffee2b","C139173","2023-09-29","Secondary Endpoint"
"Code_318","http://www.cdisc.org","ebbab009-3712-4e77-ae1e-17e861b4fea7","C139173","2023-09-29","Secondary Endpoint"
"Code_319","http://www.cdisc.org","73a081e7-e389-495e-8f93-347bba94b6aa","C139173","2023-09-29","Secondary Endpoint"
"Code_320","http://www.cdisc.org","4f781945-87b0-47c8-8587-924db0c7632f","C25532","2023-09-29","Inclusion Criteria"
"Code_321","http://www.cdisc.org","bddd7bc6-85da-44c2-b004-c470c92b817c","C25532","2023-09-29","Inclusion Criteria"
"Code_322","http://www.cdisc.org","8d2de4d0-0885-4069-87f3-50b46e8a00ed","C25532","2023-09-29","Inclusion Criteria"
"Code_323","http://www.cdisc.org","c9e66ac9-793f-49d9-9508-729122125c87","C25370","2023-09-29","Exclusion Criteria"
"Code_10","http://www.cdisc.org","08d609d6-dabb-431e-b1bc-a62a1457ff02","C201264","2023-09-29","Before"
"Code_11","http://www.cdisc.org","48903ae0-6c94-42cc-857a-f90872a48a73","C201265","2023-09-29","Start to Start"
"Code_12","http://www.cdisc.org","853070ad-864d-4ceb-9e25-3c4f18023b4c","C201264","2023-09-29","Before"
"Code_13","http://www.cdisc.org","f3745516-8af5-47ab-8ab4-eedb5f157e4d","C201265","2023-09-29","Start to Start"
"Code_15","http://www.cdisc.org","b4909bea-b724-41f2-a195-43349c46ba00","C201264","2023-09-29","Fixed Reference"
"Code_16","http://www.cdisc.org","454d686f-8f06-4691-a0f3-66745493bafc","C201265","2023-09-29","Start to Start"
"Code_17","http://www.cdisc.org","84529b4e-3232-4f73-bf23-ddf7f37a8f0d","C201264","2023-09-29","After"
"Code_18","http://www.cdisc.org","e8914a16-b880-4f3a-b37c-e775337ff7f2","C201265","2023-09-29","Start to Start"
"Code_20","http://www.cdisc.org","27d2186a-a8da-418d-b86b-23f495e0ecc4","C201264","2023-09-29","After"
"Code_21","http://www.cdisc.org","7561d794-7009-4b6d-a22d-64d83a0ae734","C201265","2023-09-29","Start to Start"
"Code_23","http://www.cdisc.org","f684c3a5-afa8-4d18-9f82-3952dc916f53","C201264","2023-09-29","After"
"Code_24","http://www.cdisc.org","c14ed568-db24-4d4e-b592-e1ea81f70e51","C201265","2023-09-29","Start to Start"
"Code_26","http://www.cdisc.org","a39e0fe9-eeca-4cd7-96b7-0a6a07e158b6","C201264","2023-09-29","After"
"Code_27","http://www.cdisc.org","0b5eca63-5164-4d07-a5c3-34acd60f9bd2","C201265","2023-09-29","Start to Start"
"Code_29","http://www.cdisc.org","5da70ce1-0f83-4992-ae16-f8f6548f2e9c","C201264","2023-09-29","After"
"Code_30","http://www.cdisc.org","fbb7e652-7137-4ecf-82f6-581d93cab1f1","C201265","2023-09-29","Start to Start"
"Code_31","http://www.cdisc.org","102b396f-8bf0-4885-9d8b-48a03fa88bb6","C201264","2023-09-29","After"
"Code_32","http://www.cdisc.org","cfcffcb3-ab6d-4346-9677-81f6c4d2b144","C201265","2023-09-29","Start to Start"
"Code_34","http://www.cdisc.org","cca3a90f-0c74-45f2-895d-185daba109dc","C201264","2023-09-29","After"
"Code_35","http://www.cdisc.org","1de51a2c-f951-43c6-be19-7df107744d37","C201265","2023-09-29","Start to Start"
"Code_36","http://www.cdisc.org","da288e30-0a3d-42c0-937d-f43f2ade0769","C201264","2023-09-29","After"
"Code_37","http://www.cdisc.org","293af119-c7f1-49c7-a5ea-8f25f07f9551","C201265","2023-09-29","Start to Start"
"Code_39","http://www.cdisc.org","e18ab19c-8580-4265-9b13-1965d76d8f10","C201264","2023-09-29","After"
"Code_40","http://www.cdisc.org","bcb47da5-aff7-42be-8d8b-dd02bf93b9e0","C201265","2023-09-29","Start to Start"
"Code_41","http://www.cdisc.org","3da106c5-915f-4538-a928-f7037259bcd5","C201264","2023-09-29","After"
"Code_42","http://www.cdisc.org","98efa7c9-869c-4763-a4e4-aea2dfe74f38","C201265","2023-09-29","Start to Start"
"Code_44","http://www.cdisc.org","7789b47e-c74f-421c-962b-418b80bc99f6","C201264","2023-09-29","After"
"Code_45","http://www.cdisc.org","478478f2-e8dd-46ad-be35-a5bd3588bff3","C201265","2023-09-29","Start to Start"
"Code_46","http://www.cdisc.org","248f44d0-ca7f-4619-8086-bcfd09334206","C201264","2023-09-29","After"
"Code_47","http://www.cdisc.org","a4eb2c3e-59e1-43b7-b40a-578ec73d423e","C201265","2023-09-29","Start to Start"
"Code_49","http://www.cdisc.org","5b94dec5-7f5f-4e76-95c0-1fbd210d67d9","C201264","2023-09-29","After"
"Code_50","http://www.cdisc.org","9ee28fa1-f1b0-48c9-acbc-befbb8c95ae6","C201265","2023-09-29","Start to Start"
"Code_52","http://www.cdisc.org","c41e72e5-bcb1-48c6-9a30-dd6b6e83b889","C201264","2023-09-29","Fixed Reference"
"Code_53","http://www.cdisc.org","01d420f0-3e7b-45ef-8231-7ef2feac413e","C201265","2023-09-29","Start to Start"
"Code_54","http://www.cdisc.org","bec571fe-ef8e-4f0c-b4b2-6d90fd28ca6a","C201264","2023-09-29","Fixed Reference"
"Code_55","http://www.cdisc.org","3ad76333-dbc2-48c1-a541-0fade3e24805","C201265","2023-09-29","Start to Start"
"Code_56","http://www.cdisc.org","575aa3b4-3468-4cdf-b5f0-bbab4608c573","C201264","2023-09-29","Fixed Reference"
"Code_57","http://www.cdisc.org","cdf74cb0-8072-4dc2-991c-de9b1c1ca01b","C201265","2023-09-29","Start to Start"
"Code_58","http://www.cdisc.org","fb85f05e-32ef-4ddf-9587-aad2bcab0f52","C201264","2023-09-29","After"
"Code_59","http://www.cdisc.org","3813cce4-e09b-48de-b763-cadb8e575755","C201265","2023-09-29","Start to Start"
"Code_60","http://www.cdisc.org","586da257-79b6-435e-805d-6b99178d154b","C201264","2023-09-29","After"
"Code_61","http://www.cdisc.org","4e3f569c-1291-42e7-8bd6-e47b908cdb27","C201265","2023-09-29","End to Start"
"Code_63","http://www.cdisc.org","213a3397-06ca-45c2-9c25-5de860474627","C201264","2023-09-29","After"
"Code_64","http://www.cdisc.org","dd6719b4-972b-48fb-8b66-23689a6865ec","C201265","2023-09-29","End to Start"
"Code_4","http://www.cdisc.org","f8e5bfca-8da3-4ec5-a228-ee7fc255d72d","C25508","2023-09-29","Final"
"Code_7","http://www.cdisc.org","399fd249-7368-4a75-a9d7-20642c5ee957","C99903x1","2023-09-29","Protocol Effective Date"
"Code_9","http://www.cdisc.org","da964728-b98a-4c6d-a42b-9b5fe06bec4b","C41129","2023-09-29","Region"
"Code_8","ISO 3166 1 alpha3","cf6b28a3-77cd-422c-8376-acdea91bac9c","150","2020-08","Europe"
