"codeSystemVersion","id","code","decode","uuid:ID","instanceType","codeSystem"
"","Code_249","C82535","Test Method","67529b44-2496-4209-9100-521bffafbe6b","Code","NCI Thesaurus"
"","Code_250","C62164","Body Position","e593f6e4-7ccb-4d1a-9b96-699b83b23b23","Code","NCI Thesaurus"
"","Code_243","C25298","Systolic Blood Pressure","f03a8b00-10b5-4b3e-9043-282461997301","Code","NCI Thesaurus"
"","Code_252","C77140","Clinical Test Result","3d661138-f84b-4abd-8e2a-150ee8e5c440","Code","NCI Thesaurus"
"2023-09-29","Code_253","C42547","Pascal","8ad3133c-c78a-4dcc-8a4f-a0df8a0a6cb6","Code","http://www.cdisc.org"
"","Code_254","C49669","Unit of Pressure","ffaa24bf-d1c5-4ab3-9c39-568fd5b73851","Code","NCI Thesaurus"
"","Code_255","C13717","Anatomic Site","6b8418ec-fc0c-40e4-ba40-3a9ee81bc262","Code","NCI Thesaurus"
"","Code_256","C25185","Laterality","2d12aeea-ca8c-49fa-84bc-3a8801990019","Code","NCI Thesaurus"
"","Code_257","C82535","Test Method","14bc8429-138c-47d3-887f-9b9613c12819","Code","NCI Thesaurus"
"","Code_258","C62164","Body Position","fb3bd00c-77da-4785-9c33-6140e3951786","Code","NCI Thesaurus"
"","Code_251","C25299","Diastolic Blood Pressure","23408c17-5bad-4736-9c99-0d85a82c41c6","Code","NCI Thesaurus"
"","Code_260","C77140","Clinical Test Result","b2e367a5-b232-4a15-8ed4-7c33a86241ae","Code","NCI Thesaurus"
"2023-09-29","Code_261","C49673","Beats per Minute","6816eee9-3f1b-4274-aa63-3161151522ec","Code","http://www.cdisc.org"
"","Code_262","C73688","Count per Minute","093c684a-53de-435a-be4c-5dcd9b549de6","Code","NCI Thesaurus"
"","Code_263","C13717","Anatomic Site","0f0f4fb0-49ec-49cf-84c0-011d7027f644","Code","NCI Thesaurus"
"","Code_264","C25185","Laterality","6f2dcc86-be5e-4658-b343-bac2480d009d","Code","NCI Thesaurus"
"","Code_265","C82535","Test Method","ecac5341-4504-4812-a58b-65da10642354","Code","NCI Thesaurus"
"","Code_266","C62164","Body Position","4e538a29-4972-4faa-b79a-bc735fdcd982","Code","NCI Thesaurus"
"","Code_259","C49677","Heart Rate","46b7b5eb-84c2-466e-b1e9-0f702a83a37e","Code","NCI Thesaurus"
"2023-09-29","Code_122","C174268","Placebo Comparator Arm","ce6f484d-4145-4cf8-ba31-edabf230862b","Code","http://www.cdisc.org"
"2023-09-29","Code_123","C188866","Data Generated Within Study","2bc62a33-2020-4e06-b8c6-17a90bf425f2","Code","http://www.cdisc.org"
"2023-09-29","Code_124","C174267","Active Comparator Arm","52142696-428b-4e44-903c-9f4913f2f655","Code","http://www.cdisc.org"
"2023-09-29","Code_125","C188866","Data Generated Within Study","a0c0da7f-56e6-4fd2-9e01-05ddff1edc34","Code","http://www.cdisc.org"
"2023-09-29","Code_126","C174267","Active Comparator Arm","bea2a6e5-1198-44cb-8dbc-04d164cf45dc","Code","http://www.cdisc.org"
"2023-09-29","Code_127","C188866","Data Generated Within Study","78075dd0-1adb-41d6-a343-0da5f4b70fac","Code","http://www.cdisc.org"
"2023-09-29","Code_135","C15228","Double Blind Study","05e53398-64be-4bac-9346-cf6f74891749","Code","http://www.cdisc.org"
"2023-09-29","Code_128","C48262","Trial Screening","9de2874a-e156-43c5-8818-91392ad976f9","Code","http://www.cdisc.org"
"2023-09-29","Code_129","C101526","Treatment Epoch","97ade179-1710-4264-b7af-63a18ce326d0","Code","http://www.cdisc.org"
"2023-09-29","Code_130","C101526","Treatment Epoch","e63f54b3-bba9-4e57-9f03-d49c180f904c","Code","http://www.cdisc.org"
"2023-09-29","Code_131","C101526","Treatment Epoch","c4f597ff-2230-48e1-b418-8421a473c03b","Code","http://www.cdisc.org"
"2023-09-29","Code_132","C99158","Clinical Study Follow-up","c880358a-c528-484a-9599-862e8d3fad26","Code","http://www.cdisc.org"
"1","Code_320","G30.9","Alzheimer's disease; unspecified","f27eacb8-6a0e-43c3-ba73-22722c0a18f9","Code","ICD-10-CM"
"January 31, 2018","Code_321","26929004","Alzheimer's disease","b1f45d92-2f3b-4944-b168-1a8c4c78b56a","Code","SNOMED"
"2023-09-29","Code_141","C70793","Sponsor","c59fa4a4-e177-4068-b176-3a8a82cf61fa","Code","http://www.cdisc.org"
"2023-09-29","Code_325","C85826","Trial Primary Objective","6894f9db-c52c-43ee-aef2-e0c8aaa30cbc","Code","http://www.cdisc.org"
"2023-09-29","Code_324","C94496","Primary Endpoint","74964712-f89e-4f40-a448-e6416539309e","Code","http://www.cdisc.org"
"2023-09-29","Code_326","C94496","Primary Endpoint","a2e9263c-41b4-436b-b1ab-4ae82d9e9855","Code","http://www.cdisc.org"
"2023-09-29","Code_328","C85826","Trial Primary Objective","4c8b3802-f67a-4fdc-a6aa-6f99733c3e76","Code","http://www.cdisc.org"
"2023-09-29","Code_327","C94496","Primary Endpoint","5226150e-bdc5-48cf-b857-e5cbe2e25561","Code","http://www.cdisc.org"
"2023-09-29","Code_329","C94496","Primary Endpoint","b2b64389-c1cc-4e57-b49b-93e877e4fbb0","Code","http://www.cdisc.org"
"2023-09-29","Code_330","C94496","Primary Endpoint","74e6c3f0-9363-4707-92bf-9c158bda52ab","Code","http://www.cdisc.org"
"2023-09-29","Code_332","C85827","Trial Secondary Objective","da59b559-e32b-4704-a292-622b8eda45b5","Code","http://www.cdisc.org"
"2023-09-29","Code_331","C139173","Secondary Endpoint","2330d82c-a3e8-4ce8-9c84-622911d40d64","Code","http://www.cdisc.org"
"2023-09-29","Code_333","C139173","Secondary Endpoint","e4c2da9e-a2c0-429d-8b49-6c16cd412ac5","Code","http://www.cdisc.org"
"2023-09-29","Code_334","C139173","Secondary Endpoint","845ed57b-37e4-4496-976d-9e407c81e75f","Code","http://www.cdisc.org"
"2023-09-29","Code_335","C25532","Inclusion Criteria","6cad7ffc-b9e6-474c-b742-8ae01682f5ff","Code","http://www.cdisc.org"
"2023-09-29","Code_336","C25532","Inclusion Criteria","149a30ca-a656-413e-bb5e-f9901be73e41","Code","http://www.cdisc.org"
"2023-09-29","Code_337","C25532","Inclusion Criteria","15bbd1d3-e1c9-4399-81a7-f832a1f15697","Code","http://www.cdisc.org"
"2023-09-29","Code_338","C25370","Exclusion Criteria","b520bb88-10a6-49f3-af36-863f83db6bfb","Code","http://www.cdisc.org"
"2023-09-29","Code_322","C29848","Year","e7276780-0e00-45d3-a6bf-1ecb8ab29882","Code","http://www.cdisc.org"
"2023-09-29","Code_14","C201357","Before","979f8506-95a1-4f3f-81d6-61579f69d30a","Code","http://www.cdisc.org"
"2023-09-29","Code_15","C201355","Start to Start","c02df66e-ca49-4392-882e-8f01718349c3","Code","http://www.cdisc.org"
"2023-09-29","Code_16","C201357","Before","6c3221e0-cfd1-40c7-9e16-31d416ab9244","Code","http://www.cdisc.org"
"2023-09-29","Code_17","C201355","Start to Start","53e087ff-407f-44fd-8655-6cfea8ee8db0","Code","http://www.cdisc.org"
"2023-09-29","Code_19","C201358","Fixed Reference","dff50dec-85cd-46d8-a92a-c824a73a8a7f","Code","http://www.cdisc.org"
"2023-09-29","Code_20","C201355","Start to Start","915420f0-d64f-4e83-97b2-3782d5bc3a1f","Code","http://www.cdisc.org"
"2023-09-29","Code_21","C201356","After","f9b466ec-5712-4f96-bb18-8499d72a5bbb","Code","http://www.cdisc.org"
"2023-09-29","Code_22","C201355","Start to Start","43aae201-8511-4184-a58e-84d0d5c1efc1","Code","http://www.cdisc.org"
"2023-09-29","Code_24","C201356","After","9f988795-9637-4302-9179-2a5462ba220e","Code","http://www.cdisc.org"
"2023-09-29","Code_25","C201355","Start to Start","c38d1346-3750-4d46-883c-ee70a6d85249","Code","http://www.cdisc.org"
"2023-09-29","Code_27","C201356","After","46506607-7be4-4322-8ffb-cf29b319ba2a","Code","http://www.cdisc.org"
"2023-09-29","Code_28","C201355","Start to Start","6fe8e891-121a-44e9-9cad-80235828616d","Code","http://www.cdisc.org"
"2023-09-29","Code_30","C201356","After","dbae0a3a-6ccb-46cc-9a89-6e35b203ae16","Code","http://www.cdisc.org"
"2023-09-29","Code_31","C201355","Start to Start","e1eda7b6-c290-4784-9a4e-0cbe5ef93b8e","Code","http://www.cdisc.org"
"2023-09-29","Code_35","C201356","After","64212303-2b34-4e0d-9de7-4fb5d714a46b","Code","http://www.cdisc.org"
"2023-09-29","Code_36","C201355","Start to Start","aef476f1-0986-4a69-94b2-1879ec667b53","Code","http://www.cdisc.org"
"2023-09-29","Code_40","C201356","After","dd9adc0f-68e0-4b88-95ab-c1bcb11bad5d","Code","http://www.cdisc.org"
"2023-09-29","Code_41","C201355","Start to Start","13fd23f9-6301-4b80-902a-69d140f485d4","Code","http://www.cdisc.org"
"2023-09-29","Code_45","C201356","After","c73b1b00-daa6-4e15-8cfe-52089bf44558","Code","http://www.cdisc.org"
"2023-09-29","Code_46","C201355","Start to Start","2a770152-94e6-44fd-be00-1bbb43c38873","Code","http://www.cdisc.org"
"2023-09-29","Code_50","C201356","After","0af2054d-155a-4b45-8f6f-f340ada7d14a","Code","http://www.cdisc.org"
"2023-09-29","Code_51","C201355","Start to Start","fd73acca-539e-43a9-8e8f-57c403180d01","Code","http://www.cdisc.org"
"2023-09-29","Code_53","C201356","After","d98ce2fd-ce31-4b32-a55a-e79bf0f67a85","Code","http://www.cdisc.org"
"2023-09-29","Code_54","C201355","Start to Start","0553b353-d516-415d-ab1a-41460c8c87d2","Code","http://www.cdisc.org"
"2023-09-29","Code_33","C201356","After","3e40e43b-255e-4e87-9317-e446a7729896","Code","http://www.cdisc.org"
"2023-09-29","Code_34","C201355","Start to Start","960aeb60-1465-4faa-bf77-0e26f75c0fdb","Code","http://www.cdisc.org"
"2023-09-29","Code_38","C201356","After","f089ef80-3166-4985-bdde-d22af3c47376","Code","http://www.cdisc.org"
"2023-09-29","Code_39","C201355","Start to Start","0fef95e0-19e5-4a8b-b1d9-23067671605d","Code","http://www.cdisc.org"
"2023-09-29","Code_43","C201356","After","769b1d22-3b83-4499-ae13-bdcac148b52a","Code","http://www.cdisc.org"
"2023-09-29","Code_44","C201355","Start to Start","80f1103c-0abb-4489-9ae4-fd3990fbe937","Code","http://www.cdisc.org"
"2023-09-29","Code_48","C201356","After","0c9dd597-19fd-4fab-963a-1e2b6b4f9c87","Code","http://www.cdisc.org"
"2023-09-29","Code_49","C201355","Start to Start","699d26f2-d207-4ced-95b6-48ab4f56a0f8","Code","http://www.cdisc.org"
"2023-09-29","Code_56","C201358","Fixed Reference","bfaf01f1-3037-4339-9d67-8821e87f4667","Code","http://www.cdisc.org"
"2023-09-29","Code_57","C201355","Start to Start","d13781c2-e3f0-415d-838c-8a209e7b8267","Code","http://www.cdisc.org"
"2023-09-29","Code_58","C201358","Fixed Reference","c081bfb3-9ca6-41c7-afeb-6b602e0b9f37","Code","http://www.cdisc.org"
"2023-09-29","Code_59","C201355","Start to Start","beba3260-f93c-4b8e-a620-9fe2735d9c52","Code","http://www.cdisc.org"
"2023-09-29","Code_60","C201358","Fixed Reference","839786f3-ac0f-4f2b-a9c5-1c38e6946f10","Code","http://www.cdisc.org"
"2023-09-29","Code_61","C201355","Start to Start","d51450c3-706c-4d3d-90d6-264b27d6461f","Code","http://www.cdisc.org"
"2023-09-29","Code_62","C201356","After","c75003d7-a879-4123-81d8-2ef7c501d3a1","Code","http://www.cdisc.org"
"2023-09-29","Code_63","C201355","Start to Start","7b968903-5563-4f9f-9124-11b52557149f","Code","http://www.cdisc.org"
"2023-09-29","Code_64","C201356","After","87ba87fb-d385-469d-bcd2-9866bfd860e9","Code","http://www.cdisc.org"
"2023-09-29","Code_65","C201353","End to Start","7350d7cf-2fee-4184-8e64-796d02bbc7b3","Code","http://www.cdisc.org"
"2023-09-29","Code_66","C201356","After","0667b73f-7cfa-455f-a292-892b1be80843","Code","http://www.cdisc.org"
"2023-09-29","Code_67","C201355","Start to Start","d09e9c98-2262-4679-9f6b-7732cf850ddd","Code","http://www.cdisc.org"
"2023-09-29","Code_68","C201356","After","f4c25572-e14c-43fc-9878-d8e973b26c20","Code","http://www.cdisc.org"
"2023-09-29","Code_69","C201353","End to Start","e1d04cda-0119-4788-b036-1b40447dee76","Code","http://www.cdisc.org"
"2023-09-29","Code_70","C201356","After","6c073342-e203-4b56-9a7b-592bea12f45c","Code","http://www.cdisc.org"
"2023-09-29","Code_71","C201355","Start to Start","3d3db64a-24cc-4b30-93f2-c67e9b4a6025","Code","http://www.cdisc.org"
"2023-09-29","Code_339","C70793","Clinical Study Sponsor","e8f0f0b6-2a72-458b-9499-0a9933cd6d5f","Code","http://www.cdisc.org"
"2020-08","Code_340","GBR","United Kingdom of Great Britain and Northern Ireland","ce3fd60a-14b4-4064-92de-974abacd8bb2","Code","ISO 3166 1 alpha3"
"2023-09-29","Code_3","C94108","Study Acronym","5e6ab81e-6225-423d-b5a6-a9bd2645637b","Code","http://www.cdisc.org"
"2023-09-29","Code_5","C99905x1","Brief Study Title","dbea6a26-4fa5-4d5e-96d5-4bb2cab315c4","Code","http://www.cdisc.org"
"2023-09-29","Code_6","C99905x2","Official Study Title","7971faa4-f2f7-4473-b8aa-2c7faa139ccc","Code","http://www.cdisc.org"
"2023-09-29","Code_7","C99905x3","Public Study Title","af50e303-f300-432e-becc-2f496169d291","Code","http://www.cdisc.org"
"2023-09-29","Code_8","C25508","Final","ec708465-dc93-4cff-a5aa-623dce4f51e3","Code","http://www.cdisc.org"
"2023-09-29","Code_11","C99903x1","Protocol Effective Date","9b46995d-6fdf-4c0a-8472-fb5b3adaa903","Code","http://www.cdisc.org"
"2023-09-29","Code_13","C41129","Region","08b98927-8aab-40a7-ac67-8cad27ced2d4","Code","http://www.cdisc.org"
"2020-08","Code_12","150","Europe","ccc9700a-816b-4001-9669-c46c79f6aeaa","Code","ISO 3166 1 alpha3"
