"id","codeSystem","code","instanceType","uuid:ID","decode","codeSystemVersion"
"Code_247","http://www.cdisc.org","C49673","Code","c8629c2e-db21-41d6-9f0d-22ab5b382364","Beats per Minute","2023-09-29"
"Code_248","NCI Thesaurus","C73688","Code","f211ea95-006c-402f-a582-894272a69593","Count per Minute",""
"Code_249","NCI Thesaurus","C83088","Code","12f68f7d-c836-4d3e-8917-216e59ba4f76","Vital Signs Location",""
"Code_250","NCI Thesaurus","C123975","Code","dd7d4642-7c5e-4ef0-8b93-17c50bee2cd3","Vital Signs Laterality",""
"Code_251","NCI Thesaurus","C82535","Code","aef01f51-217d-4d70-8957-d9849a218213","Test Method",""
"Code_252","NCI Thesaurus","C83114","Code","21547fdf-f10b-42f6-92ac-c004664dc422","Vital Signs Position",""
"Code_245","NCI Thesaurus","C49677","Code","fb01f918-b34e-43c8-b533-8473a68c03d4","Heart Rate",""
"Code_254","NCI Thesaurus","C173522","Code","51bd25d6-92e7-4c34-9ee6-a0b2c14d4ba0","Vital Signs Result",""
"Code_255","http://www.cdisc.org","C42547","Code","61299ec3-7354-4f56-9ec2-dc4be6610f5d","Pascal","2023-09-29"
"Code_256","NCI Thesaurus","C49669","Code","7f7a8d61-a0dd-4ea8-9572-16f5b35ed45b","Unit of Pressure",""
"Code_257","NCI Thesaurus","C83088","Code","dfcbdd43-7ff5-442f-ad68-28b13ed20b4e","Vital Signs Location",""
"Code_258","NCI Thesaurus","C123975","Code","68404b5e-6710-42ca-806c-79f428d84bde","Vital Signs Laterality",""
"Code_259","NCI Thesaurus","C82535","Code","eac95d64-5c20-411f-82e2-0c93d2dcc68a","Test Method",""
"Code_260","NCI Thesaurus","C83114","Code","da1fbb9f-5394-4827-87b8-2f5ae309f66f","Vital Signs Position",""
"Code_253","NCI Thesaurus","C25298","Code","a2bb3fce-aafa-4bfb-83c3-a908a691cf75","Systolic Blood Pressure",""
"Code_262","NCI Thesaurus","C173522","Code","f87e3e50-d29e-4249-825b-548b02d6cb05","Vital Signs Result",""
"Code_263","http://www.cdisc.org","C42547","Code","ef5c7ea7-e524-43fa-92e9-df703ef621cd","Pascal","2023-09-29"
"Code_264","NCI Thesaurus","C49669","Code","cc641f69-1e30-48d8-8cae-8f7a12deb280","Unit of Pressure",""
"Code_265","NCI Thesaurus","C83088","Code","e0ed2353-1c74-4fdf-b52f-d644d71da8f0","Vital Signs Location",""
"Code_266","NCI Thesaurus","C123975","Code","eaae3680-d551-4426-b285-e6a335c2ac73","Vital Signs Laterality",""
"Code_267","NCI Thesaurus","C82535","Code","25291a9a-7521-46b6-aa71-d387528e5977","Test Method",""
"Code_268","NCI Thesaurus","C83114","Code","60e84e76-c1a5-4c49-b59a-f7e10d50f1bb","Vital Signs Position",""
"Code_261","NCI Thesaurus","C25299","Code","c1d201ad-08ba-4891-a353-edf65fee6823","Diastolic Blood Pressure",""
"Code_270","NCI Thesaurus","C173522","Code","e997fddb-097b-42f7-a2a2-7ac65a3eb60a","Vital Signs Result",""
"Code_271","http://www.cdisc.org","C49673","Code","c050da98-1d0c-4bba-aa5c-0bbc382aa2d2","Beats per Minute","2023-09-29"
"Code_272","NCI Thesaurus","C73688","Code","13dcc25e-6a98-4836-8bbf-c9de6117effc","Count per Minute",""
"Code_273","NCI Thesaurus","C83088","Code","6c84d218-89b7-442d-a20e-ec141517719f","Vital Signs Location",""
"Code_274","NCI Thesaurus","C123975","Code","46edffc3-2d71-4a66-b44a-4430b486317a","Vital Signs Laterality",""
"Code_275","NCI Thesaurus","C82535","Code","31495492-d84d-4bc6-b61a-9f85987e0364","Test Method",""
"Code_276","NCI Thesaurus","C83114","Code","fdeb6266-c3ce-4ff3-88a5-cacb5200b1dc","Vital Signs Position",""
"Code_269","NCI Thesaurus","C49677","Code","0aa9324a-24c7-438c-af19-237993dbdac7","Heart Rate",""
"Code_122","http://www.cdisc.org","C174268","Code","e27a6d8f-a04b-4ee5-91b1-c90c6ddb5c9c","Placebo Comparator Arm","2023-09-29"
"Code_123","http://www.cdisc.org","C188866","Code","8c4d79f9-d9a8-49bc-953f-d9075729e39d","Data Generated Within Study","2023-09-29"
"Code_124","http://www.cdisc.org","C174267","Code","852fb398-69f7-4416-a613-b34e61c7a46b","Active Comparator Arm","2023-09-29"
"Code_125","http://www.cdisc.org","C188866","Code","8256ca5e-65c7-4d74-b9c7-81bdb5018263","Data Generated Within Study","2023-09-29"
"Code_126","http://www.cdisc.org","C174267","Code","c8031e6a-d0eb-4778-a557-26dd5e8fe7f2","Active Comparator Arm","2023-09-29"
"Code_127","http://www.cdisc.org","C188866","Code","c5cc0973-52d9-493f-88e2-7da5c8a6ca4f","Data Generated Within Study","2023-09-29"
"Code_135","http://www.cdisc.org","C15228","Code","92231a19-4327-4426-8843-0c9eec911e00","Double Blind Study","2023-09-29"
"Code_128","http://www.cdisc.org","C48262","Code","334fa896-26f0-487c-85dc-3b98ca543344","Trial Screening","2023-09-29"
"Code_129","http://www.cdisc.org","C101526","Code","c14e9323-c9b9-4084-ac2f-60ce108976c1","Treatment Epoch","2023-09-29"
"Code_130","http://www.cdisc.org","C101526","Code","eef483ed-222c-4c63-8104-997dd21914bc","Treatment Epoch","2023-09-29"
"Code_131","http://www.cdisc.org","C101526","Code","762c5132-deef-4769-907f-1d0702e33f45","Treatment Epoch","2023-09-29"
"Code_132","http://www.cdisc.org","C99158","Code","e5ed4fdd-91d6-4df5-853d-e259ba471896","Clinical Study Follow-up","2023-09-29"
"Code_330","ICD-10-CM","G30.9","Code","11679380-6d85-4c06-99a0-d06605b5ffa0","Alzheimer's disease; unspecified","1"
"Code_331","SNOMED","26929004","Code","98299273-2be2-48bc-bc42-f3f0177d5533","Alzheimer's disease","January 31, 2018"
"Code_141","http://www.cdisc.org","C70793","Code","74eb8c27-73b6-41d5-87e4-c8d0966d284f","Sponsor","2023-09-29"
"Code_335","http://www.cdisc.org","C85826","Code","1e8afe97-a112-4052-b8f3-748dab045539","Trial Primary Objective","2023-09-29"
"Code_334","http://www.cdisc.org","C94496","Code","c09d5df8-b884-4616-810e-9150baa6f8a8","Primary Endpoint","2023-09-29"
"Code_336","http://www.cdisc.org","C94496","Code","4152d769-303e-40f4-a952-eb19e57085c8","Primary Endpoint","2023-09-29"
"Code_338","http://www.cdisc.org","C85826","Code","4096b02f-9a01-43c7-b518-99bc0e931231","Trial Primary Objective","2023-09-29"
"Code_337","http://www.cdisc.org","C94496","Code","293d113b-ea0b-46f5-bcd4-c93e557858ec","Primary Endpoint","2023-09-29"
"Code_339","http://www.cdisc.org","C94496","Code","cbc39c1f-a41e-4f55-bb5c-aec9724b2708","Primary Endpoint","2023-09-29"
"Code_340","http://www.cdisc.org","C94496","Code","2624027a-204a-4329-8ada-2ef7ecc6946e","Primary Endpoint","2023-09-29"
"Code_342","http://www.cdisc.org","C85827","Code","28e195a9-fe1c-4e22-8198-a6c2c27c14f1","Trial Secondary Objective","2023-09-29"
"Code_341","http://www.cdisc.org","C139173","Code","3ff6d819-8dd2-47d4-b881-990495f72de1","Secondary Endpoint","2023-09-29"
"Code_343","http://www.cdisc.org","C139173","Code","4c8b84c1-1bd5-4181-a48d-ea4bacc0d45a","Secondary Endpoint","2023-09-29"
"Code_344","http://www.cdisc.org","C139173","Code","cfa9d6ca-f172-4a31-8eb8-b859b31d4006","Secondary Endpoint","2023-09-29"
"Code_345","http://www.cdisc.org","C25532","Code","a9992e1c-422b-4e76-a98e-f008dcdbd4ec","Inclusion Criteria","2023-09-29"
"Code_346","http://www.cdisc.org","C25532","Code","d140f26c-b4f2-4526-b314-85cdb7ca8bf6","Inclusion Criteria","2023-09-29"
"Code_347","http://www.cdisc.org","C25532","Code","8caceb94-b94a-4ea0-a589-8798b5758dca","Inclusion Criteria","2023-09-29"
"Code_348","http://www.cdisc.org","C25370","Code","4695f6de-5d46-4f18-bcc2-91acf00ceaca","Exclusion Criteria","2023-09-29"
"Code_332","http://www.cdisc.org","C29848","Code","ffbbf363-731a-49cf-97b0-9ffa9f5f8298","Year","2023-09-29"
"Code_14","http://www.cdisc.org","C201264","Code","d5b71b2e-e0bf-47c5-94fa-ae6d8962d300","Before","2023-09-29"
"Code_15","http://www.cdisc.org","C201265","Code","aa40f1d5-a208-40c0-9f82-69e97560b9a7","Start to Start","2023-09-29"
"Code_16","http://www.cdisc.org","C201264","Code","24dd18d0-d7bd-41b2-84f3-c6942a4888bf","Before","2023-09-29"
"Code_17","http://www.cdisc.org","C201265","Code","d296e1ad-8b34-496c-8d1b-7e212d16daec","Start to Start","2023-09-29"
"Code_19","http://www.cdisc.org","C201264","Code","b094ccd6-f953-4673-8406-9df776d82fec","Fixed Reference","2023-09-29"
"Code_20","http://www.cdisc.org","C201265","Code","29551f12-9996-45e2-8fd2-513dd480f32a","Start to Start","2023-09-29"
"Code_21","http://www.cdisc.org","C201264","Code","7a47d03f-0f77-4bc7-b339-3e852d46b9b6","After","2023-09-29"
"Code_22","http://www.cdisc.org","C201265","Code","4ffdd413-0a4a-46d5-8112-3ceb61401887","Start to Start","2023-09-29"
"Code_24","http://www.cdisc.org","C201264","Code","d834f233-227a-48ed-bd28-733b89c7821f","After","2023-09-29"
"Code_25","http://www.cdisc.org","C201265","Code","8c5aae65-a70e-4995-8cfc-ffa4566c89a3","Start to Start","2023-09-29"
"Code_27","http://www.cdisc.org","C201264","Code","af3952ce-6059-4fb0-b22a-291219913ba4","After","2023-09-29"
"Code_28","http://www.cdisc.org","C201265","Code","fee23383-2989-4704-8050-733b755f6d60","Start to Start","2023-09-29"
"Code_30","http://www.cdisc.org","C201264","Code","c0f518c0-f465-4e38-b398-1d3407128b54","After","2023-09-29"
"Code_31","http://www.cdisc.org","C201265","Code","a252d566-c340-4602-868a-9db0d2210ee0","Start to Start","2023-09-29"
"Code_35","http://www.cdisc.org","C201264","Code","4a0cbc46-6843-4a3b-9617-ea7790629b12","After","2023-09-29"
"Code_36","http://www.cdisc.org","C201265","Code","b7adbced-fce5-477d-baa9-230b868c49d9","Start to Start","2023-09-29"
"Code_40","http://www.cdisc.org","C201264","Code","d249f954-517c-45d9-8d10-1d3c9321e04e","After","2023-09-29"
"Code_41","http://www.cdisc.org","C201265","Code","a69686e0-b427-4050-85ae-70ad920604d1","Start to Start","2023-09-29"
"Code_45","http://www.cdisc.org","C201264","Code","76136a73-b00e-47ce-8d7f-3831abac34d8","After","2023-09-29"
"Code_46","http://www.cdisc.org","C201265","Code","e5f2aaa2-4fb1-4d4a-8248-fc47bbd1444a","Start to Start","2023-09-29"
"Code_50","http://www.cdisc.org","C201264","Code","274b6297-e42c-4bd7-b808-e6945a0d8472","After","2023-09-29"
"Code_51","http://www.cdisc.org","C201265","Code","ce39b1c5-40ac-440c-81af-0b45d731bdf3","Start to Start","2023-09-29"
"Code_53","http://www.cdisc.org","C201264","Code","148b8f89-d6c9-4bdc-b9dc-67610438728f","After","2023-09-29"
"Code_54","http://www.cdisc.org","C201265","Code","c4fee66a-47fb-4fcd-8343-66fd73590dba","Start to Start","2023-09-29"
"Code_33","http://www.cdisc.org","C201264","Code","cb003f83-52ab-42cb-878d-5af9b8806e65","After","2023-09-29"
"Code_34","http://www.cdisc.org","C201265","Code","e00756e2-ccc0-4f7a-8f81-7cd185e5a4cf","Start to Start","2023-09-29"
"Code_38","http://www.cdisc.org","C201264","Code","9ac65435-0bfc-4af1-8c00-d6798681e399","After","2023-09-29"
"Code_39","http://www.cdisc.org","C201265","Code","6899352e-4423-49f1-b2e0-bd5986d67d92","Start to Start","2023-09-29"
"Code_43","http://www.cdisc.org","C201264","Code","6e8cb055-440f-44a1-8937-572cf420d52e","After","2023-09-29"
"Code_44","http://www.cdisc.org","C201265","Code","7b3367a7-b5e9-488f-acb3-f0144cd28c8e","Start to Start","2023-09-29"
"Code_48","http://www.cdisc.org","C201264","Code","18380588-06cc-413f-a6bb-ee4ec887b0b4","After","2023-09-29"
"Code_49","http://www.cdisc.org","C201265","Code","0dcfffc4-ffd5-4d48-b457-3a9fc5bf4d24","Start to Start","2023-09-29"
"Code_56","http://www.cdisc.org","C201264","Code","c1a5be43-c60b-4d65-a5ba-bf6c75bfe8b4","Fixed Reference","2023-09-29"
"Code_57","http://www.cdisc.org","C201265","Code","53da0313-66e2-42ba-a21e-037e995fb3ae","Start to Start","2023-09-29"
"Code_58","http://www.cdisc.org","C201264","Code","3a8308ff-b406-428e-a4bc-c7c2faac98cd","Fixed Reference","2023-09-29"
"Code_59","http://www.cdisc.org","C201265","Code","41212793-94f6-4747-bc13-0c7a7e2ecf8b","Start to Start","2023-09-29"
"Code_60","http://www.cdisc.org","C201264","Code","a66bb65c-2c5f-43f5-aef0-2415655985c8","Fixed Reference","2023-09-29"
"Code_61","http://www.cdisc.org","C201265","Code","bcbd79e5-bfb7-48e8-8bc7-2f0e9cce6f42","Start to Start","2023-09-29"
"Code_62","http://www.cdisc.org","C201264","Code","ec2e72a8-d9f1-4f48-9afb-6854a09e3ca9","After","2023-09-29"
"Code_63","http://www.cdisc.org","C201265","Code","7a37decf-736b-409d-9bf3-bee96c7aef2c","Start to Start","2023-09-29"
"Code_64","http://www.cdisc.org","C201264","Code","6b192b2d-3525-4912-96a8-674ae297d3cf","After","2023-09-29"
"Code_65","http://www.cdisc.org","C201265","Code","49c8d53d-314e-42c9-aebc-f0864c4efb1d","End to Start","2023-09-29"
"Code_66","http://www.cdisc.org","C201264","Code","0eb179cc-c392-41a2-943f-d8f3bfdf8b9f","After","2023-09-29"
"Code_67","http://www.cdisc.org","C201265","Code","39b59b47-9261-4a5e-bac9-aa2612d97b6e","Start to Start","2023-09-29"
"Code_68","http://www.cdisc.org","C201264","Code","fb38cc8a-f605-48a7-acb5-10027e61a845","After","2023-09-29"
"Code_69","http://www.cdisc.org","C201265","Code","997fee16-8336-469e-b290-496b07961d99","End to Start","2023-09-29"
"Code_70","http://www.cdisc.org","C201264","Code","b29259b1-efec-4dd4-a343-c143afc4a218","After","2023-09-29"
"Code_71","http://www.cdisc.org","C201265","Code","21766b61-8131-4d38-ac2c-afcedb2c67fd","Start to Start","2023-09-29"
"Code_349","http://www.cdisc.org","C70793","Code","af4e054e-12ee-4f4f-aaf0-530f842027b3","Clinical Study Sponsor","2023-09-29"
"Code_350","ISO 3166 1 alpha3","GBR","Code","5de1ca58-2abb-4401-a756-f509962b9c4f","United Kingdom of Great Britain and Northern Ireland","2020-08"
"Code_3","http://www.cdisc.org","C94108","Code","027afc74-1937-41c7-8216-321989e19ed8","Study Acronym","2023-09-29"
"Code_5","http://www.cdisc.org","C99905x1","Code","58f9ef19-0518-40e2-8ab7-5ec259112145","Brief Study Title","2023-09-29"
"Code_6","http://www.cdisc.org","C99905x2","Code","d60a9b1d-6a87-4559-9f45-60f2204fdbd2","Official Study Title","2023-09-29"
"Code_7","http://www.cdisc.org","C99905x3","Code","fcc59fcf-354f-4de1-901f-a3f4c46025af","Public Study Title","2023-09-29"
"Code_8","http://www.cdisc.org","C25508","Code","b7e1d949-97a1-4241-89a6-43852dc72e25","Final","2023-09-29"
"Code_11","http://www.cdisc.org","C99903x1","Code","9f9b50a9-34c0-4694-8533-fe97b077fafb","Protocol Effective Date","2023-09-29"
"Code_13","http://www.cdisc.org","C41129","Code","fa2cf5dc-efad-4f45-b934-5e0a874c0c8e","Region","2023-09-29"
"Code_12","ISO 3166 1 alpha3","150","Code","4bb3b976-a6d3-45a2-b6c4-3f928f90363e","Europe","2020-08"
