"uuid:ID","decode","id","codeSystem","code","codeSystemVersion"
"f315a462-099f-41f5-acfb-f8fa3c6cf284","Vital Signs Position","Code_240","NCI Thesaurus","C83114",""
"167be03f-1cef-4bf3-9d99-93feb9e59d41","Diastolic Blood Pressure","Code_233","NCI Thesaurus","C25299",""
"cff060a5-360b-47b1-9b48-0af180e997d6","Placebo Comparator Arm","Code_104","http://www.cdisc.org","C174268","2023-09-29"
"84635dea-8c73-4eef-ab44-c8375d7135a6","Data Generated Within Study","Code_105","http://www.cdisc.org","C188866","2023-09-29"
"c0c34a3e-e6c3-4d26-aa27-b40fe9a96642","Active Comparator Arm","Code_106","http://www.cdisc.org","C174267","2023-09-29"
"0a483a28-7951-4608-b36b-ac413a16f519","Data Generated Within Study","Code_107","http://www.cdisc.org","C188866","2023-09-29"
"6ab725b5-9888-45c3-85ef-47b86a6590f1","Active Comparator Arm","Code_108","http://www.cdisc.org","C174267","2023-09-29"
"9b96b53f-4dbb-4e5a-bef0-6ef602c55adc","Data Generated Within Study","Code_109","http://www.cdisc.org","C188866","2023-09-29"
"d7d0245b-1c8f-4e7b-a15f-a1013195d11b","Double Blind Study","Code_117","http://www.cdisc.org","C15228","2023-09-29"
"85215f1c-5023-4ce7-a3d7-af68acd1413f","Trial Screening","Code_110","http://www.cdisc.org","C48262","2023-09-29"
"9aaaeabd-4910-416d-a0af-b82c03a8cfe4","Treatment Epoch","Code_111","http://www.cdisc.org","C101526","2023-09-29"
"2cfe9bdf-f472-4275-b407-fd9d258b5fa3","Treatment Epoch","Code_112","http://www.cdisc.org","C101526","2023-09-29"
"00a2951b-45e1-4824-a703-07d90c05470a","Treatment Epoch","Code_113","http://www.cdisc.org","C101526","2023-09-29"
"36ced4d5-3d13-4ae5-a2d9-1516bf29bd76","Clinical Study Follow-up","Code_114","http://www.cdisc.org","C99158","2023-09-29"
"16c6cadd-b5ae-4564-b8a3-98ee93c8df36","Alzheimer's disease; unspecified","Code_294","ICD-10-CM","G30.9","1"
"ba3a5e28-506e-4390-b9ed-8cabc925ec5a","Alzheimer's disease","Code_295","SNOMED","26929004","January 31, 2018"
"8d45de29-1d67-4d37-afac-a40fb33abc62","Trial Primary Objective","Code_298","http://www.cdisc.org","C85826","2023-09-29"
"4dc67be9-26af-44eb-b2d6-3d1295eb386a","Primary Endpoint","Code_297","http://www.cdisc.org","C94496","2023-09-29"
"4515ddbb-9095-4b31-aac5-2a097aa4e743","Primary Endpoint","Code_299","http://www.cdisc.org","C94496","2023-09-29"
"ce67ba29-1f8c-4828-8607-0b29fa55d665","Trial Primary Objective","Code_301","http://www.cdisc.org","C85826","2023-09-29"
"070a96f6-fc02-411a-8732-537bd8a9543e","Primary Endpoint","Code_300","http://www.cdisc.org","C94496","2023-09-29"
"ac7adb29-05f0-49b9-84dd-35f21f17a24d","Primary Endpoint","Code_302","http://www.cdisc.org","C94496","2023-09-29"
"84fc2747-1018-4610-b557-8fc291174ca0","Primary Endpoint","Code_303","http://www.cdisc.org","C94496","2023-09-29"
"de689e8c-d3ae-4636-8d5f-9b76ae948069","Trial Secondary Objective","Code_305","http://www.cdisc.org","C85827","2023-09-29"
"4751a390-11d4-45f4-a35c-5d64201fe7c8","Secondary Endpoint","Code_304","http://www.cdisc.org","C139173","2023-09-29"
"5577a461-5586-4cad-83ca-486fc25e57c7","Secondary Endpoint","Code_306","http://www.cdisc.org","C139173","2023-09-29"
"c6ce6bca-2ab1-4228-8908-fbbcc6ee9959","Secondary Endpoint","Code_307","http://www.cdisc.org","C139173","2023-09-29"
"e2a05ad4-2ff4-45e1-ac8a-914770da0652","Both","Code_296","http://www.cdisc.org","C49636","2023-09-29"
"af309751-23aa-4ef4-9836-1982db2ff0e1","Before","Code_10","http://www.cdisc.org","C201264","2023-09-29"
"be4d77e9-4812-41e5-acd0-301697edc436","Start to Start","Code_11","http://www.cdisc.org","C201265","2023-09-29"
"58eba0a1-5276-4d9c-9d83-a3aa75cca0b8","Before","Code_12","http://www.cdisc.org","C201264","2023-09-29"
"6ba37975-4f24-4c57-b315-aeab201c9138","Start to Start","Code_13","http://www.cdisc.org","C201265","2023-09-29"
"682c7591-ef8f-40ee-abd3-1a6186dea5fd","Fixed Reference","Code_14","http://www.cdisc.org","C201264","2023-09-29"
"729dfb7c-a9e4-4163-9dd8-7e1f09263b74","Start to Start","Code_15","http://www.cdisc.org","C201265","2023-09-29"
"a89727e5-2991-40a8-9a62-5cf12f67773f","After","Code_16","http://www.cdisc.org","C201264","2023-09-29"
"1737f71a-fe3f-4651-a66b-578a710ad9fb","Start to Start","Code_17","http://www.cdisc.org","C201265","2023-09-29"
"5ef6441c-2510-4bfa-9d82-9ca510bbc9ea","After","Code_18","http://www.cdisc.org","C201264","2023-09-29"
"6aa72ab5-98c0-4957-ba63-866f839608b3","Start to Start","Code_19","http://www.cdisc.org","C201265","2023-09-29"
"c901e994-868e-4419-80b4-e33c99cd42b8","After","Code_20","http://www.cdisc.org","C201264","2023-09-29"
"156c0007-e82e-45a7-91f5-ff566e2a2186","Start to Start","Code_21","http://www.cdisc.org","C201265","2023-09-29"
"7d58f6fc-88ef-47de-b1b8-a545db291586","After","Code_22","http://www.cdisc.org","C201264","2023-09-29"
"442b2ff9-7288-44eb-91b0-9a0dd38e1cf2","Start to Start","Code_23","http://www.cdisc.org","C201265","2023-09-29"
"db5acb9c-01af-45e4-abf0-ef458497cda9","After","Code_24","http://www.cdisc.org","C201264","2023-09-29"
"844d381f-a350-418f-bd58-6a6e54fdc1c7","Start to Start","Code_25","http://www.cdisc.org","C201265","2023-09-29"
"2a3f6c95-b03a-4e4e-bfc5-9a38d4871ab7","After","Code_26","http://www.cdisc.org","C201264","2023-09-29"
"47e55824-a182-443d-bb3e-0df93b19f7b8","Start to Start","Code_27","http://www.cdisc.org","C201265","2023-09-29"
"453cbcba-9df2-43b0-b880-af3e512c4ef6","After","Code_28","http://www.cdisc.org","C201264","2023-09-29"
"8a055340-5e3a-4bf0-b01a-c3b38d2ef0c3","Start to Start","Code_29","http://www.cdisc.org","C201265","2023-09-29"
"3c097bbc-f427-4446-ae89-ad2e48cd08ab","After","Code_30","http://www.cdisc.org","C201264","2023-09-29"
"1763beee-d76d-41f7-bf73-8bbef61dd0a1","Start to Start","Code_31","http://www.cdisc.org","C201265","2023-09-29"
"27e46dd3-aa0c-4425-80f8-7dda69a74238","After","Code_32","http://www.cdisc.org","C201264","2023-09-29"
"2e3dace5-fe4c-4153-9507-6048f8ce1d19","Start to Start","Code_33","http://www.cdisc.org","C201265","2023-09-29"
"3958d688-46bf-4a8c-a4b1-b65e3f194efd","After","Code_34","http://www.cdisc.org","C201264","2023-09-29"
"f66cd074-b827-49f6-857c-29ec0be138a4","Start to Start","Code_35","http://www.cdisc.org","C201265","2023-09-29"
"67b691ce-6361-4c88-afb9-4ef3258fa053","After","Code_36","http://www.cdisc.org","C201264","2023-09-29"
"7cf64022-ce0f-440a-8f84-25a0ada223fd","Start to Start","Code_37","http://www.cdisc.org","C201265","2023-09-29"
"49712aca-9f78-4082-a568-fb84b6591a89","After","Code_38","http://www.cdisc.org","C201264","2023-09-29"
"28625fa7-e001-43c4-950d-d229592f6907","Start to Start","Code_39","http://www.cdisc.org","C201265","2023-09-29"
"b63d4184-2dbf-44a0-8176-ecc41b973f0f","After","Code_40","http://www.cdisc.org","C201264","2023-09-29"
"33867247-1bc1-4974-8c87-f7e2248e4d6d","Start to Start","Code_41","http://www.cdisc.org","C201265","2023-09-29"
"cf6da662-b732-45d3-bcab-c0f0dcf88625","Fixed Reference","Code_42","http://www.cdisc.org","C201264","2023-09-29"
"b2dc605d-bbd6-4ae6-bd48-d9f330bf54b0","Start to Start","Code_43","http://www.cdisc.org","C201265","2023-09-29"
"4873674f-7109-447d-b81a-af0a79954e99","Fixed Reference","Code_44","http://www.cdisc.org","C201264","2023-09-29"
"e4b8ec5b-c6ed-4591-ae5c-74330c4b1d70","Start to Start","Code_45","http://www.cdisc.org","C201265","2023-09-29"
"b3e8af35-4cb0-4c83-8f29-d4d67985da04","Fixed Reference","Code_46","http://www.cdisc.org","C201264","2023-09-29"
"b7cb9a53-c461-45dd-a632-de4cc594177a","Start to Start","Code_47","http://www.cdisc.org","C201265","2023-09-29"
"b62551d8-ae37-4189-91b8-11bd653ccf14","After","Code_48","http://www.cdisc.org","C201264","2023-09-29"
"7a35a2ac-ce1f-4e09-af59-de92bbd926b9","Start to Start","Code_49","http://www.cdisc.org","C201265","2023-09-29"
"b2729585-a637-45b6-aec9-4f5b006dc672","After","Code_50","http://www.cdisc.org","C201264","2023-09-29"
"b93a96a0-1631-4d7d-9902-6e7e05ce2576","End to Start","Code_51","http://www.cdisc.org","C201265","2023-09-29"
"cff663ef-0d55-45d0-a538-d643a0439af3","After","Code_52","http://www.cdisc.org","C201264","2023-09-29"
"0d03b43d-3d40-4e83-9abb-feb2bd3da5a8","End to Start","Code_53","http://www.cdisc.org","C201265","2023-09-29"
"48a0e5f3-4fe0-4617-9d71-04736a459a33","Inclusion Criteria","Code_308","http://www.cdisc.org","C25532","2023-09-29"
"c7715c4a-8098-4cb9-8611-3ee0c9cac074","Inclusion Criteria","Code_309","http://www.cdisc.org","C25532","2023-09-29"
"bc026ee8-39f4-4d30-b93c-ff568c44d527","Inclusion Criteria","Code_310","http://www.cdisc.org","C25532","2023-09-29"
"2d83e9dc-40ee-4d58-b928-11ecc5bee8dd","Exclusion Criteria","Code_311","http://www.cdisc.org","C25370","2023-09-29"
"bb0e4753-20a0-4faa-82c4-d2b0b2d0bd98","Final","Code_4","http://www.cdisc.org","C25508","2023-09-29"
"9f402d5b-a8c4-4010-a4f6-131c5e0a8812","Protocol Effective Date","Code_7","http://www.cdisc.org","C99903x1","2023-09-29"
"4f491e01-a47c-4c81-a95d-657a4d3ffbcf","Region","Code_9","http://www.cdisc.org","C41129","2023-09-29"
"08b59a1d-3059-4333-b856-fdf91e3b5e05","Europe","Code_8","ISO 3166 1 alpha3","150","2020-08"
