"codeSystemVersion","id","uuid:ID","decode","instanceType","codeSystem","code"
"2023-12-15","Code_173","b7b667f6-124f-4297-b73a-7edd0ec1daae","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_174","90f7e6b3-5911-45f1-b176-674774c3228a","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_175","1c2d302a-2e83-4217-8248-83ae8eb8657b","Adverse Event associated with Hospitalization","Code","http://www.cdisc.org","C83052"
"2023-12-15","Code_176","aaf549b1-1457-439d-b956-257a059fe47d","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_177","a503ace2-c990-4144-815d-a5b93256e982","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_178","3985e5a1-abc8-4e99-be1b-d6af25c376b6","Life Threatening Adverse Event","Code","http://www.cdisc.org","C84266"
"2023-12-15","Code_179","5da340b6-2780-4ad0-917b-3d1e737dfd78","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_180","132b6e2d-01ce-4fc5-81a2-5e92a6b30413","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_181","6d517515-2e90-42be-aff3-37574dd672d5","Adverse Event Occurred with Overdose","Code","http://www.cdisc.org","C83214"
"2023-12-15","Code_182","369fa967-6887-43b6-a90f-628e142b299f","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_183","02e21457-eed1-4326-86ff-5aa2cf647441","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_184","ccc33838-1a4b-4b96-800b-8fccad4224be","Adverse Event Associated with Serious Medical Event","Code","http://www.cdisc.org","C83053"
"2023-12-15","Code_185","53f899f8-dc97-4df7-a90a-2521195a201c","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_186","ed80bd4f-2ca9-49f2-b796-91700c275350","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_187","7c72d8a6-6305-4831-b610-a74dde1d8a64","Adverse Event Concomitant Treatment","Code","http://www.cdisc.org","C83199"
"2023-12-15","Code_188","b0b2462a-cb30-4c55-af84-10cc6b2cfda3","Adverse Event Start Date Time","Code","http://www.cdisc.org","C83215"
"2023-12-15","Code_189","64958e7e-35c5-4cfd-a747-a573bc89b0a2","Adverse Event End Date Time","Code","http://www.cdisc.org","C83201"
"2023-12-15","Code_190","a5d2a757-0fc8-4de6-85d3-e8a06efdbd25","Solicited Adverse Event","Code","http://www.cdisc.org","C179175"
"2023-12-15","Code_191","8e11a025-5725-4601-9f2d-fd4a89ed8116","SYSBP","Code","http://www.cdisc.org","C25298"
"2023-12-15","Code_192","850cdbbf-d757-448a-b3e1-92dfe0b8b6fd","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_193","11842432-275f-4fb0-9d90-023e3d49c961","Unit of Pressure","Code","http://www.cdisc.org","C49669"
"2023-12-15","Code_194","402d6b23-8bd0-4e7e-a1b6-a86b499e4a1a","Sitting","Code","http://www.cdisc.org","C62122"
"2023-12-15","Code_195","f2e9d877-1aaa-41c9-8b11-4ec0f558e582","Standing","Code","http://www.cdisc.org","C62166"
"2023-12-15","Code_196","8bebb012-7fff-4a6a-8bd4-eb1ee7c83d5a","Supine Position","Code","http://www.cdisc.org","C62167"
"2023-12-15","Code_197","27c1bca7-e289-4f9b-b8b2-d74e811a1b3c","Body Position","Code","http://www.cdisc.org","C62164"
"2023-12-15","Code_198","e4fe2de1-5e1b-42b0-96fd-6456951556d7","Brachial Artery","Code","http://www.cdisc.org","C12681"
"2023-12-15","Code_199","3a4930d7-a1a3-48d1-9e46-c57863b780b5","Common Carotid Artery","Code","http://www.cdisc.org","C12687"
"2023-12-15","Code_200","52aa5218-9241-438f-959e-9d50dc183e0c","Dorsalis Pedis Artery","Code","http://www.cdisc.org","C32478"
"2023-12-15","Code_201","5f0d7397-c9b3-45ea-9620-40e18e6cf59b","Femoral Artery","Code","http://www.cdisc.org","C12715"
"2023-12-15","Code_202","b5f7decd-1ce2-4423-9c5a-bbf6234e6229","Radial Artery","Code","http://www.cdisc.org","C12838"
"2023-12-15","Code_203","87f13cdb-7c92-41a4-bb19-ffdd8ef3e9ee","Anatomic Site","Code","http://www.cdisc.org","C13717"
"2023-12-15","Code_204","6b0c1529-a7d7-4d19-8ab0-78c9c22a94d7","Left","Code","http://www.cdisc.org","C25229"
"2023-12-15","Code_205","7d30a700-9b24-4299-b079-4f7abc9730a8","Right","Code","http://www.cdisc.org","C25228"
"2023-12-15","Code_206","f42b4534-e834-43cd-b749-808648e6bb2c","Laterality","Code","http://www.cdisc.org","C25185"
"2023-12-15","Code_207","d36407aa-d0f2-4f98-a577-196cf20ad89e","SYSBP","Code","http://www.cdisc.org","C25298"
"2023-12-15","Code_208","f7e68cdd-4625-49b7-b854-fa2c1661dfe9","DIABP","Code","http://www.cdisc.org","C25299"
"2023-12-15","Code_209","e52c25fb-c318-448c-84e6-dc3265dd2d79","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_210","da1d1492-3a8b-4471-943f-d0db8e09cdcc","Unit of Pressure","Code","http://www.cdisc.org","C49669"
"2023-12-15","Code_211","17affb7a-d45f-4cb0-8437-7c68882b688f","Sitting","Code","http://www.cdisc.org","C62122"
"2023-12-15","Code_212","28b3a0ba-5c8b-4b33-be1e-b4f82889c185","Standing","Code","http://www.cdisc.org","C62166"
"2023-12-15","Code_213","7c9fe8bd-3c7e-4750-af37-bfd81f273c6a","Supine Position","Code","http://www.cdisc.org","C62167"
"2023-12-15","Code_214","742c9660-dbbb-477a-89c7-7b9f13c5e0e9","Body Position","Code","http://www.cdisc.org","C62164"
"2023-12-15","Code_215","1e604b07-9584-4b90-9e00-5b51af6de146","Brachial Artery","Code","http://www.cdisc.org","C12681"
"2023-12-15","Code_216","cf64dd39-5917-4c0a-941c-ef9bfe2b1870","Common Carotid Artery","Code","http://www.cdisc.org","C12687"
"2023-12-15","Code_217","79b2092f-1700-4b97-87b1-3d2de0a975f5","Dorsalis Pedis Artery","Code","http://www.cdisc.org","C32478"
"2023-12-15","Code_218","fa44f767-6ff3-4037-9523-92be7bf395fd","Femoral Artery","Code","http://www.cdisc.org","C12715"
"2023-12-15","Code_219","08138e93-9c8a-4a0c-9a54-72c6efe8ee4a","Radial Artery","Code","http://www.cdisc.org","C12838"
"2023-12-15","Code_220","8d0cdff0-ad56-49da-909e-b1f1de6a8571","Anatomic Site","Code","http://www.cdisc.org","C13717"
"2023-12-15","Code_221","30287ff4-875b-4aed-b296-f9e28b16af5e","Left","Code","http://www.cdisc.org","C25229"
"2023-12-15","Code_222","f81c2808-a2e4-40f2-9185-387ca50a4c4f","Right","Code","http://www.cdisc.org","C25228"
"2023-12-15","Code_223","1f61c3bd-8974-42b6-9317-6d016c7e1c62","Laterality","Code","http://www.cdisc.org","C25185"
"2023-12-15","Code_224","30d8d750-0cfa-46ce-9dd0-9eed0e4ddda8","DIABP","Code","http://www.cdisc.org","C25299"
"2023-12-15","Code_225","ee093708-228c-4ee6-aedf-762cc88d8eaf","TEMP","Code","http://www.cdisc.org","C174446"
"2023-12-15","Code_226","adc4bbce-dff4-470d-bc3e-999e59449193","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_227","ab45eb94-47a4-4585-b964-76eaea82d7fc","Degree Celsius","Code","http://www.cdisc.org","C42559"
"2023-12-15","Code_228","30744c19-7aa1-4e42-9bca-56077966ac47","Degree Fahrenheit","Code","http://www.cdisc.org","C44277"
"2023-12-15","Code_229","695e8470-3f81-4871-9e49-030aa6ea4f25","Kelvin","Code","http://www.cdisc.org","C42537"
"2023-12-15","Code_230","43acc704-7d37-4024-974e-929534353cb1","Unit of Temperature","Code","http://www.cdisc.org","C44276"
"2023-12-15","Code_231","e09a291e-b028-413f-aeaf-6b1002f428d1","Axilla","Code","http://www.cdisc.org","C12674"
"2023-12-15","Code_232","d81b8309-3eda-4eee-81bb-4d7de10da15e","Ear","Code","http://www.cdisc.org","C12394"
"2023-12-15","Code_233","1a8d9def-2c29-4d55-98e7-fcdf75bb531f","Forehead","Code","http://www.cdisc.org","C89803"
"2023-12-15","Code_234","7b7c9df7-550c-432a-bd55-977e170d9202","Oral Cavity","Code","http://www.cdisc.org","C12421"
"2023-12-15","Code_235","7ce023c3-703c-4960-8078-3ec9c43ebb14","Rectum","Code","http://www.cdisc.org","C12390"
"2023-12-15","Code_236","f234fc7e-404b-4d49-94f8-33e0925df941","Anatomic Site","Code","http://www.cdisc.org","C13717"
"2023-12-15","Code_237","aa5f705a-6f10-45a0-93e4-1ba99eb33d82","TEMP","Code","http://www.cdisc.org","C174446"
"2023-12-15","Code_238","86487c36-a683-481d-95de-3012b02d5177","WEIGHT","Code","http://www.cdisc.org","C25208"
"2023-12-15","Code_239","e93dc171-62e8-4c83-967e-031f5291f53d","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_240","2e23fa32-dcf8-4b1e-9e3a-c2981a1e6be2","Pound","Code","http://www.cdisc.org","C48531"
"2023-12-15","Code_241","415adfca-8b82-4ab0-8e33-6479587072b1","Gram","Code","http://www.cdisc.org","C48155"
"2023-12-15","Code_242","7927e47e-982c-405d-915f-e242a7095e9d","Kilogram","Code","http://www.cdisc.org","C28252"
"2023-12-15","Code_243","168fcbeb-86a2-49bf-8dcb-09e125f11f4e","Unit of Weight","Code","http://www.cdisc.org","C48208"
"2023-12-15","Code_244","d3fdc9f6-be88-4aa9-b6fd-facbb71c2e9e","WEIGHT","Code","http://www.cdisc.org","C25208"
"2023-12-15","Code_245","4477a2f4-11cb-459d-8e70-8bf5c7990837","HEIGHT","Code","http://www.cdisc.org","C25347"
"2023-12-15","Code_246","293d057c-9329-4d4f-a1f4-02d5d5613371","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_247","360367d4-50f8-427a-a32e-f8f064b6909a","Centimeter","Code","http://www.cdisc.org","C49668"
"2023-12-15","Code_248","f8e3b366-08b9-45e0-8831-24f3b40955dd","Inch","Code","http://www.cdisc.org","C48500"
"2023-12-15","Code_249","5a043dad-a89e-4e82-bf7d-7d469c40c0c4","Meter","Code","http://www.cdisc.org","C41139"
"2023-12-15","Code_250","85cf8a1b-aba9-4beb-8f66-15b4d3001028","Unit of Height","Code","http://www.cdisc.org","C168688"
"2023-12-15","Code_251","eeb52580-3175-4e26-8e0c-6d5db74763aa","HEIGHT","Code","http://www.cdisc.org","C25347"
"2023-12-15","Code_252","637ed57e-6ce2-45c3-b792-ed35c05f6dc1","ALT","Code","http://www.cdisc.org","C64433"
"2023-12-15","Code_253","c3e3e7eb-ddcc-4ca8-8690-c43253b88a56","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_254","4760914e-8d2f-44af-bb94-ea1918dbf05c","Unit per Liter","Code","http://www.cdisc.org","C67456"
"2023-12-15","Code_255","999ce54c-43d4-4f07-aae8-b986713b95de","Microkatal per Liter","Code","http://www.cdisc.org","C67397"
"2023-12-15","Code_256","176baac0-35db-4328-a68f-27172ef4da16","International Unit per Liter","Code","http://www.cdisc.org","C67376"
"2023-12-15","Code_257","ff899449-0a6c-4030-8fce-c00c051ac834","Nanokatal per Liter","Code","http://www.cdisc.org","C70510"
"2023-12-15","Code_258","e47412f0-0072-45d2-81ba-9f0c1a550529","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","C67365"
"2023-12-15","Code_259","3314be27-f157-4ca8-9126-d1edc07b3df7","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_260","e05e563e-c090-4689-976a-765f467c7516","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_261","98264636-47b1-466b-a293-541404909aed","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_262","ccd39ef5-bac9-42fc-96af-6804e6b17483","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_263","e07a3f3c-95a8-455c-aef9-2e75d811485f","ALT","Code","http://www.cdisc.org","C64433"
"2023-12-15","Code_264","9bc1499f-c1b9-401f-a927-21312d6e1680","ALB","Code","http://www.cdisc.org","C64431"
"2023-12-15","Code_265","61def42d-38c9-4178-a87d-dcf50202ea32","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_266","5898b8b9-bf25-4412-9497-3d30e369213c","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_267","d73aea06-d190-4169-a239-ae2ff4212e3e","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_268","5cba4aa4-01ae-435f-8258-3dd3c251914d","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_269","2a1af0cc-1664-4c8b-9f3d-edf69c6e21b7","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_270","dae4420f-8535-4c0a-b51d-f29004257828","ALB","Code","http://www.cdisc.org","C64431"
"2023-12-15","Code_271","7c804a66-1873-40dd-9dec-076d484ed802","ALP","Code","http://www.cdisc.org","C64432"
"2023-12-15","Code_272","41fae619-4b28-44ea-9faf-f43021af9b6e","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_273","5270b7da-deef-4c16-9048-ca4bb6166618","Unit per Liter","Code","http://www.cdisc.org","C67456"
"2023-12-15","Code_274","79e8ec5b-0916-4bdd-bf06-b61502a10980","Microkatal per Liter","Code","http://www.cdisc.org","C67397"
"2023-12-15","Code_275","93cb9112-915a-487a-9cba-ae0999fd96fb","International Unit per Liter","Code","http://www.cdisc.org","C67376"
"2023-12-15","Code_276","2408c6da-b845-434d-b418-d8ef6ba427e2","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","C67365"
"2023-12-15","Code_277","fa801ef9-6e14-4d4c-bf52-86f51ee4f036","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_278","324fd8c3-b440-4d5e-b64b-57ef96362c48","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_279","a2e60ccf-3dc1-4c66-b417-bf38607802d5","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_280","046a5841-0d95-4a4c-a649-3b725833b3c2","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_281","2c656158-7bb1-4a8d-b7ac-f08eda0f15ee","ALP","Code","http://www.cdisc.org","C64432"
"2023-12-15","Code_282","afea91b2-57f2-4dd0-8d6d-189ce78087d2","AST","Code","http://www.cdisc.org","C64467"
"2023-12-15","Code_283","b59f9329-a949-4dd5-b6ba-425e098a2cfe","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_284","815fa198-ecbf-4ec6-9934-a92856ce9505","Unit per Liter","Code","http://www.cdisc.org","C67456"
"2023-12-15","Code_285","cf7f936c-fcb5-498b-8cf3-9733cb746b9e","Microkatal per Liter","Code","http://www.cdisc.org","C67397"
"2023-12-15","Code_286","a3fef1b2-4ddd-46bb-91a3-e5894c79ae85","International Unit per Liter","Code","http://www.cdisc.org","C67376"
"2023-12-15","Code_287","782dee76-6901-4729-a2f9-c5956e389a00","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","C67365"
"2023-12-15","Code_288","cd7972a5-57aa-42fe-b7e8-83c769dce2d1","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_289","73c0ed7d-c277-49c8-839b-1a2ff86836e7","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_290","0411f3d9-7eae-4911-998e-00fad997ab39","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_291","c5391655-860b-43a8-9020-a6369f085461","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_292","d836c4f2-0f40-4d4e-bc3d-c1e8b4462f22","AST","Code","http://www.cdisc.org","C64467"
"2023-12-15","Code_293","46f1ae6f-22df-418e-aa4d-1fab9121d344","CREAT","Code","http://www.cdisc.org","C64547"
"2023-12-15","Code_294","b23d20b4-7f06-4752-a8c9-cfc1a61c1cb9","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_295","59bb3c68-3ec8-4243-bdc6-dd098111ddef","Milligram per Deciliter","Code","http://www.cdisc.org","C67015"
"2023-12-15","Code_296","851ee322-aba1-4853-8da2-cf16bdfa72c8","Microgram per Milliliter","Code","http://www.cdisc.org","C64572"
"2023-12-15","Code_297","aa828c53-f3fb-4fe9-8f43-8249d32ebcc3","Millimole per Liter","Code","http://www.cdisc.org","C64387"
"2023-12-15","Code_298","1777d22b-6f21-4f25-b554-0a875eb47d2b","Micromole per Liter","Code","http://www.cdisc.org","C48508"
"2023-12-15","Code_299","ddf5fae5-dcc2-4c0d-9dcb-da4063b53917","Unit of Concentration","Code","http://www.cdisc.org","C48207"
"2023-12-15","Code_300","cdbf872c-1c37-48ec-a609-4ca5ed6cccfb","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_301","24cf8e48-22f0-48c8-a68a-c375abdc2a2f","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_302","065ab548-4922-4227-a908-f852780e6f06","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_303","8528932b-9b76-4581-8d4a-b21e2f06803f","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_304","7e1cbf01-bbfc-4f2c-a5be-acb1f9cbff57","CREAT","Code","http://www.cdisc.org","C64547"
"2023-12-15","Code_305","675c7a41-c431-4ac8-bf81-ab9ab327b0c1","K","Code","http://www.cdisc.org","C64853"
"2023-12-15","Code_306","171903ab-3b2d-40ed-a018-719012c594df","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_307","2e4a09bd-7509-45f1-964b-398457a08c59","Milliequivalent per Liter","Code","http://www.cdisc.org","C67474"
"2023-12-15","Code_308","1741bc81-446e-41ea-b9b4-b5982fbb9f15","Milliequivalent per Deciliter","Code","http://www.cdisc.org","C67473"
"2023-12-15","Code_309","f1cfc881-ce75-4387-b9f8-8457ae9d031d","Millimole per Liter","Code","http://www.cdisc.org","C64387"
"2023-12-15","Code_310","434c1116-3a89-4db3-b444-cbcb97489ff9","Molarity Unit","Code","http://www.cdisc.org","C64567"
"2023-12-15","Code_311","08ad87d0-cced-4d8c-a7ab-fd465c6320fb","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_312","d1eb3fdd-1c0e-425c-bb8b-815b363523d1","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_313","7bc0cdaf-f235-459e-8c46-36c47396ee0c","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_314","fb327f09-65ba-4443-ac98-809659e7c8fa","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_315","ecadbf0e-d9c8-4d6d-bd15-9889aacdcc3e","K","Code","http://www.cdisc.org","C64853"
"2023-12-15","Code_316","df662c3b-e7cf-4b98-8c71-b5a5adf7311c","SODIUM","Code","http://www.cdisc.org","C64809"
"2023-12-15","Code_317","79cb2dda-80b2-4e00-b96a-bdc4f2579f5f","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_318","c5e58c7e-4276-4646-b67c-c42f5fc9c02b","Milliequivalent per Liter","Code","http://www.cdisc.org","C67474"
"2023-12-15","Code_319","269a6387-cf1f-4a11-a335-d766ea36f8f5","Milliequivalent per Deciliter","Code","http://www.cdisc.org","C67473"
"2023-12-15","Code_320","902b19ab-ba5f-418f-b532-fa049a327344","Millimole per Liter","Code","http://www.cdisc.org","C64387"
"2023-12-15","Code_321","2e405917-727d-49f5-a361-cbda9b51d30b","Molarity Unit","Code","http://www.cdisc.org","C64567"
"2023-12-15","Code_322","ed94d9ac-a2c4-4689-a0a6-667402e7cf76","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_323","9b33b60f-0cc6-4db9-a1b5-5c8a5553821e","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_324","30eb0cd0-fe89-461f-b943-2a1ac7059d96","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_325","5138f464-f87e-4075-a2ca-780f10654855","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_326","8f663d84-e2de-4626-b1f3-fa5fb32a5ed6","SODIUM","Code","http://www.cdisc.org","C64809"
"2023-12-15","Code_327","96816d12-8924-4efd-b8c5-d46672712aa2","SYSBP","Code","http://www.cdisc.org","C25298"
"2023-12-15","Code_328","8e76ee81-1fcc-449b-b8aa-d997880876f7","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_329","11c6b7f4-13d9-440a-a114-31219934cc07","Unit of Pressure","Code","http://www.cdisc.org","C49669"
"2023-12-15","Code_330","7ad8cb19-0427-4aeb-8475-67b7c6c6a55b","Sitting","Code","http://www.cdisc.org","C62122"
"2023-12-15","Code_331","127afe45-1c0d-476e-9f95-04029a5af3ca","Standing","Code","http://www.cdisc.org","C62166"
"2023-12-15","Code_332","201dd6bc-d728-4063-906b-67f6e859ec99","Supine Position","Code","http://www.cdisc.org","C62167"
"2023-12-15","Code_333","47cc37c1-3c29-4af7-81ca-908204a2e09f","Body Position","Code","http://www.cdisc.org","C62164"
"2023-12-15","Code_334","d5c38825-d244-461b-937f-cfdb68235480","Brachial Artery","Code","http://www.cdisc.org","C12681"
"2023-12-15","Code_335","c7843e75-7302-4eb9-985d-a19d1bb0935e","Common Carotid Artery","Code","http://www.cdisc.org","C12687"
"2023-12-15","Code_336","e4a97491-4d71-496b-bcef-4dccd659c4e0","Dorsalis Pedis Artery","Code","http://www.cdisc.org","C32478"
"2023-12-15","Code_337","2c9fea90-1542-4e4a-bd68-fe5e8322dbdd","Femoral Artery","Code","http://www.cdisc.org","C12715"
"2023-12-15","Code_338","4a5d5cce-4458-46f8-bc10-88542fe8e02e","Radial Artery","Code","http://www.cdisc.org","C12838"
"2023-12-15","Code_339","d3918b2f-d7ff-4a3a-b692-a280a9d634af","Anatomic Site","Code","http://www.cdisc.org","C13717"
"2023-12-15","Code_340","d97f6a75-a333-4e7a-adaf-823c2044941c","Left","Code","http://www.cdisc.org","C25229"
"2023-12-15","Code_341","45af9e87-e965-4c0c-8e4e-b8f2cf5536c3","Right","Code","http://www.cdisc.org","C25228"
"2023-12-15","Code_342","4cb6dd80-13ba-4bd5-89a2-691a638ca1f8","Laterality","Code","http://www.cdisc.org","C25185"
"2023-12-15","Code_343","c4c5dfbb-08a9-4ce6-9feb-0a6c2446d2ef","SYSBP","Code","http://www.cdisc.org","C25298"
"2023-12-15","Code_344","a95964d9-c8ab-4ded-91f5-4afdeaf5c5c2","DIABP","Code","http://www.cdisc.org","C25299"
"2023-12-15","Code_345","e082d37d-7968-47d0-b387-eadf55ef9129","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_346","b542f5d8-bf9a-4f2c-ad99-0091ae2fe950","Unit of Pressure","Code","http://www.cdisc.org","C49669"
"2023-12-15","Code_347","30590d71-b7c6-41de-8de4-b23bce1abb2b","Sitting","Code","http://www.cdisc.org","C62122"
"2023-12-15","Code_348","1a6b4e42-097d-476e-86b4-264d76c96541","Standing","Code","http://www.cdisc.org","C62166"
"2023-12-15","Code_349","49a4dc2a-6ccf-44db-9cfc-3721f8af623a","Supine Position","Code","http://www.cdisc.org","C62167"
"2023-12-15","Code_350","5b930e62-4179-4577-bc00-acfc0bf448c8","Body Position","Code","http://www.cdisc.org","C62164"
"2023-12-15","Code_351","f9a63c1f-8e07-411e-9b77-c87f56d373f8","Brachial Artery","Code","http://www.cdisc.org","C12681"
"2023-12-15","Code_352","c6d27969-3234-44f6-b7cc-236265f942fd","Common Carotid Artery","Code","http://www.cdisc.org","C12687"
"2023-12-15","Code_353","a245e9eb-6568-4f2b-a23b-09ddcf9e7c17","Dorsalis Pedis Artery","Code","http://www.cdisc.org","C32478"
"2023-12-15","Code_354","d9e4d9e3-1b75-4a75-9619-65aee4d76434","Femoral Artery","Code","http://www.cdisc.org","C12715"
"2023-12-15","Code_355","82acf2f6-8f60-4a7a-b8c6-a20f30850e50","Radial Artery","Code","http://www.cdisc.org","C12838"
"2023-12-15","Code_356","d9f60922-a2d0-467a-a925-846b089f3821","Anatomic Site","Code","http://www.cdisc.org","C13717"
"2023-12-15","Code_357","65dc1dad-d785-444d-a7fc-4be5ea1f4cc2","Left","Code","http://www.cdisc.org","C25229"
"2023-12-15","Code_358","6ce771ad-e310-40d8-8c5e-f095c93ede8f","Right","Code","http://www.cdisc.org","C25228"
"2023-12-15","Code_359","c7406e1b-bca5-475f-8846-08744ac53b81","Laterality","Code","http://www.cdisc.org","C25185"
"2023-12-15","Code_360","11642ebb-5848-4828-bdcb-0b7aa5acbc8a","DIABP","Code","http://www.cdisc.org","C25299"
"2023-12-15","Code_361","ef038984-9f02-479d-b441-b312e87ee520","HR","Code","http://www.cdisc.org","C49677"
"2023-12-15","Code_362","aae5be38-fc7f-4633-9bef-133465e26031","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_363","cb5526fa-c4f6-41e2-91c6-e2e62d019c91","Count per Minute","Code","http://www.cdisc.org","C73688"
"2023-12-15","Code_364","9c24398e-ca33-474c-ab5c-cf16ef63bea6","Sitting","Code","http://www.cdisc.org","C62122"
"2023-12-15","Code_365","2e7e277f-aa81-4b44-adf6-3eb34f12ea18","Standing","Code","http://www.cdisc.org","C62166"
"2023-12-15","Code_366","9c9f4d94-2955-47f8-bab6-21ba99f3777b","Supine Position","Code","http://www.cdisc.org","C62167"
"2023-12-15","Code_367","e1491b25-3fc5-4c5c-99c4-db134ef1b57e","Body Position","Code","http://www.cdisc.org","C62164"
"2023-12-15","Code_368","98bdb9c1-1190-48ff-a372-f26f3e72475c","Brachial Artery","Code","http://www.cdisc.org","C12681"
"2023-12-15","Code_369","e5010434-f2bb-4a5a-a007-758c09f2a553","Common Carotid Artery","Code","http://www.cdisc.org","C12687"
"2023-12-15","Code_370","d8c560d2-bdd1-4458-b6f9-2e88e2d373b0","Dorsalis Pedis Artery","Code","http://www.cdisc.org","C32478"
"2023-12-15","Code_371","9ac9c1b8-6a34-40fc-b1b0-d59d30ad0638","Femoral Artery","Code","http://www.cdisc.org","C12715"
"2023-12-15","Code_372","a1538b56-05ba-444d-a632-3ecda7e37fc9","Radial Artery","Code","http://www.cdisc.org","C12838"
"2023-12-15","Code_373","21a153f8-484e-4be8-bcbd-4511f278c46d","Anatomic Site","Code","http://www.cdisc.org","C13717"
"2023-12-15","Code_374","226503d2-6a14-4d57-b9f8-989e087ee938","Left","Code","http://www.cdisc.org","C25229"
"2023-12-15","Code_375","072e15f2-7b10-4c54-bf2c-f4608da9479a","Right","Code","http://www.cdisc.org","C25228"
"2023-12-15","Code_376","932934f1-348c-4832-9116-c833ad707f75","Laterality","Code","http://www.cdisc.org","C25185"
"2023-12-15","Code_377","9e28f015-00b4-46b9-8a15-e1b0ab424c37","HR","Code","http://www.cdisc.org","C49677"
"2023-12-15","Code_378","2bc01516-b7bd-4f54-b382-eb2f13b9ed86","SYSBP","Code","http://www.cdisc.org","C25298"
"2023-12-15","Code_379","f20d5aea-289c-471e-bf06-12475422fc6c","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_380","f14d1968-c0d3-409c-8b90-01dee23a3725","Unit of Pressure","Code","http://www.cdisc.org","C49669"
"2023-12-15","Code_381","29b77402-8853-400c-9155-0e0b2a0bcf98","Sitting","Code","http://www.cdisc.org","C62122"
"2023-12-15","Code_382","03e0e7ce-8acd-4e58-8926-fb810385f6b1","Standing","Code","http://www.cdisc.org","C62166"
