"code","codeSystemVersion","uuid:ID","id","instanceType","codeSystem","decode"
"C49673","2023-09-29","b2fd7af9-1713-4d76-9542-01d7124d9d0e","Code_247","Code","http://www.cdisc.org","Beats per Minute"
"C73688","","8756173e-bf8c-4481-8baf-50f69ce0a48b","Code_248","Code","NCI Thesaurus","Count per Minute"
"C83088","","cee42ece-3581-43a8-81f9-2d037cef0c68","Code_249","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","29341c0a-96b9-44c3-9faa-0ed132f98721","Code_250","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","fd052d84-21cd-4453-8f3a-206deb4f7b86","Code_251","Code","NCI Thesaurus","Test Method"
"C83114","","202cf4c7-201a-46b1-9cbe-5325d82eb6c1","Code_252","Code","NCI Thesaurus","Vital Signs Position"
"C49677","","d21a78a8-5a21-4972-917d-c725e77783cb","Code_245","Code","NCI Thesaurus","Heart Rate"
"C173522","","da76d005-9566-4c16-aabe-876b2471f981","Code_254","Code","NCI Thesaurus","Vital Signs Result"
"C42547","2023-09-29","ac66787b-e6ff-4532-89a8-d49b4ba39bd3","Code_255","Code","http://www.cdisc.org","Pascal"
"C49669","","e1e420c7-5b83-4cc4-ae51-a1d32ca3985d","Code_256","Code","NCI Thesaurus","Unit of Pressure"
"C83088","","43572ff9-aa8a-46f4-a1e6-5118268cc57f","Code_257","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","568afdde-b27a-4a39-865d-568f822d5992","Code_258","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","a8e8c480-0382-4fe3-867d-f21ce15a416b","Code_259","Code","NCI Thesaurus","Test Method"
"C83114","","64ad9b7d-d2dd-43e6-8a87-9544965c7808","Code_260","Code","NCI Thesaurus","Vital Signs Position"
"C25298","","43334726-3cc9-4dda-bfd1-80015429ebd5","Code_253","Code","NCI Thesaurus","Systolic Blood Pressure"
"C173522","","af0a8a16-3a94-44cb-b0be-49e84a7d0a19","Code_262","Code","NCI Thesaurus","Vital Signs Result"
"C42547","2023-09-29","8b2a315e-27b6-4939-8838-0e0a27724bd2","Code_263","Code","http://www.cdisc.org","Pascal"
"C49669","","6695e2ef-cb11-42a0-84c1-72d69ca0deac","Code_264","Code","NCI Thesaurus","Unit of Pressure"
"C83088","","ddf783f5-b029-4d74-8254-1dce2e91beaf","Code_265","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","f4651c2d-1a73-4632-bbf8-f9ba11948911","Code_266","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","dfa07199-bb0c-45b3-be3f-9eab3c6dacd6","Code_267","Code","NCI Thesaurus","Test Method"
"C83114","","18a6bca3-6a74-4f8d-aff9-e41c26941e5b","Code_268","Code","NCI Thesaurus","Vital Signs Position"
"C25299","","96af7edd-24c7-46db-94ca-d18da6c79778","Code_261","Code","NCI Thesaurus","Diastolic Blood Pressure"
"C173522","","e08ae672-7cd2-4fe2-ae5d-4c83d98ca9c5","Code_270","Code","NCI Thesaurus","Vital Signs Result"
"C49673","2023-09-29","6ddf63c6-0e02-41bb-b9bf-5d5d66e0ccad","Code_271","Code","http://www.cdisc.org","Beats per Minute"
"C73688","","6c1d370c-51ed-4464-8efa-b0c35b6718f7","Code_272","Code","NCI Thesaurus","Count per Minute"
"C83088","","f8c84fbb-67fe-49a2-b861-591bbb40d224","Code_273","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","8e93b74f-bbc9-494d-a855-cc1d4651e268","Code_274","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","46300d0a-815d-4e4a-a893-b73092795231","Code_275","Code","NCI Thesaurus","Test Method"
"C83114","","52372d38-595d-4831-b684-956d7ee9b422","Code_276","Code","NCI Thesaurus","Vital Signs Position"
"C49677","","258981c4-97e0-44e8-a224-1a41839b579f","Code_269","Code","NCI Thesaurus","Heart Rate"
"C174268","2023-09-29","75b1b0f4-f9db-4160-a1a3-a0588b6c9e71","Code_122","Code","http://www.cdisc.org","Placebo Comparator Arm"
"C188866","2023-09-29","0975000e-0827-43eb-972f-213e2872dbc9","Code_123","Code","http://www.cdisc.org","Data Generated Within Study"
"C174267","2023-09-29","e7f454b5-67fa-4403-bee0-654ca44a8338","Code_124","Code","http://www.cdisc.org","Active Comparator Arm"
"C188866","2023-09-29","2cacf575-f7c1-4fd1-9d5b-39493a203332","Code_125","Code","http://www.cdisc.org","Data Generated Within Study"
"C174267","2023-09-29","b1c61e6b-348b-4015-bfe9-6b89631d0c8f","Code_126","Code","http://www.cdisc.org","Active Comparator Arm"
"C188866","2023-09-29","0712edcf-4f3a-4a9a-a774-b783ca24f2a1","Code_127","Code","http://www.cdisc.org","Data Generated Within Study"
"C15228","2023-09-29","895accf9-9dee-4827-aec1-2906e0957bc7","Code_135","Code","http://www.cdisc.org","Double Blind Study"
"C48262","2023-09-29","8fbcbf17-be3e-470c-9749-71807493a9eb","Code_128","Code","http://www.cdisc.org","Trial Screening"
"C101526","2023-09-29","be601bb8-ebdd-4d12-8944-1a50a25621dd","Code_129","Code","http://www.cdisc.org","Treatment Epoch"
"C101526","2023-09-29","9847b69f-a68e-4f1f-baaf-cc09a2489663","Code_130","Code","http://www.cdisc.org","Treatment Epoch"
"C101526","2023-09-29","4e57f4e4-1167-42ba-9134-436f6446f30b","Code_131","Code","http://www.cdisc.org","Treatment Epoch"
"C99158","2023-09-29","26ceda8b-4c13-4ec8-953d-a0fea91a260b","Code_132","Code","http://www.cdisc.org","Clinical Study Follow-up"
"G30.9","1","cdd2745a-1758-4dda-aa0c-ea77afad61af","Code_330","Code","ICD-10-CM","Alzheimer's disease; unspecified"
"26929004","January 31, 2018","df5c712d-7206-4d11-930a-1224230f4636","Code_331","Code","SNOMED","Alzheimer's disease"
"C70793","2023-09-29","4a05afa5-fa79-4aff-90a6-cdd72295f452","Code_141","Code","http://www.cdisc.org","Sponsor"
"C85826","2023-09-29","f67dbd49-a948-4f05-8296-418fb9b4dd4a","Code_335","Code","http://www.cdisc.org","Trial Primary Objective"
"C94496","2023-09-29","d50610e6-7a80-4f1e-b3ac-5877c4f41c5d","Code_334","Code","http://www.cdisc.org","Primary Endpoint"
"C94496","2023-09-29","4e38f275-04be-42df-9268-c399f2ac867c","Code_336","Code","http://www.cdisc.org","Primary Endpoint"
"C85826","2023-09-29","7e4a4096-aabb-4411-bfb3-6e44fd2cdc1b","Code_338","Code","http://www.cdisc.org","Trial Primary Objective"
"C94496","2023-09-29","383ebf65-223b-4225-8a72-8c52178925e1","Code_337","Code","http://www.cdisc.org","Primary Endpoint"
"C94496","2023-09-29","485950e9-d950-4676-b005-fb8a0ea9215a","Code_339","Code","http://www.cdisc.org","Primary Endpoint"
"C94496","2023-09-29","8963d3ad-3951-4805-b97f-86d77cc6db7f","Code_340","Code","http://www.cdisc.org","Primary Endpoint"
"C85827","2023-09-29","2ecae3e2-ad78-4f45-a6ea-63478e3a3a32","Code_342","Code","http://www.cdisc.org","Trial Secondary Objective"
"C139173","2023-09-29","cd62509e-0cec-4b24-95f9-d23d0afa62fe","Code_341","Code","http://www.cdisc.org","Secondary Endpoint"
"C139173","2023-09-29","cec973ca-4a49-4987-99ef-cd3dd4031458","Code_343","Code","http://www.cdisc.org","Secondary Endpoint"
"C139173","2023-09-29","6ef52b11-667f-407c-b278-76699b2cc302","Code_344","Code","http://www.cdisc.org","Secondary Endpoint"
"C25532","2023-09-29","93fa7f31-feda-42fe-85c4-59c578500e75","Code_345","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","2023-09-29","e156ad35-6871-4adb-aff1-cfc9a86b967c","Code_346","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","2023-09-29","9636b351-41bd-475a-9867-c6dbf4f56805","Code_347","Code","http://www.cdisc.org","Inclusion Criteria"
"C25370","2023-09-29","5dfd6863-872a-4b18-a2cf-2ef16fa94f68","Code_348","Code","http://www.cdisc.org","Exclusion Criteria"
"C29848","2023-09-29","635a7872-980b-4e04-91fa-be5f022f8232","Code_332","Code","http://www.cdisc.org","Year"
"C201264","2023-09-29","01c61e9d-a54f-4cc5-80b3-f847737166db","Code_14","Code","http://www.cdisc.org","Before"
"C201265","2023-09-29","bfd49ed8-9137-4c43-9f78-50b91507e5d5","Code_15","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","1cbf2bb2-bb3a-4cf2-a9e2-b8ab35a75520","Code_16","Code","http://www.cdisc.org","Before"
"C201265","2023-09-29","a2088587-7b83-46bb-9609-188375cf6b89","Code_17","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","3a2f9200-10ec-4cf0-97e0-7d3739ea11f6","Code_19","Code","http://www.cdisc.org","Fixed Reference"
"C201265","2023-09-29","22fb0a2d-2f7d-4634-bc55-c7e95c84d78d","Code_20","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","52eea073-b5bc-4d8e-b0af-0dc8c0c090ea","Code_21","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","aa7e6411-5eda-4af6-9d5e-10b39722b316","Code_22","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","0f48a09e-9ba5-455a-b14c-4b146532f091","Code_24","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","f4101305-72f6-4260-9183-45fee20a6d0b","Code_25","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","bed33f4c-899b-4000-a145-7f40c6add288","Code_27","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","8df31275-3011-4278-a12d-71afb90fa00f","Code_28","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","c8cdb393-92c8-4273-8b02-df4b0ffabaf4","Code_30","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","2f8014df-aa08-46ad-9388-7990d9f164dc","Code_31","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","72ade1ed-8981-4f4f-b2a6-2309f0a0bedf","Code_35","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","93910a79-f01f-4429-bee3-9ca8463e3b15","Code_36","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","431cdf62-2118-4cad-8527-816fc15fa4d4","Code_40","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","cd2afd8f-f42b-420b-a0d9-9537e39d317f","Code_41","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","c5a53887-7956-45a1-b6cb-5d2ea6dbe6bb","Code_45","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","ac881c33-1754-4e7f-9278-6ffc9e8f3470","Code_46","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","c013bcf2-2cf4-4299-98d2-4b1639f5b9b2","Code_50","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","88607e80-8249-41a7-9ffb-b33b0611168b","Code_51","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","03b13701-3dab-43b1-b189-822e38b0f6a6","Code_53","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","65d15a11-9d4f-49cf-b3a8-7704a98e090a","Code_54","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","8540972b-ed15-4294-a941-0a1a7710a3c2","Code_33","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","d25e4abf-0598-4d8f-a2d7-d191662e0be3","Code_34","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","ec24f0d4-6365-436f-9af8-b0f43293df8d","Code_38","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","0693fe08-9761-42c8-bdce-bf0530d78ea6","Code_39","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","81be4e78-981f-40fa-a88b-2baa6c375ed4","Code_43","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","bc52db44-9d2d-49e5-890e-2e8cee069c1a","Code_44","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","128fd679-60c6-4a4b-a56b-b19044cffc6d","Code_48","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","1688ca6f-9732-4884-9c7d-a5e62dc8b8c7","Code_49","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","e6e394bc-971c-4403-a163-59e8f58a87e7","Code_56","Code","http://www.cdisc.org","Fixed Reference"
"C201265","2023-09-29","245e18d7-6029-40d0-b143-20ab13cf2af1","Code_57","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","afbcc0a0-90fe-4788-a130-5c7fabca4035","Code_58","Code","http://www.cdisc.org","Fixed Reference"
"C201265","2023-09-29","84d17bfb-da93-4d6a-919f-c032e31b4c74","Code_59","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","285c9ecc-93d2-4429-aa6b-5061cb10ea05","Code_60","Code","http://www.cdisc.org","Fixed Reference"
"C201265","2023-09-29","ab8beca2-87d1-4d2d-af41-ef2c36d88b68","Code_61","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","ba4eee1e-a62b-409b-ac44-e3147598912c","Code_62","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","7cbdddfd-9393-489c-b998-add01dfe694e","Code_63","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","7ede103b-1977-4ecf-943c-2ce969e25309","Code_64","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","32956c54-68e9-44bc-b4bd-8558ff8354ed","Code_65","Code","http://www.cdisc.org","End to Start"
"C201264","2023-09-29","d0644158-03f3-4205-8404-0b6a707f51de","Code_66","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","daa6e137-22c6-4521-8d2d-7ba559c145b9","Code_67","Code","http://www.cdisc.org","Start to Start"
"C201264","2023-09-29","3cc100df-7c0a-4e15-bc07-f580f38b3e21","Code_68","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","27b3a67e-9a29-4f22-9239-4c8ada8fe3d9","Code_69","Code","http://www.cdisc.org","End to Start"
"C201264","2023-09-29","cace005d-1ea4-472e-bfdf-a310fe779214","Code_70","Code","http://www.cdisc.org","After"
"C201265","2023-09-29","5ac9cadf-b75c-4e42-8843-1b60964f3e74","Code_71","Code","http://www.cdisc.org","Start to Start"
"C70793","2023-09-29","fd36f6b5-1816-4311-aa24-9d48cc5e301a","Code_349","Code","http://www.cdisc.org","Clinical Study Sponsor"
"GBR","2020-08","0081e159-4775-464a-bb07-efe7ed9c216c","Code_350","Code","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland"
"C94108","2023-09-29","a93df736-28bc-4896-a1ee-426bb1e540da","Code_3","Code","http://www.cdisc.org","Study Acronym"
"C99905x1","2023-09-29","f79ccf5a-27d9-4fc7-ab43-ffe77652df56","Code_5","Code","http://www.cdisc.org","Brief Study Title"
"C99905x2","2023-09-29","2d20e91d-8097-400d-a230-f7126a2ae305","Code_6","Code","http://www.cdisc.org","Official Study Title"
"C99905x3","2023-09-29","b7a800ed-3cf1-46ba-8159-eb7836c039c4","Code_7","Code","http://www.cdisc.org","Public Study Title"
"C25508","2023-09-29","2c0fbdc1-c84b-43fb-b69a-cc8d3dfc7f33","Code_8","Code","http://www.cdisc.org","Final"
"C99903x1","2023-09-29","0ba71748-c7db-4c1d-a501-6c12624129d3","Code_11","Code","http://www.cdisc.org","Protocol Effective Date"
"C41129","2023-09-29","7dedd4c0-c15e-4697-badc-3d1f376c8f45","Code_13","Code","http://www.cdisc.org","Region"
"150","2020-08","4bf8b4dc-1a2c-45e5-9509-7ba50c226107","Code_12","Code","ISO 3166 1 alpha3","Europe"
