"instanceType","code","codeSystem","decode","codeSystemVersion","id","uuid:ID"
"Code","C49673","http://www.cdisc.org","Beats per Minute","2023-09-29","Code_247","51238cd6-39c5-49cc-94a6-fa058ad6d653"
"Code","C73688","NCI Thesaurus","Count per Minute","","Code_248","49534e88-313f-4f35-acc3-47c73ed73c5f"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_249","ae805c8b-62da-43ae-b31c-12b4b1fb02ce"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_250","686f8517-47b7-4f3b-b392-0c466a0d2762"
"Code","C82535","NCI Thesaurus","Test Method","","Code_251","7b2c23b1-039f-4046-873c-fb7863cfd7e5"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_252","cee86c85-e61c-41c6-b614-c9703d81d97e"
"Code","C49677","NCI Thesaurus","Heart Rate","","Code_245","d1da8f2b-7b18-4c3c-9829-1114fa3518c9"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_254","fe1092a4-68ce-4784-afc2-ca2a9fa44fcd"
"Code","C42547","http://www.cdisc.org","Pascal","2023-09-29","Code_255","dd090367-0b6b-4937-892e-dbbb8234ac56"
"Code","C49669","NCI Thesaurus","Unit of Pressure","","Code_256","3760cc3c-a216-448a-a966-e7308a885f90"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_257","075e3353-2506-4f19-abc3-4d5911d55eb1"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_258","4d08299d-a2b3-4e56-94ea-191be1503728"
"Code","C82535","NCI Thesaurus","Test Method","","Code_259","1e801265-7c62-401d-b327-97e40bb55f60"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_260","f75cb3b3-3102-4a94-a301-d4bf33f574b3"
"Code","C25298","NCI Thesaurus","Systolic Blood Pressure","","Code_253","35391585-c6e9-4e05-abb2-ad2b7ca1a3c7"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_262","d61b6787-4ce9-49a3-9905-dbf457d1351d"
"Code","C42547","http://www.cdisc.org","Pascal","2023-09-29","Code_263","debf54a2-a25c-4bc8-9140-3d8c590e2cd0"
"Code","C49669","NCI Thesaurus","Unit of Pressure","","Code_264","c77cd183-2e82-4672-bccd-e67ccf3d6fb5"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_265","5e94819d-676e-44fe-beae-95686a6c389c"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_266","8948e967-f909-45ec-b74e-e62f83de4556"
"Code","C82535","NCI Thesaurus","Test Method","","Code_267","b6c3c741-ba9d-4997-9a02-5944e59f8d7d"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_268","58567886-ca69-4ce5-9e60-e1f4a8873d30"
"Code","C25299","NCI Thesaurus","Diastolic Blood Pressure","","Code_261","092937d2-2d33-45c0-be42-d9c1c48c293d"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_270","7e5cf36a-077d-47c9-9e20-127d1708cdeb"
"Code","C49673","http://www.cdisc.org","Beats per Minute","2023-09-29","Code_271","b2883d83-545c-41f1-88e9-1193228e87c1"
"Code","C73688","NCI Thesaurus","Count per Minute","","Code_272","fe6dcc66-a60b-48be-905a-7d5d3c254222"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_273","b3ff0f0e-e55a-4eb0-83e7-a60bc50e6b21"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_274","b572e8dd-6245-4ad6-8589-b85a0536b2cb"
"Code","C82535","NCI Thesaurus","Test Method","","Code_275","9df84e40-6d89-4943-bba7-ed9e7365766c"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_276","7cfff496-d4ed-4f4e-a239-a0b32f59752c"
"Code","C49677","NCI Thesaurus","Heart Rate","","Code_269","f3e177cf-5e3a-4f20-a37a-1cf75035c3c8"
"Code","C174268","http://www.cdisc.org","Placebo Comparator Arm","2023-09-29","Code_122","60ddbbdf-a07b-4ef4-b752-a2baf9074347"
"Code","C188866","http://www.cdisc.org","Data Generated Within Study","2023-09-29","Code_123","d0d66529-6ddf-4daf-852d-fd1ad70c7ca4"
"Code","C174267","http://www.cdisc.org","Active Comparator Arm","2023-09-29","Code_124","5ae8129b-9031-4e26-a005-16260e29f941"
"Code","C188866","http://www.cdisc.org","Data Generated Within Study","2023-09-29","Code_125","478b0ff4-3194-499e-9530-755a79e0b401"
"Code","C174267","http://www.cdisc.org","Active Comparator Arm","2023-09-29","Code_126","d9e47f3b-3aee-4adc-b600-003b183012af"
"Code","C188866","http://www.cdisc.org","Data Generated Within Study","2023-09-29","Code_127","2d37fbf7-2690-4d4d-8933-a3ca199f8017"
"Code","C15228","http://www.cdisc.org","Double Blind Study","2023-09-29","Code_135","4339121f-9143-44a1-bad8-354619d3616a"
"Code","C48262","http://www.cdisc.org","Trial Screening","2023-09-29","Code_128","c47ec940-0f79-4723-8d95-2eec00e23302"
"Code","C101526","http://www.cdisc.org","Treatment Epoch","2023-09-29","Code_129","ed56a3fa-23cb-4b7e-9d88-ed924a5d1479"
"Code","C101526","http://www.cdisc.org","Treatment Epoch","2023-09-29","Code_130","403fba94-a4f5-47b8-8263-ed0a1b6605ab"
"Code","C101526","http://www.cdisc.org","Treatment Epoch","2023-09-29","Code_131","3f94ce8b-0d4c-4456-9fe8-a0aab8b02c47"
"Code","C99158","http://www.cdisc.org","Clinical Study Follow-up","2023-09-29","Code_132","8f1ef19d-c150-43fb-9aa9-329900895e2e"
"Code","G30.9","ICD-10-CM","Alzheimer's disease; unspecified","1","Code_330","c1a4462e-04f1-4f0b-9b7b-a788cbf351d2"
"Code","26929004","SNOMED","Alzheimer's disease","January 31, 2018","Code_331","90110bc2-6aff-4cc1-ae74-bb35c55e4e54"
"Code","C70793","http://www.cdisc.org","Sponsor","2023-09-29","Code_141","853cbd48-c874-4504-9dd0-fc0ff8bbf4d8"
"Code","C85826","http://www.cdisc.org","Trial Primary Objective","2023-09-29","Code_335","a9ae6f9b-330e-428c-9ab0-d34dc842f59d"
"Code","C94496","http://www.cdisc.org","Primary Endpoint","2023-09-29","Code_334","950b1d59-d78c-4abc-a254-ca2b96392772"
"Code","C94496","http://www.cdisc.org","Primary Endpoint","2023-09-29","Code_336","373c8532-2058-4776-bf80-2e13d26ebaac"
"Code","C85826","http://www.cdisc.org","Trial Primary Objective","2023-09-29","Code_338","8e47f745-a057-4c08-a60e-274a451489b0"
"Code","C94496","http://www.cdisc.org","Primary Endpoint","2023-09-29","Code_337","f1f3be7f-56da-468a-974c-4968ae433206"
"Code","C94496","http://www.cdisc.org","Primary Endpoint","2023-09-29","Code_339","bdbf8787-e828-4a6f-a203-166673355e5c"
"Code","C94496","http://www.cdisc.org","Primary Endpoint","2023-09-29","Code_340","bba7e404-e84c-4db5-ba15-bacf1c63979d"
"Code","C85827","http://www.cdisc.org","Trial Secondary Objective","2023-09-29","Code_342","f1259bb8-47c7-464f-b191-12fb058d6598"
"Code","C139173","http://www.cdisc.org","Secondary Endpoint","2023-09-29","Code_341","c27a0683-8c6c-4c34-af06-d25c118535d5"
"Code","C139173","http://www.cdisc.org","Secondary Endpoint","2023-09-29","Code_343","baa78e36-ed50-4646-beea-cd771601a284"
"Code","C139173","http://www.cdisc.org","Secondary Endpoint","2023-09-29","Code_344","0d20096a-b8db-4352-b936-17f1894b6fb0"
"Code","C25532","http://www.cdisc.org","Inclusion Criteria","2023-09-29","Code_345","1c3428aa-9da1-4598-86e6-d997adc4f8a1"
"Code","C25532","http://www.cdisc.org","Inclusion Criteria","2023-09-29","Code_346","fb17227a-23f4-4ef2-8901-8b4b01982ddb"
"Code","C25532","http://www.cdisc.org","Inclusion Criteria","2023-09-29","Code_347","dd9b2da6-9bc3-4b71-b07a-c6212e02e6d9"
"Code","C25370","http://www.cdisc.org","Exclusion Criteria","2023-09-29","Code_348","472aa6db-e6e9-40f2-976b-2da78e9bd651"
"Code","C29848","http://www.cdisc.org","Year","2023-09-29","Code_332","25c1d7ab-48c0-4f0a-9026-a646ac42ac9e"
"Code","C201264","http://www.cdisc.org","Before","2023-09-29","Code_14","925ad91e-93be-4e8a-9ce1-61d5e062b877"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_15","f2c1acf7-b727-44f1-9901-1fea7150213c"
"Code","C201264","http://www.cdisc.org","Before","2023-09-29","Code_16","051ab0ab-14b3-43b7-9477-0229d3d61557"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_17","812e6f17-f796-4623-bbe3-64fcb2898145"
"Code","C201264","http://www.cdisc.org","Fixed Reference","2023-09-29","Code_19","db7d8ebb-8846-45ff-9a3a-2a9391caa244"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_20","6b8b55d0-897c-4034-9012-b8f5dc02d260"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_21","d4c184f8-97fe-4eeb-8f06-19ef9d66d839"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_22","0f11b901-ac4b-4fdc-ac14-aee66c69736c"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_24","d3303737-495e-419e-802f-e566ecc2ce84"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_25","ba1e5d24-2b4e-441e-b743-e5e7db629e0b"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_27","f2fd4d4d-7cc6-45cd-ba73-2a050e7894a5"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_28","476a0ef7-0088-460f-b363-c0b67e2fa4d5"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_30","0b024c95-13de-43f7-b651-74c0263b3fa9"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_31","0f12ad2a-26cf-430a-a351-b091e8d8ad83"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_35","6abb9ca5-f065-4743-bd0d-efc8c2ba5f12"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_36","0f3987bf-3fe6-4c89-9633-00e7a426a9a0"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_40","a77adbe0-b197-4d3a-81c4-d66f7a741135"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_41","32f78871-f5a4-46b3-9e55-9fc946c62b50"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_45","de567484-12f6-4165-b922-2bb87184dd72"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_46","f4c899a7-e639-4ad5-b939-0d5c9f129771"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_50","e9630e00-05d2-4025-b765-1f6a28751115"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_51","b2b030f0-923c-4c4e-9257-6689f68bb335"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_53","e892b747-205a-4417-b420-cafd8b328834"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_54","66c2b9c9-ff19-4fae-8bcc-11c478ea2796"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_33","223f91cd-de05-4627-835e-063a1d5252a7"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_34","cf0fa1c5-1971-4af4-bb18-e1088bc73aab"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_38","2cba5a1f-5e45-4958-a418-7e32008b0049"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_39","94c98eb2-dbcf-4ed6-970e-ee419a79a70c"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_43","bcd99071-77d4-47f6-996a-536402471e6f"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_44","a3665b28-554a-4750-a91f-858b11dd6b69"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_48","a1234522-dd63-4b1f-ae9d-eadefa1a25ba"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_49","821464ee-6231-4d09-852f-786a448e5e7c"
"Code","C201264","http://www.cdisc.org","Fixed Reference","2023-09-29","Code_56","454b9a60-e639-4e74-a199-4b7991725d64"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_57","97526d49-f071-4ab8-9f87-da6384aa0963"
"Code","C201264","http://www.cdisc.org","Fixed Reference","2023-09-29","Code_58","01c53310-a6d7-41a8-929f-bc35b9e0a101"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_59","a90da84c-8411-4129-b3e5-c56fd837743c"
"Code","C201264","http://www.cdisc.org","Fixed Reference","2023-09-29","Code_60","a0c1db5e-6def-4020-9313-3d3b96283d17"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_61","cd5fa735-a0f2-4025-8de0-092b2b83e329"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_62","e519f8c3-5f9c-45b7-ac5f-618c88c22403"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_63","974663ce-5590-4337-99a7-f692265ef11c"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_64","b7b89e92-ac43-499e-89f3-fc259c6ace3b"
"Code","C201265","http://www.cdisc.org","End to Start","2023-09-29","Code_65","f1915f68-ed14-46d1-8fc5-091b8f215b17"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_66","97a2c381-17a6-4d0f-b88f-eb21bc53708f"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_67","7aff817f-320d-48d8-9f66-3512526676ae"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_68","3d9a6f26-b267-4198-8c04-8d5a622187e8"
"Code","C201265","http://www.cdisc.org","End to Start","2023-09-29","Code_69","e2daea46-2bfe-477c-8674-19e487b74708"
"Code","C201264","http://www.cdisc.org","After","2023-09-29","Code_70","93c6dfce-0e0a-4a2e-a5c5-cf79798c19aa"
"Code","C201265","http://www.cdisc.org","Start to Start","2023-09-29","Code_71","5f0c8016-24af-4256-b81e-e3f7aebc43d8"
"Code","C70793","http://www.cdisc.org","Clinical Study Sponsor","2023-09-29","Code_349","d505e87b-930f-48a9-8ef7-86136d374a40"
"Code","GBR","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","2020-08","Code_350","cf96d491-64a2-4b48-aa6b-6595bcd31bb5"
"Code","C94108","http://www.cdisc.org","Study Acronym","2023-09-29","Code_3","51c6d46f-b3d1-4183-a291-4ad9a3ef0323"
"Code","C99905x1","http://www.cdisc.org","Brief Study Title","2023-09-29","Code_5","95de9a0c-91b8-4145-8389-ec9d962367d4"
"Code","C99905x2","http://www.cdisc.org","Official Study Title","2023-09-29","Code_6","2ebdc85e-5b37-4697-b6ba-a4eb963decc4"
"Code","C99905x3","http://www.cdisc.org","Public Study Title","2023-09-29","Code_7","03d634ae-2f60-486b-9496-5283b4996aca"
"Code","C25508","http://www.cdisc.org","Final","2023-09-29","Code_8","9923c028-d6b3-4e8d-8a3f-574075fb765d"
"Code","C99903x1","http://www.cdisc.org","Protocol Effective Date","2023-09-29","Code_11","d91d1acd-4e1d-4a0a-935e-17ebc982a290"
"Code","C41129","http://www.cdisc.org","Region","2023-09-29","Code_13","da6ded98-c8ee-47fb-89f5-dd9e424bcf63"
"Code","150","ISO 3166 1 alpha3","Europe","2020-08","Code_12","0b4aab04-c65e-4334-852e-ce54d1082d82"
