"decode","id","code","codeSystem","uuid:ID","codeSystemVersion","instanceType"
"Count per Minute","Code_248","C73688","NCI Thesaurus","df0803e5-5b20-4624-a2aa-f39436c02228","","Code"
"Vital Signs Location","Code_249","C83088","NCI Thesaurus","e19d4f3a-4ff5-40dc-82c2-81f09eedd1c3","","Code"
"Vital Signs Laterality","Code_250","C123975","NCI Thesaurus","de720f50-2753-4baf-b566-174ea874b150","","Code"
"Test Method","Code_251","C82535","NCI Thesaurus","863cb99e-4f01-4faf-af26-9b7f55f7415b","","Code"
"Vital Signs Position","Code_252","C83114","NCI Thesaurus","5a66db9a-6ec1-4971-9328-85ba78c5fcca","","Code"
"Heart Rate","Code_245","C49677","NCI Thesaurus","c6c20472-9830-43b6-a4bb-163bb6a47cc7","","Code"
"Vital Signs Result","Code_254","C173522","NCI Thesaurus","bfe466db-9f61-4c2d-932a-656ce56b7832","","Code"
"Pascal","Code_255","C42547","http://www.cdisc.org","54950e57-d262-496f-92cf-7de0a4f2ed6f","2023-09-29","Code"
"Unit of Pressure","Code_256","C49669","NCI Thesaurus","c620fa1c-14b2-4b2a-94f7-7ac5e5e7c5b0","","Code"
"Vital Signs Location","Code_257","C83088","NCI Thesaurus","b1047a29-4a8b-4f9f-8e78-0490f777046f","","Code"
"Vital Signs Laterality","Code_258","C123975","NCI Thesaurus","60d8720f-7820-45c2-9940-5ef4cd08dcf4","","Code"
"Test Method","Code_259","C82535","NCI Thesaurus","e90466d2-2401-4405-9edd-3e1184250962","","Code"
"Vital Signs Position","Code_260","C83114","NCI Thesaurus","fe95a618-43a4-4664-9a3b-21426b04ce66","","Code"
"Systolic Blood Pressure","Code_253","C25298","NCI Thesaurus","3da0fc85-8394-454a-9054-43575fdbf5ec","","Code"
"Vital Signs Result","Code_262","C173522","NCI Thesaurus","bda053d1-bb35-409f-a46d-907310519d94","","Code"
"Pascal","Code_263","C42547","http://www.cdisc.org","61ccc543-aee5-4c3a-83d7-8ecea6758909","2023-09-29","Code"
"Unit of Pressure","Code_264","C49669","NCI Thesaurus","bda87c34-8cbc-4404-9b33-22c090d03636","","Code"
"Vital Signs Location","Code_265","C83088","NCI Thesaurus","1a35bab3-ac4f-4ec0-95d0-f48c11ebdb1b","","Code"
"Vital Signs Laterality","Code_266","C123975","NCI Thesaurus","d7abef58-a0ff-4d13-b45a-c84ed606670c","","Code"
"Test Method","Code_267","C82535","NCI Thesaurus","88444a3c-b8a0-48cf-ad67-96b8694ae4f3","","Code"
"Vital Signs Position","Code_268","C83114","NCI Thesaurus","f0b22df2-a92e-4239-bc69-2666234e62f7","","Code"
"Diastolic Blood Pressure","Code_261","C25299","NCI Thesaurus","2daeb1e9-bea3-461a-8e3a-0e2f8d2a0e12","","Code"
"Vital Signs Result","Code_270","C173522","NCI Thesaurus","7e5b67b2-0b1b-48de-bbfb-449084570abd","","Code"
"Beats per Minute","Code_271","C49673","http://www.cdisc.org","c0d5881b-3dea-4bf9-90c9-ff719cd2217c","2023-09-29","Code"
"Count per Minute","Code_272","C73688","NCI Thesaurus","c6ce9095-dd5d-4aa9-a67b-f99762ac8efe","","Code"
"Vital Signs Location","Code_273","C83088","NCI Thesaurus","6ec58269-4965-45ce-862f-44e580cb0563","","Code"
"Vital Signs Laterality","Code_274","C123975","NCI Thesaurus","4b0e2e7a-b138-4438-9900-723aa746bc24","","Code"
"Test Method","Code_275","C82535","NCI Thesaurus","ff613ca4-1e0c-4d07-beed-599b68b8aaf3","","Code"
"Vital Signs Position","Code_276","C83114","NCI Thesaurus","3f76eefb-085a-4455-98a4-f5f4d5820c7e","","Code"
"Heart Rate","Code_269","C49677","NCI Thesaurus","902e19ec-99ae-473f-b956-cb1d3868eb4e","","Code"
"Placebo Comparator Arm","Code_122","C174268","http://www.cdisc.org","afd1c7e6-e7f0-417e-9541-d88eaccca5a0","2023-09-29","Code"
"Data Generated Within Study","Code_123","C188866","http://www.cdisc.org","8bce5c90-83c1-451a-bf14-573116af973b","2023-09-29","Code"
"Active Comparator Arm","Code_124","C174267","http://www.cdisc.org","1a45eb6c-c3a2-4e8c-8ef9-ee25e727a6b5","2023-09-29","Code"
"Data Generated Within Study","Code_125","C188866","http://www.cdisc.org","b15b95f3-a520-4cce-9417-4633c25946c4","2023-09-29","Code"
"Active Comparator Arm","Code_126","C174267","http://www.cdisc.org","60bfeff9-7165-471a-afef-2f04ace3db37","2023-09-29","Code"
"Data Generated Within Study","Code_127","C188866","http://www.cdisc.org","8d239263-d8d1-4118-9614-77c947b542ca","2023-09-29","Code"
"Double Blind Study","Code_135","C15228","http://www.cdisc.org","08f24aac-624e-40ac-90a8-872dbfd716b2","2023-09-29","Code"
"Trial Screening","Code_128","C48262","http://www.cdisc.org","b431d0a9-4591-498d-9977-5507b30f9fd9","2023-09-29","Code"
"Treatment Epoch","Code_129","C101526","http://www.cdisc.org","b0b0262f-eddf-4c47-9e37-f47f2823dc2b","2023-09-29","Code"
"Treatment Epoch","Code_130","C101526","http://www.cdisc.org","527ef352-7be9-49ef-b6a4-5756eca67bbe","2023-09-29","Code"
"Treatment Epoch","Code_131","C101526","http://www.cdisc.org","f72fc2eb-adfc-4588-89d3-237664f2f8a1","2023-09-29","Code"
"Clinical Study Follow-up","Code_132","C99158","http://www.cdisc.org","173ff7b2-f643-46ec-84de-faf9daafdc72","2023-09-29","Code"
"Alzheimer's disease; unspecified","Code_330","G30.9","ICD-10-CM","7b607251-da0d-4765-b39d-e5a15fb7beac","1","Code"
"Alzheimer's disease","Code_331","26929004","SNOMED","02df2c01-fc98-475d-a903-0cbebd344078","January 31, 2018","Code"
"Sponsor","Code_141","C70793","http://www.cdisc.org","50168f4e-25db-413c-9ca3-bd17cedf3a9d","2023-09-29","Code"
"Trial Primary Objective","Code_335","C85826","http://www.cdisc.org","98feada9-2a88-4b37-ad0e-17d899266a82","2023-09-29","Code"
"Primary Endpoint","Code_334","C94496","http://www.cdisc.org","39210cd3-dbd5-403c-b4da-dc448b7af656","2023-09-29","Code"
"Primary Endpoint","Code_336","C94496","http://www.cdisc.org","b95ff44b-cacf-492b-88a7-54176ec4dc2a","2023-09-29","Code"
"Trial Primary Objective","Code_338","C85826","http://www.cdisc.org","b0855931-11e6-4a0b-8945-eae2a5a57b74","2023-09-29","Code"
"Primary Endpoint","Code_337","C94496","http://www.cdisc.org","79a5ac36-4a13-4590-8316-182a635a3cd0","2023-09-29","Code"
"Primary Endpoint","Code_339","C94496","http://www.cdisc.org","80f371bd-35fc-4c14-ad8a-dd42dc5c6d85","2023-09-29","Code"
"Primary Endpoint","Code_340","C94496","http://www.cdisc.org","44377daa-5788-4385-8049-99fad5255b76","2023-09-29","Code"
"Trial Secondary Objective","Code_342","C85827","http://www.cdisc.org","2b1c5563-c50b-4079-b64a-6ecfbaec0055","2023-09-29","Code"
"Secondary Endpoint","Code_341","C139173","http://www.cdisc.org","07d49276-305d-4aef-9891-42949725b856","2023-09-29","Code"
"Secondary Endpoint","Code_343","C139173","http://www.cdisc.org","18620846-24f7-454d-843e-b0d651d16e58","2023-09-29","Code"
"Secondary Endpoint","Code_344","C139173","http://www.cdisc.org","574fbcb9-99f6-4b70-b2cf-548d01af1c96","2023-09-29","Code"
"Inclusion Criteria","Code_345","C25532","http://www.cdisc.org","f91ee51e-120c-4669-a5d4-835da018889f","2023-09-29","Code"
"Inclusion Criteria","Code_346","C25532","http://www.cdisc.org","db81daaf-070c-41c4-b257-0901dcd5ba5e","2023-09-29","Code"
"Inclusion Criteria","Code_347","C25532","http://www.cdisc.org","65649e79-2d74-4e84-9149-2d0d17188f88","2023-09-29","Code"
"Exclusion Criteria","Code_348","C25370","http://www.cdisc.org","426508ea-d8b0-490c-9235-9e19ab99aec3","2023-09-29","Code"
"Year","Code_332","C29848","http://www.cdisc.org","e9251f63-f4da-4894-8e9a-238351423f41","2023-09-29","Code"
"Before","Code_14","C201264","http://www.cdisc.org","16d16b31-e4f3-49db-9f2b-89990ba88bf4","2023-09-29","Code"
"Start to Start","Code_15","C201265","http://www.cdisc.org","7dad897b-2ce6-4211-b165-89b4bd8d1c84","2023-09-29","Code"
"Before","Code_16","C201264","http://www.cdisc.org","ec7abc33-84f6-413c-ae9f-befc60df5756","2023-09-29","Code"
"Start to Start","Code_17","C201265","http://www.cdisc.org","695f5412-2fdd-4900-befe-0d5ad407db37","2023-09-29","Code"
"Fixed Reference","Code_19","C201264","http://www.cdisc.org","1fce8d27-c12c-48d1-9219-17915d841d66","2023-09-29","Code"
"Start to Start","Code_20","C201265","http://www.cdisc.org","fb56936e-a405-47b8-bf3d-b75d2d102c06","2023-09-29","Code"
"After","Code_21","C201264","http://www.cdisc.org","5beae5fe-be0e-4573-b3f9-6bd5b169f896","2023-09-29","Code"
"Start to Start","Code_22","C201265","http://www.cdisc.org","eac5555c-c428-4abb-a406-8544ed73706a","2023-09-29","Code"
"After","Code_24","C201264","http://www.cdisc.org","ec7e5c5e-ddf9-47f7-88fa-de80c87ed972","2023-09-29","Code"
"Start to Start","Code_25","C201265","http://www.cdisc.org","cea8356e-6e09-47b2-89dd-dd47b136cc55","2023-09-29","Code"
"After","Code_27","C201264","http://www.cdisc.org","fd40f4cb-3fdb-41ca-8199-69fc53ef0d91","2023-09-29","Code"
"Start to Start","Code_28","C201265","http://www.cdisc.org","ce90f7c2-07d9-4fb4-b031-64af0feb0c55","2023-09-29","Code"
"After","Code_30","C201264","http://www.cdisc.org","dc612138-a2bc-4d83-a1ae-b65512c889de","2023-09-29","Code"
"Start to Start","Code_31","C201265","http://www.cdisc.org","8363f8c0-8d59-4eee-be46-3a7712eaa126","2023-09-29","Code"
"After","Code_35","C201264","http://www.cdisc.org","31e0ab18-21f1-4047-b418-d96656a94e78","2023-09-29","Code"
"Start to Start","Code_36","C201265","http://www.cdisc.org","90500335-e675-45e1-a528-6a35acabfbab","2023-09-29","Code"
"After","Code_40","C201264","http://www.cdisc.org","a7d63d26-f80f-402a-95bb-8edea6f45a87","2023-09-29","Code"
"Start to Start","Code_41","C201265","http://www.cdisc.org","f91465d2-bebd-40cd-82a3-14c83e26287c","2023-09-29","Code"
"After","Code_45","C201264","http://www.cdisc.org","7b802456-c08b-473f-bd20-4a21eae48a0e","2023-09-29","Code"
"Start to Start","Code_46","C201265","http://www.cdisc.org","fe471b81-697a-4e08-8eec-e00942e5d7f2","2023-09-29","Code"
"After","Code_50","C201264","http://www.cdisc.org","01d4bf89-47dc-4936-a274-9297e62f4fa8","2023-09-29","Code"
"Start to Start","Code_51","C201265","http://www.cdisc.org","dbbbcdf3-01f8-4f30-8ee5-8d5f81d8f204","2023-09-29","Code"
"After","Code_53","C201264","http://www.cdisc.org","0a7d7805-7e65-4d94-9041-56a2ea60d2b8","2023-09-29","Code"
"Start to Start","Code_54","C201265","http://www.cdisc.org","062746b9-a6d9-4e84-a76b-0783f0fa80dc","2023-09-29","Code"
"After","Code_33","C201264","http://www.cdisc.org","01629db0-993d-46d9-8a22-0d16f2eba1b6","2023-09-29","Code"
"Start to Start","Code_34","C201265","http://www.cdisc.org","8013088d-e734-4e9a-823b-2a7c067c2add","2023-09-29","Code"
"After","Code_38","C201264","http://www.cdisc.org","164926df-ec4b-4582-8b65-86901a25d986","2023-09-29","Code"
"Start to Start","Code_39","C201265","http://www.cdisc.org","f72da3cf-cbb8-4ab7-85ae-5af5bf9a7c36","2023-09-29","Code"
"After","Code_43","C201264","http://www.cdisc.org","57b6aab0-24f3-4a61-a455-9f96149cf2b7","2023-09-29","Code"
"Start to Start","Code_44","C201265","http://www.cdisc.org","d9ee68dd-f8fc-4a2a-8633-f9a92f132235","2023-09-29","Code"
"After","Code_48","C201264","http://www.cdisc.org","60d5f559-e60a-42f6-84c4-a857451f1c8f","2023-09-29","Code"
"Start to Start","Code_49","C201265","http://www.cdisc.org","4b7155e3-dab2-4d93-a91e-4c18c5878837","2023-09-29","Code"
"Fixed Reference","Code_56","C201264","http://www.cdisc.org","8af393f0-e562-47ae-8697-e8bf9cf7cc1b","2023-09-29","Code"
"Start to Start","Code_57","C201265","http://www.cdisc.org","b0ce84a9-cb75-4587-b157-509aa7174a11","2023-09-29","Code"
"Fixed Reference","Code_58","C201264","http://www.cdisc.org","89e5a960-a10c-4fa4-b6ea-c16c1d09fba8","2023-09-29","Code"
"Start to Start","Code_59","C201265","http://www.cdisc.org","225fd2f5-d007-4733-a88c-ee7f3ad50b79","2023-09-29","Code"
"Fixed Reference","Code_60","C201264","http://www.cdisc.org","2f09ab06-3f27-4a18-8109-74a479f89e03","2023-09-29","Code"
"Start to Start","Code_61","C201265","http://www.cdisc.org","21e03870-53d9-44c1-b2ee-ae7ff469b7a4","2023-09-29","Code"
"After","Code_62","C201264","http://www.cdisc.org","a8ce04f9-3932-47ef-aa1e-77ae8cf5a2e6","2023-09-29","Code"
"Start to Start","Code_63","C201265","http://www.cdisc.org","7a1f05cc-4c2d-4de2-a0e7-c02a1df4dc2f","2023-09-29","Code"
"After","Code_64","C201264","http://www.cdisc.org","369e2c57-feb7-4e25-a146-954231c672e2","2023-09-29","Code"
"End to Start","Code_65","C201265","http://www.cdisc.org","6a00099a-7155-4a5f-8fa3-8675135b9e1a","2023-09-29","Code"
"After","Code_66","C201264","http://www.cdisc.org","e54918fa-308c-4d6d-bd08-aecd7a6e9442","2023-09-29","Code"
"Start to Start","Code_67","C201265","http://www.cdisc.org","7a85fd29-ad0b-4837-96e8-1b0e624001de","2023-09-29","Code"
"After","Code_68","C201264","http://www.cdisc.org","dfbd20d6-4761-4a6a-bbd9-63b22b2a4eff","2023-09-29","Code"
"End to Start","Code_69","C201265","http://www.cdisc.org","afac0810-6d04-423b-8df7-32efbb9cfad5","2023-09-29","Code"
"After","Code_70","C201264","http://www.cdisc.org","4bf022fa-5239-47dd-ab0a-8c1ddb0c7df7","2023-09-29","Code"
"Start to Start","Code_71","C201265","http://www.cdisc.org","5559220a-aca5-4dca-b137-9489d0254271","2023-09-29","Code"
"Clinical Study Sponsor","Code_349","C70793","http://www.cdisc.org","02b7456b-344f-402a-aac6-7583732d6ead","2023-09-29","Code"
"United Kingdom of Great Britain and Northern Ireland","Code_350","GBR","ISO 3166 1 alpha3","2a883a47-0dab-4469-a2f8-a26d5d887ae1","2020-08","Code"
"Study Acronym","Code_3","C94108","http://www.cdisc.org","82d05b55-1c92-4bce-a053-7ecc1bb34f41","2023-09-29","Code"
"Brief Study Title","Code_5","C99905x1","http://www.cdisc.org","7a32c048-757c-4300-90de-cff203898866","2023-09-29","Code"
"Official Study Title","Code_6","C99905x2","http://www.cdisc.org","062896ac-900c-4f13-afdb-1c4869f7af9f","2023-09-29","Code"
"Public Study Title","Code_7","C99905x3","http://www.cdisc.org","a0fb7d00-d5f5-4f73-8e48-33488788dad7","2023-09-29","Code"
"Final","Code_8","C25508","http://www.cdisc.org","6d04cfa5-eb1c-4f4e-ab86-d8d310c20a46","2023-09-29","Code"
"Protocol Effective Date","Code_11","C99903x1","http://www.cdisc.org","b27bd2d8-6d53-4870-9e61-53195ff52764","2023-09-29","Code"
"Region","Code_13","C41129","http://www.cdisc.org","884d906d-2542-4e90-9dd1-cec8a0d185b6","2023-09-29","Code"
"Europe","Code_12","150","ISO 3166 1 alpha3","8d502714-ce1f-4c16-9234-297ab7b27116","2020-08","Code"
