"decode","uuid:ID","instanceType","id","codeSystemVersion","code","codeSystem"
"Yes","8d349665-acc9-4a22-b452-924728d6e750","Code","Code_168","2023-12-15","C49488","http://www.cdisc.org"
"Disabling Adverse Event","767733ea-2529-49c8-b86d-0e2d48725c53","Code","Code_169","2023-12-15","C113380","http://www.cdisc.org"
"No","635684e6-c831-4e0b-9a77-7e8975903b3e","Code","Code_170","2023-12-15","C49487","http://www.cdisc.org"
"Yes","a6f17c6d-4f0c-4992-a722-f03c40ebb35a","Code","Code_171","2023-12-15","C49488","http://www.cdisc.org"
"Death Related to Adverse Event","b1b6b25c-0f02-4a69-a661-c9833d4c3f10","Code","Code_172","2023-12-15","C48275","http://www.cdisc.org"
"No","1a55ab90-42cb-464f-8ada-ef4119b9800f","Code","Code_173","2023-12-15","C49487","http://www.cdisc.org"
"Yes","cd325991-349b-46f8-95c3-2048287566fc","Code","Code_174","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event associated with Hospitalization","30cebc4a-90e9-4606-a144-41e879d3e429","Code","Code_175","2023-12-15","C83052","http://www.cdisc.org"
"No","4296dab1-f0ab-4332-aade-ebfbb123a232","Code","Code_176","2023-12-15","C49487","http://www.cdisc.org"
"Yes","b186911d-8fc4-4749-97bd-0c7261a6c205","Code","Code_177","2023-12-15","C49488","http://www.cdisc.org"
"Life Threatening Adverse Event","69fab839-c1df-4469-9906-d04e62405d7c","Code","Code_178","2023-12-15","C84266","http://www.cdisc.org"
"No","2bae962e-87a0-46b5-84f8-afca18aa833e","Code","Code_179","2023-12-15","C49487","http://www.cdisc.org"
"Yes","133cf817-f8df-43d5-a108-fa626400486d","Code","Code_180","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Occurred with Overdose","52feb5db-27ad-4553-a5e3-01cbfbd6c1a1","Code","Code_181","2023-12-15","C83214","http://www.cdisc.org"
"No","cb08eee0-54c3-4f92-b851-3b97e20602b2","Code","Code_182","2023-12-15","C49487","http://www.cdisc.org"
"Yes","1d93dea0-9784-4751-a1a6-d43c75a7e83e","Code","Code_183","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Associated with Serious Medical Event","acb252eb-e2a5-4912-b752-fdbaa7cfd8e6","Code","Code_184","2023-12-15","C83053","http://www.cdisc.org"
"No","032f9613-5d5a-42b2-b7a6-5a68b310a0f1","Code","Code_185","2023-12-15","C49487","http://www.cdisc.org"
"Yes","13ec0201-9d0a-4876-ab31-2a537c181c1d","Code","Code_186","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Concomitant Treatment","d124caf2-a0ba-44d0-b3b7-e5183821d0a4","Code","Code_187","2023-12-15","C83199","http://www.cdisc.org"
"Adverse Event Start Date Time","0e4b0f5d-a614-4801-a027-23660c9f0028","Code","Code_188","2023-12-15","C83215","http://www.cdisc.org"
"Adverse Event End Date Time","83bfd4c0-3365-4976-9098-85a544fb4c5a","Code","Code_189","2023-12-15","C83201","http://www.cdisc.org"
"Solicited Adverse Event","04c3fe85-1ef3-41ae-8766-7863346d7c86","Code","Code_190","2023-12-15","C179175","http://www.cdisc.org"
"SYSBP","d36048f8-6620-4a7d-afdf-9da06b592f99","Code","Code_191","2023-12-15","C25298","http://www.cdisc.org"
"Clinical Test Result","3f27fd5f-8fa1-437a-aa4e-998f41badb84","Code","Code_192","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","7a1041e3-afa7-4cf7-90fe-91dc6e1da99b","Code","Code_193","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","c97aa7dd-3d73-470c-81f6-7a4bf8f129ee","Code","Code_194","2023-12-15","C62122","http://www.cdisc.org"
"Standing","89e7fab1-538c-48bc-a999-379537091d27","Code","Code_195","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","c79b0536-9230-4ee5-bb30-3c5573eca7e8","Code","Code_196","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","1a66a13d-da77-40e5-8bd6-8d15629c5ac4","Code","Code_197","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","92be8002-ddf9-412f-ad30-115940a47456","Code","Code_198","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","30f08eed-793d-4378-9709-c9e570e51833","Code","Code_199","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2fd7a9df-5f3b-408b-ab25-dabca57374bb","Code","Code_200","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","78995e23-cdf4-4f97-94c5-9877a8c6808b","Code","Code_201","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","4c8984ec-9600-4619-b8ff-69cb96c10c7f","Code","Code_202","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","8d5421f4-79cf-46da-b018-88143e3b0625","Code","Code_203","2023-12-15","C13717","http://www.cdisc.org"
"Left","d0d9a769-b0fd-41ec-bf55-0137f6b1bd65","Code","Code_204","2023-12-15","C25229","http://www.cdisc.org"
"Right","039389dc-a085-43b1-943b-9ad332eb94e5","Code","Code_205","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","861a72ab-b1d3-4786-a5da-671eaa9e4166","Code","Code_206","2023-12-15","C25185","http://www.cdisc.org"
"SYSBP","7cdecc7d-b9b1-4fa4-806d-63bf5a591ba8","Code","Code_207","2023-12-15","C25298","http://www.cdisc.org"
"DIABP","6347e171-bdd7-47d4-a614-3dd54b406ab7","Code","Code_208","2023-12-15","C25299","http://www.cdisc.org"
"Clinical Test Result","3141c550-631a-40a2-b5ba-14461f42b220","Code","Code_209","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","946d093d-e3dd-41ea-b425-d19148e3fd8c","Code","Code_210","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","6d4e629f-27ae-45dd-9474-887b7e1675c5","Code","Code_211","2023-12-15","C62122","http://www.cdisc.org"
"Standing","bf956629-4a1b-40bf-8de2-719ebe17ee5d","Code","Code_212","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","7cb05d07-c864-410d-a597-4dbfb12f4066","Code","Code_213","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","52e8a456-ad00-4ca1-afe9-a4b489150348","Code","Code_214","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","c2b32810-8544-4ea2-a75f-1cb3311acd01","Code","Code_215","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","5e17bbdd-38ed-4378-b7ef-83296a68850f","Code","Code_216","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","6e8ffcfa-0dbc-494d-8a60-36674c1e38a3","Code","Code_217","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","2ccd9754-81d7-431e-9a52-c63c93fb2db5","Code","Code_218","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","d5b00f8b-288f-48ce-9e38-8c1b170b1bba","Code","Code_219","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","7622ad5f-4b1f-419e-b690-8515a657bfe2","Code","Code_220","2023-12-15","C13717","http://www.cdisc.org"
"Left","67dee323-c29e-4212-954c-716c94dd4a7d","Code","Code_221","2023-12-15","C25229","http://www.cdisc.org"
"Right","18aafb2e-ccd3-407d-859a-6e0a0f967728","Code","Code_222","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","4efff70c-5c05-4492-8e6c-e42d8c238cd1","Code","Code_223","2023-12-15","C25185","http://www.cdisc.org"
"DIABP","e47cc969-14c6-4bce-b61c-0023961bc916","Code","Code_224","2023-12-15","C25299","http://www.cdisc.org"
"TEMP","18312ac4-c8a0-4d58-9640-eba495d1e710","Code","Code_225","2023-12-15","C174446","http://www.cdisc.org"
"Clinical Test Result","f7541975-2631-4610-8b82-ce6c2d94c62f","Code","Code_226","2023-12-15","C77140","http://www.cdisc.org"
"Degree Celsius","e4661b45-98dc-4177-bae1-59302fcf0cbb","Code","Code_227","2023-12-15","C42559","http://www.cdisc.org"
"Degree Fahrenheit","b2928bb3-465d-4e0e-9192-f6f864a3361e","Code","Code_228","2023-12-15","C44277","http://www.cdisc.org"
"Kelvin","8b39a7be-b0db-4c44-b2d0-a2e59d84cb45","Code","Code_229","2023-12-15","C42537","http://www.cdisc.org"
"Unit of Temperature","bdce50ca-4f01-4527-bbe3-5a7f8ce91d17","Code","Code_230","2023-12-15","C44276","http://www.cdisc.org"
"Axilla","2055a029-22bf-4402-b38c-311be387a0a4","Code","Code_231","2023-12-15","C12674","http://www.cdisc.org"
"Ear","5c8723b5-8717-44b5-846c-badda900e1c7","Code","Code_232","2023-12-15","C12394","http://www.cdisc.org"
"Forehead","969d9fa5-9e67-4b32-8d18-4255938b2785","Code","Code_233","2023-12-15","C89803","http://www.cdisc.org"
"Oral Cavity","8a1dcb6c-7f9c-42ce-b78d-4730dd9655a6","Code","Code_234","2023-12-15","C12421","http://www.cdisc.org"
"Rectum","4392430e-b94c-414a-942a-24c5f01ad9ed","Code","Code_235","2023-12-15","C12390","http://www.cdisc.org"
"Anatomic Site","0ff160c7-4d46-4543-9bbd-0f7438d2e509","Code","Code_236","2023-12-15","C13717","http://www.cdisc.org"
"TEMP","a42b9247-d5d7-4352-a8fc-27b327c6b851","Code","Code_237","2023-12-15","C174446","http://www.cdisc.org"
"WEIGHT","48ae4edc-e183-4ef8-9986-458acbb03c88","Code","Code_238","2023-12-15","C25208","http://www.cdisc.org"
"Clinical Test Result","2254c56b-35ae-427e-bd03-3ca0cffcb373","Code","Code_239","2023-12-15","C77140","http://www.cdisc.org"
"Pound","92506e6c-c32e-4f45-88e2-19d5527f7e34","Code","Code_240","2023-12-15","C48531","http://www.cdisc.org"
"Gram","238203f9-2628-41e9-820a-46c6de5d6d56","Code","Code_241","2023-12-15","C48155","http://www.cdisc.org"
"Kilogram","a950c740-2bb1-490b-b8b9-2028e77008fa","Code","Code_242","2023-12-15","C28252","http://www.cdisc.org"
"Unit of Weight","a8b93e42-58b0-4903-8a5c-34bf968dc553","Code","Code_243","2023-12-15","C48208","http://www.cdisc.org"
"WEIGHT","04affd44-dc0d-4a0a-8a6f-a2329b5b1939","Code","Code_244","2023-12-15","C25208","http://www.cdisc.org"
"HEIGHT","43c535d5-ec06-4e5e-9c84-497ffed9b2aa","Code","Code_245","2023-12-15","C25347","http://www.cdisc.org"
"Clinical Test Result","5c87dc8d-8056-431d-a1ba-94182ed1b9eb","Code","Code_246","2023-12-15","C77140","http://www.cdisc.org"
"Centimeter","b40a68e6-a2ca-4949-b461-200bd988f99a","Code","Code_247","2023-12-15","C49668","http://www.cdisc.org"
"Inch","b0a114c8-f3c3-4335-a477-e21bf05554c9","Code","Code_248","2023-12-15","C48500","http://www.cdisc.org"
"Meter","183e67bf-4c64-4b00-9fe0-f5c750916c9d","Code","Code_249","2023-12-15","C41139","http://www.cdisc.org"
"Unit of Height","3242124b-34b2-4c0f-92a6-7b4ceb143fe8","Code","Code_250","2023-12-15","C168688","http://www.cdisc.org"
"HEIGHT","deac302f-4515-4f31-b551-23e79dc38bac","Code","Code_251","2023-12-15","C25347","http://www.cdisc.org"
"ALT","4289a541-f539-47ee-9800-6322f3e274c2","Code","Code_252","2023-12-15","C64433","http://www.cdisc.org"
"Laboratory Test Result","2c5e56ad-be69-4357-ae61-4944c83ac553","Code","Code_253","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","56ea2c23-3822-490a-a1a1-4db562d32a1c","Code","Code_254","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","ac48fdda-0651-4416-bd4c-c4b9231769ee","Code","Code_255","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","4dfde92c-a79f-4a41-9ceb-1831fb340b17","Code","Code_256","2023-12-15","C67376","http://www.cdisc.org"
"Nanokatal per Liter","5c56515b-6751-49db-9654-d6df24f0dcb4","Code","Code_257","2023-12-15","C70510","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","a4429e2f-6796-4e48-8313-788e531e0399","Code","Code_258","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","de17ad75-b6de-4107-9d4d-1c7ca08e1c72","Code","Code_259","2023-12-15","C70713","http://www.cdisc.org"
"No","5a7e9033-e963-455c-bcf5-70342ced5e18","Code","Code_260","2023-12-15","C49487","http://www.cdisc.org"
"Yes","a4a2c6cb-57a0-4d91-9976-396882346911","Code","Code_261","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","d24d7c29-4af3-4ba3-9263-ae7d084f8c5f","Code","Code_262","2023-12-15","C83309","http://www.cdisc.org"
"ALT","f22c4883-46ea-4e5a-95a9-d8b38eb00ca0","Code","Code_263","2023-12-15","C64433","http://www.cdisc.org"
"ALB","bef4dea3-56a9-4f22-93c3-1be48c654f0c","Code","Code_264","2023-12-15","C64431","http://www.cdisc.org"
"Laboratory Test Result","248f606f-2cf9-424f-9c19-e3b08393ad77","Code","Code_265","2023-12-15","C36292","http://www.cdisc.org"
"Biospecimen Type","1a1d4d71-f910-431e-bc42-fae7e814a598","Code","Code_266","2023-12-15","C70713","http://www.cdisc.org"
"No","4a9ad79c-a5a1-441e-bded-f4ef20131beb","Code","Code_267","2023-12-15","C49487","http://www.cdisc.org"
"Yes","04a3e5d3-6d4a-4e16-ab7d-fcc1c7998820","Code","Code_268","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","fdf13408-6b5c-43e8-828b-d3a483496288","Code","Code_269","2023-12-15","C83309","http://www.cdisc.org"
"ALB","6c0b7b19-d217-406d-9d43-53b9ad114b53","Code","Code_270","2023-12-15","C64431","http://www.cdisc.org"
"ALP","b7c414ec-e74c-4eda-aaea-9f9c36a6d52e","Code","Code_271","2023-12-15","C64432","http://www.cdisc.org"
"Laboratory Test Result","d4a2d8ac-aa27-4f97-862e-e15530e956ef","Code","Code_272","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","591980bd-51b1-4503-a526-65abddf0e46f","Code","Code_273","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","fc973104-7b7f-461f-8633-7d45e3fbf290","Code","Code_274","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","2d23ced8-e924-44d8-903e-a19b94b9a074","Code","Code_275","2023-12-15","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","c86a4447-0fec-4dc5-a96c-e9ed66fb64d4","Code","Code_276","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","92b86ee3-de5d-46d2-acb5-3192a424d8db","Code","Code_277","2023-12-15","C70713","http://www.cdisc.org"
"No","6bf7479c-a07c-4ba4-b027-e433a7003ec4","Code","Code_278","2023-12-15","C49487","http://www.cdisc.org"
"Yes","52fda79f-6ae3-42d1-88b6-1485b1373c46","Code","Code_279","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","b47d7941-2f92-4575-aba2-144a7eb85180","Code","Code_280","2023-12-15","C83309","http://www.cdisc.org"
"ALP","7651fec1-7b8c-48c8-9a7b-482151f2644c","Code","Code_281","2023-12-15","C64432","http://www.cdisc.org"
"AST","9a4ca10e-806f-4480-ab9e-629c77160c68","Code","Code_282","2023-12-15","C64467","http://www.cdisc.org"
"Laboratory Test Result","d7abdb62-298e-471d-ac3a-d58eaadb59e5","Code","Code_283","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","6b2188f9-cd5f-4a80-9065-30bf2f69eaae","Code","Code_284","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","a565826c-dc65-4b98-b5b8-888afdd60187","Code","Code_285","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","ddf037da-2854-429f-8dd2-1531656b3e1a","Code","Code_286","2023-12-15","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","e43b08a7-39da-43c9-b399-2d8d7ad1e053","Code","Code_287","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","f21fa4a5-5894-4f43-b602-c6724c3c8236","Code","Code_288","2023-12-15","C70713","http://www.cdisc.org"
"No","b494e9af-a697-4db6-a211-0b1be8bce85b","Code","Code_289","2023-12-15","C49487","http://www.cdisc.org"
"Yes","1fb9517c-ca7f-4f2f-8c16-d3f6831fc8a5","Code","Code_290","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","1b342896-da9a-4e45-b893-8253867b9fe5","Code","Code_291","2023-12-15","C83309","http://www.cdisc.org"
"AST","6f19f6ba-986d-49f8-8b66-187e8f382b3f","Code","Code_292","2023-12-15","C64467","http://www.cdisc.org"
"CREAT","3064b508-447c-44af-bd93-4da7d94e6ad2","Code","Code_293","2023-12-15","C64547","http://www.cdisc.org"
"Laboratory Test Result","72e078a7-9877-408a-bf23-e9ce333c1c53","Code","Code_294","2023-12-15","C36292","http://www.cdisc.org"
"Milligram per Deciliter","2371ea6d-9e8e-496d-bb70-de5e1262468c","Code","Code_295","2023-12-15","C67015","http://www.cdisc.org"
"Microgram per Milliliter","04bdec8e-bccb-4503-89e7-4fcac820b6d5","Code","Code_296","2023-12-15","C64572","http://www.cdisc.org"
"Millimole per Liter","2b61125c-c31c-4236-bf4d-4ff26baf7d03","Code","Code_297","2023-12-15","C64387","http://www.cdisc.org"
"Micromole per Liter","19b846d9-4d1c-49ac-979b-c8a5790eeaa8","Code","Code_298","2023-12-15","C48508","http://www.cdisc.org"
"Unit of Concentration","4cfe07d6-745d-451c-9e8e-de77501a1b62","Code","Code_299","2023-12-15","C48207","http://www.cdisc.org"
"Biospecimen Type","2a1a22df-b153-4aec-b2e6-ff6d81363abc","Code","Code_300","2023-12-15","C70713","http://www.cdisc.org"
"No","da6c18f2-1cbc-43e2-bfba-76d2a91c66b5","Code","Code_301","2023-12-15","C49487","http://www.cdisc.org"
"Yes","9127d67a-db52-400c-a8ae-08b993e204cd","Code","Code_302","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","139b22e7-f709-4540-bd9b-ed4ea232c7b2","Code","Code_303","2023-12-15","C83309","http://www.cdisc.org"
"CREAT","8b6c06f2-1988-49d0-9acb-8a99cc6a4bcc","Code","Code_304","2023-12-15","C64547","http://www.cdisc.org"
"K","3c82d3d9-42f6-4924-909e-1f5eb4b888d2","Code","Code_305","2023-12-15","C64853","http://www.cdisc.org"
"Laboratory Test Result","be430fd6-138c-44f0-b8a5-2c8fb470070c","Code","Code_306","2023-12-15","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","41c47a4c-9f5b-4de8-b05d-b4a6810d9793","Code","Code_307","2023-12-15","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","ac8c3266-18b2-49db-8aab-dec86d113580","Code","Code_308","2023-12-15","C67473","http://www.cdisc.org"
"Millimole per Liter","e8a71ce2-04fe-43cd-97e1-61b6b7463097","Code","Code_309","2023-12-15","C64387","http://www.cdisc.org"
"Molarity Unit","57e146db-1dc7-43d6-b272-9e9bf32c6467","Code","Code_310","2023-12-15","C64567","http://www.cdisc.org"
"Biospecimen Type","6d4a42c3-436f-48c9-bfbb-5f5fe26ae7b5","Code","Code_311","2023-12-15","C70713","http://www.cdisc.org"
"No","2376f2e6-f9d7-42f8-bca2-9214de5815b8","Code","Code_312","2023-12-15","C49487","http://www.cdisc.org"
"Yes","894641a8-5a08-4042-a8b4-fea5fba8534d","Code","Code_313","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","31021405-316a-48a5-b04a-bd5fd457756e","Code","Code_314","2023-12-15","C83309","http://www.cdisc.org"
"K","0aca2d58-6cd6-4fcc-ade3-c6547b07d2ca","Code","Code_315","2023-12-15","C64853","http://www.cdisc.org"
"SODIUM","00daa2cc-36ca-46a7-8d57-ba17e76f233a","Code","Code_316","2023-12-15","C64809","http://www.cdisc.org"
"Laboratory Test Result","dead6ff4-5594-4256-8397-6d2e451e4291","Code","Code_317","2023-12-15","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","7928aedc-1aac-4570-8d0d-f10e6c4a5cbf","Code","Code_318","2023-12-15","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","60b865a4-cede-4e27-9dd4-e42bbf68062c","Code","Code_319","2023-12-15","C67473","http://www.cdisc.org"
"Millimole per Liter","bcb58761-f36d-41de-958f-1c43087354e9","Code","Code_320","2023-12-15","C64387","http://www.cdisc.org"
"Molarity Unit","cf112e5c-6a1d-4557-b3b3-d38b279d813f","Code","Code_321","2023-12-15","C64567","http://www.cdisc.org"
"Biospecimen Type","0b8cc11f-7f25-4c70-9ccf-d06847702602","Code","Code_322","2023-12-15","C70713","http://www.cdisc.org"
"No","37d71c61-61bf-49e6-861a-dd9efe4e79a7","Code","Code_323","2023-12-15","C49487","http://www.cdisc.org"
"Yes","b4c456aa-4fea-4f98-b6ae-a4063e921c2a","Code","Code_324","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","5bb13666-e617-4444-9e80-50f12f62d89e","Code","Code_325","2023-12-15","C83309","http://www.cdisc.org"
"SODIUM","4fcff8e6-a789-47af-a352-5b823f3413dc","Code","Code_326","2023-12-15","C64809","http://www.cdisc.org"
"SYSBP","840fa2dd-4ca3-4a40-b89c-8ff38520dc16","Code","Code_327","2023-12-15","C25298","http://www.cdisc.org"
"Clinical Test Result","7e381e69-cc86-4184-be8b-0b7e1e6d8ed5","Code","Code_328","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","8332a9a3-abd8-40d6-9f36-fdb48c575865","Code","Code_329","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","88e52214-1cb8-49e2-b953-5f8a9ae9c4b3","Code","Code_330","2023-12-15","C62122","http://www.cdisc.org"
"Standing","473dac13-1cb1-4bf6-a4a4-9f826505605e","Code","Code_331","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","45eb87f5-915c-4a01-bce1-f3dc1c05c9d0","Code","Code_332","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","6a89170a-8c31-4ebd-ad9f-564d509d78cd","Code","Code_333","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","2b65c075-ffbe-4be4-a2bd-511b017e1f9c","Code","Code_334","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","33014681-36aa-43a5-b8c9-a3b37a4cdafc","Code","Code_335","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","6a26b566-7e5a-459b-959b-b91d3d1e1ef0","Code","Code_336","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","fdc7a996-dc76-4944-a76a-2bf9abc8a581","Code","Code_337","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","342e6ae8-cbc1-4992-95ac-d89a9ef565a4","Code","Code_338","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","70f02402-5031-44cb-bbb2-7650cc0425c0","Code","Code_339","2023-12-15","C13717","http://www.cdisc.org"
"Left","a8e1be9d-914c-4056-a97e-190c925c6866","Code","Code_340","2023-12-15","C25229","http://www.cdisc.org"
"Right","b400d5b7-5d02-4c10-8e5a-74eb48753baf","Code","Code_341","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","badd7b0e-adcb-4f36-b551-bdf646621f74","Code","Code_342","2023-12-15","C25185","http://www.cdisc.org"
"SYSBP","5d285720-c920-4469-a9a5-c6cdaeafb264","Code","Code_343","2023-12-15","C25298","http://www.cdisc.org"
"DIABP","000025a6-3fab-4ee9-af3c-a6fbc2764b8a","Code","Code_344","2023-12-15","C25299","http://www.cdisc.org"
"Clinical Test Result","f7d30c91-1125-438f-a522-1d6cc9aacae2","Code","Code_345","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","f9f4a938-5ac5-475a-ab57-fe7cbe3d94ad","Code","Code_346","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","509222dd-a064-4e6b-a28c-df00a6f0587e","Code","Code_347","2023-12-15","C62122","http://www.cdisc.org"
"Standing","cca55056-2b8e-4aec-90be-84c704738b88","Code","Code_348","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","1f19dcb6-84cc-437a-86be-224658737756","Code","Code_349","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","3bddcbe3-e05f-4cc0-8931-cb9999601d16","Code","Code_350","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","d77bf583-d78c-4ef6-beb2-584db2704df3","Code","Code_351","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","ff5cb41d-7792-4f18-948d-d75eba8e732e","Code","Code_352","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","d9a870e2-04ed-432b-b4b1-e3e8507eb17e","Code","Code_353","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","b670c757-b5a0-4318-a0a2-71a77d3bf505","Code","Code_354","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","6844613e-780e-440f-8d6d-8e2709161e32","Code","Code_355","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","a4e21642-79a0-48a1-a652-d56ad9d015e1","Code","Code_356","2023-12-15","C13717","http://www.cdisc.org"
"Left","2a342a7f-1d95-4407-91a0-c7c8561335b2","Code","Code_357","2023-12-15","C25229","http://www.cdisc.org"
"Right","a8b84ad1-d415-4d51-8ef0-b3bcbb8a92ac","Code","Code_358","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","571c5ce8-78da-49ca-a0ac-5ce5ad280294","Code","Code_359","2023-12-15","C25185","http://www.cdisc.org"
"DIABP","ed400fd3-31e3-4645-a041-2ea3aea76e76","Code","Code_360","2023-12-15","C25299","http://www.cdisc.org"
"HR","5ee554ce-d53b-4154-b04b-d20d2612c59b","Code","Code_361","2023-12-15","C49677","http://www.cdisc.org"
"Clinical Test Result","036193d8-eba3-411b-b9fb-0ce9094c4fa5","Code","Code_362","2023-12-15","C77140","http://www.cdisc.org"
"Count per Minute","0b69caca-99d7-4e94-a9c6-47ba71a33d91","Code","Code_363","2023-12-15","C73688","http://www.cdisc.org"
"Sitting","1a805638-89ee-47e9-87cd-17e487b229a0","Code","Code_364","2023-12-15","C62122","http://www.cdisc.org"
"Standing","53cb7ce9-236e-47bf-8bae-a7f5178d68de","Code","Code_365","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","d392fa15-2e4f-4793-b157-3e62039cc662","Code","Code_366","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","1823d969-d801-40b1-9769-006901c4fb2f","Code","Code_367","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","c90566d4-7418-4c32-9044-6bcd8274c8ff","Code","Code_368","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","4dede623-b902-4e13-9175-ca6c39b9a0d8","Code","Code_369","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","71cc2047-bebe-4906-bdb4-f52d3fc0a2d3","Code","Code_370","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","ff1d8d3a-440e-4d7b-ab1a-6c45455fb091","Code","Code_371","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","80159444-fa02-4fcd-92af-fa7311e1d214","Code","Code_372","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","6092c219-4354-4e9b-a5a4-64d2d25ada8a","Code","Code_373","2023-12-15","C13717","http://www.cdisc.org"
"Left","c7359b8f-14f7-432f-a696-b3fca031e5e1","Code","Code_374","2023-12-15","C25229","http://www.cdisc.org"
"Right","9b09ec8b-f5b5-41c7-b0a4-1e66fd167c05","Code","Code_375","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","9648add9-c8f2-40f3-b9d1-861555c42fbb","Code","Code_376","2023-12-15","C25185","http://www.cdisc.org"
"HR","a527d9f9-b1d5-4c23-913a-b460bd7f40d4","Code","Code_377","2023-12-15","C49677","http://www.cdisc.org"
