"id:ID","codeSystem","decode","uuid","code","id","codeSystemVersion"
"224","NCI Thesaurus","Vital Signs Laterality","3bd158c8-cc1e-4d93-be71-0ef52fa6919e","C123975","Code_232",""
"225","NCI Thesaurus","Test Method","851e5117-1945-4385-b71c-d1792e0b093a","C82535","Code_233",""
"226","NCI Thesaurus","Vital Signs Position","210616a6-07c9-4d7e-b54a-da77e859ce44","C83114","Code_234",""
"227","NCI Thesaurus","Systolic Blood Pressure","074f6d20-435a-4ef0-b01b-5c3910b6b95d","C25298","Code_227",""
"228","NCI Thesaurus","Vital Signs Result","3291d30d-6ee3-4285-880c-bb6c3b518b04","C173522","Code_236",""
"229","http://www.cdisc.org","Pascal","c65e5380-6ef0-46d9-bdd3-6909eb82915a","C42547","Code_237","2023-09-29"
"230","NCI Thesaurus","Unit of Pressure","e32e51dd-e488-403e-8f89-89bd615f8d30","C49669","Code_238",""
"231","NCI Thesaurus","Vital Signs Location","5ef46697-608a-4835-999e-68fef82f2174","C83088","Code_239",""
"232","NCI Thesaurus","Vital Signs Laterality","0ef8e79e-b706-4e80-925b-d34775e86ec5","C123975","Code_240",""
"233","NCI Thesaurus","Test Method","41a42bb0-ecb3-4f6a-8a45-6fff9146cabb","C82535","Code_241",""
"234","NCI Thesaurus","Vital Signs Position","2b5236d2-ec86-4afc-a4ac-98b264e68990","C83114","Code_242",""
"235","NCI Thesaurus","Diastolic Blood Pressure","2eda4d41-e216-48f0-bd10-82d96beda40c","C25299","Code_235",""
"236","http://www.cdisc.org","Placebo Comparator Arm","87a381ee-6bb2-4f4d-b3a0-08863bee5dc1","C174268","Code_106","2023-09-29"
"237","http://www.cdisc.org","Data Generated Within Study","dc9fe12b-ec2b-490d-bce5-d3194d084357","C188866","Code_107","2023-09-29"
"238","http://www.cdisc.org","Active Comparator Arm","449c2544-c2a6-4c16-9ca7-533cdc13f786","C174267","Code_108","2023-09-29"
"239","http://www.cdisc.org","Data Generated Within Study","c0262c42-ae12-4de9-bd6f-fb4d0ce013cc","C188866","Code_109","2023-09-29"
"240","http://www.cdisc.org","Active Comparator Arm","bbf1e11e-65c2-42ed-8a87-8bb834c77b35","C174267","Code_110","2023-09-29"
"241","http://www.cdisc.org","Data Generated Within Study","60003565-4f07-4eff-b953-3205209649fc","C188866","Code_111","2023-09-29"
"242","http://www.cdisc.org","Double Blind Study","1ee0041d-cb79-4447-a54e-cf4352afaaf5","C15228","Code_119","2023-09-29"
"243","http://www.cdisc.org","Trial Screening","a70100ab-9fc8-4e93-8caa-309a5fc1c872","C48262","Code_112","2023-09-29"
"244","http://www.cdisc.org","Treatment Epoch","b04259e0-a4a9-49e2-9e05-ea79d47828a9","C101526","Code_113","2023-09-29"
"245","http://www.cdisc.org","Treatment Epoch","c860fb4a-db7f-446a-9b12-2fb554f28c86","C101526","Code_114","2023-09-29"
"246","http://www.cdisc.org","Treatment Epoch","7f8a3321-a2df-4f79-ace8-c126ce16fae9","C101526","Code_115","2023-09-29"
"247","http://www.cdisc.org","Clinical Study Follow-up","ddafdd7e-a912-4447-899e-2a117b0d42d3","C99158","Code_116","2023-09-29"
"248","ICD-10-CM","Alzheimer's disease; unspecified","8e51d96f-2559-4887-b988-9ec7aa56d92b","G30.9","Code_296","1"
"249","SNOMED","Alzheimer's disease","3db025e7-0c7f-4bc7-a2bd-d6aa2bd5e223","26929004","Code_297","January 31, 2018"
"250","http://www.cdisc.org","Trial Primary Objective","cb965849-66a8-42b1-a349-d8e883d61667","C85826","Code_300","2023-09-29"
"251","http://www.cdisc.org","Primary Endpoint","89b7513a-f521-4490-b3c7-5a5ef5b9594f","C94496","Code_299","2023-09-29"
"252","http://www.cdisc.org","Primary Endpoint","de23a77b-8672-4954-9e66-ebd3d9b9de16","C94496","Code_301","2023-09-29"
"253","http://www.cdisc.org","Trial Primary Objective","6f9204e8-17b2-4993-ada1-b8741b2fa217","C85826","Code_303","2023-09-29"
"254","http://www.cdisc.org","Primary Endpoint","7edb9c57-f34d-4272-ac41-238726cd821c","C94496","Code_302","2023-09-29"
"255","http://www.cdisc.org","Primary Endpoint","2f8addfd-b159-4f07-811a-95c9b868bbdf","C94496","Code_304","2023-09-29"
"256","http://www.cdisc.org","Primary Endpoint","fd17aff8-26c4-4c65-a763-04e6edb951d8","C94496","Code_305","2023-09-29"
"257","http://www.cdisc.org","Trial Secondary Objective","b98a60c4-17a9-43b0-9947-dd974f889749","C85827","Code_307","2023-09-29"
"258","http://www.cdisc.org","Secondary Endpoint","5e95d59b-8a36-4238-8580-91ea28553908","C139173","Code_306","2023-09-29"
"259","http://www.cdisc.org","Secondary Endpoint","a854ad52-8158-4108-a0d9-5c7862ad3963","C139173","Code_308","2023-09-29"
"260","http://www.cdisc.org","Secondary Endpoint","c329515d-7f7a-48ce-ba45-0cd9f9fb8f81","C139173","Code_309","2023-09-29"
"261","http://www.cdisc.org","Both","a3540fe8-da3e-45ce-a31d-b3454722af48","C49636","Code_298","2023-09-29"
"262","http://www.cdisc.org","Before","8ec269a5-a18b-4e19-83e7-f8dd07d1c8ad","C201264","Code_10","2023-09-29"
"263","http://www.cdisc.org","Start to Start","438f9278-ab7c-4275-a194-6e984dc5198d","C201265","Code_11","2023-09-29"
"264","http://www.cdisc.org","Before","c945545c-0cea-4dc0-ab64-f09f2f92045e","C201264","Code_12","2023-09-29"
"265","http://www.cdisc.org","Start to Start","874071d1-13cf-45ed-9ae7-75b692fe92c5","C201265","Code_13","2023-09-29"
"266","http://www.cdisc.org","Fixed Reference","1c25c16e-c047-4d6e-acd5-d42122fb938e","C201264","Code_14","2023-09-29"
"267","http://www.cdisc.org","Start to Start","4bce58b0-8dcf-49b5-9e0e-8a17c5a141cf","C201265","Code_15","2023-09-29"
"268","http://www.cdisc.org","After","780057fa-b5c4-476f-ae29-2c0ebf069cf5","C201264","Code_16","2023-09-29"
"269","http://www.cdisc.org","Start to Start","7b78c807-6513-433f-ad2f-75b7f8fb397c","C201265","Code_17","2023-09-29"
"270","http://www.cdisc.org","After","ed317049-578e-421e-b6e0-006a5351d181","C201264","Code_18","2023-09-29"
"271","http://www.cdisc.org","Start to Start","8bf34835-8878-4892-9a2d-7d4c4aae83ef","C201265","Code_19","2023-09-29"
"272","http://www.cdisc.org","After","f2a1ad24-1aed-4459-bffd-a0f7f81be95f","C201264","Code_20","2023-09-29"
"273","http://www.cdisc.org","Start to Start","11d02055-9c6c-47da-8f80-cedeed661e92","C201265","Code_21","2023-09-29"
"274","http://www.cdisc.org","After","5d84c894-ec1d-4977-b588-f247ce08d2cd","C201264","Code_22","2023-09-29"
"275","http://www.cdisc.org","Start to Start","1c160136-37c6-4209-b684-a811f38c5c59","C201265","Code_23","2023-09-29"
"276","http://www.cdisc.org","After","d98633ac-bd1f-49a8-98b9-887a33ef36b0","C201264","Code_24","2023-09-29"
"277","http://www.cdisc.org","Start to Start","057a4235-9252-40f2-9359-235677b8d3bb","C201265","Code_25","2023-09-29"
"278","http://www.cdisc.org","After","3c7b3aee-e140-4429-bafa-e2e7b389af41","C201264","Code_26","2023-09-29"
"279","http://www.cdisc.org","Start to Start","12d078d3-73fe-4929-b7ba-6eb062b48abd","C201265","Code_27","2023-09-29"
"280","http://www.cdisc.org","After","1833698f-1331-474b-941d-6fe9d6592c6a","C201264","Code_28","2023-09-29"
"281","http://www.cdisc.org","Start to Start","a5ff04ab-43a5-4869-bb67-37fe3df14be2","C201265","Code_29","2023-09-29"
"282","http://www.cdisc.org","After","f0f67c1f-7fc1-421e-9846-887b1c12ebe8","C201264","Code_30","2023-09-29"
"283","http://www.cdisc.org","Start to Start","3cdcb261-c548-4af5-87ad-f4f146b261d1","C201265","Code_31","2023-09-29"
"284","http://www.cdisc.org","After","8959b598-1879-4251-88a4-50891e145277","C201264","Code_32","2023-09-29"
"285","http://www.cdisc.org","Start to Start","9aa27d04-77b6-43bc-90fa-25860eec47b1","C201265","Code_33","2023-09-29"
"286","http://www.cdisc.org","After","08f27645-fba6-4fdb-8fab-fb43c8bfadd2","C201264","Code_34","2023-09-29"
"287","http://www.cdisc.org","Start to Start","11881eac-a2d7-4c80-bbd7-93e22c8a83ab","C201265","Code_35","2023-09-29"
"288","http://www.cdisc.org","After","c134a3bd-5d17-4d48-95e9-6a08a720e40e","C201264","Code_36","2023-09-29"
"289","http://www.cdisc.org","Start to Start","8adbd6e3-0c68-4311-bf2f-04a1f1d2788f","C201265","Code_37","2023-09-29"
"290","http://www.cdisc.org","After","1a62f614-c3f0-43f1-897e-0e6575636658","C201264","Code_38","2023-09-29"
"291","http://www.cdisc.org","Start to Start","fc0a10f5-0218-4789-bd5e-c29fed54698c","C201265","Code_39","2023-09-29"
"292","http://www.cdisc.org","After","0c2860b9-58bd-428d-b605-25f8e44695f4","C201264","Code_40","2023-09-29"
"293","http://www.cdisc.org","Start to Start","ce9083db-0bb5-4778-adbc-381485d8df13","C201265","Code_41","2023-09-29"
"294","http://www.cdisc.org","Fixed Reference","d017cc01-4b3f-4ba1-98ef-ab116cfa2602","C201264","Code_42","2023-09-29"
"295","http://www.cdisc.org","Start to Start","0c493788-8e93-4725-b9c3-09f65c266c20","C201265","Code_43","2023-09-29"
"296","http://www.cdisc.org","Fixed Reference","7dae1d88-27c9-4957-a154-92b62f3cf9d2","C201264","Code_44","2023-09-29"
"297","http://www.cdisc.org","Start to Start","52b43a27-cadc-4dfb-86de-450eb77fc129","C201265","Code_45","2023-09-29"
"298","http://www.cdisc.org","Fixed Reference","49cb60d7-ff26-4e35-9bc3-346fb28300ed","C201264","Code_46","2023-09-29"
"299","http://www.cdisc.org","Start to Start","957d3096-4472-4e4d-840a-e3bcc8977267","C201265","Code_47","2023-09-29"
"300","http://www.cdisc.org","After","1164b06b-ec0c-472c-bbb8-84c8a216a059","C201264","Code_48","2023-09-29"
"301","http://www.cdisc.org","Start to Start","04c3ec2c-a7ba-4513-ae4b-2934924b6c68","C201265","Code_49","2023-09-29"
"302","http://www.cdisc.org","After","bde37e7f-a175-42ab-a088-a63eef3987c1","C201264","Code_50","2023-09-29"
"303","http://www.cdisc.org","End to Start","8fa48deb-0ff6-4edd-acdc-600384b7d02a","C201265","Code_51","2023-09-29"
"304","http://www.cdisc.org","After","907087dd-1be0-4b3a-8d0a-d2cb8e8606eb","C201264","Code_52","2023-09-29"
"305","http://www.cdisc.org","End to Start","dad4daf4-4ad5-478d-af35-ac3f777de26d","C201265","Code_53","2023-09-29"
"306","http://www.cdisc.org","Inclusion Criteria","c6e04912-1854-4755-b67e-1af453980d4e","C25532","Code_310","2023-09-29"
"307","http://www.cdisc.org","Inclusion Criteria","fbccf33e-e99d-46ec-9936-90a5d450e447","C25532","Code_311","2023-09-29"
"308","http://www.cdisc.org","Inclusion Criteria","92daebb7-54bb-4aca-bcc3-3d2f6ebd99ef","C25532","Code_312","2023-09-29"
"309","http://www.cdisc.org","Exclusion Criteria","c6a690f5-8838-40d4-987d-0ea6b230e0f9","C25370","Code_313","2023-09-29"
"310","http://www.cdisc.org","Final","2716a0c3-8940-41df-b17b-92778039bf56","C25508","Code_4","2023-09-29"
"311","http://www.cdisc.org","Protocol Effective Date","c1bd9f8e-2b0b-4854-a8b5-9772ab5115e7","C99903x1","Code_7","2023-09-29"
"312","http://www.cdisc.org","Region","b9bf05f7-d15d-47c9-9948-7b75a0ca028a","C41129","Code_9","2023-09-29"
"313","ISO 3166 1 alpha3","Europe","f3b82884-07dd-46a8-a813-caeca290fac6","150","Code_8","2020-08"
