"code","codeSystemVersion","uuid:ID","codeSystem","id","decode"
"C83088","","95bb736c-b1b6-4996-8873-012ceb7dca1d","NCI Thesaurus","Code_239","Vital Signs Location"
"C123975","","d6c6b8ef-6288-4e2a-950d-fce65a64a42f","NCI Thesaurus","Code_240","Vital Signs Laterality"
"C82535","","504b8a9e-3e47-4e5c-82b9-0810cbb70de4","NCI Thesaurus","Code_241","Test Method"
"C83114","","14c91f36-efb4-460d-8b83-0fede9596b50","NCI Thesaurus","Code_242","Vital Signs Position"
"C25299","","808495a1-54f4-4b07-af3d-ebff27597f26","NCI Thesaurus","Code_235","Diastolic Blood Pressure"
"C174268","2023-09-29","df07c1ca-c067-4aa8-b498-ff953fb2fea0","http://www.cdisc.org","Code_106","Placebo Comparator Arm"
"C188866","2023-09-29","9f01cf66-d861-4876-8202-90266a26887b","http://www.cdisc.org","Code_107","Data Generated Within Study"
"C174267","2023-09-29","04b88b6e-4691-4873-bc0f-d5813a52f704","http://www.cdisc.org","Code_108","Active Comparator Arm"
"C188866","2023-09-29","3a18d9a0-0e22-4694-9768-68229b8e7a76","http://www.cdisc.org","Code_109","Data Generated Within Study"
"C174267","2023-09-29","64068832-f5d8-4d0a-af4d-a86fd5c4018f","http://www.cdisc.org","Code_110","Active Comparator Arm"
"C188866","2023-09-29","18b70d34-96f6-40d2-8a41-3bae959a070c","http://www.cdisc.org","Code_111","Data Generated Within Study"
"C15228","2023-09-29","7e75a717-99b2-46c8-a9f0-acbff97db5eb","http://www.cdisc.org","Code_119","Double Blind Study"
"C48262","2023-09-29","7d8eb761-6a14-495a-a0b0-bb4a562d0963","http://www.cdisc.org","Code_112","Trial Screening"
"C101526","2023-09-29","80071dc4-1247-4722-bdc4-0eaa6eb3c83b","http://www.cdisc.org","Code_113","Treatment Epoch"
"C101526","2023-09-29","be42e3a4-3876-4c42-91c9-85653c061c86","http://www.cdisc.org","Code_114","Treatment Epoch"
"C101526","2023-09-29","c36c6374-a017-4bea-95ba-18e91663c558","http://www.cdisc.org","Code_115","Treatment Epoch"
"C99158","2023-09-29","ea2e3452-7d9d-419d-8e77-75e5bf674960","http://www.cdisc.org","Code_116","Clinical Study Follow-up"
"G30.9","1","396291c5-9a15-4a7c-b78c-9cfc84eb23b5","ICD-10-CM","Code_296","Alzheimer's disease; unspecified"
"26929004","January 31, 2018","cdfc22d4-78c2-4822-b8d4-6de5b86e0112","SNOMED","Code_297","Alzheimer's disease"
"C85826","2023-09-29","6a171c1d-df41-4594-9864-e99bf3dd06ef","http://www.cdisc.org","Code_300","Trial Primary Objective"
"C94496","2023-09-29","f4b52efa-7027-4469-ba7f-3f7a7059f3c0","http://www.cdisc.org","Code_299","Primary Endpoint"
"C94496","2023-09-29","8e5e4dc7-8146-4a28-821a-cc96a95c4de1","http://www.cdisc.org","Code_301","Primary Endpoint"
"C85826","2023-09-29","40430e84-3353-4755-925e-a93ae92ad125","http://www.cdisc.org","Code_303","Trial Primary Objective"
"C94496","2023-09-29","8bb2783c-e078-45a3-ae2d-3e9f1226a3ed","http://www.cdisc.org","Code_302","Primary Endpoint"
"C94496","2023-09-29","71a944f0-9675-4845-b572-e95ff8dcf53d","http://www.cdisc.org","Code_304","Primary Endpoint"
"C94496","2023-09-29","b3954c9a-07fd-4a6e-a3d7-7aae69ea5a68","http://www.cdisc.org","Code_305","Primary Endpoint"
"C85827","2023-09-29","f2cb94fa-5dd1-4759-80cf-6035e15cdfc2","http://www.cdisc.org","Code_307","Trial Secondary Objective"
"C139173","2023-09-29","685046cc-d1a0-4e31-b1ae-ee2f11f2860e","http://www.cdisc.org","Code_306","Secondary Endpoint"
"C139173","2023-09-29","2d77b001-4c1b-47b0-a15e-d6064db450e9","http://www.cdisc.org","Code_308","Secondary Endpoint"
"C139173","2023-09-29","2a404753-ff2f-45f3-a1b9-c6b30549561f","http://www.cdisc.org","Code_309","Secondary Endpoint"
"C49636","2023-09-29","3d58b3bd-57c6-4533-8c54-5970c32f366f","http://www.cdisc.org","Code_298","Both"
"C201264","2023-09-29","dc83f428-8121-40a1-b112-2dbf801fd7ce","http://www.cdisc.org","Code_10","Before"
"C201265","2023-09-29","98d0c347-27d3-4879-8e41-da2a7176b46d","http://www.cdisc.org","Code_11","Start to Start"
"C201264","2023-09-29","dd7c79ab-b726-4988-b75a-7f847b87e144","http://www.cdisc.org","Code_12","Before"
"C201265","2023-09-29","50c11ce1-c106-4ea6-bd0f-bd434c9412fe","http://www.cdisc.org","Code_13","Start to Start"
"C201264","2023-09-29","0e6cbf2e-7834-4d6f-b6b4-44a3b92693cd","http://www.cdisc.org","Code_14","Fixed Reference"
"C201265","2023-09-29","97da873b-3302-48ee-853a-c2351a3821f7","http://www.cdisc.org","Code_15","Start to Start"
"C201264","2023-09-29","f069ff53-c3ad-4418-af55-715bd8a41bab","http://www.cdisc.org","Code_16","After"
"C201265","2023-09-29","433100b5-682c-42c4-9d78-cf1daff4509f","http://www.cdisc.org","Code_17","Start to Start"
"C201264","2023-09-29","3889bf4d-555b-47bb-bcce-54bef8b849bc","http://www.cdisc.org","Code_18","After"
"C201265","2023-09-29","557fbc61-3e1b-42a2-9d73-aa6ce52d4b8e","http://www.cdisc.org","Code_19","Start to Start"
"C201264","2023-09-29","07e02e96-f57e-4875-8b9a-75df21a2fbdb","http://www.cdisc.org","Code_20","After"
"C201265","2023-09-29","9e86e669-7492-4654-99bb-59c9d7202bfb","http://www.cdisc.org","Code_21","Start to Start"
"C201264","2023-09-29","ff6cdf8b-e089-4ecf-aaf9-6ac6e8a3ee4d","http://www.cdisc.org","Code_22","After"
"C201265","2023-09-29","86168b10-cea4-4256-9aba-85eaac8acb0b","http://www.cdisc.org","Code_23","Start to Start"
"C201264","2023-09-29","931e8023-fe42-4cba-8d19-096e4f73b1d8","http://www.cdisc.org","Code_24","After"
"C201265","2023-09-29","421d4297-5f0a-4073-a3d9-cb07aff6686c","http://www.cdisc.org","Code_25","Start to Start"
"C201264","2023-09-29","e039f398-5753-4f1b-a309-d87cedff4199","http://www.cdisc.org","Code_26","After"
"C201265","2023-09-29","b17632a4-5422-4e21-809a-f6903fab0fb1","http://www.cdisc.org","Code_27","Start to Start"
"C201264","2023-09-29","4b2cd51c-ab26-40ff-aba2-3e913f8ceade","http://www.cdisc.org","Code_28","After"
"C201265","2023-09-29","aeeb59ac-db8b-45ec-8420-009428800933","http://www.cdisc.org","Code_29","Start to Start"
"C201264","2023-09-29","18a150bd-2a52-4bf7-b951-f8d39189288d","http://www.cdisc.org","Code_30","After"
"C201265","2023-09-29","656d9640-922b-495c-a14e-591781a7ee4c","http://www.cdisc.org","Code_31","Start to Start"
"C201264","2023-09-29","b305df76-e740-41ca-9717-32936bd8b592","http://www.cdisc.org","Code_32","After"
"C201265","2023-09-29","0a8cfb8c-6c7f-4398-9af0-ef320df6e5cc","http://www.cdisc.org","Code_33","Start to Start"
"C201264","2023-09-29","9715d8bb-40e6-46da-a3b5-4259322495a7","http://www.cdisc.org","Code_34","After"
"C201265","2023-09-29","d16e2530-7aee-4d83-80ea-b5e61125b14f","http://www.cdisc.org","Code_35","Start to Start"
"C201264","2023-09-29","65bf7468-c00b-4a5e-a434-10e4e007f543","http://www.cdisc.org","Code_36","After"
"C201265","2023-09-29","2263964c-6791-49eb-bdfc-6d397ea72239","http://www.cdisc.org","Code_37","Start to Start"
"C201264","2023-09-29","1d36b276-eab7-4cc2-925f-1c4b453029b9","http://www.cdisc.org","Code_38","After"
"C201265","2023-09-29","ae8721fb-8a94-4df1-b3d5-e1b2297a6322","http://www.cdisc.org","Code_39","Start to Start"
"C201264","2023-09-29","ea79d491-eb0a-4c1a-999c-f09a3f5627d1","http://www.cdisc.org","Code_40","After"
"C201265","2023-09-29","3dffb207-8d05-44b6-b3b0-4a6f98159ee8","http://www.cdisc.org","Code_41","Start to Start"
"C201264","2023-09-29","28eeff1c-b391-477f-9fa2-13272bc1f838","http://www.cdisc.org","Code_42","Fixed Reference"
"C201265","2023-09-29","1ba305d6-29c0-48e8-87db-4aa5f505080d","http://www.cdisc.org","Code_43","Start to Start"
"C201264","2023-09-29","77f2becf-d11b-4fdc-96e8-87b13836b430","http://www.cdisc.org","Code_44","Fixed Reference"
"C201265","2023-09-29","f673d69e-5e85-4b27-be5b-ae96c0e49c5a","http://www.cdisc.org","Code_45","Start to Start"
"C201264","2023-09-29","73d18290-87d1-4159-b44c-75eb977a24b7","http://www.cdisc.org","Code_46","Fixed Reference"
"C201265","2023-09-29","cea3fb2f-1366-46cb-9e49-e44b04da5916","http://www.cdisc.org","Code_47","Start to Start"
"C201264","2023-09-29","6fb91882-1912-4e52-997e-437facfe7980","http://www.cdisc.org","Code_48","After"
"C201265","2023-09-29","88b73e18-44a1-45a7-9ad1-f87a71169f15","http://www.cdisc.org","Code_49","Start to Start"
"C201264","2023-09-29","b05cf903-1788-4c81-ae51-ae884c23f6e5","http://www.cdisc.org","Code_50","After"
"C201265","2023-09-29","63731881-13bb-4a25-bd99-64593f0ab1f7","http://www.cdisc.org","Code_51","End to Start"
"C201264","2023-09-29","17395a11-946f-474e-ba3c-93a4e193b387","http://www.cdisc.org","Code_52","After"
"C201265","2023-09-29","56ff1f48-cd0b-4674-8513-88bdce4739d2","http://www.cdisc.org","Code_53","End to Start"
"C25532","2023-09-29","e07ebfe9-05e0-49e0-af9f-a21b59a50098","http://www.cdisc.org","Code_310","Inclusion Criteria"
"C25532","2023-09-29","b1fe1ce8-e86b-4c16-a7f3-613c7c07ad84","http://www.cdisc.org","Code_311","Inclusion Criteria"
"C25532","2023-09-29","d9c304b1-1c6e-4761-a8b7-aa2a4cd082d1","http://www.cdisc.org","Code_312","Inclusion Criteria"
"C25370","2023-09-29","9b549d1d-2917-4535-859d-1dc11f0c4cb3","http://www.cdisc.org","Code_313","Exclusion Criteria"
"C25508","2023-09-29","49c39aca-c5fe-4fef-9a05-d024568e5d35","http://www.cdisc.org","Code_4","Final"
"C99903x1","2023-09-29","e8dbee19-4433-4c5b-b281-e47539b66a76","http://www.cdisc.org","Code_7","Protocol Effective Date"
"C41129","2023-09-29","1fd3bdcc-1568-49c0-b909-ac5ff4626075","http://www.cdisc.org","Code_9","Region"
"150","2020-08","4f04bc1b-6b2f-4410-8ee3-6f3f2ebcd5d7","ISO 3166 1 alpha3","Code_8","Europe"
