"id","uuid:ID","codeSystem","decode","code","instanceType","codeSystemVersion"
"Code_174","03e560e6-fca5-481d-a7a2-04508d75e262","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_175","0f902a12-c727-4f33-ba81-e50f2935c8be","http://www.cdisc.org","Adverse Event associated with Hospitalization","C83052","Code","2023-12-15"
"Code_176","c8092d6a-140e-4024-86cb-94940133cbf8","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_177","38a1aa67-f59c-4c3a-8e4d-e848f104f3cb","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_178","24210905-cc54-403a-98a2-8a21e5eab2ee","http://www.cdisc.org","Life Threatening Adverse Event","C84266","Code","2023-12-15"
"Code_179","f2322062-3f9e-4562-bb09-8c69ca5e9190","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_180","a5003b74-2bbc-46e0-8589-77de7a74cf60","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_181","42f48779-8fe5-421d-992f-a58409ccafca","http://www.cdisc.org","Adverse Event Occurred with Overdose","C83214","Code","2023-12-15"
"Code_182","37b1f93c-3da6-495f-8c7a-6142662513f1","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_183","bbb7f926-6753-4860-aef0-364185df91ef","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_184","910c4a3e-3af4-49fc-816c-254b622f69ca","http://www.cdisc.org","Adverse Event Associated with Serious Medical Event","C83053","Code","2023-12-15"
"Code_185","c14352c7-21a8-4635-a6c9-8a8c3657cc9a","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_186","1aab0ee3-a0d5-415e-82d2-f3b26a650849","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_187","cdaab9d8-e0b3-4c84-a4c7-0c8d6dd1ad16","http://www.cdisc.org","Adverse Event Concomitant Treatment","C83199","Code","2023-12-15"
"Code_188","1a935a77-f8a1-49c9-9989-dd1283368deb","http://www.cdisc.org","Adverse Event Start Date Time","C83215","Code","2023-12-15"
"Code_189","82fee235-d4c4-44a5-ace9-2ca4f08f8c71","http://www.cdisc.org","Adverse Event End Date Time","C83201","Code","2023-12-15"
"Code_190","32db2978-626e-49bf-809a-cd286cc5f5cf","http://www.cdisc.org","Solicited Adverse Event","C179175","Code","2023-12-15"
"Code_191","bc5530e1-4edf-4af0-a41c-fda81a261bf1","http://www.cdisc.org","SYSBP","C25298","Code","2023-12-15"
"Code_192","31b6b63c-f8d5-4402-9c81-d91e3e965ada","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_193","8a5c3833-0714-414f-9d9f-93e01a982e7d","http://www.cdisc.org","Unit of Pressure","C49669","Code","2023-12-15"
"Code_194","e1292def-ac4b-4010-8bc4-4a78782ff65f","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_195","83e24c9c-c7f8-4b46-9f00-8407d206bfea","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_196","c1094715-7c79-4357-8f74-40029b7d232d","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
"Code_197","1ba58731-9d87-4ae6-9fa3-47073fe2c584","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_198","b432aeb0-8a20-4f8c-88b9-3a45f6932f39","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_199","243d7ae9-143c-4d51-a353-e1c2f5ff3274","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_200","9587d9e8-548e-4175-8351-48174250793e","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_201","e1d8ccba-768c-4048-8ebc-93c006a336e5","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_202","d00dbd82-88fa-4f73-afa0-ac1538e6ec50","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_203","b60c4bb8-16fd-4b78-a508-02c2f49bd87f","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_204","aa098833-62e4-4c6c-b35a-021f02084953","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_205","03dcc119-0a71-4345-9e5e-2afdbd705d6c","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_206","304b6133-16d2-4ffc-8a54-b4fdad808b3c","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_207","a5eda3eb-4580-4873-bf12-8dd83df752d0","http://www.cdisc.org","SYSBP","C25298","Code","2023-12-15"
"Code_208","398655b4-1705-468a-a7e6-b24b772ee882","http://www.cdisc.org","DIABP","C25299","Code","2023-12-15"
"Code_209","538f858a-1467-4dc5-bd6b-5d8e29650b41","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_210","87cab4c5-d675-4705-9d14-929f8f917624","http://www.cdisc.org","Unit of Pressure","C49669","Code","2023-12-15"
"Code_211","f57fd291-adca-41ec-aa33-1eb2656fa635","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_212","c149e02c-9ab4-44af-a7f5-c61aaed56c51","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_213","f305a481-3fb4-4e99-938c-f2f621786f56","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
"Code_214","ef42c0ef-6316-4e8f-a554-92938148f807","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_215","cbe965b8-1d0b-4cd2-a693-8777fb8fa38f","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_216","46404dc3-b494-4bd3-ae8f-c3f653520839","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_217","1ef84137-5c74-4af7-9f99-e9ea4afc95eb","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_218","8b324597-702b-4c88-a150-ac8fda8a32e7","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_219","e296aae6-8e79-4b2b-a088-dee4eb4f2c3c","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_220","6296e802-98ba-4b2b-b61c-fa3aa05c5a8a","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_221","76de8855-fb85-402b-ad76-0c2752d22072","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_222","e2e56e76-b36b-47ad-97bb-ea20692d75a7","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_223","38b77cc9-3ccc-4f16-9585-f465e2f310ee","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_224","6fcd141c-6046-4f7e-be92-c9cacdf15e7a","http://www.cdisc.org","DIABP","C25299","Code","2023-12-15"
"Code_225","010438f0-8b88-46e3-97c8-0b8754b96ba8","http://www.cdisc.org","TEMP","C174446","Code","2023-12-15"
"Code_226","ac7407f3-b890-4a25-b4d2-a9d4e55e0a3d","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_227","54a050e5-7ed8-412d-90c2-490e1b1eeb43","http://www.cdisc.org","Degree Celsius","C42559","Code","2023-12-15"
"Code_228","4c170bfe-6b42-45b3-afcc-2d36cb00ba38","http://www.cdisc.org","Degree Fahrenheit","C44277","Code","2023-12-15"
"Code_229","6ea8cef0-f204-4d10-8373-d27e509ee474","http://www.cdisc.org","Kelvin","C42537","Code","2023-12-15"
"Code_230","44589d09-31d6-48ae-b494-cd52bf8d42af","http://www.cdisc.org","Unit of Temperature","C44276","Code","2023-12-15"
"Code_231","4e860d7d-4248-467b-bd13-4e178e7b0f44","http://www.cdisc.org","Axilla","C12674","Code","2023-12-15"
"Code_232","3f6d37f7-7039-46ae-b967-bff459da098a","http://www.cdisc.org","Ear","C12394","Code","2023-12-15"
"Code_233","eef4c3fd-e5e2-4453-a964-2d9bc55f3ed9","http://www.cdisc.org","Forehead","C89803","Code","2023-12-15"
"Code_234","73ad78ec-d33c-4a1d-914d-ff2e23256a12","http://www.cdisc.org","Oral Cavity","C12421","Code","2023-12-15"
"Code_235","7de31dcb-19a2-47a0-bfb3-8c73a4e313b8","http://www.cdisc.org","Rectum","C12390","Code","2023-12-15"
"Code_236","7b7ee380-ab24-40fa-93fa-2dc817d57b02","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_237","91dda9e8-da85-4ecf-9fa2-1c58134f5e4e","http://www.cdisc.org","TEMP","C174446","Code","2023-12-15"
"Code_238","58873460-7655-4b13-9e9b-7c205b628d29","http://www.cdisc.org","WEIGHT","C25208","Code","2023-12-15"
"Code_239","3848ee1e-1713-446b-affb-291c514725f5","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_240","9a4b2550-0c96-41df-a8f9-0d762984c05d","http://www.cdisc.org","Pound","C48531","Code","2023-12-15"
"Code_241","a5d16e8d-90d8-49d7-8f94-d4e326426cbd","http://www.cdisc.org","Gram","C48155","Code","2023-12-15"
"Code_242","bd9b7be0-34e8-43ce-9183-b7670e8fd425","http://www.cdisc.org","Kilogram","C28252","Code","2023-12-15"
"Code_243","045350ce-6762-42e1-8d59-dd05398cd821","http://www.cdisc.org","Unit of Weight","C48208","Code","2023-12-15"
"Code_244","17f2958d-c5f9-4a45-b6e0-9e6c66543359","http://www.cdisc.org","WEIGHT","C25208","Code","2023-12-15"
"Code_245","51e81e76-b972-4c2d-9c61-c4e5b55e9780","http://www.cdisc.org","HEIGHT","C25347","Code","2023-12-15"
"Code_246","ec57d31b-c20b-4fc0-908d-2cf4b0c9c190","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_247","eb3226da-6ceb-41b5-82cd-02bc6eee77c7","http://www.cdisc.org","Centimeter","C49668","Code","2023-12-15"
"Code_248","02463ac7-5542-4f5e-ae7d-b873debb2a47","http://www.cdisc.org","Inch","C48500","Code","2023-12-15"
"Code_249","f7821d90-3d65-4d6a-856a-f92436c588bd","http://www.cdisc.org","Meter","C41139","Code","2023-12-15"
"Code_250","f6584584-8974-43b2-9f54-09ed6e4d9406","http://www.cdisc.org","Unit of Height","C168688","Code","2023-12-15"
"Code_251","2f027a00-5498-48f7-9906-60d30a889849","http://www.cdisc.org","HEIGHT","C25347","Code","2023-12-15"
"Code_252","ae24204d-d199-4857-ae29-4600a02b4aa9","http://www.cdisc.org","ALT","C64433","Code","2023-12-15"
"Code_253","5a3ec6e4-7b2a-470f-b0fe-628b1d294242","http://www.cdisc.org","Laboratory Test Result","C36292","Code","2023-12-15"
"Code_254","3b24616a-9403-489f-99c6-39a56cbf9ed3","http://www.cdisc.org","Unit per Liter","C67456","Code","2023-12-15"
"Code_255","18767251-7d32-4a73-9beb-20a014aeb647","http://www.cdisc.org","Microkatal per Liter","C67397","Code","2023-12-15"
"Code_256","6fe753f9-1a59-47a9-99b3-7f6f737909cb","http://www.cdisc.org","International Unit per Liter","C67376","Code","2023-12-15"
"Code_257","5e863e80-9e8a-47f8-aeb0-399b253c417d","http://www.cdisc.org","Nanokatal per Liter","C70510","Code","2023-12-15"
"Code_258","078656ff-1d06-4528-8a09-219aec008c9f","http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code","2023-12-15"
"Code_259","1bcbac03-6eee-471f-bca1-395e0b8fd68f","http://www.cdisc.org","Biospecimen Type","C70713","Code","2023-12-15"
"Code_260","2da1fdec-6bb7-473f-b876-a32b6da38df1","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_261","717a1081-f617-48c9-a510-26903839874b","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_262","a39ec09b-58a2-443f-975e-8c503f5a90cd","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","2023-12-15"
"Code_263","c42f7515-faa6-41a2-997c-64c5b4761e05","http://www.cdisc.org","ALT","C64433","Code","2023-12-15"
"Code_264","2aa795c1-48cb-4403-b4c3-dac21a844c2b","http://www.cdisc.org","ALB","C64431","Code","2023-12-15"
"Code_265","599d1ecd-9687-4dd3-84c9-e3f2a2471e88","http://www.cdisc.org","Laboratory Test Result","C36292","Code","2023-12-15"
"Code_266","87b463a4-f4c4-42b0-b8e9-e01cf6395571","http://www.cdisc.org","Biospecimen Type","C70713","Code","2023-12-15"
"Code_267","22672d68-068f-421d-812c-cca5a389cc00","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_268","e6fa86ce-dd9f-4f35-a7c1-2f736eff760e","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_269","a0b97b41-0e3f-41f2-90ef-377eb981a574","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","2023-12-15"
"Code_270","b70d77fa-bf2f-4465-bebb-d94755f2770f","http://www.cdisc.org","ALB","C64431","Code","2023-12-15"
"Code_271","29b1200f-9055-47bc-bd66-bc7ebbcc8d2d","http://www.cdisc.org","ALP","C64432","Code","2023-12-15"
"Code_272","78a2e526-33ca-4f79-8808-dbe6c246616f","http://www.cdisc.org","Laboratory Test Result","C36292","Code","2023-12-15"
"Code_273","bd12c684-95ba-49e2-b34b-56573948ca64","http://www.cdisc.org","Unit per Liter","C67456","Code","2023-12-15"
"Code_274","cd8d604e-147c-4c90-a5c6-b1679e09dbba","http://www.cdisc.org","Microkatal per Liter","C67397","Code","2023-12-15"
"Code_275","47c7148a-9da5-4f21-b1e8-14ccbf305d31","http://www.cdisc.org","International Unit per Liter","C67376","Code","2023-12-15"
"Code_276","2295c04a-7936-4109-a83e-7c7070441ebf","http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code","2023-12-15"
"Code_277","3c640b29-4fd2-4beb-9b53-736392d10eed","http://www.cdisc.org","Biospecimen Type","C70713","Code","2023-12-15"
"Code_278","4d662c21-872d-4475-a2cf-495332dbe658","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_279","83101e0e-9c7b-4a16-adae-dce0edf90afc","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_280","40257687-4472-408e-a6ce-5cd40cb34fa1","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","2023-12-15"
"Code_281","5b3718c7-7188-4437-845b-19d7cf77ac5c","http://www.cdisc.org","ALP","C64432","Code","2023-12-15"
"Code_282","9439ea8a-fad7-4834-8183-bff71c99b021","http://www.cdisc.org","AST","C64467","Code","2023-12-15"
"Code_283","37be91b2-9102-4d58-990a-d4c30be7b100","http://www.cdisc.org","Laboratory Test Result","C36292","Code","2023-12-15"
"Code_284","86c1787d-e0d3-4fee-b826-0923c7423367","http://www.cdisc.org","Unit per Liter","C67456","Code","2023-12-15"
"Code_285","26e7cd12-70d5-4433-ac63-e19e37a3b8f3","http://www.cdisc.org","Microkatal per Liter","C67397","Code","2023-12-15"
"Code_286","7178b978-4324-4ed5-b891-11b13be000f8","http://www.cdisc.org","International Unit per Liter","C67376","Code","2023-12-15"
"Code_287","7801753b-cffb-4f15-8e77-30d81d026ca6","http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code","2023-12-15"
"Code_288","15d59255-ae4a-4d77-acf8-db477463b598","http://www.cdisc.org","Biospecimen Type","C70713","Code","2023-12-15"
"Code_289","591df6bb-26fe-406b-bcb6-0cb88e867467","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_290","4a543186-656e-4501-b6fd-8f3f16934db5","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_291","ff205f57-a9d0-4396-aec9-5ea239edde08","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","2023-12-15"
"Code_292","40f19b7a-9bfd-4d36-9d8d-31660890c9a8","http://www.cdisc.org","AST","C64467","Code","2023-12-15"
"Code_293","55fc06ce-0992-4357-b9c9-feab4edfacd6","http://www.cdisc.org","CREAT","C64547","Code","2023-12-15"
"Code_294","0e7432b4-cb48-4e6b-8c7b-f9c28c7e2994","http://www.cdisc.org","Laboratory Test Result","C36292","Code","2023-12-15"
"Code_295","16c40d72-6347-4c6d-a100-a18414cc6a2c","http://www.cdisc.org","Milligram per Deciliter","C67015","Code","2023-12-15"
"Code_296","c44ab78b-8eb8-452a-9b0f-222423ef42b5","http://www.cdisc.org","Microgram per Milliliter","C64572","Code","2023-12-15"
"Code_297","67df65df-05cf-48cd-83c9-20b5505436be","http://www.cdisc.org","Millimole per Liter","C64387","Code","2023-12-15"
"Code_298","7fece74c-41b3-471e-835a-d19e9c1eb965","http://www.cdisc.org","Micromole per Liter","C48508","Code","2023-12-15"
"Code_299","d485aaf1-c826-4cc3-b77f-9f77544d9ff1","http://www.cdisc.org","Unit of Concentration","C48207","Code","2023-12-15"
"Code_300","c1af50f6-543d-40cd-9cc4-0e698840a794","http://www.cdisc.org","Biospecimen Type","C70713","Code","2023-12-15"
"Code_301","f0455370-f658-4478-9920-b2e90bb9faf0","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_302","34128b9d-0ea5-47f6-909c-59599beb0cc1","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_303","8a82b554-e340-4ed8-8236-a269a5330402","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","2023-12-15"
"Code_304","8cf48779-78d8-46b5-a4c2-73c5f1fde715","http://www.cdisc.org","CREAT","C64547","Code","2023-12-15"
"Code_305","4b20dc9d-21c8-499b-81ec-9248b46e6446","http://www.cdisc.org","K","C64853","Code","2023-12-15"
"Code_306","ffb841bf-8844-4329-a855-dc1902b778c9","http://www.cdisc.org","Laboratory Test Result","C36292","Code","2023-12-15"
"Code_307","f563d893-8171-499b-913c-1b578412bd40","http://www.cdisc.org","Milliequivalent per Liter","C67474","Code","2023-12-15"
"Code_308","2970e94a-2160-43ef-a4c7-2e5acf771323","http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code","2023-12-15"
"Code_309","d6f37783-dcec-4cce-aeaa-61a056cce98b","http://www.cdisc.org","Millimole per Liter","C64387","Code","2023-12-15"
"Code_310","59d2dde3-8a9b-4eac-a06c-57af6d30be43","http://www.cdisc.org","Molarity Unit","C64567","Code","2023-12-15"
"Code_311","91e846b0-e992-4ef5-9bb8-34e3c9cd6231","http://www.cdisc.org","Biospecimen Type","C70713","Code","2023-12-15"
"Code_312","7b2f131b-e705-47ae-9e23-61d349c71cf5","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_313","e5496b07-17bf-4ce8-8654-a30c3540c310","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_314","48fe4607-c4f1-4425-bad1-77f8606d8029","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","2023-12-15"
"Code_315","c00a4385-c310-48fb-a019-677bfc31b459","http://www.cdisc.org","K","C64853","Code","2023-12-15"
"Code_316","f6518a36-29f1-446b-9ef7-a1c250dbfd84","http://www.cdisc.org","SODIUM","C64809","Code","2023-12-15"
"Code_317","6e3718c3-1d5b-4f4a-851e-6f16d25f6bbf","http://www.cdisc.org","Laboratory Test Result","C36292","Code","2023-12-15"
"Code_318","ad9b0d10-332a-464b-809d-e6d37b84c1b1","http://www.cdisc.org","Milliequivalent per Liter","C67474","Code","2023-12-15"
"Code_319","4d2b279b-8389-455a-8613-f8fcfef4e98e","http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code","2023-12-15"
"Code_320","2de0445f-d4c7-427b-b7fb-665a1b8b5435","http://www.cdisc.org","Millimole per Liter","C64387","Code","2023-12-15"
"Code_321","5b4fe7b1-529f-46e8-8fa1-af20187bda6a","http://www.cdisc.org","Molarity Unit","C64567","Code","2023-12-15"
"Code_322","7b7ce7b6-8b8c-43e9-9971-f4c7fcea3414","http://www.cdisc.org","Biospecimen Type","C70713","Code","2023-12-15"
"Code_323","46588f2f-c557-4c97-b935-be9451255933","http://www.cdisc.org","No","C49487","Code","2023-12-15"
"Code_324","2f0e6807-813c-4f1d-96f5-4a9fbc64eb51","http://www.cdisc.org","Yes","C49488","Code","2023-12-15"
"Code_325","ae2212ec-07b0-44ee-a8cf-5e0a442da64c","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","2023-12-15"
"Code_326","6868aba1-22bb-48e4-82ff-6eab4a10065a","http://www.cdisc.org","SODIUM","C64809","Code","2023-12-15"
"Code_327","d5f8b688-08a2-4153-b29c-58dd7a18bedf","http://www.cdisc.org","SYSBP","C25298","Code","2023-12-15"
"Code_328","a808a009-8c71-4622-a6f7-1bc568422496","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_329","4da9af98-1fb1-4783-ba4f-a1db783562d1","http://www.cdisc.org","Unit of Pressure","C49669","Code","2023-12-15"
"Code_330","84f9d77f-6401-4b3c-910b-f89a1f3d3e12","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_331","adbcce0d-c09b-4a29-a460-c5a9b0de70cc","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_332","883383d2-a458-4a36-baac-38abeada882a","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
"Code_333","ba4c51d5-bf17-40b0-9437-325457983cb8","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_334","ac8169a9-9422-4bfc-901d-ceafdb535729","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_335","f71cfac4-f84e-4c29-ae22-d7b80575069b","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_336","2c11803b-be70-4524-a72e-dc7ab479bdb2","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_337","59d52157-9863-4fee-a462-c267b3c30255","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_338","d967cdd1-48a0-43e3-9db4-110738676ad0","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_339","db7f8e84-15c5-40e3-8102-46a564ad7091","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_340","4e7ddd74-0ad5-4bde-a49d-3e535819a13c","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_341","a5d7ce06-6357-4205-8869-2e90c7c0c5ea","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_342","d30387eb-12b0-4893-8d89-0c676a15be88","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_343","1b73f518-9bd5-47e2-8928-c81b10f0a59a","http://www.cdisc.org","SYSBP","C25298","Code","2023-12-15"
"Code_344","6a259e09-bedb-40d7-bf2f-c500c0496a88","http://www.cdisc.org","DIABP","C25299","Code","2023-12-15"
"Code_345","819ff2ca-e117-4a51-b0a3-105f2d73d063","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_346","b2395f2b-46f7-4046-86fb-8f95ce5892b2","http://www.cdisc.org","Unit of Pressure","C49669","Code","2023-12-15"
"Code_347","37b4059f-5b58-4872-98c0-9e4119bb79c3","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_348","337f3741-8c5d-4ee9-8cc8-2b252368d610","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_349","7315076d-78b8-4efb-a6f8-b6fccce3b037","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
"Code_350","5dea1ef9-f42c-4486-8321-0f1bc5392d7b","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_351","654a7829-e5cd-49f9-af2c-fa92c91eb290","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_352","29ddae8d-b681-43c2-bd28-399ac60ddc76","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_353","467a519d-83d3-4696-804c-b50d7a1be687","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_354","dac8d460-c781-4433-8acc-fec799989e3b","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_355","a3b7654f-6215-4eeb-bc42-e78281bc0ad3","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_356","6d922b1c-b832-49fa-af4f-e0f59e9aebe3","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_357","50d814ef-4c08-49c1-9bdc-562d03ee27d7","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_358","fa3a93d1-70ac-4b0b-a574-ec94724d71f5","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_359","b27bc529-7cda-4bfa-a926-f397cfa16f85","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_360","2b8c6eb7-1571-41fd-8888-f0ed46cdcc90","http://www.cdisc.org","DIABP","C25299","Code","2023-12-15"
"Code_361","442b7c8a-c52d-4b58-8037-1b78c2122cef","http://www.cdisc.org","HR","C49677","Code","2023-12-15"
"Code_362","f851a929-ee81-4e5c-878c-2d14d839197f","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_363","05c5e71e-e71a-4ccf-8b35-c0c3e55b10b5","http://www.cdisc.org","Count per Minute","C73688","Code","2023-12-15"
"Code_364","72592bf8-f51d-40a2-9de6-17e5bd1d1212","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_365","6f31eef1-27e6-41cd-8757-08dcc665fe07","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_366","8b8e0d22-0205-4579-be99-4b712ae65821","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
"Code_367","4d112557-42f2-4a35-9019-08df3eb45300","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_368","a84169c7-dc68-4202-bf4a-4b8b697a8690","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_369","49940b63-34a6-4670-8c0e-71e0c4e03ad5","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_370","446058da-4989-482d-a69f-8133aa6883da","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_371","a05323c5-3d89-47c4-b081-a3c9904523b3","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_372","4b0fb81a-2364-4892-8a56-e529cb91bb26","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_373","804cb602-4c7e-47f6-9f17-9772c2612ac1","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_374","468d0c5e-87ca-404e-9e20-fb4d57f25047","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_375","7f87c63a-f779-490e-b918-8733df158351","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_376","f8812bea-e32d-4f1b-a950-5580bf65fd15","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_377","d9efa26d-14bb-4cf3-b316-94e1aa5fb312","http://www.cdisc.org","HR","C49677","Code","2023-12-15"
"Code_378","9382468d-dbb8-4b90-8988-d052783ef8eb","http://www.cdisc.org","SYSBP","C25298","Code","2023-12-15"
"Code_379","ff7c5249-5fdd-4d34-945d-56dcb6d98e29","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_380","c73665c4-34db-4664-9fbf-e651c22cd269","http://www.cdisc.org","Unit of Pressure","C49669","Code","2023-12-15"
"Code_381","3a1978ba-38a9-4d39-aef2-f0c84b39f187","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_382","86d64c98-9b96-4275-995b-7a6032da2f4b","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_383","d81798d1-3e66-4b40-a7f6-8bc7cfb6637d","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
