"decode","codeSystem","id","code","instanceType","codeSystemVersion","uuid:ID"
"Disabling Adverse Event","http://www.cdisc.org","Code_169","C113380","Code","2023-12-15","62de71b0-21c2-4165-8caf-4b575ec494b2"
"No","http://www.cdisc.org","Code_170","C49487","Code","2023-12-15","99360164-7ac1-465f-b446-60457a66fe89"
"Yes","http://www.cdisc.org","Code_171","C49488","Code","2023-12-15","0d378c7b-38b8-4306-bab7-712eae81d5ca"
"Death Related to Adverse Event","http://www.cdisc.org","Code_172","C48275","Code","2023-12-15","7814c561-0a7c-4166-b36a-7577a2e7bcaa"
"No","http://www.cdisc.org","Code_173","C49487","Code","2023-12-15","69d326e5-7bfc-4751-ab00-632ea2d08ef6"
"Yes","http://www.cdisc.org","Code_174","C49488","Code","2023-12-15","c29dd80b-d7e5-46d2-871a-53fdcffd3393"
"Adverse Event associated with Hospitalization","http://www.cdisc.org","Code_175","C83052","Code","2023-12-15","2c8842be-fa27-4daf-8754-1cf36b8742a9"
"No","http://www.cdisc.org","Code_176","C49487","Code","2023-12-15","dfbcc929-54e5-4f14-9066-b92ddf08d8f5"
"Yes","http://www.cdisc.org","Code_177","C49488","Code","2023-12-15","5c89fa8a-f4f3-445d-997f-6edf442f1073"
"Life Threatening Adverse Event","http://www.cdisc.org","Code_178","C84266","Code","2023-12-15","6a5dfe9c-c333-42df-9e4f-433baecf85e4"
"No","http://www.cdisc.org","Code_179","C49487","Code","2023-12-15","35e9722d-ecec-485d-91b2-07acdac9f108"
"Yes","http://www.cdisc.org","Code_180","C49488","Code","2023-12-15","0766d37a-82f9-419d-8ba1-745ba0a557db"
"Adverse Event Occurred with Overdose","http://www.cdisc.org","Code_181","C83214","Code","2023-12-15","74cf24c8-67fb-49a7-8651-e37a3c7ee922"
"No","http://www.cdisc.org","Code_182","C49487","Code","2023-12-15","1efacffd-80ea-4d97-bec9-6a2f3d4dbc4f"
"Yes","http://www.cdisc.org","Code_183","C49488","Code","2023-12-15","ef610592-8dd6-44df-8fcb-bf62b2926d9f"
"Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","Code_184","C83053","Code","2023-12-15","3f63d8c7-02b0-4a03-a833-ec10d9a22f96"
"No","http://www.cdisc.org","Code_185","C49487","Code","2023-12-15","6b0206e4-a90e-44d7-8ddf-ab1b7e67ef3a"
"Yes","http://www.cdisc.org","Code_186","C49488","Code","2023-12-15","4028530c-21a3-4b3f-bb76-5ca79f33a487"
"Adverse Event Concomitant Treatment","http://www.cdisc.org","Code_187","C83199","Code","2023-12-15","2556b363-64f3-4ce1-a755-ca7ab591a4c2"
"Adverse Event Start Date Time","http://www.cdisc.org","Code_188","C83215","Code","2023-12-15","80709f13-2ad5-414e-89a0-bdf94dd4f3f8"
"Adverse Event End Date Time","http://www.cdisc.org","Code_189","C83201","Code","2023-12-15","bc905445-0868-46f9-997b-7520b186124f"
"Solicited Adverse Event","http://www.cdisc.org","Code_190","C179175","Code","2023-12-15","11afac16-cc06-403f-ab9d-f710b66a0bf7"
"SYSBP","http://www.cdisc.org","Code_191","C25298","Code","2023-12-15","cae9aede-0e95-49d6-ac4a-c95d8ed05fce"
"Clinical Test Result","http://www.cdisc.org","Code_192","C77140","Code","2023-12-15","43ecde6a-f9b8-46bd-a3da-f3c1db083fc4"
"Unit of Pressure","http://www.cdisc.org","Code_193","C49669","Code","2023-12-15","142eda1b-3e24-4b74-b085-a9dbc2595a53"
"Sitting","http://www.cdisc.org","Code_194","C62122","Code","2023-12-15","e09cc32a-e1e2-4a7a-b5f9-e02ae2696337"
"Standing","http://www.cdisc.org","Code_195","C62166","Code","2023-12-15","0a06f551-b570-4588-a1eb-7a6b42b7a21d"
"Supine Position","http://www.cdisc.org","Code_196","C62167","Code","2023-12-15","ad9186fc-113b-4084-8f5e-c9e00d665614"
"Body Position","http://www.cdisc.org","Code_197","C62164","Code","2023-12-15","7f8dd582-ba53-4dab-ba1b-31365435e8d5"
"Brachial Artery","http://www.cdisc.org","Code_198","C12681","Code","2023-12-15","151d604a-0031-4b07-9320-df0e6ca6b43d"
"Common Carotid Artery","http://www.cdisc.org","Code_199","C12687","Code","2023-12-15","68e4e8c1-0579-44b9-a12c-e10d393fe0a4"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_200","C32478","Code","2023-12-15","fe9e7739-8543-4713-9c6b-de1ab9f770de"
"Femoral Artery","http://www.cdisc.org","Code_201","C12715","Code","2023-12-15","aa22fc32-2902-4edc-a728-31932c9dde93"
"Radial Artery","http://www.cdisc.org","Code_202","C12838","Code","2023-12-15","371e0bd4-ff1d-4472-9998-7c4cdc552e8b"
"Anatomic Site","http://www.cdisc.org","Code_203","C13717","Code","2023-12-15","39315740-f860-4d13-8275-442403cef076"
"Left","http://www.cdisc.org","Code_204","C25229","Code","2023-12-15","b6b2f269-d1fa-419d-b6a8-68018eaaef7e"
"Right","http://www.cdisc.org","Code_205","C25228","Code","2023-12-15","9360fde3-cddb-405f-9dfa-ad42ffc71e36"
"Laterality","http://www.cdisc.org","Code_206","C25185","Code","2023-12-15","40e9d06a-f315-48ea-b8b3-36e2273853a3"
"SYSBP","http://www.cdisc.org","Code_207","C25298","Code","2023-12-15","3a5ee3d7-a669-4c04-9345-1fcf4f883cae"
"DIABP","http://www.cdisc.org","Code_208","C25299","Code","2023-12-15","57b44208-ffe5-4462-89ac-df6854240ede"
"Clinical Test Result","http://www.cdisc.org","Code_209","C77140","Code","2023-12-15","328cbce1-6138-4d56-98dc-98dd86f017ea"
"Unit of Pressure","http://www.cdisc.org","Code_210","C49669","Code","2023-12-15","cd215698-cb6e-445f-ae6b-6ea457d057fd"
"Sitting","http://www.cdisc.org","Code_211","C62122","Code","2023-12-15","fb0fa83a-2b24-4b11-b345-6c4e2e1bfa50"
"Standing","http://www.cdisc.org","Code_212","C62166","Code","2023-12-15","ea298420-1e7c-4988-a45e-db22a9ac85e0"
"Supine Position","http://www.cdisc.org","Code_213","C62167","Code","2023-12-15","538110a0-6882-4f7e-850f-25eb55d691b7"
"Body Position","http://www.cdisc.org","Code_214","C62164","Code","2023-12-15","fb6d8489-056e-4a7c-a03c-db3a39a3db85"
"Brachial Artery","http://www.cdisc.org","Code_215","C12681","Code","2023-12-15","6977dc71-07ad-4dff-b73e-1e3e64ea9e50"
"Common Carotid Artery","http://www.cdisc.org","Code_216","C12687","Code","2023-12-15","f10f4391-6ae1-402d-8527-7fdd04b98c7e"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_217","C32478","Code","2023-12-15","430a03d1-e84e-4499-a265-2a3595247495"
"Femoral Artery","http://www.cdisc.org","Code_218","C12715","Code","2023-12-15","c528a309-e6ed-4857-a639-9449ab68a20f"
"Radial Artery","http://www.cdisc.org","Code_219","C12838","Code","2023-12-15","f071c8ca-b489-47b5-bcae-e36d96bb0e0f"
"Anatomic Site","http://www.cdisc.org","Code_220","C13717","Code","2023-12-15","2fe84391-b3b8-4be4-9aa2-8d09a040c1f5"
"Left","http://www.cdisc.org","Code_221","C25229","Code","2023-12-15","bde37827-a03d-49ec-a2dd-ce92d15e2107"
"Right","http://www.cdisc.org","Code_222","C25228","Code","2023-12-15","ec2bf5f9-217e-4e2d-b1fe-4de9081561d2"
"Laterality","http://www.cdisc.org","Code_223","C25185","Code","2023-12-15","f395bbea-f39b-4fcf-bcda-4257048aae00"
"DIABP","http://www.cdisc.org","Code_224","C25299","Code","2023-12-15","4178feb3-e456-4465-8be7-98bb4bb52c1e"
"TEMP","http://www.cdisc.org","Code_225","C174446","Code","2023-12-15","00f28b72-f70d-4f43-abfe-24542e9f1954"
"Clinical Test Result","http://www.cdisc.org","Code_226","C77140","Code","2023-12-15","26570829-09c3-4f46-b209-a4349be3642a"
"Degree Celsius","http://www.cdisc.org","Code_227","C42559","Code","2023-12-15","fc034116-de58-47b0-9c2f-f4f8bb06fae5"
"Degree Fahrenheit","http://www.cdisc.org","Code_228","C44277","Code","2023-12-15","e644ad4a-a21f-46b1-952c-b4715531192c"
"Kelvin","http://www.cdisc.org","Code_229","C42537","Code","2023-12-15","3cb0f447-16f3-4ce8-896e-c9151157e4b7"
"Unit of Temperature","http://www.cdisc.org","Code_230","C44276","Code","2023-12-15","39bf7657-1697-466b-9cdb-38fac6a27216"
"Axilla","http://www.cdisc.org","Code_231","C12674","Code","2023-12-15","b467eb2c-9943-4368-9ddc-fabcec9b60ef"
"Ear","http://www.cdisc.org","Code_232","C12394","Code","2023-12-15","dce97d2d-75f1-4adf-afbb-b42e53544536"
"Forehead","http://www.cdisc.org","Code_233","C89803","Code","2023-12-15","6d15591a-174c-4d34-915e-a4468448d517"
"Oral Cavity","http://www.cdisc.org","Code_234","C12421","Code","2023-12-15","79184840-b11d-4799-a458-b796290010d9"
"Rectum","http://www.cdisc.org","Code_235","C12390","Code","2023-12-15","f758b9ff-450b-49a9-9184-569d7dd44e03"
"Anatomic Site","http://www.cdisc.org","Code_236","C13717","Code","2023-12-15","990693a3-807b-4993-b998-bbb060792820"
"TEMP","http://www.cdisc.org","Code_237","C174446","Code","2023-12-15","300445fc-0f1d-466d-b16a-0fe1069a0e8b"
"WEIGHT","http://www.cdisc.org","Code_238","C25208","Code","2023-12-15","ef77336d-c6a8-41e5-8b6a-7e2e25898cfd"
"Clinical Test Result","http://www.cdisc.org","Code_239","C77140","Code","2023-12-15","79ac0f64-c516-4d9b-87d3-0dba9ccd6d9d"
"Pound","http://www.cdisc.org","Code_240","C48531","Code","2023-12-15","68624a7a-48cb-4d01-9971-0531c2db9831"
"Gram","http://www.cdisc.org","Code_241","C48155","Code","2023-12-15","d4965ff3-0dab-47de-9dc9-3a76862f26a4"
"Kilogram","http://www.cdisc.org","Code_242","C28252","Code","2023-12-15","0e301ea9-5be4-46d4-b3a5-48cda47e11de"
"Unit of Weight","http://www.cdisc.org","Code_243","C48208","Code","2023-12-15","47ef1f1a-7b57-4a3d-a0d2-0e53a3764701"
"WEIGHT","http://www.cdisc.org","Code_244","C25208","Code","2023-12-15","1719b5b5-18f0-4fa3-ab0f-22d88e819d78"
"HEIGHT","http://www.cdisc.org","Code_245","C25347","Code","2023-12-15","b874c6fe-68dd-4369-a4f1-2f7178a7cbb4"
"Clinical Test Result","http://www.cdisc.org","Code_246","C77140","Code","2023-12-15","51eed7f3-e066-4134-9f79-5ca3649406e2"
"Centimeter","http://www.cdisc.org","Code_247","C49668","Code","2023-12-15","b8d74358-0952-4ee4-97b4-a956ef992731"
"Inch","http://www.cdisc.org","Code_248","C48500","Code","2023-12-15","02afad49-6b7f-4aa9-8122-f0b545ca38fe"
"Meter","http://www.cdisc.org","Code_249","C41139","Code","2023-12-15","3de92fc8-ff62-4049-b6bc-c20c870c627b"
"Unit of Height","http://www.cdisc.org","Code_250","C168688","Code","2023-12-15","88af774b-f5d8-4ef7-873b-be003355b508"
"HEIGHT","http://www.cdisc.org","Code_251","C25347","Code","2023-12-15","832f7873-5de2-436f-ae11-52d6493ba69b"
"ALT","http://www.cdisc.org","Code_252","C64433","Code","2023-12-15","c2efdbd0-b0d1-4d8b-b818-cb14d97158ed"
"Laboratory Test Result","http://www.cdisc.org","Code_253","C36292","Code","2023-12-15","8db03906-3670-4cbe-b35a-3636f3118077"
"Unit per Liter","http://www.cdisc.org","Code_254","C67456","Code","2023-12-15","14bdaca6-3cfe-468e-922d-0fb8e4dbbdcc"
"Microkatal per Liter","http://www.cdisc.org","Code_255","C67397","Code","2023-12-15","e3c0c28e-e209-423a-8d9f-9fe517e031b5"
"International Unit per Liter","http://www.cdisc.org","Code_256","C67376","Code","2023-12-15","a65f7b96-64fd-4102-a6c5-45b5714ecfd5"
"Nanokatal per Liter","http://www.cdisc.org","Code_257","C70510","Code","2023-12-15","fd30edad-38bd-4827-9686-353b9266a3d1"
"Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_258","C67365","Code","2023-12-15","61a91ccd-1725-4256-9e30-4b6db63456d8"
"Biospecimen Type","http://www.cdisc.org","Code_259","C70713","Code","2023-12-15","79e369d9-a104-4039-9cbd-ee9f835b3feb"
"No","http://www.cdisc.org","Code_260","C49487","Code","2023-12-15","b0d1fb3e-5eac-4b2e-b0b9-ec212e289474"
"Yes","http://www.cdisc.org","Code_261","C49488","Code","2023-12-15","4f8abe6e-ce03-44f0-b7fd-b90703c30468"
"Laboratory Test Fasting Status","http://www.cdisc.org","Code_262","C83309","Code","2023-12-15","7960d726-c6ac-42c3-a14c-2513a63050b3"
"ALT","http://www.cdisc.org","Code_263","C64433","Code","2023-12-15","9f739ca5-08fc-4d4d-bb38-1c9e6a63b2a1"
"ALB","http://www.cdisc.org","Code_264","C64431","Code","2023-12-15","9e9a3722-e364-4ac6-9d64-badd911ad59d"
"Laboratory Test Result","http://www.cdisc.org","Code_265","C36292","Code","2023-12-15","e12e25b0-ffc1-4272-b737-6a2f91247b27"
"Biospecimen Type","http://www.cdisc.org","Code_266","C70713","Code","2023-12-15","ba2d81ca-9a14-41d5-b66f-43d1c40615db"
"No","http://www.cdisc.org","Code_267","C49487","Code","2023-12-15","261117c0-194c-43bb-8d93-30bf7cd98399"
"Yes","http://www.cdisc.org","Code_268","C49488","Code","2023-12-15","1c77fbb1-d9da-49b9-aaa9-0c8dd2c4ed94"
"Laboratory Test Fasting Status","http://www.cdisc.org","Code_269","C83309","Code","2023-12-15","4f6365a0-b57f-4cf3-8dbd-8af35935e297"
"ALB","http://www.cdisc.org","Code_270","C64431","Code","2023-12-15","f98c78f0-f30b-4d7e-834b-badb7a817f2d"
"ALP","http://www.cdisc.org","Code_271","C64432","Code","2023-12-15","f2e6f4a8-2e03-4f11-8803-96b42425e6f8"
"Laboratory Test Result","http://www.cdisc.org","Code_272","C36292","Code","2023-12-15","c885490e-1ffb-4d02-abb9-d509fe6961b4"
"Unit per Liter","http://www.cdisc.org","Code_273","C67456","Code","2023-12-15","c59e0c03-64e6-468b-ab91-ed58d4dbc970"
"Microkatal per Liter","http://www.cdisc.org","Code_274","C67397","Code","2023-12-15","45a75e34-fab6-49e8-8b53-52010029c9e2"
"International Unit per Liter","http://www.cdisc.org","Code_275","C67376","Code","2023-12-15","6e050027-558b-4a51-a523-4a744d701323"
"Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_276","C67365","Code","2023-12-15","f5dfa0d1-2439-48b6-a662-9b719d52b6dc"
"Biospecimen Type","http://www.cdisc.org","Code_277","C70713","Code","2023-12-15","95ec881f-d655-44b3-95c8-fc10f96fa0b1"
"No","http://www.cdisc.org","Code_278","C49487","Code","2023-12-15","c18c60c1-8d3f-4483-a2da-b0ff0a4fd869"
"Yes","http://www.cdisc.org","Code_279","C49488","Code","2023-12-15","7e01e2ce-e35a-4697-8722-02572cf928df"
"Laboratory Test Fasting Status","http://www.cdisc.org","Code_280","C83309","Code","2023-12-15","1d04e9da-41c8-4032-8bbc-becb388eca3e"
"ALP","http://www.cdisc.org","Code_281","C64432","Code","2023-12-15","ccd7a8ad-95e5-44dd-9abe-f0937be3587c"
"AST","http://www.cdisc.org","Code_282","C64467","Code","2023-12-15","5be31daf-a7b9-4197-a92f-9051bef9f019"
"Laboratory Test Result","http://www.cdisc.org","Code_283","C36292","Code","2023-12-15","3162e371-8773-4b70-b320-da9f85df60b8"
"Unit per Liter","http://www.cdisc.org","Code_284","C67456","Code","2023-12-15","b7d53f1e-73f1-4622-bfbe-0705d7053404"
"Microkatal per Liter","http://www.cdisc.org","Code_285","C67397","Code","2023-12-15","ded4fa0f-a3fd-494b-9211-0a3a2966687d"
"International Unit per Liter","http://www.cdisc.org","Code_286","C67376","Code","2023-12-15","4b1e1642-a314-477d-81ec-eb4a8bae062a"
"Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_287","C67365","Code","2023-12-15","e3ca303e-b33a-49d0-8acc-75d69e435dce"
"Biospecimen Type","http://www.cdisc.org","Code_288","C70713","Code","2023-12-15","2968bb0b-d2c3-43bc-a8a5-1c95dd8dfab2"
"No","http://www.cdisc.org","Code_289","C49487","Code","2023-12-15","3aaac9b0-d8f5-4b94-882d-000a40f61e0c"
"Yes","http://www.cdisc.org","Code_290","C49488","Code","2023-12-15","d8ee0a1e-0cb1-4bc2-81e4-069753f3e0e9"
"Laboratory Test Fasting Status","http://www.cdisc.org","Code_291","C83309","Code","2023-12-15","3adff063-b455-4965-8948-63d37afc452d"
"AST","http://www.cdisc.org","Code_292","C64467","Code","2023-12-15","51ad62d5-5b7b-4968-8cdb-b14bcdc9cf3d"
"CREAT","http://www.cdisc.org","Code_293","C64547","Code","2023-12-15","aecb12e8-b01f-49bf-95f8-d42316b4dffb"
"Laboratory Test Result","http://www.cdisc.org","Code_294","C36292","Code","2023-12-15","71e4453e-20a0-4dc1-aa52-a49a11e287f6"
"Milligram per Deciliter","http://www.cdisc.org","Code_295","C67015","Code","2023-12-15","90f922f8-7325-4f4c-a241-808009cbd97b"
"Microgram per Milliliter","http://www.cdisc.org","Code_296","C64572","Code","2023-12-15","f637e3ea-e507-4f67-a77e-dd3c4a9ddfec"
"Millimole per Liter","http://www.cdisc.org","Code_297","C64387","Code","2023-12-15","a0727298-7554-4b69-8d5e-7048485a01e9"
"Micromole per Liter","http://www.cdisc.org","Code_298","C48508","Code","2023-12-15","56d40907-ae6d-415a-a511-1d38d027f77a"
"Unit of Concentration","http://www.cdisc.org","Code_299","C48207","Code","2023-12-15","56e69ed8-c372-4ed7-b06c-bbf3ede1f2dc"
"Biospecimen Type","http://www.cdisc.org","Code_300","C70713","Code","2023-12-15","25c8c6d4-8bdf-4049-926b-104bc2688f3c"
"No","http://www.cdisc.org","Code_301","C49487","Code","2023-12-15","34d09111-7f0c-4bfb-80f5-eb27aad57238"
"Yes","http://www.cdisc.org","Code_302","C49488","Code","2023-12-15","eb5e82cc-22aa-4f3b-ac73-21de32cb9351"
"Laboratory Test Fasting Status","http://www.cdisc.org","Code_303","C83309","Code","2023-12-15","aa3ca888-68e8-45cc-b63e-90670e0088b8"
"CREAT","http://www.cdisc.org","Code_304","C64547","Code","2023-12-15","53daa541-9780-44e8-bcee-93fdf46a677f"
"K","http://www.cdisc.org","Code_305","C64853","Code","2023-12-15","e55f0db9-ca1d-4e7e-8aa3-cffd50e13bca"
"Laboratory Test Result","http://www.cdisc.org","Code_306","C36292","Code","2023-12-15","9c60ef8d-d00e-40ba-8b2d-8d7399df46c0"
"Milliequivalent per Liter","http://www.cdisc.org","Code_307","C67474","Code","2023-12-15","329f8098-1ad9-44e7-883b-1cd517a4c97c"
"Milliequivalent per Deciliter","http://www.cdisc.org","Code_308","C67473","Code","2023-12-15","38273771-1b9c-4e5e-8d2a-1677676eea1d"
"Millimole per Liter","http://www.cdisc.org","Code_309","C64387","Code","2023-12-15","f28fdab4-3523-4164-a2af-e7bd94efe850"
"Molarity Unit","http://www.cdisc.org","Code_310","C64567","Code","2023-12-15","0aedfead-6e1e-48f2-9c5d-6b223075acd5"
"Biospecimen Type","http://www.cdisc.org","Code_311","C70713","Code","2023-12-15","57a7aaf8-6870-4ad6-89af-d7d80cdd4d1d"
"No","http://www.cdisc.org","Code_312","C49487","Code","2023-12-15","3545cfaf-b015-4944-9c07-4c21539f614e"
"Yes","http://www.cdisc.org","Code_313","C49488","Code","2023-12-15","efaac1bc-45cd-4072-86e2-221b32edb806"
"Laboratory Test Fasting Status","http://www.cdisc.org","Code_314","C83309","Code","2023-12-15","0511827a-e152-48f3-8ea8-5deb52d92636"
"K","http://www.cdisc.org","Code_315","C64853","Code","2023-12-15","7b075a5f-4f4e-498c-84c0-6b3b251cf4a6"
"SODIUM","http://www.cdisc.org","Code_316","C64809","Code","2023-12-15","1e001648-9cd9-4ae1-97d4-6074c344c727"
"Laboratory Test Result","http://www.cdisc.org","Code_317","C36292","Code","2023-12-15","2e4feae5-b7d9-4ae4-9739-82bb357f4c23"
"Milliequivalent per Liter","http://www.cdisc.org","Code_318","C67474","Code","2023-12-15","6921cd67-a339-45d7-9864-f02490c8761d"
"Milliequivalent per Deciliter","http://www.cdisc.org","Code_319","C67473","Code","2023-12-15","e65a03de-27ea-47df-bded-62d23f27dc93"
"Millimole per Liter","http://www.cdisc.org","Code_320","C64387","Code","2023-12-15","a21dbc31-18a0-4984-bb78-87cdebc1821a"
"Molarity Unit","http://www.cdisc.org","Code_321","C64567","Code","2023-12-15","e20f466c-ed44-4ca8-acf5-4179e1e0140a"
"Biospecimen Type","http://www.cdisc.org","Code_322","C70713","Code","2023-12-15","e5ec0c74-79ce-4be3-8ff9-ed9419b85028"
"No","http://www.cdisc.org","Code_323","C49487","Code","2023-12-15","2a27384d-68fd-45e2-88d9-49d7625021e3"
"Yes","http://www.cdisc.org","Code_324","C49488","Code","2023-12-15","c4c4b6ff-df33-4f03-b944-27dece186994"
"Laboratory Test Fasting Status","http://www.cdisc.org","Code_325","C83309","Code","2023-12-15","7fb8c168-b686-43f1-9125-6d2135556349"
"SODIUM","http://www.cdisc.org","Code_326","C64809","Code","2023-12-15","3457ea32-0881-4d45-81d6-8bbac962b5e8"
"SYSBP","http://www.cdisc.org","Code_327","C25298","Code","2023-12-15","aad52ebb-7cac-4bfc-a5ad-54a1fa1434b4"
"Clinical Test Result","http://www.cdisc.org","Code_328","C77140","Code","2023-12-15","06b77eed-5c31-4f2f-a65d-98e5a431d450"
"Unit of Pressure","http://www.cdisc.org","Code_329","C49669","Code","2023-12-15","3f62c4e8-4874-4eb1-9b65-ab7956fc3d4e"
"Sitting","http://www.cdisc.org","Code_330","C62122","Code","2023-12-15","73ba676c-ebb1-4773-95d2-3c311e1284cd"
"Standing","http://www.cdisc.org","Code_331","C62166","Code","2023-12-15","5281f7d5-edc9-441b-b89f-cee495b948ff"
"Supine Position","http://www.cdisc.org","Code_332","C62167","Code","2023-12-15","521ae62c-a75d-4d9f-979b-c05d20bff104"
"Body Position","http://www.cdisc.org","Code_333","C62164","Code","2023-12-15","5176357a-aead-4edc-b733-ae3137df6c9d"
"Brachial Artery","http://www.cdisc.org","Code_334","C12681","Code","2023-12-15","6fb98a97-c4b9-4f01-bfa6-9ddd514ae181"
"Common Carotid Artery","http://www.cdisc.org","Code_335","C12687","Code","2023-12-15","d1ce54c5-1f52-4646-a18f-f3de42f74166"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_336","C32478","Code","2023-12-15","b8227774-e6a5-40cc-b6de-49204ca78c59"
"Femoral Artery","http://www.cdisc.org","Code_337","C12715","Code","2023-12-15","b876119a-ac9d-4f81-9e6c-3e3cb2861435"
"Radial Artery","http://www.cdisc.org","Code_338","C12838","Code","2023-12-15","8125f9c2-4b5a-4e5c-afa3-935c75f687e5"
"Anatomic Site","http://www.cdisc.org","Code_339","C13717","Code","2023-12-15","ca74479c-bf28-4842-922c-e646ccd53f4a"
"Left","http://www.cdisc.org","Code_340","C25229","Code","2023-12-15","809416c6-f227-4e82-8032-9f566ea4a8dc"
"Right","http://www.cdisc.org","Code_341","C25228","Code","2023-12-15","1d33a1a7-efc4-44ab-bfdf-1210528d9c79"
"Laterality","http://www.cdisc.org","Code_342","C25185","Code","2023-12-15","96ab8c93-023e-4598-bbd2-ace0e8a9da89"
"SYSBP","http://www.cdisc.org","Code_343","C25298","Code","2023-12-15","366da685-2c49-4b8a-8d6f-8bfe7819beed"
"DIABP","http://www.cdisc.org","Code_344","C25299","Code","2023-12-15","37338119-a2b1-4fc7-961c-1041b7da4576"
"Clinical Test Result","http://www.cdisc.org","Code_345","C77140","Code","2023-12-15","ecdcf2ce-e712-4f0a-97f2-f1b2db95cc4c"
"Unit of Pressure","http://www.cdisc.org","Code_346","C49669","Code","2023-12-15","130f130c-ac22-4da3-a241-0ec05fc90ac4"
"Sitting","http://www.cdisc.org","Code_347","C62122","Code","2023-12-15","a7eb659f-9939-4099-8c61-2bcb7a2eb85a"
"Standing","http://www.cdisc.org","Code_348","C62166","Code","2023-12-15","3ad0f660-e99d-478d-bd75-9b57496ac06b"
"Supine Position","http://www.cdisc.org","Code_349","C62167","Code","2023-12-15","53bc664b-870a-4b26-b509-f25dc53f6919"
"Body Position","http://www.cdisc.org","Code_350","C62164","Code","2023-12-15","81ace03f-a7e6-413f-91b4-d29706b4f759"
"Brachial Artery","http://www.cdisc.org","Code_351","C12681","Code","2023-12-15","0fe48600-bdb6-4f9e-96f1-7f935c23092a"
"Common Carotid Artery","http://www.cdisc.org","Code_352","C12687","Code","2023-12-15","7662fb78-b708-4b53-91cb-d068b5e087bf"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_353","C32478","Code","2023-12-15","673d2981-6932-4c73-add4-2a2098c346b4"
"Femoral Artery","http://www.cdisc.org","Code_354","C12715","Code","2023-12-15","49e308cb-4cb4-4605-b928-9276c712f9c8"
"Radial Artery","http://www.cdisc.org","Code_355","C12838","Code","2023-12-15","7330d989-06d4-4291-b57f-0ea6b76dd152"
"Anatomic Site","http://www.cdisc.org","Code_356","C13717","Code","2023-12-15","979c78f8-a9b2-43ea-b48b-717934271ae7"
"Left","http://www.cdisc.org","Code_357","C25229","Code","2023-12-15","7135e74d-8538-488a-93ee-772584c34ea2"
"Right","http://www.cdisc.org","Code_358","C25228","Code","2023-12-15","bef366c0-58d7-4183-b649-ad520094c07b"
"Laterality","http://www.cdisc.org","Code_359","C25185","Code","2023-12-15","5d055b44-8139-4fd6-9013-397d652f1bd1"
"DIABP","http://www.cdisc.org","Code_360","C25299","Code","2023-12-15","3a6c01e6-72b2-4775-9b4e-54b08e4e3fdc"
"HR","http://www.cdisc.org","Code_361","C49677","Code","2023-12-15","7df96e16-478b-42bc-ad09-04ff79fb5265"
"Clinical Test Result","http://www.cdisc.org","Code_362","C77140","Code","2023-12-15","4bd2d6c5-1f15-41c2-a2b8-fd84a4401f98"
"Count per Minute","http://www.cdisc.org","Code_363","C73688","Code","2023-12-15","a7494208-72eb-42fe-b7c2-a837aacac400"
"Sitting","http://www.cdisc.org","Code_364","C62122","Code","2023-12-15","aacbdee8-05da-4137-9f30-da5ee24d29f7"
"Standing","http://www.cdisc.org","Code_365","C62166","Code","2023-12-15","04026a56-f19c-4aa0-8769-f718ba3675be"
"Supine Position","http://www.cdisc.org","Code_366","C62167","Code","2023-12-15","1f8f1f55-7a42-4d74-bd73-5f08edcad8cc"
"Body Position","http://www.cdisc.org","Code_367","C62164","Code","2023-12-15","f667e600-5a7a-4183-9350-7a603906d45e"
"Brachial Artery","http://www.cdisc.org","Code_368","C12681","Code","2023-12-15","b36fcc70-0b37-4877-8a8e-e37cde9f570d"
"Common Carotid Artery","http://www.cdisc.org","Code_369","C12687","Code","2023-12-15","af5bfe5c-1921-4cd8-97f3-d3fafbfb31a1"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_370","C32478","Code","2023-12-15","5dbedf1b-5730-45f5-ba80-ec00bfa361bb"
"Femoral Artery","http://www.cdisc.org","Code_371","C12715","Code","2023-12-15","f745fcea-58cf-4e96-ab9c-b9c82ac674c9"
"Radial Artery","http://www.cdisc.org","Code_372","C12838","Code","2023-12-15","b92d43b2-2e9d-46da-bd53-50b8fd0dcb81"
"Anatomic Site","http://www.cdisc.org","Code_373","C13717","Code","2023-12-15","ec29f80e-66d1-4726-abb2-1c6dd8b19dda"
"Left","http://www.cdisc.org","Code_374","C25229","Code","2023-12-15","2b92db07-26a4-47f9-95b1-c90ca9a32bce"
"Right","http://www.cdisc.org","Code_375","C25228","Code","2023-12-15","bca9c3e8-110c-4436-a11d-06f5d2308b41"
"Laterality","http://www.cdisc.org","Code_376","C25185","Code","2023-12-15","efa9da1f-aff0-45fd-8c31-004d657278f4"
"HR","http://www.cdisc.org","Code_377","C49677","Code","2023-12-15","c0cccab9-1d0e-414f-ac2d-a74f8ac85896"
