"id","uuid:ID","decode","codeSystemVersion","instanceType","codeSystem","code"
"Code_248","147bf0b6-8809-446a-adff-364aa6a93098","Count per Minute","","Code","NCI Thesaurus","C73688"
"Code_249","e293fe61-9098-4380-9dfc-c38ff06df1f5","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_250","44beda87-964f-4f23-a92c-f69e02a426dd","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_251","97f3e60d-ab5b-4cc0-8db7-d7db23f735a8","Test Method","","Code","NCI Thesaurus","C82535"
"Code_252","d5181cb9-bfb8-4c40-9f84-68da46ecd874","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_245","46a49657-4981-42db-97c5-b4ddcbc02f02","Heart Rate","","Code","NCI Thesaurus","C49677"
"Code_254","daf725a4-97e5-4a2e-a547-544fce39b9ea","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_255","78a846e0-d128-4b73-9694-0dd33ec64b82","Pascal","2023-09-29","Code","http://www.cdisc.org","C42547"
"Code_256","24c5274a-6ab8-4d4e-9f0c-7ed10bdba4e9","Unit of Pressure","","Code","NCI Thesaurus","C49669"
"Code_257","c8e56919-eb01-46ca-9f6f-88faed2838cf","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_258","3f89a7a1-0d15-4888-ab6a-224ea50b60e3","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_259","62533751-6237-4b76-b295-79aa91cefe29","Test Method","","Code","NCI Thesaurus","C82535"
"Code_260","af4449ec-6374-4e66-86f1-d0623078a98d","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_253","fe96c77b-0a0e-45ba-9e5e-0eb78e8c221d","Systolic Blood Pressure","","Code","NCI Thesaurus","C25298"
"Code_262","15958b6c-defb-4883-a9ed-b4b0fb9bce13","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_263","92beb3d8-bfc9-4b96-80d4-be9941133973","Pascal","2023-09-29","Code","http://www.cdisc.org","C42547"
"Code_264","20f06ac2-90ea-4cc7-b61f-020ae4df5d64","Unit of Pressure","","Code","NCI Thesaurus","C49669"
"Code_265","f9b840da-d4af-4507-8423-5389915bee12","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_266","bd27fa03-5d2e-4530-9149-6ba079e263fa","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_267","2e68b077-d57b-4cb8-b2e0-b81461660114","Test Method","","Code","NCI Thesaurus","C82535"
"Code_268","170b49f1-9dc4-40c9-b37b-cac435c1f40f","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_261","b1fe1498-5810-4fc9-84f5-2b3ae0ae53df","Diastolic Blood Pressure","","Code","NCI Thesaurus","C25299"
"Code_270","a5c43fb7-fef1-477e-a985-f6c8cc2f6d27","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_271","8a3684c1-5f4b-4e06-8302-b0ac6449caa3","Beats per Minute","2023-09-29","Code","http://www.cdisc.org","C49673"
"Code_272","26eca695-fd1f-47f3-bd3c-5c930e9004c3","Count per Minute","","Code","NCI Thesaurus","C73688"
"Code_273","2b25b9f9-5b8a-47fa-ab9c-0b339607fea6","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_274","530e2ba1-0162-4d5b-b7ff-683ef20dbb60","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_275","d8dae4f8-ae06-4e9e-a090-643ba6a78b55","Test Method","","Code","NCI Thesaurus","C82535"
"Code_276","5ec6fdf6-c6f0-4b43-95a9-097096200f87","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_269","00acf89a-7b50-49f4-a424-da5942a0dca0","Heart Rate","","Code","NCI Thesaurus","C49677"
"Code_122","02043880-89d9-4fd9-8c7a-9654fb1b564d","Placebo Comparator Arm","2023-09-29","Code","http://www.cdisc.org","C174268"
"Code_123","e38655c2-f7c6-4575-bb2f-da594aa5d8b9","Data Generated Within Study","2023-09-29","Code","http://www.cdisc.org","C188866"
"Code_124","3ad04576-8913-401a-b584-4bbc64a8720c","Active Comparator Arm","2023-09-29","Code","http://www.cdisc.org","C174267"
"Code_125","1819c805-4966-4c99-90f5-fec4cd4c2842","Data Generated Within Study","2023-09-29","Code","http://www.cdisc.org","C188866"
"Code_126","e4735532-83b3-4835-aaf9-012fe859dfab","Active Comparator Arm","2023-09-29","Code","http://www.cdisc.org","C174267"
"Code_127","ed9fc22b-1799-4da8-b061-69d5a02948e1","Data Generated Within Study","2023-09-29","Code","http://www.cdisc.org","C188866"
"Code_135","741143dc-1be5-4103-a622-ffe2e77c92f1","Double Blind Study","2023-09-29","Code","http://www.cdisc.org","C15228"
"Code_128","0480e57e-4d39-4270-82eb-2087ddae5b34","Trial Screening","2023-09-29","Code","http://www.cdisc.org","C48262"
"Code_129","edad71d4-0f81-4cba-8a2c-b627a8862888","Treatment Epoch","2023-09-29","Code","http://www.cdisc.org","C101526"
"Code_130","4088f6ef-8b38-4a7f-9261-c07fe7f27d9d","Treatment Epoch","2023-09-29","Code","http://www.cdisc.org","C101526"
"Code_131","8ed1d69a-acd3-4a27-bc5a-5b2672a7ff5b","Treatment Epoch","2023-09-29","Code","http://www.cdisc.org","C101526"
"Code_132","e0f7afbf-86cc-44a6-8821-5580196cc871","Clinical Study Follow-up","2023-09-29","Code","http://www.cdisc.org","C99158"
"Code_330","d1bab752-e225-46f1-b822-dea1cd4f442b","Alzheimer's disease; unspecified","1","Code","ICD-10-CM","G30.9"
"Code_331","f4c0dcf0-369c-4e72-ba5d-dff72bb417ed","Alzheimer's disease","January 31, 2018","Code","SNOMED","26929004"
"Code_141","f44b053e-44c8-4360-94ed-d9e63a3c7b61","Sponsor","2023-09-29","Code","http://www.cdisc.org","C70793"
"Code_335","6802abd9-2c6e-4ffc-8fc4-2b4dcaf74761","Trial Primary Objective","2023-09-29","Code","http://www.cdisc.org","C85826"
"Code_334","004e38a5-f023-4741-be0d-dc8261da22ce","Primary Endpoint","2023-09-29","Code","http://www.cdisc.org","C94496"
"Code_336","28ffb07e-c47e-437c-81f6-0a3a8e1e9ba5","Primary Endpoint","2023-09-29","Code","http://www.cdisc.org","C94496"
"Code_338","b4c1d640-3424-4605-965d-2e55e55d917a","Trial Primary Objective","2023-09-29","Code","http://www.cdisc.org","C85826"
"Code_337","0059b9cb-fa39-4f83-85e1-e9eff9623460","Primary Endpoint","2023-09-29","Code","http://www.cdisc.org","C94496"
"Code_339","d5fa635d-cc51-40d6-989e-99ae8c3d754a","Primary Endpoint","2023-09-29","Code","http://www.cdisc.org","C94496"
"Code_340","31f6923f-e887-4415-81dc-9da58d21ae19","Primary Endpoint","2023-09-29","Code","http://www.cdisc.org","C94496"
"Code_342","9e61babb-bacd-43d5-8dc1-f1d91df7482c","Trial Secondary Objective","2023-09-29","Code","http://www.cdisc.org","C85827"
"Code_341","b73a34dc-9507-424f-ac36-9d3469234920","Secondary Endpoint","2023-09-29","Code","http://www.cdisc.org","C139173"
"Code_343","d3109765-9e16-4e3a-8786-42f37295832e","Secondary Endpoint","2023-09-29","Code","http://www.cdisc.org","C139173"
"Code_344","14eae970-381c-4f49-977f-d298bfbeb7de","Secondary Endpoint","2023-09-29","Code","http://www.cdisc.org","C139173"
"Code_345","0bfaf1d9-06e7-4894-bc61-bb5899244deb","Inclusion Criteria","2023-09-29","Code","http://www.cdisc.org","C25532"
"Code_346","2eec96e0-396e-4529-a2fa-b210f399c8a7","Inclusion Criteria","2023-09-29","Code","http://www.cdisc.org","C25532"
"Code_347","e713eaeb-af1b-4fc4-9cbf-db8c7da5b6c4","Inclusion Criteria","2023-09-29","Code","http://www.cdisc.org","C25532"
"Code_348","02a205d7-555c-46d0-a39f-89b584f1fc69","Exclusion Criteria","2023-09-29","Code","http://www.cdisc.org","C25370"
"Code_332","f39b1216-daaa-4ba6-ae5e-e55707f6f051","Year","2023-09-29","Code","http://www.cdisc.org","C29848"
"Code_14","f9a636af-98d9-42a9-ba0d-c9305484cc3a","Before","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_15","5f19ce18-20c8-4829-8f3d-d2cfa144478e","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_16","e785b69b-0eeb-40da-87ed-f08e105cb63e","Before","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_17","3a2d26f8-ce32-47a8-9298-7c8bdf991ad3","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_19","f1d54f94-cdb8-4dc8-84fd-a22d6de177fb","Fixed Reference","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_20","fae63aa0-719a-437b-91f9-c07eacbeebee","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_21","541bc024-e962-4292-b0a6-d41b7e82100a","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_22","ab5949ff-37f9-4983-85eb-88c65b9deb82","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_24","84e222f5-5e95-4689-8968-47a06ba69402","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_25","b2219972-f475-4fcf-851e-fc939070ffe8","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_27","04e76497-3c45-453f-9a9b-f5e9af081955","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_28","9ba585ea-131c-4048-8c87-2ad75f7bbb5c","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_30","4bdc20c1-447f-4032-a829-5bd049763395","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_31","f85b1124-7930-47f6-b03c-b47ed3f03b0f","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_35","85c05177-0f40-428e-8357-9d174aa63213","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_36","bb0ee2b8-54e3-4c29-964d-3940c69301c7","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_40","9ca6191c-0d18-48b2-b6d9-2d19b3ec6cb7","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_41","aed6bcac-f70b-4da4-a1c2-2fcf915a6935","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_45","ec1e6238-3e99-49d8-9dfd-a220afb95bd0","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_46","84aa6d8e-a0fe-4135-b2d8-1c193f48c58d","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_50","f78a2c89-01fd-4cbf-aa67-308551bea1f0","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_51","3a8ae373-ee37-445a-b5f0-b851648633ff","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_53","68f80f2a-dc4a-42e7-b498-8bd284436985","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_54","5a11c971-01f2-4763-91f3-b03fc43bbb2b","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_33","757cf67c-7ff0-4b14-baa3-0fd45887effb","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_34","5d6c4d21-169f-48ab-b275-2c57d22e30bf","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_38","b8368c46-181d-4ce3-855d-db477d623c68","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_39","fd5086df-54cf-4df1-a273-bea00a88f8a8","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_43","30c723de-20ef-4b41-8b3d-41621aa9a477","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_44","6c128e6f-f3c9-4239-9d16-6b84fb9f9521","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_48","91c42517-22ac-4c87-b29e-0891e660955f","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_49","56099ea1-a546-4f63-8972-3f57b5cdfc4c","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_56","fdd77492-1d20-480e-8c12-cd1dfb8f2ad4","Fixed Reference","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_57","5e6e8953-8421-4855-9d18-35bb52972c66","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_58","49c57761-9991-4c1f-a289-0f0e1c075a73","Fixed Reference","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_59","4b65d456-2b12-4b18-9e03-ebc5c166547a","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_60","320cb7a4-7ec1-4783-86cd-e4b16c81db65","Fixed Reference","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_61","c8c4c9e5-fa62-4e52-bc2e-821d5fd78270","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_62","f4302164-b179-4a85-ad9c-537437806f6d","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_63","81afd4f5-144e-4fc4-8008-ce4aa9d98f27","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_64","8fc9f25c-902b-4abf-8de1-5bdb58554605","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_65","1cb2fce7-52b6-494a-86ad-960ad65deb36","End to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_66","0ec53857-3783-4bd7-a2a4-5fa1327dcdd7","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_67","831175e9-819b-43b3-8bf7-10db17954f3c","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_68","7f42f43d-79d0-468f-8609-6073c9a6286f","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_69","06dc000b-7b4f-48af-83af-04eb02e41e8d","End to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_70","d7125b1f-0baf-41bb-ad4a-c0a0066fe86b","After","2023-09-29","Code","http://www.cdisc.org","C201264"
"Code_71","ab233fe5-b8bb-4b65-b319-41c7226ecd76","Start to Start","2023-09-29","Code","http://www.cdisc.org","C201265"
"Code_349","25debdff-eb49-464b-b0c1-4f199fa97e22","Clinical Study Sponsor","2023-09-29","Code","http://www.cdisc.org","C70793"
"Code_350","e8557037-56eb-4382-b64b-9d2ef46de8fc","United Kingdom of Great Britain and Northern Ireland","2020-08","Code","ISO 3166 1 alpha3","GBR"
"Code_3","80f0aa54-7d8c-4941-b2e4-31db89ef19d3","Study Acronym","2023-09-29","Code","http://www.cdisc.org","C94108"
"Code_5","6f267980-83a5-4208-b9ff-b6630c23b28d","Brief Study Title","2023-09-29","Code","http://www.cdisc.org","C99905x1"
"Code_6","c7a3cfdc-2e40-45a5-a871-c57db027ef89","Official Study Title","2023-09-29","Code","http://www.cdisc.org","C99905x2"
"Code_7","366a0d74-b92d-447b-a16d-b9db22021e45","Public Study Title","2023-09-29","Code","http://www.cdisc.org","C99905x3"
"Code_8","67d1eee5-ba9e-4746-920a-333ea8933066","Final","2023-09-29","Code","http://www.cdisc.org","C25508"
"Code_11","831d4f8a-8652-46ca-a30e-2f4e17e5deda","Protocol Effective Date","2023-09-29","Code","http://www.cdisc.org","C99903x1"
"Code_13","9e8e777c-34f7-4aef-bc54-7aea4cb8faf6","Region","2023-09-29","Code","http://www.cdisc.org","C41129"
"Code_12","ac35450d-a696-4048-a114-8d6c12d4f81b","Europe","2020-08","Code","ISO 3166 1 alpha3","150"
