"id:ID","uuid","codeSystemVersion","code","codeSystem","decode","id"
"224","ec6efa14-f173-4224-83c8-fd67cd74ffff","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_232"
"225","4680732b-d01c-44cf-b49c-60de17f41a9c","","C82535","NCI Thesaurus","Test Method","Code_233"
"226","61b91859-b5b5-496b-8463-33e3c11ed1fd","","C83114","NCI Thesaurus","Vital Signs Position","Code_234"
"227","a3a93023-a4ac-49a2-a4b8-0653191e81f8","","C25298","NCI Thesaurus","Systolic Blood Pressure","Code_227"
"228","d13678b0-f19f-41d5-8f93-6332fef79fb8","","C173522","NCI Thesaurus","Vital Signs Result","Code_236"
"229","4814a2f2-4430-4ea0-b4a7-01e39e3ece30","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_237"
"230","7d5dd930-5b26-4b11-8d02-c5bc1755f4e5","","C49669","NCI Thesaurus","Unit of Pressure","Code_238"
"231","af40b810-74c0-4f09-aa29-7207d2e2c0e0","","C83088","NCI Thesaurus","Vital Signs Location","Code_239"
"232","196f510c-2ad5-48a5-ae1f-1a8b0c8fd397","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_240"
"233","3afa4077-5374-480e-a01e-2665cc7b1ee6","","C82535","NCI Thesaurus","Test Method","Code_241"
"234","520047d5-f07f-483b-89f4-932f0cec0a14","","C83114","NCI Thesaurus","Vital Signs Position","Code_242"
"235","56b06d6a-7ff5-4d63-9336-608b4f6d210a","","C25299","NCI Thesaurus","Diastolic Blood Pressure","Code_235"
"236","04cf0b87-bec6-4073-9e3b-763611c40b1a","2023-09-29","C174268","http://www.cdisc.org","Placebo Comparator Arm","Code_106"
"237","5ed9698c-ed93-42a4-95c3-5474d68a80be","2023-09-29","C188866","http://www.cdisc.org","Data Generated Within Study","Code_107"
"238","24cc8c0e-2df9-461e-b607-8f366c1e8177","2023-09-29","C174267","http://www.cdisc.org","Active Comparator Arm","Code_108"
"239","dbdd0db7-c3e9-4ead-9c64-c233eeca9b59","2023-09-29","C188866","http://www.cdisc.org","Data Generated Within Study","Code_109"
"240","065c5aaa-cf30-4260-a160-d4a60fa23fdf","2023-09-29","C174267","http://www.cdisc.org","Active Comparator Arm","Code_110"
"241","7d98df35-ef43-473a-8c0f-f686a359059d","2023-09-29","C188866","http://www.cdisc.org","Data Generated Within Study","Code_111"
"242","525271cb-6208-4cd2-9a7f-61f2c0a12d00","2023-09-29","C15228","http://www.cdisc.org","Double Blind Study","Code_119"
"243","b0b691a1-e80a-4bd2-838a-fbf6762e095e","2023-09-29","C48262","http://www.cdisc.org","Trial Screening","Code_112"
"244","024d5dc4-fa06-4630-8715-1e6e106d27ff","2023-09-29","C101526","http://www.cdisc.org","Treatment Epoch","Code_113"
"245","e90c30e2-d121-4ebd-a380-98492d473b73","2023-09-29","C101526","http://www.cdisc.org","Treatment Epoch","Code_114"
"246","d6170453-f72d-48ea-b75f-29bb5e4fefc8","2023-09-29","C101526","http://www.cdisc.org","Treatment Epoch","Code_115"
"247","d9d45150-aeba-43c2-8394-ca72e82457c7","2023-09-29","C99158","http://www.cdisc.org","Clinical Study Follow-up","Code_116"
"248","c64949a8-0ca3-439d-88f2-b3d64bf09c9b","1","G30.9","ICD-10-CM","Alzheimer's disease; unspecified","Code_296"
"249","666fad7e-5b15-4fb6-bf5a-f1712a3a486a","January 31, 2018","26929004","SNOMED","Alzheimer's disease","Code_297"
"250","101f865b-fbbe-4afd-8e7f-d4f03bfd152e","2023-09-29","C85826","http://www.cdisc.org","Trial Primary Objective","Code_300"
"251","38036a2f-4fb6-4c95-9bec-51eb02b71b79","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_299"
"252","9cbc2d2b-ce7a-4655-b483-37bc740b9e68","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_301"
"253","71aec6cf-18f0-499d-83f2-d97ef0c1b7f7","2023-09-29","C85826","http://www.cdisc.org","Trial Primary Objective","Code_303"
"254","5bfd5c57-cea3-4e51-9a0a-d827683329e5","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_302"
"255","ce8a1e85-10ea-41db-b434-614d86ec3d3a","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_304"
"256","6a689486-8f57-4dc3-b43a-88d84486680e","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_305"
"257","6db65fbc-51ec-4a94-8396-6788a5898ea3","2023-09-29","C85827","http://www.cdisc.org","Trial Secondary Objective","Code_307"
"258","f4c2a460-6606-4b44-b11e-cf91d00dad02","2023-09-29","C139173","http://www.cdisc.org","Secondary Endpoint","Code_306"
"259","9f5dbe58-fe11-446c-8f2a-fde40dbb631d","2023-09-29","C139173","http://www.cdisc.org","Secondary Endpoint","Code_308"
"260","f61fc127-56b5-4a3a-8d62-73bb87eccbae","2023-09-29","C139173","http://www.cdisc.org","Secondary Endpoint","Code_309"
"261","340dd645-daf6-43c5-a609-3ea4eb80fcf1","2023-09-29","C49636","http://www.cdisc.org","Both","Code_298"
"262","63425b06-af74-462b-913d-470d7feb994d","2023-09-29","C201264","http://www.cdisc.org","Before","Code_10"
"263","a9aa14b2-aa4c-44b2-a2be-ec118c2f130a","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_11"
"264","f6fcd22b-c9e2-4eea-9863-ded85b89ba75","2023-09-29","C201264","http://www.cdisc.org","Before","Code_12"
"265","04e2f710-8bfc-41ff-9d30-4a0e1c4d2ee0","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_13"
"266","bfb03e5d-095e-4644-be2d-076db0b44b56","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_14"
"267","97cc3c53-97d6-4325-94a1-09cbae5a1148","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_15"
"268","14c14843-99c8-4767-8268-e773590c5296","2023-09-29","C201264","http://www.cdisc.org","After","Code_16"
"269","36df6dc8-5117-45ff-8a26-995eeea003ad","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_17"
"270","e688b0cf-a379-45d3-bae1-4c0ad8a1d050","2023-09-29","C201264","http://www.cdisc.org","After","Code_18"
"271","c82ea8cd-bda3-438b-bf13-6516f612f04f","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_19"
"272","b2556f90-578e-4929-a754-6d888e17930c","2023-09-29","C201264","http://www.cdisc.org","After","Code_20"
"273","1588e701-b180-4f03-a6a3-56bbb712827f","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_21"
"274","0ac94241-e1bb-4261-8c32-ac9315cd72fa","2023-09-29","C201264","http://www.cdisc.org","After","Code_22"
"275","6df280da-3bee-4dea-88d0-2f6d24191fe4","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_23"
"276","c4a542ff-a0ec-4261-aac0-50075806b659","2023-09-29","C201264","http://www.cdisc.org","After","Code_24"
"277","7a914db1-bf55-4d5b-b272-1a2565cea942","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_25"
"278","898dce60-6bb5-4f51-ad26-ce7ef1f1140c","2023-09-29","C201264","http://www.cdisc.org","After","Code_26"
"279","8b6cd64e-328e-4db4-9267-7f181c67c1ae","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_27"
"280","d03eabd2-50a6-4956-9c8e-3c7a087be6c7","2023-09-29","C201264","http://www.cdisc.org","After","Code_28"
"281","c152bce5-ce52-4257-9003-f27698187997","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_29"
"282","a73d10ee-2b9a-4229-84ab-c8fe9f9d22be","2023-09-29","C201264","http://www.cdisc.org","After","Code_30"
"283","84dae6b2-3a92-4fd8-8ddb-409f36a32d11","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_31"
"284","3e50be64-3e8c-49a6-ab88-7fcabef55c01","2023-09-29","C201264","http://www.cdisc.org","After","Code_32"
"285","7d052eae-9328-48a5-8cc5-23c9032d18cc","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_33"
"286","b31d25aa-319f-4334-a3b8-129857e03fe5","2023-09-29","C201264","http://www.cdisc.org","After","Code_34"
"287","6b94a432-5b30-42df-80f9-53ac8e72eaa0","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_35"
"288","8edb5982-1198-4a2c-9709-a5471318b9a1","2023-09-29","C201264","http://www.cdisc.org","After","Code_36"
"289","1bb39b77-1cbb-4919-91b1-311ccd4696dd","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_37"
"290","b3aa1490-130d-48e0-a03b-0ccb78cbd0e5","2023-09-29","C201264","http://www.cdisc.org","After","Code_38"
"291","c765bd3e-8f22-4239-8ef0-ddc08d2978b6","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_39"
"292","e1807699-84a1-44a7-966a-0eba98aaff6a","2023-09-29","C201264","http://www.cdisc.org","After","Code_40"
"293","a44dac21-cce0-486a-bfb0-b9d46e92a8e9","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_41"
"294","91293a0e-1afe-447d-b124-570702eaaa16","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_42"
"295","1ba4eb57-adae-493c-90e0-c8c3ce053772","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_43"
"296","90af1ef2-e417-4960-a614-413c841d631b","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_44"
"297","f9d88acb-43a0-46d4-8430-c163e68fa009","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_45"
"298","9c48d4e0-7d03-4e5d-9714-93c65d37c2de","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_46"
"299","fbc44257-b887-4698-90e3-abf9b5c048cb","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_47"
"300","97572ed0-ce9c-4682-9bc6-4567818e3fde","2023-09-29","C201264","http://www.cdisc.org","After","Code_48"
"301","487a0ad0-bd85-4648-83be-086e7d4db072","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_49"
"302","ec2181ca-8fe2-4b68-bd65-2954b7d8bd95","2023-09-29","C201264","http://www.cdisc.org","After","Code_50"
"303","4ebefb95-ce9f-459a-b4fe-627807211703","2023-09-29","C201265","http://www.cdisc.org","End to Start","Code_51"
"304","0690360c-c90e-49a1-ba43-65b3d4f4e1ee","2023-09-29","C201264","http://www.cdisc.org","After","Code_52"
"305","fe60bcfb-772f-4e3d-be18-e6a0b9b2b7eb","2023-09-29","C201265","http://www.cdisc.org","End to Start","Code_53"
"306","49b6f8d8-254f-4549-a186-11f782e9bcec","2023-09-29","C25532","http://www.cdisc.org","Inclusion Criteria","Code_310"
"307","f621f07c-bccc-47c2-905a-0860496efc58","2023-09-29","C25532","http://www.cdisc.org","Inclusion Criteria","Code_311"
"308","c01f4f58-20d1-4ee9-be0d-d0615ff9a341","2023-09-29","C25532","http://www.cdisc.org","Inclusion Criteria","Code_312"
"309","66282593-1ead-4f2b-a5d9-6e7c347598b7","2023-09-29","C25370","http://www.cdisc.org","Exclusion Criteria","Code_313"
"310","a376b210-6917-4f14-8985-2191d7a7e968","2023-09-29","C25508","http://www.cdisc.org","Final","Code_4"
"311","e44a4c7a-4fed-44bb-bc9a-a244b2f940c1","2023-09-29","C99903x1","http://www.cdisc.org","Protocol Effective Date","Code_7"
"312","f08396a2-3717-40e6-9efc-36f286366ac8","2023-09-29","C41129","http://www.cdisc.org","Region","Code_9"
"313","b52357d5-c7ff-4723-ad31-deec66c395b7","2020-08","150","ISO 3166 1 alpha3","Europe","Code_8"
