"id","codeSystemVersion","uuid:ID","code","instanceType","codeSystem","decode"
"Code_247","2023-09-29","6cbf37a8-ff51-4ef0-9520-c5384a845f90","C49673","Code","http://www.cdisc.org","Beats per Minute"
"Code_248","","51587046-caf7-4e77-943b-7c4077c76df8","C73688","Code","NCI Thesaurus","Count per Minute"
"Code_249","","eddacaea-ee48-489c-9d7c-86790c81b13a","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_250","","8e7f2392-802e-45ef-9117-665cbbe12527","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_251","","d51315e5-2c05-4c2b-9304-edd07c9eb224","C82535","Code","NCI Thesaurus","Test Method"
"Code_252","","4065ab1d-9f57-4595-aa00-6e48843487c2","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_245","","9261f96d-4cbf-4034-a211-e4aaf173563a","C49677","Code","NCI Thesaurus","Heart Rate"
"Code_254","","8a86e4b2-898d-451f-8c89-b378aed5b43e","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_255","2023-09-29","5558d851-7933-4c0a-9b27-16864943f1a2","C42547","Code","http://www.cdisc.org","Pascal"
"Code_256","","f83b800e-c011-4086-8fae-2b32b5ffc9bc","C49669","Code","NCI Thesaurus","Unit of Pressure"
"Code_257","","ecd43790-fbe0-46f0-b96c-a6f90a47e756","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_258","","29d64e6a-2754-4695-9a94-66e6d811bea4","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_259","","6358e169-9968-4cc1-b765-e2de64cce84b","C82535","Code","NCI Thesaurus","Test Method"
"Code_260","","11be7f26-4414-4ef8-b407-f207b99e5227","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_253","","b7ca3eae-e809-4c22-96dc-6f0eae201540","C25298","Code","NCI Thesaurus","Systolic Blood Pressure"
"Code_262","","5e792b77-1350-4f1c-ba5b-c0e701e5bfbf","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_263","2023-09-29","858b0932-257b-4213-a891-e2cfea55ba85","C42547","Code","http://www.cdisc.org","Pascal"
"Code_264","","ca9a6872-8951-4e38-99ac-7ad23c0b1422","C49669","Code","NCI Thesaurus","Unit of Pressure"
"Code_265","","1528de00-c2da-4073-b3e5-8d024ddb983a","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_266","","e51a7c04-8dfc-4097-a8b1-f8d34674fa5f","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_267","","650d73c0-2b43-4f18-8814-1f8323a04492","C82535","Code","NCI Thesaurus","Test Method"
"Code_268","","a520b75d-d169-4238-b312-69fdc4d4d97e","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_261","","7aace633-01e7-4475-83d7-b2cf131c059d","C25299","Code","NCI Thesaurus","Diastolic Blood Pressure"
"Code_270","","1210d10d-1e51-4b2a-a549-56d9d8803dd5","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_271","2023-09-29","75fec6c7-cc33-4eb4-b2a4-a757b5d2418e","C49673","Code","http://www.cdisc.org","Beats per Minute"
"Code_272","","41472aa2-ce26-4c71-9d0e-2cb692be94b7","C73688","Code","NCI Thesaurus","Count per Minute"
"Code_273","","22c803c9-d4e2-4ee5-8f02-e72873afc5ad","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_274","","69e77a0b-43e6-4205-b567-058d58c2849b","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_275","","1c9dfa98-5a56-4705-96ad-6f230ade9545","C82535","Code","NCI Thesaurus","Test Method"
"Code_276","","0bb6a893-d54f-4959-afa2-8480edb37614","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_269","","083633db-2565-4551-b7be-909b2252013a","C49677","Code","NCI Thesaurus","Heart Rate"
"Code_122","2023-09-29","f65f9052-0554-41e1-b063-924bb544955b","C174268","Code","http://www.cdisc.org","Placebo Comparator Arm"
"Code_123","2023-09-29","20a8e128-ae91-40e5-be87-cb54a51b45aa","C188866","Code","http://www.cdisc.org","Data Generated Within Study"
"Code_124","2023-09-29","721b0348-c683-4ac8-98f9-70c6f3ed5364","C174267","Code","http://www.cdisc.org","Active Comparator Arm"
"Code_125","2023-09-29","f83e63e7-0ffc-4fd8-93ad-5aa90b68acbb","C188866","Code","http://www.cdisc.org","Data Generated Within Study"
"Code_126","2023-09-29","a710cd85-580d-4bd5-afd4-593a27d35b2b","C174267","Code","http://www.cdisc.org","Active Comparator Arm"
"Code_127","2023-09-29","63af18af-294d-4dbf-bafb-53eecf087978","C188866","Code","http://www.cdisc.org","Data Generated Within Study"
"Code_135","2023-09-29","7267a159-6cf3-4816-9bdc-681d84556b05","C15228","Code","http://www.cdisc.org","Double Blind Study"
"Code_128","2023-09-29","e6520351-c72f-4674-a99f-6d5cfaf6e00c","C48262","Code","http://www.cdisc.org","Trial Screening"
"Code_129","2023-09-29","5ea9f37f-74aa-439e-8b0e-613b1de0b799","C101526","Code","http://www.cdisc.org","Treatment Epoch"
"Code_130","2023-09-29","fec3a677-021b-460d-a7e3-522491aed221","C101526","Code","http://www.cdisc.org","Treatment Epoch"
"Code_131","2023-09-29","d953cfa9-6580-4c08-8de8-7227a41945ab","C101526","Code","http://www.cdisc.org","Treatment Epoch"
"Code_132","2023-09-29","639086dc-924b-4c5f-a327-5de8cda0d28f","C99158","Code","http://www.cdisc.org","Clinical Study Follow-up"
"Code_330","1","d94d05f8-f717-40e0-8bac-d6222681e6ff","G30.9","Code","ICD-10-CM","Alzheimer's disease; unspecified"
"Code_331","January 31, 2018","5d646be4-ba4d-4d33-8316-14284d8a17d7","26929004","Code","SNOMED","Alzheimer's disease"
"Code_141","2023-09-29","dff1f329-4c48-437c-a105-7144ed1d1ab4","C70793","Code","http://www.cdisc.org","Sponsor"
"Code_335","2023-09-29","7ee7cb6a-4f83-4f43-8941-be61cb48b605","C85826","Code","http://www.cdisc.org","Trial Primary Objective"
"Code_334","2023-09-29","a858a7dd-25d2-483c-a848-ceea48ae20b6","C94496","Code","http://www.cdisc.org","Primary Endpoint"
"Code_336","2023-09-29","41399015-cee9-4235-bad7-f3484428a106","C94496","Code","http://www.cdisc.org","Primary Endpoint"
"Code_338","2023-09-29","6ab30a40-2a85-468c-a0f5-6225e751dbe7","C85826","Code","http://www.cdisc.org","Trial Primary Objective"
"Code_337","2023-09-29","e7c50015-1632-445e-9035-6811cc241365","C94496","Code","http://www.cdisc.org","Primary Endpoint"
"Code_339","2023-09-29","4fe98d2f-4dfd-47fb-baa7-d4518708660e","C94496","Code","http://www.cdisc.org","Primary Endpoint"
"Code_340","2023-09-29","d7c9e2e2-5c13-41bf-8776-cc02159c439b","C94496","Code","http://www.cdisc.org","Primary Endpoint"
"Code_342","2023-09-29","45a66b03-7d55-4cb1-a23c-2af257df36b9","C85827","Code","http://www.cdisc.org","Trial Secondary Objective"
"Code_341","2023-09-29","201e9a41-709e-4b48-b0cb-1690c7dc5e0d","C139173","Code","http://www.cdisc.org","Secondary Endpoint"
"Code_343","2023-09-29","aeac2769-743d-484f-9ff0-b946436b79a9","C139173","Code","http://www.cdisc.org","Secondary Endpoint"
"Code_344","2023-09-29","c8a384b9-714e-46ea-befb-b9da64314ec6","C139173","Code","http://www.cdisc.org","Secondary Endpoint"
"Code_345","2023-09-29","a5f18231-da9e-46f5-8b1e-bd9b40d06e39","C25532","Code","http://www.cdisc.org","Inclusion Criteria"
"Code_346","2023-09-29","58a57da8-b2fe-4212-ab05-1474570f22c4","C25532","Code","http://www.cdisc.org","Inclusion Criteria"
"Code_347","2023-09-29","2dcbdfeb-d693-4ea5-ad7d-477fad8654fc","C25532","Code","http://www.cdisc.org","Inclusion Criteria"
"Code_348","2023-09-29","8f5e63a6-3b19-4b1e-a441-7054a9ff6b21","C25370","Code","http://www.cdisc.org","Exclusion Criteria"
"Code_332","2023-09-29","843f86a8-3b95-4de2-b608-ec33b1d7bb76","C29848","Code","http://www.cdisc.org","Year"
"Code_14","2023-09-29","6f8004fd-4698-4ecd-b2e1-8c66244b5a74","C201264","Code","http://www.cdisc.org","Before"
"Code_15","2023-09-29","c7fe6dfe-c474-412b-8a06-7bc1477b21e2","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_16","2023-09-29","66a1c72e-18fd-413c-a2bb-6d9e2a03c3a2","C201264","Code","http://www.cdisc.org","Before"
"Code_17","2023-09-29","664bb860-0a8c-4943-a5c2-074d0259cc8d","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_19","2023-09-29","71bc6376-e0a9-4b75-8545-9003fcda196b","C201264","Code","http://www.cdisc.org","Fixed Reference"
"Code_20","2023-09-29","ed71c477-dc40-4aba-a25e-c70186c36573","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_21","2023-09-29","a6e42f9c-c651-4907-8b76-c7aa599f18bc","C201264","Code","http://www.cdisc.org","After"
"Code_22","2023-09-29","81c5188a-0f00-40cc-8cf7-f927a6b59810","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_24","2023-09-29","555513d8-2952-4ba4-bdd1-7f40a969ea4a","C201264","Code","http://www.cdisc.org","After"
"Code_25","2023-09-29","93c5e385-9bc1-49ee-81b4-db2e14715245","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_27","2023-09-29","fc3ec6dd-1529-48b3-891d-5760c08b2bbd","C201264","Code","http://www.cdisc.org","After"
"Code_28","2023-09-29","c157928d-830f-443a-a66f-4a50804c8a90","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_30","2023-09-29","bd5a97fa-5c9d-42c5-ad33-d7893583335c","C201264","Code","http://www.cdisc.org","After"
"Code_31","2023-09-29","10f8f734-3349-4331-8288-542c156e32be","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_35","2023-09-29","94758c38-b8b8-464e-a1c2-5628898aeb30","C201264","Code","http://www.cdisc.org","After"
"Code_36","2023-09-29","6d62d29c-6ce1-4d24-a633-828aa21d895d","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_40","2023-09-29","81f72d92-4bf2-4a20-8459-c1165f378b89","C201264","Code","http://www.cdisc.org","After"
"Code_41","2023-09-29","e6c7deca-21c9-4baf-8ac7-d19e735dcfc8","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_45","2023-09-29","5968235a-7156-410e-981a-c00d1fe130d6","C201264","Code","http://www.cdisc.org","After"
"Code_46","2023-09-29","734802df-8788-4bc5-98f0-023404f8ee34","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_50","2023-09-29","e44b706f-bfad-4e5a-85cf-8569b63030a2","C201264","Code","http://www.cdisc.org","After"
"Code_51","2023-09-29","fd12603c-38a9-4547-8016-4baf2c100a9e","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_53","2023-09-29","a3e7e56c-47af-49fb-97f1-92496409e255","C201264","Code","http://www.cdisc.org","After"
"Code_54","2023-09-29","7394d328-3851-4e97-ab4a-bf2d5d6d9fc0","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_33","2023-09-29","a732f2b7-5b84-4cb1-a61e-ff4eaa1306a4","C201264","Code","http://www.cdisc.org","After"
"Code_34","2023-09-29","a37035bb-315c-4156-9b56-8f6c2fab8b6a","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_38","2023-09-29","68e9eda0-75cf-4429-bef2-4b1a7774bcd9","C201264","Code","http://www.cdisc.org","After"
"Code_39","2023-09-29","831d3b4f-1072-448e-b2d5-e3d9c5232254","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_43","2023-09-29","b0ca9bef-522a-451a-9d85-f5abd4a75342","C201264","Code","http://www.cdisc.org","After"
"Code_44","2023-09-29","364fd0a0-db2a-4f1a-adb7-65aa22d7f529","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_48","2023-09-29","97e58f3d-6d9b-4d4a-9612-5c861f119cdf","C201264","Code","http://www.cdisc.org","After"
"Code_49","2023-09-29","644e17f1-699a-4d28-ae13-dfdd60f24dea","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_56","2023-09-29","7241ffad-e3b3-4496-85f3-638ff061b464","C201264","Code","http://www.cdisc.org","Fixed Reference"
"Code_57","2023-09-29","665fcd03-41ff-4434-8c72-e3bcfd4cbe52","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_58","2023-09-29","d3bb69ce-a640-4e0c-ad06-9db1d8cffbe7","C201264","Code","http://www.cdisc.org","Fixed Reference"
"Code_59","2023-09-29","db821759-3fd7-44bc-828a-8585a3911476","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_60","2023-09-29","bd622f8e-a4e2-48c1-927d-e2c582cc053f","C201264","Code","http://www.cdisc.org","Fixed Reference"
"Code_61","2023-09-29","8b6be009-d7fa-4737-9972-b7f5faa69893","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_62","2023-09-29","3055c048-2c42-4025-a5ce-574cd6ee320d","C201264","Code","http://www.cdisc.org","After"
"Code_63","2023-09-29","fe3c11c9-d4bc-4848-a95d-2acadb10eeff","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_64","2023-09-29","4b891bf1-4e56-4b62-ad7b-4cc34e6c0788","C201264","Code","http://www.cdisc.org","After"
"Code_65","2023-09-29","1e6c5743-b097-4763-9f14-8368f871cc3b","C201265","Code","http://www.cdisc.org","End to Start"
"Code_66","2023-09-29","3fbef93b-7a25-4139-976a-ab5f587c8778","C201264","Code","http://www.cdisc.org","After"
"Code_67","2023-09-29","408ed2a1-9cc7-4285-9ed0-b20262cc2338","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_68","2023-09-29","6ba15056-4118-4c07-ba5d-fd052f3efa9b","C201264","Code","http://www.cdisc.org","After"
"Code_69","2023-09-29","d751d0aa-7334-4efe-add7-d2f35b2b01b7","C201265","Code","http://www.cdisc.org","End to Start"
"Code_70","2023-09-29","b384d2ae-0ec2-496c-a50b-15e50f23853f","C201264","Code","http://www.cdisc.org","After"
"Code_71","2023-09-29","ba18e0ab-de47-439f-96d6-f83de9b89c63","C201265","Code","http://www.cdisc.org","Start to Start"
"Code_349","2023-09-29","d74cb813-041f-4272-81bd-f21377686934","C70793","Code","http://www.cdisc.org","Clinical Study Sponsor"
"Code_350","2020-08","6db91692-2c25-4342-a485-7249645cba5f","GBR","Code","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland"
"Code_3","2023-09-29","57402a2e-33cf-4f13-8812-a835f841d105","C94108","Code","http://www.cdisc.org","Study Acronym"
"Code_5","2023-09-29","a14881ba-bb2b-4c2d-8919-64ff51b8331b","C99905x1","Code","http://www.cdisc.org","Brief Study Title"
"Code_6","2023-09-29","b8f4a2b1-5ca3-4a26-9c2f-b6ad924a3197","C99905x2","Code","http://www.cdisc.org","Official Study Title"
"Code_7","2023-09-29","620a8338-06f7-4f68-8ff9-bf0b0ce4d387","C99905x3","Code","http://www.cdisc.org","Public Study Title"
"Code_8","2023-09-29","4f1dd0d2-62d3-4fdb-ac6b-e5bb5d7d5532","C25508","Code","http://www.cdisc.org","Final"
"Code_11","2023-09-29","778d62dd-c3c5-4cb8-8648-90b4f9d7a09d","C99903x1","Code","http://www.cdisc.org","Protocol Effective Date"
"Code_13","2023-09-29","d706d9c3-c68a-46d5-a8e7-1165577e1539","C41129","Code","http://www.cdisc.org","Region"
"Code_12","2020-08","e611c2b2-36d8-4ac9-ab52-c768293bde72","150","Code","ISO 3166 1 alpha3","Europe"
