"codeSystemVersion","instanceType","decode","codeSystem","id","uuid:ID","code"
"2023-12-15","Code","No","http://www.cdisc.org","Code_170","77004cd4-424d-4e2e-b7ed-b20fde6ad25f","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_171","cc367aff-7c1b-4bcc-ab5b-e9aaf499f92c","C49488"
"2023-12-15","Code","Death Related to Adverse Event","http://www.cdisc.org","Code_172","6ce9e310-8d6b-4420-b6a8-4a8ad78f7eec","C48275"
"2023-12-15","Code","No","http://www.cdisc.org","Code_173","62abe422-80ac-4300-8708-6c8031bba95e","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_174","b5efe0c7-e97e-4977-8296-405c520ec11e","C49488"
"2023-12-15","Code","Adverse Event associated with Hospitalization","http://www.cdisc.org","Code_175","f24a1623-ddbb-4590-9156-a1c905034df6","C83052"
"2023-12-15","Code","No","http://www.cdisc.org","Code_176","9be390aa-ceda-4087-8045-c4eadb5b3a7c","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_177","d81241c3-f016-4bea-b8bf-a41a4d05d7e7","C49488"
"2023-12-15","Code","Life Threatening Adverse Event","http://www.cdisc.org","Code_178","679d418c-6288-43e1-87bf-4af48d762bf1","C84266"
"2023-12-15","Code","No","http://www.cdisc.org","Code_179","a8247b5f-c0c7-485e-b8d9-a9e99608a9ea","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_180","4db7a70c-e61e-4e99-9822-80dc73943751","C49488"
"2023-12-15","Code","Adverse Event Occurred with Overdose","http://www.cdisc.org","Code_181","4cfe1f02-f9bc-4533-8a66-9ee6fc3d8904","C83214"
"2023-12-15","Code","No","http://www.cdisc.org","Code_182","328f8657-103f-4db9-97b4-e030abaef887","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_183","8918b29b-03cb-4527-9a24-6542767097dd","C49488"
"2023-12-15","Code","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","Code_184","b4160d81-5c68-4c22-90d6-8f4014323f12","C83053"
"2023-12-15","Code","No","http://www.cdisc.org","Code_185","303e3e90-bea4-4256-9c68-26d182bd7776","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_186","e660996a-2855-4ce5-9324-c7b3173f3ff9","C49488"
"2023-12-15","Code","Adverse Event Concomitant Treatment","http://www.cdisc.org","Code_187","895df30e-959b-4250-807f-ab73ebf086ec","C83199"
"2023-12-15","Code","Adverse Event Start Date Time","http://www.cdisc.org","Code_188","e2c80eea-344f-4255-8335-4a15c082ae10","C83215"
"2023-12-15","Code","Adverse Event End Date Time","http://www.cdisc.org","Code_189","83d540b1-9707-4cfc-8ff3-abcb7af8768c","C83201"
"2023-12-15","Code","Solicited Adverse Event","http://www.cdisc.org","Code_190","396be281-9fbd-41a7-a432-cafa2b30fba4","C179175"
"2023-12-15","Code","SYSBP","http://www.cdisc.org","Code_191","074ce872-8ba2-477f-9ef1-8f704b945553","C25298"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_192","c3c1b499-008a-4cd9-9d8a-e3b884385a9b","C77140"
"2023-12-15","Code","Unit of Pressure","http://www.cdisc.org","Code_193","5d207b3c-d678-46f7-aeca-b757d398d983","C49669"
"2023-12-15","Code","Sitting","http://www.cdisc.org","Code_194","bc4b82e7-d296-4d7d-a2bd-65c312063c62","C62122"
"2023-12-15","Code","Standing","http://www.cdisc.org","Code_195","081b80e0-883b-468c-891c-2cb3df988a70","C62166"
"2023-12-15","Code","Supine Position","http://www.cdisc.org","Code_196","ba7b994f-a324-43b7-a22f-82f8842966c0","C62167"
"2023-12-15","Code","Body Position","http://www.cdisc.org","Code_197","5fe2bbbc-1be2-41eb-80d2-516ab05a3fe7","C62164"
"2023-12-15","Code","Brachial Artery","http://www.cdisc.org","Code_198","55cb477c-2fb4-4667-b013-3551309a1e36","C12681"
"2023-12-15","Code","Common Carotid Artery","http://www.cdisc.org","Code_199","ec4b25b8-d908-40a0-b19b-3c915283c11d","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","http://www.cdisc.org","Code_200","c431e52f-f5b4-4a3e-8b4d-50c15279d194","C32478"
"2023-12-15","Code","Femoral Artery","http://www.cdisc.org","Code_201","32d75967-2ebe-4e57-b5e2-74cdcf666df6","C12715"
"2023-12-15","Code","Radial Artery","http://www.cdisc.org","Code_202","951daa65-b0ef-4a6f-a00e-ca802146515a","C12838"
"2023-12-15","Code","Anatomic Site","http://www.cdisc.org","Code_203","3b2a0c22-b18f-4a7f-a60d-892bb742ad1f","C13717"
"2023-12-15","Code","Left","http://www.cdisc.org","Code_204","b8144651-a7e8-4577-8ad4-011a0641ec85","C25229"
"2023-12-15","Code","Right","http://www.cdisc.org","Code_205","62277b0d-a6a6-45c1-9cd5-a53633404d0a","C25228"
"2023-12-15","Code","Laterality","http://www.cdisc.org","Code_206","53f28f84-279d-4c8a-9146-b8dc05634810","C25185"
"2023-12-15","Code","SYSBP","http://www.cdisc.org","Code_207","14637ed0-5a16-431c-92a1-fee34494c547","C25298"
"2023-12-15","Code","DIABP","http://www.cdisc.org","Code_208","d8469627-0ac2-4c52-b331-65393f2d373a","C25299"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_209","db25f1a1-efb0-4dc5-8f51-c495cdfae03a","C77140"
"2023-12-15","Code","Unit of Pressure","http://www.cdisc.org","Code_210","48a847ce-c9fe-4c9e-aec0-93d556036681","C49669"
"2023-12-15","Code","Sitting","http://www.cdisc.org","Code_211","3bb782af-35da-4190-bd4c-eef1347b8818","C62122"
"2023-12-15","Code","Standing","http://www.cdisc.org","Code_212","59036673-96b8-429b-aae4-c96ca219604d","C62166"
"2023-12-15","Code","Supine Position","http://www.cdisc.org","Code_213","e86d5e19-4b2b-46b3-9d20-8b1ffa188dc3","C62167"
"2023-12-15","Code","Body Position","http://www.cdisc.org","Code_214","471115ef-24c7-4800-9858-3c4a4ce274ab","C62164"
"2023-12-15","Code","Brachial Artery","http://www.cdisc.org","Code_215","2a61480c-a757-49ad-b844-2a8ad61836f7","C12681"
"2023-12-15","Code","Common Carotid Artery","http://www.cdisc.org","Code_216","b2dcdcd0-e902-4682-ae06-323dda91b854","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","http://www.cdisc.org","Code_217","fb8df5b0-4be4-4b3d-8886-e4327265fb49","C32478"
"2023-12-15","Code","Femoral Artery","http://www.cdisc.org","Code_218","041495b6-de60-46ae-a44d-a418df10387b","C12715"
"2023-12-15","Code","Radial Artery","http://www.cdisc.org","Code_219","b4247779-1c88-41f0-8657-f89a1470cb84","C12838"
"2023-12-15","Code","Anatomic Site","http://www.cdisc.org","Code_220","a2dcbedb-306f-430a-9ef3-204085bac271","C13717"
"2023-12-15","Code","Left","http://www.cdisc.org","Code_221","6402a22c-7731-4f5c-8d19-331f8fd87b92","C25229"
"2023-12-15","Code","Right","http://www.cdisc.org","Code_222","059a0e1c-f3ed-4aef-a119-92b4c9b71ec1","C25228"
"2023-12-15","Code","Laterality","http://www.cdisc.org","Code_223","77d387f4-1b1a-4e2b-b2d9-85dd3fda76ac","C25185"
"2023-12-15","Code","DIABP","http://www.cdisc.org","Code_224","752555f3-b8eb-4e34-a686-5f9f1057c1f3","C25299"
"2023-12-15","Code","TEMP","http://www.cdisc.org","Code_225","d7a3cf8d-8b27-4d7c-a904-49374606abd9","C174446"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_226","a5106269-0467-4aed-a4a6-eb8250244a87","C77140"
"2023-12-15","Code","Degree Celsius","http://www.cdisc.org","Code_227","f16f3ae0-0cb2-438e-a832-0dd4d96fca04","C42559"
"2023-12-15","Code","Degree Fahrenheit","http://www.cdisc.org","Code_228","70f500d2-fb40-4f59-a88b-2a5672dc4f14","C44277"
"2023-12-15","Code","Kelvin","http://www.cdisc.org","Code_229","8b08b452-dd0a-4273-977f-1ed106d5cf79","C42537"
"2023-12-15","Code","Unit of Temperature","http://www.cdisc.org","Code_230","e8d1b6ad-28aa-48df-b1ee-4d87e010df5a","C44276"
"2023-12-15","Code","Axilla","http://www.cdisc.org","Code_231","e52d9963-0c7d-456e-a3f7-7b8e5477e9ff","C12674"
"2023-12-15","Code","Ear","http://www.cdisc.org","Code_232","fff9a725-1016-4f4d-87cc-5dcf4f4f78cb","C12394"
"2023-12-15","Code","Forehead","http://www.cdisc.org","Code_233","eb019ea2-8fba-4636-8b92-87df0c12e88b","C89803"
"2023-12-15","Code","Oral Cavity","http://www.cdisc.org","Code_234","d223defc-de38-4c24-8c00-8cd044304a50","C12421"
"2023-12-15","Code","Rectum","http://www.cdisc.org","Code_235","54e05465-49e4-4f1f-884b-c1ff54452364","C12390"
"2023-12-15","Code","Anatomic Site","http://www.cdisc.org","Code_236","aa3ff6e1-0bfc-4908-bb47-53a08befa638","C13717"
"2023-12-15","Code","TEMP","http://www.cdisc.org","Code_237","1e0eec3a-de8a-4305-9ec4-79af3be2db32","C174446"
"2023-12-15","Code","WEIGHT","http://www.cdisc.org","Code_238","c2176dd4-621b-49e4-afb2-214183d06939","C25208"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_239","c1243692-9a7b-40c6-91a7-e27c41019a12","C77140"
"2023-12-15","Code","Pound","http://www.cdisc.org","Code_240","f9e656e9-0037-49c1-ab7b-6892d6beb6db","C48531"
"2023-12-15","Code","Gram","http://www.cdisc.org","Code_241","69371474-d31c-4f76-8375-ba366769d595","C48155"
"2023-12-15","Code","Kilogram","http://www.cdisc.org","Code_242","ecbe9a41-fd02-4ee8-a397-57e44ea4233c","C28252"
"2023-12-15","Code","Unit of Weight","http://www.cdisc.org","Code_243","fcb8571c-2539-4f41-896a-e17ed9debd4c","C48208"
"2023-12-15","Code","WEIGHT","http://www.cdisc.org","Code_244","ba3d66ae-2a26-4ebf-9ac7-b051f0a2bbfd","C25208"
"2023-12-15","Code","HEIGHT","http://www.cdisc.org","Code_245","567ad13e-f6b9-4483-82ea-d617bb9b35ca","C25347"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_246","05f2473a-d071-4094-b9c2-1761075905ab","C77140"
"2023-12-15","Code","Centimeter","http://www.cdisc.org","Code_247","d6533954-87ab-4169-910a-a4f4969ec74b","C49668"
"2023-12-15","Code","Inch","http://www.cdisc.org","Code_248","e5edaa9c-ed03-40a0-98b8-7dd51161f11d","C48500"
"2023-12-15","Code","Meter","http://www.cdisc.org","Code_249","0644187b-8e71-4c06-8eb6-864ef1d299f8","C41139"
"2023-12-15","Code","Unit of Height","http://www.cdisc.org","Code_250","f06948a0-85dc-4b59-9f23-bfab573dcfa1","C168688"
"2023-12-15","Code","HEIGHT","http://www.cdisc.org","Code_251","a9fa3fa7-bd46-4c4c-be22-84e343d54302","C25347"
"2023-12-15","Code","ALT","http://www.cdisc.org","Code_252","c63c731b-a7b4-4e61-8377-3366dca42d56","C64433"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_253","19b3f178-8e59-4b8a-a596-cb1ffe4f14e8","C36292"
"2023-12-15","Code","Unit per Liter","http://www.cdisc.org","Code_254","829348c9-cf44-413f-b2c5-32627ea1ec42","C67456"
"2023-12-15","Code","Microkatal per Liter","http://www.cdisc.org","Code_255","1e265eef-7502-4347-8424-0f900c370b58","C67397"
"2023-12-15","Code","International Unit per Liter","http://www.cdisc.org","Code_256","5c417c37-fe4c-472f-af53-895cee486c70","C67376"
"2023-12-15","Code","Nanokatal per Liter","http://www.cdisc.org","Code_257","97d4eeb4-5cbc-4d9d-9968-ca67b7c42c3a","C70510"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_258","ac5cdd99-9c99-474d-ac31-6341bcf63da7","C67365"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_259","b90532b1-851f-482e-802b-df5968c340cc","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_260","a67f583b-3500-4102-be63-63c1515f1480","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_261","4b142df2-d5b3-45ba-8ae8-a16f567c1303","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_262","e5eb033b-cc36-4e46-90ee-b0c092c73161","C83309"
"2023-12-15","Code","ALT","http://www.cdisc.org","Code_263","fe804d16-0f5e-4771-bc03-537012bd09f6","C64433"
"2023-12-15","Code","ALB","http://www.cdisc.org","Code_264","bb425c66-94e1-4f73-9e6b-f0c7a7581ee7","C64431"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_265","168ea47c-f625-4f89-9d60-b428fbcf07c5","C36292"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_266","5b80b43c-83b9-47c2-997b-bc94c6864781","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_267","1eb79f03-fe2a-47a2-a931-e7d7c1e433ef","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_268","3283f2c2-cfd7-46c0-8db2-9a8e58020444","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_269","37833a0d-2a16-401d-9426-ac083152b277","C83309"
"2023-12-15","Code","ALB","http://www.cdisc.org","Code_270","6e61bfc9-d792-4db5-a05c-0bc0261e477a","C64431"
"2023-12-15","Code","ALP","http://www.cdisc.org","Code_271","016cdbdb-bf80-4792-891b-b7cd96129675","C64432"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_272","8eff94c6-7be8-42c2-8251-2fe870083e74","C36292"
"2023-12-15","Code","Unit per Liter","http://www.cdisc.org","Code_273","77e7da0c-c8bb-4569-8204-55f179d7ef98","C67456"
"2023-12-15","Code","Microkatal per Liter","http://www.cdisc.org","Code_274","918ba72c-5595-44aa-8def-01d316be4b87","C67397"
"2023-12-15","Code","International Unit per Liter","http://www.cdisc.org","Code_275","8f05d7be-f5ba-4a60-8385-e016fbb46528","C67376"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_276","4e15c353-fa3f-42bd-9494-ceb26468599c","C67365"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_277","dc7251ba-72b9-47da-8e93-29dcdfae1203","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_278","f4a129c0-670f-46d2-81f7-54beeb29c29b","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_279","fb17f5bf-fa3a-472b-ab89-5436c24deac1","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_280","5d1cd65e-c1ae-4e23-b968-13915cab66c4","C83309"
"2023-12-15","Code","ALP","http://www.cdisc.org","Code_281","bc3360b5-35e7-4709-8fec-ddaa93bcd33a","C64432"
"2023-12-15","Code","AST","http://www.cdisc.org","Code_282","c98d1c47-09d0-4f8b-9a0f-7e8a40b8fe6f","C64467"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_283","ab6cfa51-2c9e-4423-ba93-87bf149c0965","C36292"
"2023-12-15","Code","Unit per Liter","http://www.cdisc.org","Code_284","50b5e327-5861-4fdc-9fea-cb31b29083ab","C67456"
"2023-12-15","Code","Microkatal per Liter","http://www.cdisc.org","Code_285","c695ba44-80ce-4c76-9a17-888d94229e3f","C67397"
"2023-12-15","Code","International Unit per Liter","http://www.cdisc.org","Code_286","23b79f22-fdf1-43f4-a5a9-e7bcbd7c2dd2","C67376"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_287","33cbc887-64c5-42d9-a605-2a11a7a6cf26","C67365"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_288","b0a06020-1dec-4650-8975-f461876bc9a7","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_289","6a127cc4-ecc6-4998-bec7-bb6b16a88433","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_290","c4811483-5f0a-4e36-8dd9-a0e40f2da913","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_291","87869475-2d7e-43b1-b793-68ad94264999","C83309"
"2023-12-15","Code","AST","http://www.cdisc.org","Code_292","b3694999-a4f1-4ec2-9a2d-15a92efb873f","C64467"
"2023-12-15","Code","CREAT","http://www.cdisc.org","Code_293","883ad7a7-3e2f-4f4e-88c8-435e4a8f0e03","C64547"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_294","2bdc60fe-a054-4edc-ab23-eef3adf49ce2","C36292"
"2023-12-15","Code","Milligram per Deciliter","http://www.cdisc.org","Code_295","f95eed2b-1f92-46b1-a121-5d16b1eb2c43","C67015"
"2023-12-15","Code","Microgram per Milliliter","http://www.cdisc.org","Code_296","c186fdeb-45e7-49a6-8626-b5a3cb11a826","C64572"
"2023-12-15","Code","Millimole per Liter","http://www.cdisc.org","Code_297","80924aeb-6ead-47f0-b6db-478fed2f6848","C64387"
"2023-12-15","Code","Micromole per Liter","http://www.cdisc.org","Code_298","05f56fea-252c-4dd6-aacd-ecf2d5375dc7","C48508"
"2023-12-15","Code","Unit of Concentration","http://www.cdisc.org","Code_299","50f0ee52-883c-42be-9d89-5c3e14e85e62","C48207"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_300","fda4eb7e-56e9-41ff-8d84-3a46fa6ad9fe","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_301","054ec012-3e8a-4125-a1e3-b200e651d060","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_302","aa7a7daa-9a03-4cfb-b826-3066e0820cdf","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_303","21304bbc-99bf-4acc-a483-b03c383bf1ff","C83309"
"2023-12-15","Code","CREAT","http://www.cdisc.org","Code_304","e41be57d-59dc-4a78-b60d-41c2398c8381","C64547"
"2023-12-15","Code","K","http://www.cdisc.org","Code_305","e3dd4925-7b8d-4092-8953-71bf661af205","C64853"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_306","8376a3e4-432a-40fa-832b-477be7c8e2e8","C36292"
"2023-12-15","Code","Milliequivalent per Liter","http://www.cdisc.org","Code_307","406ce81e-4211-4c16-9fff-bcef392310c4","C67474"
"2023-12-15","Code","Milliequivalent per Deciliter","http://www.cdisc.org","Code_308","9468c49b-25d3-4318-b7b1-9675e28c185d","C67473"
"2023-12-15","Code","Millimole per Liter","http://www.cdisc.org","Code_309","d052b0b4-03f3-40b9-bd81-f34d2567da68","C64387"
"2023-12-15","Code","Molarity Unit","http://www.cdisc.org","Code_310","a9259cf7-803a-468f-8ef1-a19b1e5f0ec3","C64567"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_311","5cf097cb-3619-47a5-ba6a-7e0ae7167e28","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_312","1702c448-1a9c-4a0f-9a69-b69cb8efd695","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_313","76566281-9695-404e-8c70-ad9b56b8a7a8","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_314","19976228-3025-4ee4-bfc5-8300f03312fc","C83309"
"2023-12-15","Code","K","http://www.cdisc.org","Code_315","3596931e-3f6d-44b9-8d85-0bab17fb9fc2","C64853"
"2023-12-15","Code","SODIUM","http://www.cdisc.org","Code_316","149f53b6-82d6-4689-ae2e-bafcf94ad34a","C64809"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_317","fb5fb58e-2cb3-4485-9b21-bba839e451d6","C36292"
"2023-12-15","Code","Milliequivalent per Liter","http://www.cdisc.org","Code_318","1957aeae-c7b1-4a22-a329-57b9ee1511a1","C67474"
"2023-12-15","Code","Milliequivalent per Deciliter","http://www.cdisc.org","Code_319","ec9392d0-93f7-400c-be06-4b05cfb3dd1d","C67473"
"2023-12-15","Code","Millimole per Liter","http://www.cdisc.org","Code_320","8f23f86f-8160-4918-9b0a-53e460c269c5","C64387"
"2023-12-15","Code","Molarity Unit","http://www.cdisc.org","Code_321","67aabe0d-48f9-4c30-8afd-48667564e031","C64567"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_322","a7a4af61-9c46-4eb4-ba16-d2a9aaf323ab","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_323","6f1d6c1d-c016-40fe-a016-0eecfacf6614","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_324","bfd8010a-3f2a-48bc-91b7-fa3fafcbf60f","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_325","61398736-c3c4-4224-a23e-c2a4376b3839","C83309"
"2023-12-15","Code","SODIUM","http://www.cdisc.org","Code_326","a3882ae1-6ffe-4dcc-8b87-aa23ee58564a","C64809"
"2023-12-15","Code","SYSBP","http://www.cdisc.org","Code_327","52c77358-9b81-47c3-93fa-312627d9ed0f","C25298"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_328","8f7c6491-6a7a-4718-9a9e-2dd8266269e3","C77140"
"2023-12-15","Code","Unit of Pressure","http://www.cdisc.org","Code_329","c8513aa9-beb1-46a3-b36a-0798dfc20716","C49669"
"2023-12-15","Code","Sitting","http://www.cdisc.org","Code_330","a8a22ef8-bd88-4edb-952a-5faf298ac8c2","C62122"
"2023-12-15","Code","Standing","http://www.cdisc.org","Code_331","1c889fd1-93dd-47ab-a9d9-ea0667483f43","C62166"
"2023-12-15","Code","Supine Position","http://www.cdisc.org","Code_332","416f5491-7306-4590-b8fa-5eb29416f51d","C62167"
"2023-12-15","Code","Body Position","http://www.cdisc.org","Code_333","06fd296b-50da-465b-92b5-87e136a0e299","C62164"
"2023-12-15","Code","Brachial Artery","http://www.cdisc.org","Code_334","9be2f4f4-19c0-4a6e-93ec-538fb0d80756","C12681"
"2023-12-15","Code","Common Carotid Artery","http://www.cdisc.org","Code_335","daf52890-b2b0-46b9-96b3-62a8906a19b6","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","http://www.cdisc.org","Code_336","793aa462-5b0d-4fb8-be27-c43776e28aef","C32478"
"2023-12-15","Code","Femoral Artery","http://www.cdisc.org","Code_337","7ac81d4e-285c-4b3c-85ee-de753f047dbf","C12715"
"2023-12-15","Code","Radial Artery","http://www.cdisc.org","Code_338","37ccf6fb-f1fc-4c92-97fc-63bcf2d082cd","C12838"
"2023-12-15","Code","Anatomic Site","http://www.cdisc.org","Code_339","8e8b42c5-f670-431e-b536-be6ce65813d4","C13717"
"2023-12-15","Code","Left","http://www.cdisc.org","Code_340","40e6159b-8183-4c54-8b30-632eee5257c6","C25229"
"2023-12-15","Code","Right","http://www.cdisc.org","Code_341","e9e81fad-bf47-453f-a798-1b05e69df6bb","C25228"
"2023-12-15","Code","Laterality","http://www.cdisc.org","Code_342","609e61c2-2405-40be-83b5-7d3e1c5e235f","C25185"
"2023-12-15","Code","SYSBP","http://www.cdisc.org","Code_343","26bc3e2b-29d6-4569-8815-e2ea4b19b8cb","C25298"
"2023-12-15","Code","DIABP","http://www.cdisc.org","Code_344","530db954-7f74-471f-9dc5-64295917b995","C25299"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_345","933646b1-ca87-400f-bc69-1781bdd57b6e","C77140"
"2023-12-15","Code","Unit of Pressure","http://www.cdisc.org","Code_346","8f435ed6-901c-4ad0-9c39-d257879a790f","C49669"
"2023-12-15","Code","Sitting","http://www.cdisc.org","Code_347","9ef04621-4ad4-4148-9d6a-9d6886c82f52","C62122"
"2023-12-15","Code","Standing","http://www.cdisc.org","Code_348","fc61b3f5-9b58-42fe-8e11-3755c1395dc7","C62166"
"2023-12-15","Code","Supine Position","http://www.cdisc.org","Code_349","db78be58-769d-463e-b50e-32e163311e4d","C62167"
"2023-12-15","Code","Body Position","http://www.cdisc.org","Code_350","95ada8aa-1cdf-4898-951c-d996de669ccf","C62164"
"2023-12-15","Code","Brachial Artery","http://www.cdisc.org","Code_351","ce53ec93-ce93-4a61-821b-e1a404d1cdb4","C12681"
"2023-12-15","Code","Common Carotid Artery","http://www.cdisc.org","Code_352","b1e7fee0-4a3c-4206-9be6-7ca305b19c81","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","http://www.cdisc.org","Code_353","bcf4615c-c2ce-408c-8980-06f4a2465c30","C32478"
"2023-12-15","Code","Femoral Artery","http://www.cdisc.org","Code_354","5b66b3fe-cffd-4413-81f1-5e07cfc5ff2d","C12715"
"2023-12-15","Code","Radial Artery","http://www.cdisc.org","Code_355","d0667fdf-202c-41f5-ad43-a5c7549bfab2","C12838"
"2023-12-15","Code","Anatomic Site","http://www.cdisc.org","Code_356","1a83e465-320c-4ee5-9f1c-3ab9f1975bb9","C13717"
"2023-12-15","Code","Left","http://www.cdisc.org","Code_357","e91f889c-5dbe-45c1-a8d4-da99963e391b","C25229"
"2023-12-15","Code","Right","http://www.cdisc.org","Code_358","dae7a02a-3d57-4cc4-b858-706ab02b0642","C25228"
"2023-12-15","Code","Laterality","http://www.cdisc.org","Code_359","14933152-3961-4a49-ad02-2c873fae5b11","C25185"
"2023-12-15","Code","DIABP","http://www.cdisc.org","Code_360","45356b87-d074-49b6-a467-73012af039d9","C25299"
"2023-12-15","Code","HR","http://www.cdisc.org","Code_361","cdd9c15a-980e-4385-8a5c-e7895d32e6b3","C49677"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_362","b9065001-93fc-4c0e-ac35-4994d2f82fb6","C77140"
"2023-12-15","Code","Count per Minute","http://www.cdisc.org","Code_363","e937a29b-6635-4224-b43c-a1689d2ad236","C73688"
"2023-12-15","Code","Sitting","http://www.cdisc.org","Code_364","4b4417d1-e966-477c-9fc2-220d9fecc7a0","C62122"
"2023-12-15","Code","Standing","http://www.cdisc.org","Code_365","c2911001-fd0b-46e5-a8a2-68c50aa079b3","C62166"
"2023-12-15","Code","Supine Position","http://www.cdisc.org","Code_366","f64eabef-663f-4096-8c0f-5d44a2d8271c","C62167"
"2023-12-15","Code","Body Position","http://www.cdisc.org","Code_367","2a9bf38e-4bb8-4195-850e-e08870a1ad19","C62164"
"2023-12-15","Code","Brachial Artery","http://www.cdisc.org","Code_368","f7409c6e-8f7a-40b1-9c80-91272d963cee","C12681"
"2023-12-15","Code","Common Carotid Artery","http://www.cdisc.org","Code_369","1355572e-1f6c-4fef-8312-bf0a03dcc72f","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","http://www.cdisc.org","Code_370","ec88a21c-f6ab-4312-9783-bf56bf93e7cf","C32478"
"2023-12-15","Code","Femoral Artery","http://www.cdisc.org","Code_371","d1750ff5-d4d6-4439-9fd3-dbb27b5e4901","C12715"
"2023-12-15","Code","Radial Artery","http://www.cdisc.org","Code_372","b12be7ec-4be6-44a4-882f-34814e5da89e","C12838"
"2023-12-15","Code","Anatomic Site","http://www.cdisc.org","Code_373","2b3cbfc2-ed4d-4b34-8f2a-658bcd8c78cf","C13717"
"2023-12-15","Code","Left","http://www.cdisc.org","Code_374","75e20fc8-47b3-4412-957d-6c8df2532442","C25229"
"2023-12-15","Code","Right","http://www.cdisc.org","Code_375","b8997956-d2c2-49cc-b518-c66b46b3f1d0","C25228"
"2023-12-15","Code","Laterality","http://www.cdisc.org","Code_376","937fa07c-4d03-48e3-b443-0275e62f14a3","C25185"
"2023-12-15","Code","HR","http://www.cdisc.org","Code_377","f32058e8-54e7-46a6-b8a9-7f6259ce68e4","C49677"
"2023-12-15","Code","SYSBP","http://www.cdisc.org","Code_378","fe11fc8a-a5a5-431f-88ef-c4a659202e04","C25298"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_379","bb14c078-5464-4e13-b63a-9be1c65a4d20","C77140"
