"decode","codeSystemVersion","uuid:ID","codeSystem","id","code"
"Vital Signs Position","","45f177dd-6a98-4b0d-9b0f-dbd23f2aac44","NCI Thesaurus","Code_240","C83114"
"Diastolic Blood Pressure","","baa7c6f7-050d-490f-9d04-9965b4fef880","NCI Thesaurus","Code_233","C25299"
"Placebo Comparator Arm","2023-09-29","50302704-217d-4e37-ba51-6dc2a2b497e4","http://www.cdisc.org","Code_104","C174268"
"Data Generated Within Study","2023-09-29","ce1d48e5-5aeb-456d-84a6-09d0c9b72eb9","http://www.cdisc.org","Code_105","C188866"
"Active Comparator Arm","2023-09-29","74dd4dd1-6cc2-4078-b5d5-255a9ef98139","http://www.cdisc.org","Code_106","C174267"
"Data Generated Within Study","2023-09-29","83aaa5b1-11ba-4af2-b4f8-d449f2e26fd0","http://www.cdisc.org","Code_107","C188866"
"Active Comparator Arm","2023-09-29","fb9c1ef5-2ace-410e-9380-738a5709d93c","http://www.cdisc.org","Code_108","C174267"
"Data Generated Within Study","2023-09-29","012a30c8-88d1-4b72-b1c7-3d6248de04fb","http://www.cdisc.org","Code_109","C188866"
"Double Blind Study","2023-09-29","1ba52e7c-4444-4173-bdf2-590244c7fc4a","http://www.cdisc.org","Code_117","C15228"
"Trial Screening","2023-09-29","a230d76d-c5b4-4007-84f7-b22bf5d71ba8","http://www.cdisc.org","Code_110","C48262"
"Treatment Epoch","2023-09-29","29a9497d-1509-4635-ad9e-62401a787180","http://www.cdisc.org","Code_111","C101526"
"Treatment Epoch","2023-09-29","0f192d59-4c3c-476b-a308-9ceb49a0c9f5","http://www.cdisc.org","Code_112","C101526"
"Treatment Epoch","2023-09-29","f4018096-5259-46fc-84b0-4dc4edcd1de3","http://www.cdisc.org","Code_113","C101526"
"Clinical Study Follow-up","2023-09-29","f70ce02d-5a4e-4468-bd5f-32e906df4712","http://www.cdisc.org","Code_114","C99158"
"Alzheimer's disease; unspecified","1","47ee7be7-6ced-4bcf-9203-a526aa29057e","ICD-10-CM","Code_294","G30.9"
"Alzheimer's disease","January 31, 2018","b0b874d7-c787-436c-8085-0226e987598d","SNOMED","Code_295","26929004"
"Trial Primary Objective","2023-09-29","a6f6dcac-9d91-4afd-9796-4921d694a901","http://www.cdisc.org","Code_298","C85826"
"Primary Endpoint","2023-09-29","f5565980-2952-4085-a751-f7de45d18197","http://www.cdisc.org","Code_297","C94496"
"Primary Endpoint","2023-09-29","f73df5ff-2442-4528-9b54-47da574ae72e","http://www.cdisc.org","Code_299","C94496"
"Trial Primary Objective","2023-09-29","55a89f9e-ef32-4cbb-819d-37fc43bbb1c6","http://www.cdisc.org","Code_301","C85826"
"Primary Endpoint","2023-09-29","9eeb4f21-723b-456b-81c4-131434cf8b06","http://www.cdisc.org","Code_300","C94496"
"Primary Endpoint","2023-09-29","431e3b8a-3f93-4638-b65c-ef156eb52df3","http://www.cdisc.org","Code_302","C94496"
"Primary Endpoint","2023-09-29","0a0e3d50-9f47-4fea-8fa0-375b2c4a1d29","http://www.cdisc.org","Code_303","C94496"
"Trial Secondary Objective","2023-09-29","6f7aafa3-2fb1-4f97-8348-39994bd295e0","http://www.cdisc.org","Code_305","C85827"
"Secondary Endpoint","2023-09-29","3d286172-183c-4802-8580-e3445410bf22","http://www.cdisc.org","Code_304","C139173"
"Secondary Endpoint","2023-09-29","04b57da9-05dc-4f87-8ee5-07db2400a8eb","http://www.cdisc.org","Code_306","C139173"
"Secondary Endpoint","2023-09-29","a8d67bd8-2c06-4a25-a0dc-d176ae74c3f6","http://www.cdisc.org","Code_307","C139173"
"Both","2023-09-29","4cd58d22-1b17-42cd-99e8-9fe73fb89823","http://www.cdisc.org","Code_296","C49636"
"Before","2023-09-29","cde2de98-6efb-41e4-8132-1a5f4c2f4850","http://www.cdisc.org","Code_10","C201264"
"Start to Start","2023-09-29","1d098ffb-1a5e-4f6c-813f-00d9fed0fabc","http://www.cdisc.org","Code_11","C201265"
"Before","2023-09-29","f7e031ca-c534-4a56-9939-24dae6eb6223","http://www.cdisc.org","Code_12","C201264"
"Start to Start","2023-09-29","2ef8a21c-5144-45db-86cc-ed93e4405a2b","http://www.cdisc.org","Code_13","C201265"
"Fixed Reference","2023-09-29","a4c90eb6-2865-4c90-863c-87ad44d6d202","http://www.cdisc.org","Code_14","C201264"
"Start to Start","2023-09-29","23093e98-cfd7-458a-b903-eca7b81ba757","http://www.cdisc.org","Code_15","C201265"
"After","2023-09-29","2e20018a-f86d-4f7c-994b-89bd8667c79a","http://www.cdisc.org","Code_16","C201264"
"Start to Start","2023-09-29","e68ff10c-3dea-4059-b874-867c7265a38e","http://www.cdisc.org","Code_17","C201265"
"After","2023-09-29","30c1eaa2-a04d-4d7c-afb4-7eefcac3ce03","http://www.cdisc.org","Code_18","C201264"
"Start to Start","2023-09-29","fc69af5c-5a47-4f87-b709-469b737ea757","http://www.cdisc.org","Code_19","C201265"
"After","2023-09-29","703189c8-1920-453e-bfc2-f469d7f7db83","http://www.cdisc.org","Code_20","C201264"
"Start to Start","2023-09-29","2a1baf3e-245b-4f2a-a29e-b8541bce7045","http://www.cdisc.org","Code_21","C201265"
"After","2023-09-29","70363957-0c7e-45a4-88a8-a00c58e24ef0","http://www.cdisc.org","Code_22","C201264"
"Start to Start","2023-09-29","db5a3a1b-16ce-42a4-8990-173edf532e35","http://www.cdisc.org","Code_23","C201265"
"After","2023-09-29","e85d1112-325b-49df-8c25-17c32578ae17","http://www.cdisc.org","Code_24","C201264"
"Start to Start","2023-09-29","12d1c10a-7df4-4c95-9528-2959b7e04df8","http://www.cdisc.org","Code_25","C201265"
"After","2023-09-29","07f3ae61-f4a2-42a8-9ad3-f02c15583ccf","http://www.cdisc.org","Code_26","C201264"
"Start to Start","2023-09-29","5e1cb01d-8f51-4b71-b3ef-1d9e6bd033ca","http://www.cdisc.org","Code_27","C201265"
"After","2023-09-29","71e04128-5114-4aae-9aca-572929fcb4ca","http://www.cdisc.org","Code_28","C201264"
"Start to Start","2023-09-29","19fbd4e1-17b5-4d8c-94b8-ba48baac0b52","http://www.cdisc.org","Code_29","C201265"
"After","2023-09-29","ab9037ec-c5ce-4331-bd52-fa800cf5d445","http://www.cdisc.org","Code_30","C201264"
"Start to Start","2023-09-29","043675ff-70b9-4b62-9359-43559220ede7","http://www.cdisc.org","Code_31","C201265"
"After","2023-09-29","b0cbdd62-1361-4005-a149-7b2295a6ef1d","http://www.cdisc.org","Code_32","C201264"
"Start to Start","2023-09-29","7da5b62b-b5b8-4a87-b6ea-7a67e5c4341b","http://www.cdisc.org","Code_33","C201265"
"After","2023-09-29","c48868d8-7925-4692-aea1-611420467282","http://www.cdisc.org","Code_34","C201264"
"Start to Start","2023-09-29","bfb7af95-c1dd-4aff-8be3-f8f6816fba90","http://www.cdisc.org","Code_35","C201265"
"After","2023-09-29","b63b90b9-0fcc-4064-8678-edae53de1453","http://www.cdisc.org","Code_36","C201264"
"Start to Start","2023-09-29","9e4a8f5d-11f9-4dda-b363-8b7135435b32","http://www.cdisc.org","Code_37","C201265"
"After","2023-09-29","c82ddca4-0eb9-45e5-971b-32b21eb2ea5b","http://www.cdisc.org","Code_38","C201264"
"Start to Start","2023-09-29","8af65490-4390-4115-acbb-37d63220518b","http://www.cdisc.org","Code_39","C201265"
"After","2023-09-29","6bfec7c4-25e9-4077-a7cc-27e7a6b4ae6e","http://www.cdisc.org","Code_40","C201264"
"Start to Start","2023-09-29","e1c13c94-c4b7-402d-abf8-016a5d02fdcf","http://www.cdisc.org","Code_41","C201265"
"Fixed Reference","2023-09-29","09603254-caa7-4e30-afd5-2daa4541d19a","http://www.cdisc.org","Code_42","C201264"
"Start to Start","2023-09-29","a922608d-04c4-4b1a-a098-e7a7a82bbb5d","http://www.cdisc.org","Code_43","C201265"
"Fixed Reference","2023-09-29","16aa6d5a-acd1-4c8c-9049-23d980dd37d8","http://www.cdisc.org","Code_44","C201264"
"Start to Start","2023-09-29","f0a9b70d-bb9e-4ad7-9c79-e0221fd3a655","http://www.cdisc.org","Code_45","C201265"
"Fixed Reference","2023-09-29","7d111f60-991f-499c-905a-a2716b596624","http://www.cdisc.org","Code_46","C201264"
"Start to Start","2023-09-29","5cad4432-b447-4006-a870-8098a11cd92c","http://www.cdisc.org","Code_47","C201265"
"After","2023-09-29","c1fc76ab-8652-482f-ab33-a91a78d94ae3","http://www.cdisc.org","Code_48","C201264"
"Start to Start","2023-09-29","e4636055-c7dc-4196-9a77-9918b698e286","http://www.cdisc.org","Code_49","C201265"
"After","2023-09-29","fa203e2a-a2f4-4393-bae7-a493b8b12377","http://www.cdisc.org","Code_50","C201264"
"End to Start","2023-09-29","45b281aa-558f-433f-b0d6-7dbc2b44a821","http://www.cdisc.org","Code_51","C201265"
"After","2023-09-29","d7bc0596-c838-4bb7-8cab-4610c6c35372","http://www.cdisc.org","Code_52","C201264"
"End to Start","2023-09-29","4e1d1331-8465-485e-8d60-104a92874eb6","http://www.cdisc.org","Code_53","C201265"
"Inclusion Criteria","2023-09-29","98f5d767-d39f-49ec-90d7-9d254bc3e764","http://www.cdisc.org","Code_308","C25532"
"Inclusion Criteria","2023-09-29","dde8881b-81d3-4569-91a3-1070a1cbcdfe","http://www.cdisc.org","Code_309","C25532"
"Inclusion Criteria","2023-09-29","7656e890-e289-4ff8-bee1-3da85dcf95df","http://www.cdisc.org","Code_310","C25532"
"Exclusion Criteria","2023-09-29","5c2a33e4-b7ab-4df1-919a-0abaa302ff1f","http://www.cdisc.org","Code_311","C25370"
"Final","2023-09-29","d53caf7c-e968-466b-99cd-b9a3acb02ccb","http://www.cdisc.org","Code_4","C25508"
"Protocol Effective Date","2023-09-29","c38c85ed-ed56-4fc0-b743-e123640c155c","http://www.cdisc.org","Code_7","C99903x1"
"Region","2023-09-29","61de49cf-d0fd-4625-98c3-76c512c9c24f","http://www.cdisc.org","Code_9","C41129"
"Europe","2020-08","b387eed5-880b-4f39-9c0c-b8377635bc95","ISO 3166 1 alpha3","Code_8","150"
