"decode","id","uuid:ID","instanceType","codeSystemVersion","code","codeSystem"
"Yes","Code_168","e27275c2-1d19-43bf-a557-ae4626272f4b","Code","2023-12-15","C49488","http://www.cdisc.org"
"Disabling Adverse Event","Code_169","6292613f-4e13-4818-8c8e-8715b460b9d7","Code","2023-12-15","C113380","http://www.cdisc.org"
"No","Code_170","dd19ec97-2170-470f-a7af-dfbafafa97ae","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_171","b82323c8-3700-41ae-9584-924ce525bad4","Code","2023-12-15","C49488","http://www.cdisc.org"
"Death Related to Adverse Event","Code_172","5a2fb3de-212a-492e-9309-aa7801333fef","Code","2023-12-15","C48275","http://www.cdisc.org"
"No","Code_173","8edb56d9-ac89-4b71-9172-6ee4c1935715","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_174","b30c7dd0-3e88-4735-9fa6-297f52c8e0ed","Code","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event associated with Hospitalization","Code_175","a1b20b1f-43e9-492b-be07-b591aa5ed998","Code","2023-12-15","C83052","http://www.cdisc.org"
"No","Code_176","28b09214-63d8-4583-ba33-0e33c38d9f5b","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_177","b7e77784-3dd1-4224-b1ac-2e340dbe5d4d","Code","2023-12-15","C49488","http://www.cdisc.org"
"Life Threatening Adverse Event","Code_178","bdde3c9e-4748-4367-a76b-fb996cc49a3b","Code","2023-12-15","C84266","http://www.cdisc.org"
"No","Code_179","b5da2eff-c307-4023-b62c-6e1df18b79dc","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_180","529d2f7f-ec4c-44d4-b5ff-aecae81f06ec","Code","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Occurred with Overdose","Code_181","3a55f293-2f35-4eed-985e-766ac3b335c2","Code","2023-12-15","C83214","http://www.cdisc.org"
"No","Code_182","1c536863-7fc4-4c05-836d-11621235b846","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_183","f33fbacb-9224-4ff4-97a6-0b2db18076d0","Code","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Associated with Serious Medical Event","Code_184","5a5f2baf-0c73-42c5-ae14-183b07db7440","Code","2023-12-15","C83053","http://www.cdisc.org"
"No","Code_185","43facc97-73b1-4a1c-abbb-7d074e7be302","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_186","dbaffaf8-30ad-4b40-90d1-1da228fa0636","Code","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Concomitant Treatment","Code_187","76d0b3ed-770b-42e8-a8f0-df3977bc81db","Code","2023-12-15","C83199","http://www.cdisc.org"
"Adverse Event Start Date Time","Code_188","051b829f-fdd3-4b9c-8343-2aa973bb29f4","Code","2023-12-15","C83215","http://www.cdisc.org"
"Adverse Event End Date Time","Code_189","83aabe51-810a-4712-bc93-b96cfd27e5b5","Code","2023-12-15","C83201","http://www.cdisc.org"
"Solicited Adverse Event","Code_190","9387aa56-de67-41ba-92a3-f01168712d2a","Code","2023-12-15","C179175","http://www.cdisc.org"
"SYSBP","Code_191","837dc577-ed49-40ee-8fcc-d19a86a4e3ad","Code","2023-12-15","C25298","http://www.cdisc.org"
"Clinical Test Result","Code_192","62017956-9186-4e07-bb0d-3291552bfa30","Code","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","Code_193","ec1b86ad-be1a-4362-a54c-77419dd180a5","Code","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","Code_194","4bf93605-ef3d-46de-99d8-02e9c3be8467","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_195","1d53d8cf-bce6-4ba3-8f4b-448030fe6edb","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_196","c6e2e715-d27c-4975-ba11-a9d9f2050c4b","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_197","717bcaa5-d2de-4e3e-b62a-8ffc25aebab8","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_198","f3ef746c-f565-43e9-986b-166f3b579652","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_199","a121c547-8158-4939-a13d-38aa8864e9fb","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_200","b2cb3958-5c1b-4697-b0bf-23ec1cc87d24","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_201","806abb6b-299d-4216-9c81-b14062c7ca10","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_202","fd6263bf-9e3a-4069-b241-52656299928e","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_203","2bdd0a14-f581-42bb-9468-a6077d128324","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_204","b19caac9-e5c5-4366-92aa-f6eb516b9ca3","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_205","c5950549-2935-4cd9-ac74-ce09bcfdb24a","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_206","52faf824-8a73-4032-b5af-dd71926783e7","Code","2023-12-15","C25185","http://www.cdisc.org"
"SYSBP","Code_207","a0884018-c896-4ce9-a481-977381d82d49","Code","2023-12-15","C25298","http://www.cdisc.org"
"DIABP","Code_208","9a85327e-2d7b-4e99-9100-cf0f76b62e2c","Code","2023-12-15","C25299","http://www.cdisc.org"
"Clinical Test Result","Code_209","2a765cc8-5d45-4bec-a63a-1c8993519336","Code","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","Code_210","0f9568e5-f249-4bee-8f7b-a6f8629f767a","Code","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","Code_211","660c35d5-2821-417f-b82c-bdde297bb067","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_212","61119a90-f302-451d-92d0-195b0a976821","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_213","c650b727-e7e1-44ff-91d0-3399c7c38fc1","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_214","987ba3e7-3bd9-48d1-af49-173388515bae","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_215","e1a6a350-49a1-4880-b46c-0225f5633da3","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_216","bb2b5990-be51-4cfa-92f4-2f8e42a8ccd0","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_217","ecce2911-f796-4f9c-918d-ad96e455a0fa","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_218","9129b3fb-03b5-4660-b992-b97f3f4c639a","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_219","a34a6dc5-bfef-4833-989b-da2ff65ff354","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_220","371bbb1d-85f5-41a5-9c23-37d452d5a784","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_221","d3e9f3a1-0805-4594-a37c-e68ec8315022","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_222","9579302a-dd69-4cf1-91ec-0c8d229db399","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_223","c968a7ef-0fd7-4ff5-b36c-0f1ecb68fa9c","Code","2023-12-15","C25185","http://www.cdisc.org"
"DIABP","Code_224","87ff6473-82c9-427e-9b43-ccbde133675f","Code","2023-12-15","C25299","http://www.cdisc.org"
"TEMP","Code_225","a0e2c8be-3a3e-4253-a75a-a72268d7726e","Code","2023-12-15","C174446","http://www.cdisc.org"
"Clinical Test Result","Code_226","ef13fdde-f924-428a-a24a-e61c454687f2","Code","2023-12-15","C77140","http://www.cdisc.org"
"Degree Celsius","Code_227","664bcdd4-1940-4a0c-9a7f-5b3d49211564","Code","2023-12-15","C42559","http://www.cdisc.org"
"Degree Fahrenheit","Code_228","4af86f1a-5134-438f-977d-9a51afd3ff7e","Code","2023-12-15","C44277","http://www.cdisc.org"
"Kelvin","Code_229","21f6c9d6-c9a0-40e4-a564-a531883c7916","Code","2023-12-15","C42537","http://www.cdisc.org"
"Unit of Temperature","Code_230","a5a1b78f-1abc-4ec6-8974-6b21aeed5c57","Code","2023-12-15","C44276","http://www.cdisc.org"
"Axilla","Code_231","e9e4acc1-de8f-44b1-b0c5-75edd27f047a","Code","2023-12-15","C12674","http://www.cdisc.org"
"Ear","Code_232","d93b585a-3bd4-4c8a-99e2-2771fe451daa","Code","2023-12-15","C12394","http://www.cdisc.org"
"Forehead","Code_233","cbbf4aaf-f91d-4a73-9783-ce23ee1491ed","Code","2023-12-15","C89803","http://www.cdisc.org"
"Oral Cavity","Code_234","6c9ea83f-86d1-4a3a-9730-9cec2dd1dd0c","Code","2023-12-15","C12421","http://www.cdisc.org"
"Rectum","Code_235","48bbaa49-f1d7-4193-b91b-a987346e0bba","Code","2023-12-15","C12390","http://www.cdisc.org"
"Anatomic Site","Code_236","fa369a3e-ed62-4f8c-9cc5-4928b9aeb9a2","Code","2023-12-15","C13717","http://www.cdisc.org"
"TEMP","Code_237","1caeb0c4-a095-4c4f-a73f-77a66446e464","Code","2023-12-15","C174446","http://www.cdisc.org"
"WEIGHT","Code_238","efb9d7b9-c114-40cb-9d68-8919c23ff59d","Code","2023-12-15","C25208","http://www.cdisc.org"
"Clinical Test Result","Code_239","138791bc-b135-4496-ae16-9b7ad05b6c06","Code","2023-12-15","C77140","http://www.cdisc.org"
"Pound","Code_240","d9c6dba6-7f26-4fde-9c52-79f2bf08d0e2","Code","2023-12-15","C48531","http://www.cdisc.org"
"Gram","Code_241","b07dbe81-de29-41ed-a486-d38ea8232c4d","Code","2023-12-15","C48155","http://www.cdisc.org"
"Kilogram","Code_242","e9c7cd74-96a0-461a-aca1-d1ac2f6d78df","Code","2023-12-15","C28252","http://www.cdisc.org"
"Unit of Weight","Code_243","306b0550-25f9-4e6c-8f2a-484502b617e7","Code","2023-12-15","C48208","http://www.cdisc.org"
"WEIGHT","Code_244","8bec7791-a65e-4fe0-af15-f627e8d04bb1","Code","2023-12-15","C25208","http://www.cdisc.org"
"HEIGHT","Code_245","eae65440-238d-415e-91db-3e73282d9917","Code","2023-12-15","C25347","http://www.cdisc.org"
"Clinical Test Result","Code_246","b71ec76c-79a4-4162-8aaa-1d7387bfed8f","Code","2023-12-15","C77140","http://www.cdisc.org"
"Centimeter","Code_247","0f913318-c37a-4874-bd98-a06caf91d664","Code","2023-12-15","C49668","http://www.cdisc.org"
"Inch","Code_248","61f22b2f-b8a5-4f38-a93c-40352dca51d8","Code","2023-12-15","C48500","http://www.cdisc.org"
"Meter","Code_249","653730f8-bb16-4778-990a-127468c36457","Code","2023-12-15","C41139","http://www.cdisc.org"
"Unit of Height","Code_250","26a09566-7f0a-48a5-9da3-9e720da47e28","Code","2023-12-15","C168688","http://www.cdisc.org"
"HEIGHT","Code_251","a21ae991-024b-444b-bf01-d608b1381090","Code","2023-12-15","C25347","http://www.cdisc.org"
"ALT","Code_252","ce33e4cd-487d-41a3-a38d-055e464ad565","Code","2023-12-15","C64433","http://www.cdisc.org"
"Laboratory Test Result","Code_253","e590b717-bb7a-41c5-965e-06ed9ad89bff","Code","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","Code_254","b190121a-170e-4303-b639-73552f488a06","Code","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","Code_255","e5347ffb-b8a3-4396-b782-55928c29c6b0","Code","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","Code_256","e9aa5789-13c1-4448-98b4-48255ccbd1c7","Code","2023-12-15","C67376","http://www.cdisc.org"
"Nanokatal per Liter","Code_257","88141dc3-3c96-4f5c-86f0-fdba666a0421","Code","2023-12-15","C70510","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_258","7d5cabe1-916b-4eda-9758-5ae3fcb56912","Code","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","Code_259","6b165683-b28b-4d0a-965c-f0d9c13606b8","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_260","3ca68b7c-504b-46df-a48f-58955fb8b9af","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_261","a5e46843-055a-4e9c-aad3-1acccc5cc61e","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_262","ee5d1616-2568-4c67-980f-c9b7de5494b6","Code","2023-12-15","C83309","http://www.cdisc.org"
"ALT","Code_263","6000d9a3-6f49-4fb9-bcd0-0b1142f834e6","Code","2023-12-15","C64433","http://www.cdisc.org"
"ALB","Code_264","63180cc8-033f-4ffb-9971-fd09a3120703","Code","2023-12-15","C64431","http://www.cdisc.org"
"Laboratory Test Result","Code_265","c784824f-967b-4ed1-9c69-139bb7d51d50","Code","2023-12-15","C36292","http://www.cdisc.org"
"Biospecimen Type","Code_266","fa8f5c02-3ba7-4828-8d7b-73379b108c0e","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_267","327282bc-198c-434a-b981-89304daf65fb","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_268","06dbc632-9f53-4d0a-84fd-d67b6d969ae0","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_269","4b9e4f1f-4424-4acd-b910-96398564bde8","Code","2023-12-15","C83309","http://www.cdisc.org"
"ALB","Code_270","c3c82f83-b1d3-4c12-86eb-4a71f4234e40","Code","2023-12-15","C64431","http://www.cdisc.org"
"ALP","Code_271","cd32698f-10f4-49d0-a61d-015edf334e16","Code","2023-12-15","C64432","http://www.cdisc.org"
"Laboratory Test Result","Code_272","c9d93f56-62d3-48ae-9586-660b99fa6571","Code","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","Code_273","3558ca04-8055-4bec-b984-df41363a0a1f","Code","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","Code_274","63b2abb6-1f84-4fc4-ba8a-cc2630a98a0b","Code","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","Code_275","142e76cc-3658-4c72-b3c3-6c258592cae8","Code","2023-12-15","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_276","611b1c6a-c050-435b-925c-c2618d8753ae","Code","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","Code_277","ffe76e16-8655-458f-bf43-aec2728cf046","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_278","ff1f9379-3e72-4ac5-ae70-22ba4c0d6de6","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_279","82d8b26c-087a-452f-b566-2a7471cfb060","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_280","9aae7568-a1b3-4070-83a8-a29898c663af","Code","2023-12-15","C83309","http://www.cdisc.org"
"ALP","Code_281","88b65d0b-e28a-4c75-808c-f6d541efd61d","Code","2023-12-15","C64432","http://www.cdisc.org"
"AST","Code_282","7044f387-37d3-4902-bbd9-dfe27f96d94f","Code","2023-12-15","C64467","http://www.cdisc.org"
"Laboratory Test Result","Code_283","215668b8-a02a-45e9-b610-7b46f456ee7a","Code","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","Code_284","0ffaac08-3138-47f7-84e4-54aac9a2b699","Code","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","Code_285","7ffc2b26-629f-419a-a151-fc1700a65461","Code","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","Code_286","7395d1ba-36fc-4a89-8842-273a7b95175c","Code","2023-12-15","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_287","b2f50f39-779b-44e1-803f-578211d9a020","Code","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","Code_288","2ca035be-1637-47b2-8048-f24798060501","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_289","7018f0d3-3a55-4d7a-92d7-a62127209a8f","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_290","fbb0a11e-39ac-4666-ae63-b9b1a58a7fa2","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_291","d08c79d7-71de-4dd4-b0d6-093229a67a40","Code","2023-12-15","C83309","http://www.cdisc.org"
"AST","Code_292","1ff54d34-cb29-4574-a3c6-d7abb3607efe","Code","2023-12-15","C64467","http://www.cdisc.org"
"CREAT","Code_293","1c8c2b2e-6321-4f17-b19e-0cd0f9e051aa","Code","2023-12-15","C64547","http://www.cdisc.org"
"Laboratory Test Result","Code_294","55f7cd70-ff08-4319-9f71-1edbf8049f25","Code","2023-12-15","C36292","http://www.cdisc.org"
"Milligram per Deciliter","Code_295","9ac63b9d-4b27-4252-aee1-5b3c5b623be5","Code","2023-12-15","C67015","http://www.cdisc.org"
"Microgram per Milliliter","Code_296","832ec469-c66a-4e23-9979-7cd8e475d4cd","Code","2023-12-15","C64572","http://www.cdisc.org"
"Millimole per Liter","Code_297","f9a5b0c0-2467-4923-8ab8-a2d223e8d714","Code","2023-12-15","C64387","http://www.cdisc.org"
"Micromole per Liter","Code_298","f6283e62-8d9c-4ef2-9a59-b7bb7660491e","Code","2023-12-15","C48508","http://www.cdisc.org"
"Unit of Concentration","Code_299","4f8ab352-4574-4c47-bf80-7feb827032d6","Code","2023-12-15","C48207","http://www.cdisc.org"
"Biospecimen Type","Code_300","b1465012-e89f-40c0-a2f0-441199fb5029","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_301","f277799f-df6c-46dd-829f-4fb2b50a42b9","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_302","64fc3920-dd66-407c-af2b-c8a0398b968e","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_303","5cfbf1ce-68ff-43e2-af2d-1c2798a5aa63","Code","2023-12-15","C83309","http://www.cdisc.org"
"CREAT","Code_304","21d48a9e-ccf5-4dcd-b5e4-d743eebc5e43","Code","2023-12-15","C64547","http://www.cdisc.org"
"K","Code_305","1c49d998-df5d-4be3-a7f9-d6620e786a60","Code","2023-12-15","C64853","http://www.cdisc.org"
"Laboratory Test Result","Code_306","30fcd49d-ab70-416c-b348-b57a76b92792","Code","2023-12-15","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","Code_307","bd8e1b4c-3a6e-4b80-9cad-001b31674254","Code","2023-12-15","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","Code_308","4383aa40-e3f2-43f4-92aa-ac6fe01d81b1","Code","2023-12-15","C67473","http://www.cdisc.org"
"Millimole per Liter","Code_309","3cb39b8c-bff1-4212-a21a-6d64f3cdd73e","Code","2023-12-15","C64387","http://www.cdisc.org"
"Molarity Unit","Code_310","4c2df346-a9e0-4ff5-9f13-6d21e121c29e","Code","2023-12-15","C64567","http://www.cdisc.org"
"Biospecimen Type","Code_311","f1e39412-4382-4fad-9957-01aeabbb1c41","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_312","1e28d9f7-9222-4c1e-bff8-e85b3828c090","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_313","15ac00c9-a80c-46c2-8945-dc730728c73c","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_314","e7a7ac28-dc94-420a-a120-d0c06aa59cc5","Code","2023-12-15","C83309","http://www.cdisc.org"
"K","Code_315","d5c61b69-e816-48c4-a476-e91e359e7bf4","Code","2023-12-15","C64853","http://www.cdisc.org"
"SODIUM","Code_316","3f34bb73-2b66-4d5b-adbc-1c4d9395e106","Code","2023-12-15","C64809","http://www.cdisc.org"
"Laboratory Test Result","Code_317","9caa7f8c-c248-40b3-a348-25dcc46167f1","Code","2023-12-15","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","Code_318","62d92f0d-e5d5-4c61-a901-221dfe4781c1","Code","2023-12-15","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","Code_319","eed74b29-e758-4f0b-9dc0-9634b55faf05","Code","2023-12-15","C67473","http://www.cdisc.org"
"Millimole per Liter","Code_320","70f29d86-b1e6-45ca-ab48-5a188cf90b3f","Code","2023-12-15","C64387","http://www.cdisc.org"
"Molarity Unit","Code_321","98c78e0c-b962-4b10-97e7-e636f21d3607","Code","2023-12-15","C64567","http://www.cdisc.org"
"Biospecimen Type","Code_322","76ee70ff-e962-4a36-bdd2-b964e9d4e394","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_323","a167038d-fbb3-4e5f-981d-dd3d81d95117","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_324","a39deedc-29ee-4b26-99dd-425d67977344","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_325","c8623087-bd3a-4310-8810-100b6dc27a99","Code","2023-12-15","C83309","http://www.cdisc.org"
"SODIUM","Code_326","2c0cf287-9f02-4295-8964-592df665fcaf","Code","2023-12-15","C64809","http://www.cdisc.org"
"SYSBP","Code_327","46201c76-3db0-4b91-9cea-a97e9104f36f","Code","2023-12-15","C25298","http://www.cdisc.org"
"Clinical Test Result","Code_328","169c400e-6005-4ad5-8e3f-474e8bfd8c24","Code","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","Code_329","1161120a-928b-4945-aac8-d585598d9309","Code","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","Code_330","eb031eda-b4ea-421e-bb52-2b6fb48a9266","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_331","38acd3cc-0a50-4880-aa2a-83b96c9e60b6","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_332","5faa069f-9794-4d5a-be8c-48bc3d0c919d","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_333","91c85484-d09d-4ffe-85ce-3ecb38fe16a2","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_334","da526d03-06cf-41a5-8e02-acd21bdf2ec6","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_335","c106e087-cd55-4ab3-bd50-71b6804c344e","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_336","e140ead8-9004-4b7c-88a6-ef81d3fb64e0","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_337","c9fd4729-a626-4ec2-a6b5-a357b5170c38","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_338","bea9b464-c0f9-4737-abee-1e5a8c97add8","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_339","3a7b2ac6-1e90-44da-8281-2b16eecc469b","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_340","1129c2d6-c8c5-4e0e-8b8b-e42a47c90767","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_341","9f5682fa-951a-4cc6-a00c-b00b5cf9d3ae","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_342","d3006b2a-3bc6-4969-8691-ea305983cf55","Code","2023-12-15","C25185","http://www.cdisc.org"
"SYSBP","Code_343","ecc0dba7-9442-4691-a6e8-c21d80acf4b9","Code","2023-12-15","C25298","http://www.cdisc.org"
"DIABP","Code_344","bd0a287b-8033-49e8-b8ae-6512add7dd5a","Code","2023-12-15","C25299","http://www.cdisc.org"
"Clinical Test Result","Code_345","aa631257-28d6-4514-88d4-d48ddb329030","Code","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","Code_346","42abf98c-a982-4109-8391-448027cdc164","Code","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","Code_347","9311c177-3ae9-448a-b85e-e0dd47bfb8dd","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_348","5623d4e6-dad9-4247-9e63-4c84a69cbe3d","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_349","50116d6d-1e57-4398-a120-d93dc5749759","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_350","50447c91-daa5-48d4-909b-f3c1c702f2e3","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_351","daa3763a-a9f2-49d8-b0c1-0033d7274f68","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_352","6cc416f8-60ae-4a6a-a0fa-202b07aad7ed","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_353","2de2d2ee-6546-491d-96f1-9645fd097d21","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_354","e2d7df4a-406f-41d7-8a5f-4e1260aba6a5","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_355","0b144efd-66b2-48ce-a1e1-91b442d6bcab","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_356","bd268314-0c9b-44dc-befe-86dca4722729","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_357","7cbea797-8ea3-4a17-a752-895da45a3e8b","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_358","33b2d7e9-48ea-46f1-8593-5325c6666a02","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_359","3f300225-fe9b-4dac-945e-db41a540440a","Code","2023-12-15","C25185","http://www.cdisc.org"
"DIABP","Code_360","475e3e33-645c-4bd3-b537-c30d427aa033","Code","2023-12-15","C25299","http://www.cdisc.org"
"HR","Code_361","b6e35dc2-9326-4954-bf19-8e59d1b979a1","Code","2023-12-15","C49677","http://www.cdisc.org"
"Clinical Test Result","Code_362","c1d6c036-3b1d-4c86-a32b-62fb1365b401","Code","2023-12-15","C77140","http://www.cdisc.org"
"Count per Minute","Code_363","084311d4-0985-4ee6-b61c-d7f920d41ade","Code","2023-12-15","C73688","http://www.cdisc.org"
"Sitting","Code_364","1907996a-6379-4b19-b78c-377ae50134fc","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_365","a23d8b9d-252a-4d99-84b3-0fcbcbb9b21d","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_366","5a783fe6-30a3-4049-8367-f19a3922f9ae","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_367","3032b16d-d530-49ce-b227-29668feadddd","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_368","2fcdd47c-3909-4096-991b-dddd3c91ff43","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_369","7c5a363e-cfea-4491-b291-81d38f2fb811","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_370","ea002434-81f1-435f-a068-a1b7a6b471fe","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_371","07102e42-c28e-4b7b-8abe-26f98a0eaa78","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_372","d59aa614-1e4b-46ef-84a4-2bb37a62c27e","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_373","9e56a6ed-b3ed-4d94-b2b1-5fc707564165","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_374","889da40a-2a2f-4945-b121-3e829d187646","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_375","bd2c772d-8e5a-48ed-ae7d-c438b53a05ce","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_376","7b1d5df3-7660-4f04-a53e-06fa734db8be","Code","2023-12-15","C25185","http://www.cdisc.org"
"HR","Code_377","46efd845-5d97-48e3-a961-b9170717e9d8","Code","2023-12-15","C49677","http://www.cdisc.org"
