"id:ID","codeSystem","decode","uuid","code","codeSystemVersion","id"
"224","NCI Thesaurus","Vital Signs Laterality","3409a3d5-f14f-4b65-a5c1-77d1c3e235f0","C123975","","Code_232"
"225","NCI Thesaurus","Test Method","bb75d665-f8e1-499d-a572-d7d5b2930867","C82535","","Code_233"
"226","NCI Thesaurus","Vital Signs Position","245fa6ab-2689-4e56-83f7-e32cb3a662df","C83114","","Code_234"
"227","NCI Thesaurus","Systolic Blood Pressure","f4710799-4232-4350-9d48-7fbbed693d88","C25298","","Code_227"
"228","NCI Thesaurus","Vital Signs Result","9ecbc3ec-3fac-49d0-a9f9-6720db0085ff","C173522","","Code_236"
"229","http://www.cdisc.org","Pascal","734d4609-c1dd-4ff4-8aed-897500e8cd2b","C42547","2023-09-29","Code_237"
"230","NCI Thesaurus","Unit of Pressure","5f9791d8-f4b0-46fc-84a2-3a9424bad59d","C49669","","Code_238"
"231","NCI Thesaurus","Vital Signs Location","14ed0cda-b189-4d99-bf94-a17e516f2f35","C83088","","Code_239"
"232","NCI Thesaurus","Vital Signs Laterality","ce5df49b-6157-4eaa-894e-b89da953cb17","C123975","","Code_240"
"233","NCI Thesaurus","Test Method","600d3344-bca4-434e-b688-f384ebf01a82","C82535","","Code_241"
"234","NCI Thesaurus","Vital Signs Position","1189ba13-8e2f-414e-a35a-25381b55f871","C83114","","Code_242"
"235","NCI Thesaurus","Diastolic Blood Pressure","3ca7e85c-5b6c-4682-9eef-f3ad84d838fd","C25299","","Code_235"
"236","http://www.cdisc.org","Placebo Comparator Arm","f48469e1-e15b-4e7c-8d06-6527da949a5c","C174268","2023-09-29","Code_106"
"237","http://www.cdisc.org","Data Generated Within Study","287a136e-c75f-4f3b-82c4-aa07dbd1abaa","C188866","2023-09-29","Code_107"
"238","http://www.cdisc.org","Active Comparator Arm","40e0b8db-96dd-4bcb-8f70-e802bad3799f","C174267","2023-09-29","Code_108"
"239","http://www.cdisc.org","Data Generated Within Study","d61eb171-28df-4a4e-acae-4e76883b2a9d","C188866","2023-09-29","Code_109"
"240","http://www.cdisc.org","Active Comparator Arm","634d4235-ee34-4ef7-b401-b904b0aea8fb","C174267","2023-09-29","Code_110"
"241","http://www.cdisc.org","Data Generated Within Study","321b610b-f8c1-4960-8bc0-dd80a3a2c588","C188866","2023-09-29","Code_111"
"242","http://www.cdisc.org","Double Blind Study","0a937896-692a-4c60-a265-3895eee89ee1","C15228","2023-09-29","Code_119"
"243","http://www.cdisc.org","Trial Screening","c9f193fb-b101-43cd-8a3c-c23633c7fe98","C48262","2023-09-29","Code_112"
"244","http://www.cdisc.org","Treatment Epoch","4b7f18f2-4f0f-424e-ad9b-81f396dcf221","C101526","2023-09-29","Code_113"
"245","http://www.cdisc.org","Treatment Epoch","6fbbd7fc-1e5a-4ba9-ae00-ca2f0c872106","C101526","2023-09-29","Code_114"
"246","http://www.cdisc.org","Treatment Epoch","0a64e50b-3370-4158-9741-dec60a4db027","C101526","2023-09-29","Code_115"
"247","http://www.cdisc.org","Clinical Study Follow-up","896b5b4c-5373-4c0a-8577-fc43d19ddf8b","C99158","2023-09-29","Code_116"
"248","ICD-10-CM","Alzheimer's disease; unspecified","3fe9563e-a9e9-4628-864d-ee22e3e87a89","G30.9","1","Code_296"
"249","SNOMED","Alzheimer's disease","452aa61e-efed-490c-8dec-cdb928804025","26929004","January 31, 2018","Code_297"
"250","http://www.cdisc.org","Trial Primary Objective","737c3e8e-7dcb-4533-8f17-b388ec720578","C85826","2023-09-29","Code_300"
"251","http://www.cdisc.org","Primary Endpoint","109da475-f456-4464-9c7d-269b6afc9920","C94496","2023-09-29","Code_299"
"252","http://www.cdisc.org","Primary Endpoint","444810fd-1cd4-4e76-900f-85798460aa95","C94496","2023-09-29","Code_301"
"253","http://www.cdisc.org","Trial Primary Objective","c8933f8b-df7b-4b6f-9ddd-39e64ba21923","C85826","2023-09-29","Code_303"
"254","http://www.cdisc.org","Primary Endpoint","82c718d6-4bca-4614-820d-40d87e4174ec","C94496","2023-09-29","Code_302"
"255","http://www.cdisc.org","Primary Endpoint","efcf3ff0-4be8-44ab-9354-ce95f2f36672","C94496","2023-09-29","Code_304"
"256","http://www.cdisc.org","Primary Endpoint","3bf9ca31-dde5-44b9-86c7-1d038a07bf94","C94496","2023-09-29","Code_305"
"257","http://www.cdisc.org","Trial Secondary Objective","e6da85a6-8d27-4101-bdc5-ca7a935357f9","C85827","2023-09-29","Code_307"
"258","http://www.cdisc.org","Secondary Endpoint","d805a9b7-d114-49a2-93a5-8d7b19dac4b3","C139173","2023-09-29","Code_306"
"259","http://www.cdisc.org","Secondary Endpoint","5d96e4da-edb0-4611-8664-e6c1a82278a4","C139173","2023-09-29","Code_308"
"260","http://www.cdisc.org","Secondary Endpoint","a7b26154-89c6-4151-aee2-8053c26f59a1","C139173","2023-09-29","Code_309"
"261","http://www.cdisc.org","Both","250c8348-b2d3-4966-9b25-f3eac9da092c","C49636","2023-09-29","Code_298"
"262","http://www.cdisc.org","Before","eecfabd7-019f-45b9-88c9-fb34cedcbfa0","C201264","2023-09-29","Code_10"
"263","http://www.cdisc.org","Start to Start","5aa1bf01-190a-4533-a761-cc3c24dc09e4","C201265","2023-09-29","Code_11"
"264","http://www.cdisc.org","Before","4551a847-7d2c-49e9-913e-65b9f3caaad0","C201264","2023-09-29","Code_12"
"265","http://www.cdisc.org","Start to Start","2f2db71e-e595-4229-bf00-169392e1b428","C201265","2023-09-29","Code_13"
"266","http://www.cdisc.org","Fixed Reference","d95434f7-9a4b-4648-9fc6-9812876a9e79","C201264","2023-09-29","Code_14"
"267","http://www.cdisc.org","Start to Start","da0a4cab-c1e3-4e12-9df7-7a6bcc7931ba","C201265","2023-09-29","Code_15"
"268","http://www.cdisc.org","After","de026104-e840-4249-a989-60a30b067ced","C201264","2023-09-29","Code_16"
"269","http://www.cdisc.org","Start to Start","ccc3267b-713a-418a-880b-2b890c39b10f","C201265","2023-09-29","Code_17"
"270","http://www.cdisc.org","After","2674b14d-28d6-4549-b368-552deadd330b","C201264","2023-09-29","Code_18"
"271","http://www.cdisc.org","Start to Start","10992419-6a5d-4197-a4bb-ff5793f28de4","C201265","2023-09-29","Code_19"
"272","http://www.cdisc.org","After","ae8499d4-9153-49c3-ac00-860fa0bb1316","C201264","2023-09-29","Code_20"
"273","http://www.cdisc.org","Start to Start","e46ba379-e1ae-44bd-bbce-5a80052de345","C201265","2023-09-29","Code_21"
"274","http://www.cdisc.org","After","d8558ffa-4dfe-4033-bf01-0c9c135bf0e2","C201264","2023-09-29","Code_22"
"275","http://www.cdisc.org","Start to Start","b0e111ce-9146-4e87-95fc-f6fd4abdff4c","C201265","2023-09-29","Code_23"
"276","http://www.cdisc.org","After","4a01815c-3b65-4e9e-b840-72600cb6c11c","C201264","2023-09-29","Code_24"
"277","http://www.cdisc.org","Start to Start","8183204e-ab41-4229-9825-8796f1da4012","C201265","2023-09-29","Code_25"
"278","http://www.cdisc.org","After","bd2978ea-ac40-4460-8848-5c18ac38d7c6","C201264","2023-09-29","Code_26"
"279","http://www.cdisc.org","Start to Start","a5ba2689-f0e1-4846-9a70-4313ec35e047","C201265","2023-09-29","Code_27"
"280","http://www.cdisc.org","After","0876709e-27d4-4230-a04d-48e2cdb11969","C201264","2023-09-29","Code_28"
"281","http://www.cdisc.org","Start to Start","93df4644-a1f4-41c4-9278-f110e32e2d8a","C201265","2023-09-29","Code_29"
"282","http://www.cdisc.org","After","4bbbeb39-2e11-45cd-b0fe-22693ac88951","C201264","2023-09-29","Code_30"
"283","http://www.cdisc.org","Start to Start","2ee6a065-b82a-4f55-b1b1-96410a56ac0a","C201265","2023-09-29","Code_31"
"284","http://www.cdisc.org","After","afa5d13a-c3fc-4fe7-baac-1a909e419782","C201264","2023-09-29","Code_32"
"285","http://www.cdisc.org","Start to Start","81688dc0-68ca-44c0-bd79-50e8c57d78d3","C201265","2023-09-29","Code_33"
"286","http://www.cdisc.org","After","4a12b188-99b1-42ea-a6e7-3fb19a21dbd9","C201264","2023-09-29","Code_34"
"287","http://www.cdisc.org","Start to Start","eab0f8e5-0705-4442-a297-1d993b41b6f5","C201265","2023-09-29","Code_35"
"288","http://www.cdisc.org","After","adf27805-9ad0-4aa5-aff1-0f583eb146ec","C201264","2023-09-29","Code_36"
"289","http://www.cdisc.org","Start to Start","0d82cd34-94f1-4619-9f00-b5732dccffa8","C201265","2023-09-29","Code_37"
"290","http://www.cdisc.org","After","1036a852-c932-4fc3-8555-69ef89103faa","C201264","2023-09-29","Code_38"
"291","http://www.cdisc.org","Start to Start","1db27559-87ef-439e-992d-89f0d274d515","C201265","2023-09-29","Code_39"
"292","http://www.cdisc.org","After","fc08e4f2-198f-4fd5-9990-23847603d11f","C201264","2023-09-29","Code_40"
"293","http://www.cdisc.org","Start to Start","3cb5acfe-53e1-4420-aa61-bca71b7a9270","C201265","2023-09-29","Code_41"
"294","http://www.cdisc.org","Fixed Reference","8f1714a9-4208-4f3d-9837-e7b3bd92d27e","C201264","2023-09-29","Code_42"
"295","http://www.cdisc.org","Start to Start","98a58306-906b-4d23-8328-0e0cd1de5dca","C201265","2023-09-29","Code_43"
"296","http://www.cdisc.org","Fixed Reference","d53a6a63-befc-4ef9-acc7-a5f016eed4cc","C201264","2023-09-29","Code_44"
"297","http://www.cdisc.org","Start to Start","c6f57297-14d7-4b08-9ce9-e97afffd90f1","C201265","2023-09-29","Code_45"
"298","http://www.cdisc.org","Fixed Reference","a7b4d245-786a-4024-964e-070313960d46","C201264","2023-09-29","Code_46"
"299","http://www.cdisc.org","Start to Start","f5fa8120-b4c5-4444-87f3-290e5f5f0cb0","C201265","2023-09-29","Code_47"
"300","http://www.cdisc.org","After","56ad7244-5df2-4b01-8877-3d203e8bb8db","C201264","2023-09-29","Code_48"
"301","http://www.cdisc.org","Start to Start","5ccfa8f8-3fb8-4739-8866-16e1a73d081c","C201265","2023-09-29","Code_49"
"302","http://www.cdisc.org","After","705471a5-5e0d-4b79-bc28-65a7f8641b64","C201264","2023-09-29","Code_50"
"303","http://www.cdisc.org","End to Start","facdc69e-43b5-48e7-8baa-db521ff0c7c2","C201265","2023-09-29","Code_51"
"304","http://www.cdisc.org","After","264c2e60-676c-4b34-bc7d-c87c1e00a9ea","C201264","2023-09-29","Code_52"
"305","http://www.cdisc.org","End to Start","59548bdc-a609-4180-b6c8-3efff82bed01","C201265","2023-09-29","Code_53"
"306","http://www.cdisc.org","Inclusion Criteria","318e15a8-9071-436a-9d29-285edde47b82","C25532","2023-09-29","Code_310"
"307","http://www.cdisc.org","Inclusion Criteria","c34caac2-70d5-42ee-bd73-7fa50dfeab46","C25532","2023-09-29","Code_311"
"308","http://www.cdisc.org","Inclusion Criteria","abb5bd94-74e9-45c4-9046-2eabbe6170bd","C25532","2023-09-29","Code_312"
"309","http://www.cdisc.org","Exclusion Criteria","d4e9d37b-4dfd-42df-a52e-63df4fec5332","C25370","2023-09-29","Code_313"
"310","http://www.cdisc.org","Final","9cc59460-d291-4d5f-ada1-0f5fa7605f80","C25508","2023-09-29","Code_4"
"311","http://www.cdisc.org","Protocol Effective Date","d0e63f67-77e5-40af-a18d-bfa920d23663","C99903x1","2023-09-29","Code_7"
"312","http://www.cdisc.org","Region","b66a996d-4475-493d-96aa-946169f3da5b","C41129","2023-09-29","Code_9"
"313","ISO 3166 1 alpha3","Europe","cf8cfbf6-d770-449a-b00c-6326d5550199","150","2020-08","Code_8"
