"id:ID","decode","code","uuid","codeSystem","id","codeSystemVersion"
"224","Vital Signs Laterality","C123975","718d0271-c3fc-44a4-a97c-f2d4abb8e0af","NCI Thesaurus","Code_232",""
"225","Test Method","C82535","6c7853ea-6a1b-4f20-8ce5-c8ecc621e98a","NCI Thesaurus","Code_233",""
"226","Vital Signs Position","C83114","e1c9014f-3721-41ae-93e9-433573f6ff93","NCI Thesaurus","Code_234",""
"227","Systolic Blood Pressure","C25298","1c4677a7-2177-43af-aec5-d22aaf99d72b","NCI Thesaurus","Code_227",""
"228","Vital Signs Result","C173522","b6ca3735-ee68-48ab-8bb6-1b5a04ea2975","NCI Thesaurus","Code_236",""
"229","Pascal","C42547","a9dbe074-52a0-4ff4-9b78-3547fd7d4681","http://www.cdisc.org","Code_237","2023-09-29"
"230","Unit of Pressure","C49669","d993de29-b007-4562-a3f0-21b7cee4fe75","NCI Thesaurus","Code_238",""
"231","Vital Signs Location","C83088","cc1007cf-3251-42a9-b462-a19e1258389c","NCI Thesaurus","Code_239",""
"232","Vital Signs Laterality","C123975","5f03637c-bd9f-4b7a-83b1-6077fe291fb0","NCI Thesaurus","Code_240",""
"233","Test Method","C82535","dd5b7892-8117-4b30-8a9a-98b8232f8802","NCI Thesaurus","Code_241",""
"234","Vital Signs Position","C83114","fcb99956-88bf-483a-9947-285096a9f1d6","NCI Thesaurus","Code_242",""
"235","Diastolic Blood Pressure","C25299","ce158792-aaa8-49bd-ae99-e4caee335f0d","NCI Thesaurus","Code_235",""
"236","Placebo Comparator Arm","C174268","eee21f6c-45ca-4fb1-aaad-74f3609fea7c","http://www.cdisc.org","Code_106","2023-09-29"
"237","Data Generated Within Study","C188866","8431a58d-c1cb-4480-b305-67a4e93c7642","http://www.cdisc.org","Code_107","2023-09-29"
"238","Active Comparator Arm","C174267","8eaacdf4-8606-430e-9ed8-1feeabe35986","http://www.cdisc.org","Code_108","2023-09-29"
"239","Data Generated Within Study","C188866","52539df8-ec38-4297-a250-7f8c5defc912","http://www.cdisc.org","Code_109","2023-09-29"
"240","Active Comparator Arm","C174267","1b4b384a-d63f-44b6-a903-684fe2199c8f","http://www.cdisc.org","Code_110","2023-09-29"
"241","Data Generated Within Study","C188866","c80d2a3f-52dc-43ea-9a4d-0016a2c54723","http://www.cdisc.org","Code_111","2023-09-29"
"242","Double Blind Study","C15228","f6a51313-9137-4fcd-b2f8-a55a9e953778","http://www.cdisc.org","Code_119","2023-09-29"
"243","Trial Screening","C48262","05b9bda3-22bd-4bb0-ba5f-d14382caea29","http://www.cdisc.org","Code_112","2023-09-29"
"244","Treatment Epoch","C101526","d104f6b0-15cd-49e9-b7f5-33b4bf734f64","http://www.cdisc.org","Code_113","2023-09-29"
"245","Treatment Epoch","C101526","4a118807-4af1-420b-8a92-870505964df0","http://www.cdisc.org","Code_114","2023-09-29"
"246","Treatment Epoch","C101526","a3ddb979-0b9a-4ecc-9b3b-b9d3302f1bd3","http://www.cdisc.org","Code_115","2023-09-29"
"247","Clinical Study Follow-up","C99158","400b535a-1470-4f5e-a3c2-d01758d0acbf","http://www.cdisc.org","Code_116","2023-09-29"
"248","Alzheimer's disease; unspecified","G30.9","f916e2f6-2042-415f-aed6-f69b6b876175","ICD-10-CM","Code_296","1"
"249","Alzheimer's disease","26929004","03cf1315-4e72-46fe-9173-7614cdaa1d23","SNOMED","Code_297","January 31, 2018"
"250","Trial Primary Objective","C85826","d58776a0-bb18-4216-aec5-dac7a1032c8b","http://www.cdisc.org","Code_300","2023-09-29"
"251","Primary Endpoint","C94496","c8300dff-78cb-41d1-8b9a-a0b9d717f643","http://www.cdisc.org","Code_299","2023-09-29"
"252","Primary Endpoint","C94496","9a762767-d07f-48fd-84ca-cc704d8dcf11","http://www.cdisc.org","Code_301","2023-09-29"
"253","Trial Primary Objective","C85826","c0c6c148-6697-46ca-afed-0aa84543c4b0","http://www.cdisc.org","Code_303","2023-09-29"
"254","Primary Endpoint","C94496","118d98b6-9dc2-45ae-9217-cf1fd338fe9c","http://www.cdisc.org","Code_302","2023-09-29"
"255","Primary Endpoint","C94496","19ad2b13-17ca-498f-8e19-795cba210d4b","http://www.cdisc.org","Code_304","2023-09-29"
"256","Primary Endpoint","C94496","4445a648-f7c6-4d00-b756-0652a8d5ad92","http://www.cdisc.org","Code_305","2023-09-29"
"257","Trial Secondary Objective","C85827","8f3f5be0-091c-40aa-8a9c-1cd0b824a821","http://www.cdisc.org","Code_307","2023-09-29"
"258","Secondary Endpoint","C139173","8ec1129d-023b-4bed-8a25-d7daaa2b0d0f","http://www.cdisc.org","Code_306","2023-09-29"
"259","Secondary Endpoint","C139173","14b94c2e-0150-43e1-b345-5a7c929cf739","http://www.cdisc.org","Code_308","2023-09-29"
"260","Secondary Endpoint","C139173","dc99b07f-403f-4e1c-9c0c-537092827668","http://www.cdisc.org","Code_309","2023-09-29"
"261","Both","C49636","c4fa28b4-353b-4efc-bff2-7ddff956f757","http://www.cdisc.org","Code_298","2023-09-29"
"262","Before","C201264","1ab88420-888d-4d78-9013-2065c16114f2","http://www.cdisc.org","Code_10","2023-09-29"
"263","Start to Start","C201265","2c2afbb0-b717-477d-95df-af32c8bbc6e4","http://www.cdisc.org","Code_11","2023-09-29"
"264","Before","C201264","a16af7cb-8984-4ffd-88f3-8aaba5fbdac5","http://www.cdisc.org","Code_12","2023-09-29"
"265","Start to Start","C201265","45297736-67ba-46c1-813b-f41ad54b534f","http://www.cdisc.org","Code_13","2023-09-29"
"266","Fixed Reference","C201264","93c53777-b1e5-400e-a7c1-dc573b6863e2","http://www.cdisc.org","Code_14","2023-09-29"
"267","Start to Start","C201265","791699d1-790c-4f2f-bbcb-34830d7d4354","http://www.cdisc.org","Code_15","2023-09-29"
"268","After","C201264","bb59311e-6dad-4286-b7f2-091bdc72acdb","http://www.cdisc.org","Code_16","2023-09-29"
"269","Start to Start","C201265","9e74cd36-fa95-489c-9272-4f373ddf1ae5","http://www.cdisc.org","Code_17","2023-09-29"
"270","After","C201264","55614d0f-8c53-43e1-9e9a-d41b89a46069","http://www.cdisc.org","Code_18","2023-09-29"
"271","Start to Start","C201265","04f89de1-132c-4d01-8eb9-bff301aa61f9","http://www.cdisc.org","Code_19","2023-09-29"
"272","After","C201264","42864281-3e36-494f-976f-829dd08176a7","http://www.cdisc.org","Code_20","2023-09-29"
"273","Start to Start","C201265","070a27ca-a46d-4b0f-94d9-947f3fd11608","http://www.cdisc.org","Code_21","2023-09-29"
"274","After","C201264","009168c9-74d7-440d-bd78-a06cabb35250","http://www.cdisc.org","Code_22","2023-09-29"
"275","Start to Start","C201265","13fb8c17-8b76-4998-9904-502f72dcfa77","http://www.cdisc.org","Code_23","2023-09-29"
"276","After","C201264","4f97093d-f42c-46c0-8921-14ae17d3f5dd","http://www.cdisc.org","Code_24","2023-09-29"
"277","Start to Start","C201265","ad2c9f8b-287b-4ed9-9308-cb027345a06f","http://www.cdisc.org","Code_25","2023-09-29"
"278","After","C201264","b27b1b1a-dea4-4b54-94aa-ccfd860a182a","http://www.cdisc.org","Code_26","2023-09-29"
"279","Start to Start","C201265","a4ba711f-e2cd-40f9-9f4a-6ceea9bcbeba","http://www.cdisc.org","Code_27","2023-09-29"
"280","After","C201264","42009a7b-de51-482c-a5e2-b5dd0bd540a1","http://www.cdisc.org","Code_28","2023-09-29"
"281","Start to Start","C201265","cb829596-d4a0-428b-95c0-29db8bc6ed06","http://www.cdisc.org","Code_29","2023-09-29"
"282","After","C201264","70e6c609-ef2f-4a36-903b-ab3d44a9724b","http://www.cdisc.org","Code_30","2023-09-29"
"283","Start to Start","C201265","65cb0f3a-7f3a-4799-a81f-0ba66b16dc5a","http://www.cdisc.org","Code_31","2023-09-29"
"284","After","C201264","7b7d5b48-72c6-48d1-a899-ca241e982f42","http://www.cdisc.org","Code_32","2023-09-29"
"285","Start to Start","C201265","38e670c7-d596-44d8-bc72-ee48eea50569","http://www.cdisc.org","Code_33","2023-09-29"
"286","After","C201264","eecddd0e-d2f8-42de-a04a-880ce8fe9bf1","http://www.cdisc.org","Code_34","2023-09-29"
"287","Start to Start","C201265","7fa8ab81-d6cb-4fb6-9f8e-2b5e525bb404","http://www.cdisc.org","Code_35","2023-09-29"
"288","After","C201264","ecff1e0d-f0df-42fb-9e0c-ce0cc5648972","http://www.cdisc.org","Code_36","2023-09-29"
"289","Start to Start","C201265","31319f6b-fc76-4b2a-b768-e9c27565ec23","http://www.cdisc.org","Code_37","2023-09-29"
"290","After","C201264","ed2f76cf-355e-4c47-a35e-c838aab2cd96","http://www.cdisc.org","Code_38","2023-09-29"
"291","Start to Start","C201265","ec4dddd2-2ac6-43ee-9987-a293ab7363a3","http://www.cdisc.org","Code_39","2023-09-29"
"292","After","C201264","dd594acf-405a-4d70-9e9d-52ee0928dada","http://www.cdisc.org","Code_40","2023-09-29"
"293","Start to Start","C201265","b936a4ce-1b57-4dd7-9639-8cc47d75bbec","http://www.cdisc.org","Code_41","2023-09-29"
"294","Fixed Reference","C201264","3b8b45b2-e27f-41db-a0ed-2464753c090e","http://www.cdisc.org","Code_42","2023-09-29"
"295","Start to Start","C201265","d5978eb9-8467-40e2-a87b-83bb8b1d84b4","http://www.cdisc.org","Code_43","2023-09-29"
"296","Fixed Reference","C201264","d90cc7fe-bbcd-44ee-b896-5a1427c0e789","http://www.cdisc.org","Code_44","2023-09-29"
"297","Start to Start","C201265","837640b8-d219-4276-8eb1-5a3a9d29f6fe","http://www.cdisc.org","Code_45","2023-09-29"
"298","Fixed Reference","C201264","72bd4606-f151-4ea0-b71c-fc430f5d6fbe","http://www.cdisc.org","Code_46","2023-09-29"
"299","Start to Start","C201265","f317d895-ea88-465a-b1d6-ef7d0b302d37","http://www.cdisc.org","Code_47","2023-09-29"
"300","After","C201264","94887c2c-18a3-40ad-9614-c45dbe6e3aa6","http://www.cdisc.org","Code_48","2023-09-29"
"301","Start to Start","C201265","1cb42b41-6a08-47ce-beaa-6c7a2e427f57","http://www.cdisc.org","Code_49","2023-09-29"
"302","After","C201264","7d2354de-546c-4345-800d-64dad6279e33","http://www.cdisc.org","Code_50","2023-09-29"
"303","End to Start","C201265","e61867da-27bd-4f6a-bca1-671737b5c2ce","http://www.cdisc.org","Code_51","2023-09-29"
"304","After","C201264","18c10acc-6419-41e5-95a8-77a1ac2fed42","http://www.cdisc.org","Code_52","2023-09-29"
"305","End to Start","C201265","dd815f62-4fe0-4fcc-a246-a8fc3835f9d8","http://www.cdisc.org","Code_53","2023-09-29"
"306","Inclusion Criteria","C25532","f2720675-4317-4b8a-a46b-62ee84a7e71e","http://www.cdisc.org","Code_310","2023-09-29"
"307","Inclusion Criteria","C25532","b9af764a-47c3-43ab-8936-a35ba08a981e","http://www.cdisc.org","Code_311","2023-09-29"
"308","Inclusion Criteria","C25532","0d3fa2b3-8195-48e5-8474-79b4c95998be","http://www.cdisc.org","Code_312","2023-09-29"
"309","Exclusion Criteria","C25370","6406d81c-27af-4729-8a5c-d8a7222da3ac","http://www.cdisc.org","Code_313","2023-09-29"
"310","Final","C25508","d834fc2f-f90c-4a50-9589-d3064a811cce","http://www.cdisc.org","Code_4","2023-09-29"
"311","Protocol Effective Date","C99903x1","6fb6a187-34e7-463b-8b64-bb5919a363d5","http://www.cdisc.org","Code_7","2023-09-29"
"312","Region","C41129","4d5dd812-8134-43e4-a2d0-2675c6aae041","http://www.cdisc.org","Code_9","2023-09-29"
"313","Europe","150","a8bca6d3-503f-401f-b429-db7ba6b752b0","ISO 3166 1 alpha3","Code_8","2020-08"
