"codeSystemVersion","id","decode","uuid:ID","codeSystem","code"
"","Code_250","Vital Signs Position","c1bda739-1d4b-4c25-9d62-caf418badf91","NCI Thesaurus","C83114"
"","Code_243","Diastolic Blood Pressure","adb3eff0-caa9-49e9-a293-32c9a6abf645","NCI Thesaurus","C25299"
"2023-09-29","Code_115","Placebo Comparator Arm","68584bd7-0170-4e13-bc02-e28903682c3d","http://www.cdisc.org","C174268"
"2023-09-29","Code_116","Data Generated Within Study","d4df4c9d-b739-49f2-b070-9d396f1fccbc","http://www.cdisc.org","C188866"
"2023-09-29","Code_117","Active Comparator Arm","d14af02a-9efb-4f0d-bda8-70960e72e08d","http://www.cdisc.org","C174267"
"2023-09-29","Code_118","Data Generated Within Study","7b19e343-e3d5-4b40-b039-7ba93c2de60c","http://www.cdisc.org","C188866"
"2023-09-29","Code_119","Active Comparator Arm","39cda5c0-335a-4a79-88b6-c25c0f6274e4","http://www.cdisc.org","C174267"
"2023-09-29","Code_120","Data Generated Within Study","8087b71b-3c0f-44b2-9406-61a8993f46f5","http://www.cdisc.org","C188866"
"2023-09-29","Code_128","Double Blind Study","fff1b1db-e3d1-4a6f-8a34-6fbee577df95","http://www.cdisc.org","C15228"
"2023-09-29","Code_121","Trial Screening","ad036d4c-3951-41c0-b48b-986687268ad7","http://www.cdisc.org","C48262"
"2023-09-29","Code_122","Treatment Epoch","97d1a4d4-bfe1-4044-a2ce-74b4a19561f2","http://www.cdisc.org","C101526"
"2023-09-29","Code_123","Treatment Epoch","0ac90510-949c-4382-a992-e7a5a047a041","http://www.cdisc.org","C101526"
"2023-09-29","Code_124","Treatment Epoch","14c40c73-eab3-4308-b7db-aaac662e2a70","http://www.cdisc.org","C101526"
"2023-09-29","Code_125","Clinical Study Follow-up","476bdd07-4803-403a-8c45-8182455a2f91","http://www.cdisc.org","C99158"
"1","Code_304","Alzheimer's disease; unspecified","d4054e08-d377-4f1a-b872-eb1438bff562","ICD-10-CM","G30.9"
"January 31, 2018","Code_305","Alzheimer's disease","7cff3c9b-76fd-4906-a443-ca166df4c7be","SNOMED","26929004"
"2023-09-29","Code_310","Trial Primary Objective","6f5f7f2a-1569-4254-adec-4ebfa4d1b33e","http://www.cdisc.org","C85826"
"2023-09-29","Code_309","Primary Endpoint","880e2018-67da-421f-87e5-1e21b5f730dd","http://www.cdisc.org","C94496"
"2023-09-29","Code_311","Primary Endpoint","10b7eee0-0c07-47e2-a797-4c5e56508534","http://www.cdisc.org","C94496"
"2023-09-29","Code_313","Trial Primary Objective","9fd15eef-c08f-4235-ad7f-0ff9909cfb5c","http://www.cdisc.org","C85826"
"2023-09-29","Code_312","Primary Endpoint","568d717e-8606-43dd-8dc4-a400eef4fc01","http://www.cdisc.org","C94496"
"2023-09-29","Code_314","Primary Endpoint","f0c9f6cf-1893-47ad-8157-5331821c5353","http://www.cdisc.org","C94496"
"2023-09-29","Code_315","Primary Endpoint","f14e1e20-6c57-4524-bdf6-004e88d37055","http://www.cdisc.org","C94496"
"2023-09-29","Code_317","Trial Secondary Objective","7732d60b-8cbe-4afc-8945-8d4b8e3cef2e","http://www.cdisc.org","C85827"
"2023-09-29","Code_316","Secondary Endpoint","b15729a8-1f3f-4c78-bfde-1967b1f6463a","http://www.cdisc.org","C139173"
"2023-09-29","Code_318","Secondary Endpoint","8419fc8f-6d68-4ae7-81da-6f823bdd1126","http://www.cdisc.org","C139173"
"2023-09-29","Code_319","Secondary Endpoint","b7997ac7-cdc8-4291-97a2-1821944e7c98","http://www.cdisc.org","C139173"
"2023-09-29","Code_320","Inclusion Criteria","9b633a96-12a0-4ebf-8539-9b49040df404","http://www.cdisc.org","C25532"
"2023-09-29","Code_321","Inclusion Criteria","e9824c41-ed69-484b-95d3-b37e5460e872","http://www.cdisc.org","C25532"
"2023-09-29","Code_322","Inclusion Criteria","78fcfe42-8587-4c87-8e53-947ec9f3c7dd","http://www.cdisc.org","C25532"
"2023-09-29","Code_323","Exclusion Criteria","95c77628-f8f5-41ec-932d-4fe85deba7ed","http://www.cdisc.org","C25370"
"2023-09-29","Code_10","Before","5b31cc76-7644-4d5d-84ef-1a2dbfbbd88f","http://www.cdisc.org","C201264"
"2023-09-29","Code_11","Start to Start","88a73013-dfe6-484e-8a5f-6980817150b2","http://www.cdisc.org","C201265"
"2023-09-29","Code_12","Before","863a4d68-96d6-4956-8814-3a48bba024df","http://www.cdisc.org","C201264"
"2023-09-29","Code_13","Start to Start","1fa0d848-036d-43f6-9ed6-ddec0bec9856","http://www.cdisc.org","C201265"
"2023-09-29","Code_15","Fixed Reference","18cfe10a-1bd2-40ed-a11c-9e6069ca8a04","http://www.cdisc.org","C201264"
"2023-09-29","Code_16","Start to Start","adeeb740-8eba-4aef-85d7-4abffbf62b67","http://www.cdisc.org","C201265"
"2023-09-29","Code_17","After","41272e48-f3b6-4e0c-8182-f349f711bfc0","http://www.cdisc.org","C201264"
"2023-09-29","Code_18","Start to Start","f0279b7d-a253-4ecc-841f-e390a9efd306","http://www.cdisc.org","C201265"
"2023-09-29","Code_20","After","e028418f-db8e-47e8-a412-5e97265e679c","http://www.cdisc.org","C201264"
"2023-09-29","Code_21","Start to Start","19fc3fec-3515-4c40-9494-2cacf8d16bab","http://www.cdisc.org","C201265"
"2023-09-29","Code_23","After","0fecb0ef-c24a-4f4d-bbc6-912c7fbe1194","http://www.cdisc.org","C201264"
"2023-09-29","Code_24","Start to Start","fbf6f740-44fe-412a-b717-0c832c448514","http://www.cdisc.org","C201265"
"2023-09-29","Code_26","After","ffa713c6-ea1e-436f-99b3-f839b0f33edb","http://www.cdisc.org","C201264"
"2023-09-29","Code_27","Start to Start","b3fcce19-c66f-48c7-b661-ff03c6da547b","http://www.cdisc.org","C201265"
"2023-09-29","Code_29","After","22548a21-f65e-47a5-a8fc-3abcb55015ab","http://www.cdisc.org","C201264"
"2023-09-29","Code_30","Start to Start","8eb377da-6f28-4128-80e0-44d249f4addb","http://www.cdisc.org","C201265"
"2023-09-29","Code_31","After","789cef67-58c5-48a5-92d3-d695ab448195","http://www.cdisc.org","C201264"
"2023-09-29","Code_32","Start to Start","926ea080-99a0-406f-9fdd-31ee92023b1b","http://www.cdisc.org","C201265"
"2023-09-29","Code_34","After","53aee941-599b-4e75-b001-b54522990f04","http://www.cdisc.org","C201264"
"2023-09-29","Code_35","Start to Start","2997184f-456f-42dc-839f-bf494edae172","http://www.cdisc.org","C201265"
"2023-09-29","Code_36","After","b4d0c246-29ba-435d-8185-05b61f861367","http://www.cdisc.org","C201264"
"2023-09-29","Code_37","Start to Start","637c9116-9ca1-410f-9eb1-9e094e08c6eb","http://www.cdisc.org","C201265"
"2023-09-29","Code_39","After","f8055fd6-835b-40ba-a40f-bb36aad2472f","http://www.cdisc.org","C201264"
"2023-09-29","Code_40","Start to Start","fd49046a-a14e-4c6e-abe6-f5a951ba1fa1","http://www.cdisc.org","C201265"
"2023-09-29","Code_41","After","b6b940af-d3c7-4bef-ac9f-c28696a0b0b5","http://www.cdisc.org","C201264"
"2023-09-29","Code_42","Start to Start","e9d1e5d7-a97b-49ec-9863-d118639adb6c","http://www.cdisc.org","C201265"
"2023-09-29","Code_44","After","621bf0c0-9661-4fe7-a3f4-605ee850d4c5","http://www.cdisc.org","C201264"
"2023-09-29","Code_45","Start to Start","340adb80-5490-4618-b6da-a89ec1babd8b","http://www.cdisc.org","C201265"
"2023-09-29","Code_46","After","31a27ea4-ab17-4815-9b23-8dfee7299368","http://www.cdisc.org","C201264"
"2023-09-29","Code_47","Start to Start","781af431-f465-45cb-bec4-dc346b18df92","http://www.cdisc.org","C201265"
"2023-09-29","Code_49","After","13d672d6-b7a1-44d1-92fe-9d67e652f522","http://www.cdisc.org","C201264"
"2023-09-29","Code_50","Start to Start","22728e64-1f2c-4cd1-bb6e-69e3a19c86d9","http://www.cdisc.org","C201265"
"2023-09-29","Code_52","Fixed Reference","84c86557-8dec-4e89-9176-2926106ab311","http://www.cdisc.org","C201264"
"2023-09-29","Code_53","Start to Start","6ebc64cb-4983-4886-9ac9-30a6a1691553","http://www.cdisc.org","C201265"
"2023-09-29","Code_54","Fixed Reference","4e5f66e2-2bbf-4313-9ccd-d5d9c6876633","http://www.cdisc.org","C201264"
"2023-09-29","Code_55","Start to Start","77d0bdac-7ee0-45d3-ac96-1c6cf18617de","http://www.cdisc.org","C201265"
"2023-09-29","Code_56","Fixed Reference","8ac5494f-a789-42bc-9120-5bc68442ce3a","http://www.cdisc.org","C201264"
"2023-09-29","Code_57","Start to Start","fe7f43ed-7281-4702-a089-f66d8b5ec76d","http://www.cdisc.org","C201265"
"2023-09-29","Code_58","After","caf04a5c-8365-4bae-aafe-9c97a6b5effa","http://www.cdisc.org","C201264"
"2023-09-29","Code_59","Start to Start","1c7d3b83-cf92-43b9-b96f-e0adb633771e","http://www.cdisc.org","C201265"
"2023-09-29","Code_60","After","c62f6f81-b138-41f5-b149-00e277957be3","http://www.cdisc.org","C201264"
"2023-09-29","Code_61","End to Start","cf6c6df3-b1b1-48e9-9e0f-36061117654e","http://www.cdisc.org","C201265"
"2023-09-29","Code_63","After","f5dd7778-aa41-42ee-aedc-72c8a5bde02f","http://www.cdisc.org","C201264"
"2023-09-29","Code_64","End to Start","c136f95f-969e-46ce-a4b4-6f85aff994f4","http://www.cdisc.org","C201265"
"2023-09-29","Code_4","Final","04dced17-8ecb-4dcf-8cff-84a27f60f03d","http://www.cdisc.org","C25508"
"2023-09-29","Code_7","Protocol Effective Date","d9021f93-77e3-4b5a-8afa-5672ccadb790","http://www.cdisc.org","C99903x1"
"2023-09-29","Code_9","Region","502938e5-e112-4cd7-9b72-6dff24480d44","http://www.cdisc.org","C41129"
"2020-08","Code_8","Europe","f95b6427-3776-45bd-a372-fc164d35e165","ISO 3166 1 alpha3","150"
