"codeSystemVersion","instanceType","codeSystem","id","decode","code","uuid:ID"
"","Code","NCI Thesaurus","Code_245","Clinical Test Result","C77140","622b2d57-0414-4023-a440-e6c8db6a5e3e"
"2023-09-29","Code","http://www.cdisc.org","Code_246","Pascal","C42547","01a3dfed-6f27-4bd2-8288-a9ccd1cf1097"
"","Code","NCI Thesaurus","Code_247","Unit of Pressure","C49669","d68bb557-472e-4b97-bb8a-31b043deb704"
"","Code","NCI Thesaurus","Code_248","Anatomic Site","C13717","ca0f9835-d6e6-4524-8b66-056bb1ca8c08"
"","Code","NCI Thesaurus","Code_249","Laterality","C25185","7b23ee99-e695-491c-b1bd-d04749720001"
"","Code","NCI Thesaurus","Code_250","Test Method","C82535","a56ad5df-4d26-4c08-bea6-95a89bf10104"
"","Code","NCI Thesaurus","Code_251","Body Position","C62164","e923984f-a635-4926-8953-8d716f20e9a3"
"","Code","NCI Thesaurus","Code_244","Systolic Blood Pressure","C25298","7910ee29-1193-437b-a104-05f7001f4d06"
"","Code","NCI Thesaurus","Code_253","Clinical Test Result","C77140","1848d4db-b5e4-4e09-ba8f-ea46cba14243"
"2023-09-29","Code","http://www.cdisc.org","Code_254","Pascal","C42547","48d19050-aeb0-481d-9b5e-f1626759c5b8"
"","Code","NCI Thesaurus","Code_255","Unit of Pressure","C49669","1d511290-7d7e-435e-a505-c3175cfea962"
"","Code","NCI Thesaurus","Code_256","Anatomic Site","C13717","eb7a7077-f128-4471-b4c3-423c8cc7f7a4"
"","Code","NCI Thesaurus","Code_257","Laterality","C25185","58b4f9b7-ad2a-4bc4-8b5f-6cd1b1dd45da"
"","Code","NCI Thesaurus","Code_258","Test Method","C82535","1dc1a348-b7d7-4d55-8179-1072aa29d0e3"
"","Code","NCI Thesaurus","Code_259","Body Position","C62164","5cf5f8da-7f10-4d2f-9f80-5d7b824d1bce"
"","Code","NCI Thesaurus","Code_252","Diastolic Blood Pressure","C25299","3073ee82-29a1-45c9-988a-5d3b38c9df01"
"","Code","NCI Thesaurus","Code_261","Clinical Test Result","C77140","2dfcd15c-b8d3-4636-be8e-67286e1cf49e"
"2023-09-29","Code","http://www.cdisc.org","Code_262","Beats per Minute","C49673","814aab55-8d34-4346-9f99-9e1cb89e74d7"
"","Code","NCI Thesaurus","Code_263","Count per Minute","C73688","4a518147-4008-46a4-96ce-f58d1ca1705d"
"","Code","NCI Thesaurus","Code_264","Anatomic Site","C13717","a68ebe9b-9222-461e-9ad7-b780695c359b"
"","Code","NCI Thesaurus","Code_265","Laterality","C25185","8de5b4ed-44d8-4d25-b956-a25ecb50ca22"
"","Code","NCI Thesaurus","Code_266","Test Method","C82535","9be7856f-1267-446b-a84f-f7a8868f7dac"
"","Code","NCI Thesaurus","Code_267","Body Position","C62164","0d9a4502-5816-4942-a191-16ea550c6503"
"","Code","NCI Thesaurus","Code_260","Heart Rate","C49677","a1117b57-e8dd-4e79-ba41-3838729f83b2"
"2023-09-29","Code","http://www.cdisc.org","Code_123","Placebo Comparator Arm","C174268","371c99ea-a068-45a2-9ec0-3a0ac3664d41"
"2023-09-29","Code","http://www.cdisc.org","Code_124","Data Generated Within Study","C188866","0c93b877-76ab-4a39-81e4-069f826e4f92"
"2023-09-29","Code","http://www.cdisc.org","Code_125","Active Comparator Arm","C174267","5814d482-de18-4caf-bbbe-37bdfab09572"
"2023-09-29","Code","http://www.cdisc.org","Code_126","Data Generated Within Study","C188866","f4d6a2b3-3079-4cf2-b6d4-dff0c73407f1"
"2023-09-29","Code","http://www.cdisc.org","Code_127","Active Comparator Arm","C174267","b5cb5f2b-4389-4f0f-a12d-bd5ba025e971"
"2023-09-29","Code","http://www.cdisc.org","Code_128","Data Generated Within Study","C188866","fffd715e-fe69-47be-b90a-893aff4f9e0a"
"2023-09-29","Code","http://www.cdisc.org","Code_136","Double Blind Study","C15228","bf7f627c-3f81-4ef8-a71c-9d15aa73afa5"
"2023-09-29","Code","http://www.cdisc.org","Code_129","Trial Screening","C48262","65dbf95c-f190-4226-8fa5-fbb81749df65"
"2023-09-29","Code","http://www.cdisc.org","Code_130","Treatment Epoch","C101526","ca0f6d33-b89f-43eb-aab2-bcc8b0e7c9d2"
"2023-09-29","Code","http://www.cdisc.org","Code_131","Treatment Epoch","C101526","943137eb-ca45-44d1-aa70-822c92f86f48"
"2023-09-29","Code","http://www.cdisc.org","Code_132","Treatment Epoch","C101526","a0480a90-3fe9-4b45-a801-f5f8f6bc253a"
"2023-09-29","Code","http://www.cdisc.org","Code_133","Clinical Study Follow-up","C99158","c7ad9493-70a6-435e-a6e7-b5fd0e061fbf"
"1","Code","ICD-10-CM","Code_327","Alzheimer's disease; unspecified","G30.9","33671b5c-040d-4658-ae60-56cef2f467bb"
"January 31, 2018","Code","SNOMED","Code_328","Alzheimer's disease","26929004","e6282e02-cac4-492c-8359-2032ca17e232"
"2023-09-29","Code","http://www.cdisc.org","Code_142","Sponsor","C70793","9ccf6906-7d0b-4283-a8c2-b8013ae9ac4e"
"2023-09-29","Code","http://www.cdisc.org","Code_332","Trial Primary Objective","C85826","bda2de31-1aef-480e-a9a3-45487f20b879"
"2023-09-29","Code","http://www.cdisc.org","Code_331","Primary Endpoint","C94496","df9e4fb7-80c4-40c2-b240-2b4b651b5d85"
"2023-09-29","Code","http://www.cdisc.org","Code_333","Primary Endpoint","C94496","4983904c-1192-4d52-9a46-c9566ade51ea"
"2023-09-29","Code","http://www.cdisc.org","Code_335","Trial Primary Objective","C85826","c8d8d1a8-078b-487f-a7ad-f5f42000efb7"
"2023-09-29","Code","http://www.cdisc.org","Code_334","Primary Endpoint","C94496","70ac4b2d-9d0d-4de7-851f-0a487ce9a111"
"2023-09-29","Code","http://www.cdisc.org","Code_336","Primary Endpoint","C94496","3a4a2c3c-21e9-48ae-85de-98e59299a85a"
"2023-09-29","Code","http://www.cdisc.org","Code_337","Primary Endpoint","C94496","29293c05-8d4a-4772-88d9-01b5f0d3de49"
"2023-09-29","Code","http://www.cdisc.org","Code_339","Trial Secondary Objective","C85827","22408674-84b1-4564-bc46-a962c6daba4c"
"2023-09-29","Code","http://www.cdisc.org","Code_338","Secondary Endpoint","C139173","3a3927fb-9a27-4945-a95e-f9a5fc2f8158"
"2023-09-29","Code","http://www.cdisc.org","Code_340","Secondary Endpoint","C139173","d3d402aa-d02d-46c0-9e67-f0c5c3ebee9d"
"2023-09-29","Code","http://www.cdisc.org","Code_341","Secondary Endpoint","C139173","ccccb1ce-ae97-4f44-b7d6-6cf5c07bfa42"
"2023-09-29","Code","http://www.cdisc.org","Code_343","Trial Secondary Objective","C85827","594cfd05-f2fe-4c1e-8b50-bafde5e2f37c"
"2023-09-29","Code","http://www.cdisc.org","Code_342","Secondary Endpoint","C139173","9d6a1493-ff0d-4856-99a0-51a3df2b10eb"
"2023-09-29","Code","http://www.cdisc.org","Code_345","Trial Secondary Objective","C85827","f996ed5c-0f56-4059-abfc-66e2b76e9f4c"
"2023-09-29","Code","http://www.cdisc.org","Code_344","Secondary Endpoint","C139173","a0d07860-45ae-42bc-af88-a5a73247308d"
"2023-09-29","Code","http://www.cdisc.org","Code_347","Trial Secondary Objective","C85827","1237fb8e-2cc7-4576-bf8a-7325e168f90d"
"2023-09-29","Code","http://www.cdisc.org","Code_346","Secondary Endpoint","C139173","85d04a1e-c6f4-43de-997b-91fb6d5479ff"
"2023-09-29","Code","http://www.cdisc.org","Code_348","Inclusion Criteria","C25532","86216164-e482-4bbf-862d-abe17c395dbd"
"2023-09-29","Code","http://www.cdisc.org","Code_349","Inclusion Criteria","C25532","d6262415-4bd4-4ba6-8c68-8b938709d506"
"2023-09-29","Code","http://www.cdisc.org","Code_350","Inclusion Criteria","C25532","0a210d13-1f9c-4a48-8029-b88d5ee03441"
"2023-09-29","Code","http://www.cdisc.org","Code_351","Inclusion Criteria","C25532","b262a3cd-12bc-4cf6-9088-fd87c0656390"
"2023-09-29","Code","http://www.cdisc.org","Code_352","Inclusion Criteria","C25532","af22404e-1bd8-4840-98f8-5b73a88c1fb8"
"2023-09-29","Code","http://www.cdisc.org","Code_353","Inclusion Criteria","C25532","9a8a4cd3-906f-478e-845a-f9b2ba8a6826"
"2023-09-29","Code","http://www.cdisc.org","Code_354","Inclusion Criteria","C25532","da015456-dd4f-49e1-a9b5-98cabd9f99a6"
"2023-09-29","Code","http://www.cdisc.org","Code_355","Inclusion Criteria","C25532","937636e7-31c6-4e0b-9183-e62f54f4350f"
"2023-09-29","Code","http://www.cdisc.org","Code_356","Exclusion Criteria","C25370","307051b9-331d-44e7-9866-a4875c0a0ecf"
"2023-09-29","Code","http://www.cdisc.org","Code_357","Exclusion Criteria","C25370","1c74a1fb-48b0-446f-9151-6806c4bea5e4"
"2023-09-29","Code","http://www.cdisc.org","Code_358","Exclusion Criteria","C25370","0b7c4116-4783-4a1c-82f3-574cc8564ae1"
"2023-09-29","Code","http://www.cdisc.org","Code_359","Exclusion Criteria","C25370","ca2a24aa-b664-4463-a948-dc682007c09d"
"2023-09-29","Code","http://www.cdisc.org","Code_360","Exclusion Criteria","C25370","fa50a0e1-3cd0-45dc-89dd-dade12f8aa27"
"2023-09-29","Code","http://www.cdisc.org","Code_361","Exclusion Criteria","C25370","94ea9b2a-0e67-4eab-bcd0-3b522e37f5d5"
"2023-09-29","Code","http://www.cdisc.org","Code_362","Exclusion Criteria","C25370","283b6d94-72c6-4157-885e-cdac19c13525"
"2023-09-29","Code","http://www.cdisc.org","Code_363","Exclusion Criteria","C25370","d65e219f-36d0-4c76-a771-fb95b8242ea5"
"2023-09-29","Code","http://www.cdisc.org","Code_364","Exclusion Criteria","C25370","c0ef978f-bc73-43cf-bf77-5612b1e481f3"
"2023-09-29","Code","http://www.cdisc.org","Code_365","Exclusion Criteria","C25370","8dd61868-7a7e-4424-aea4-e88b15db2947"
"2023-09-29","Code","http://www.cdisc.org","Code_366","Exclusion Criteria","C25370","dd2a05d8-219d-4c89-b8e5-3cdf379ac28e"
"2023-09-29","Code","http://www.cdisc.org","Code_367","Exclusion Criteria","C25370","041a23c1-4e97-4641-a783-52e6a73642ea"
"2023-09-29","Code","http://www.cdisc.org","Code_368","Exclusion Criteria","C25370","8318014e-6e63-4a88-84aa-1bc0ea2cc347"
"2023-09-29","Code","http://www.cdisc.org","Code_369","Exclusion Criteria","C25370","9b1e25a8-e320-40ff-958b-719c81500877"
"2023-09-29","Code","http://www.cdisc.org","Code_370","Exclusion Criteria","C25370","c085dee9-052f-47aa-bc21-0463dff46f24"
"2023-09-29","Code","http://www.cdisc.org","Code_371","Exclusion Criteria","C25370","f518acf3-a67d-4f61-83f2-4169642c66af"
"2023-09-29","Code","http://www.cdisc.org","Code_372","Exclusion Criteria","C25370","5493d2c2-caa1-4d8c-acd9-744342f69c3c"
"2023-09-29","Code","http://www.cdisc.org","Code_373","Exclusion Criteria","C25370","3468041c-1b46-47ed-9084-d3570bdcb9ab"
"2023-09-29","Code","http://www.cdisc.org","Code_374","Exclusion Criteria","C25370","d38b890b-1b5b-496e-b8f7-b8b43b635738"
"2023-09-29","Code","http://www.cdisc.org","Code_375","Exclusion Criteria","C25370","1f4ff49b-1d7c-4c79-ae42-54e46230146e"
"2023-09-29","Code","http://www.cdisc.org","Code_376","Exclusion Criteria","C25370","77076c89-c71a-4834-a9af-63187b49a8a1"
"2023-09-29","Code","http://www.cdisc.org","Code_377","Exclusion Criteria","C25370","69fea90c-f04f-4403-9ef9-19dc4f9bc5ac"
"2023-09-29","Code","http://www.cdisc.org","Code_378","Exclusion Criteria","C25370","f5628a9c-8633-46c9-a518-2a55719884ec"
"2023-09-29","Code","http://www.cdisc.org","Code_329","Year","C29848","f3b54d2b-3d50-4e0f-ab26-56eeff16dcb9"
"2023-09-29","Code","http://www.cdisc.org","Code_14","Before","C201357","b268aa15-6a0e-40de-9bcd-40581b58dbf2"
"2023-09-29","Code","http://www.cdisc.org","Code_15","Start to Start","C201355","2af0314e-f86d-4055-9f23-c7ad0668f7a1"
"2023-09-29","Code","http://www.cdisc.org","Code_16","Before","C201357","0bce88e7-3971-4e6e-9d1b-a388155a011c"
"2023-09-29","Code","http://www.cdisc.org","Code_17","Start to Start","C201355","a46b672f-369b-4758-8e76-1b46d0316815"
"2023-09-29","Code","http://www.cdisc.org","Code_19","Fixed Reference","C201358","ed7ce7ee-e29e-4942-9527-b9d089b4717c"
"2023-09-29","Code","http://www.cdisc.org","Code_20","Start to Start","C201355","3b5a2d7b-dabf-41ae-b19c-d8775c6e8bcd"
"2023-09-29","Code","http://www.cdisc.org","Code_21","After","C201356","f9360edc-fc0a-4502-b0e1-b29bf5568f5b"
"2023-09-29","Code","http://www.cdisc.org","Code_22","Start to Start","C201355","a9ad571e-c02b-44d3-98ce-86a4cadda71f"
"2023-09-29","Code","http://www.cdisc.org","Code_24","After","C201356","382df750-dd26-4550-abad-333880924c9b"
"2023-09-29","Code","http://www.cdisc.org","Code_25","Start to Start","C201355","53dec7b8-6fdb-4c3d-aefe-bc2ff82c9eb6"
"2023-09-29","Code","http://www.cdisc.org","Code_27","After","C201356","38a3fd03-c5d3-4e94-a83d-528a2893a6c2"
"2023-09-29","Code","http://www.cdisc.org","Code_28","Start to Start","C201355","c7e2d734-bf37-4bb8-9d2c-b9e8f2c09e14"
"2023-09-29","Code","http://www.cdisc.org","Code_30","After","C201356","d148761f-8f38-49e2-bff1-4f2d225f0520"
"2023-09-29","Code","http://www.cdisc.org","Code_31","Start to Start","C201355","0dcf1d22-259e-4212-9f6a-9162285ad40f"
"2023-09-29","Code","http://www.cdisc.org","Code_35","After","C201356","b78b6559-a6e5-4c1f-b096-4ab118b6cd43"
"2023-09-29","Code","http://www.cdisc.org","Code_36","Start to Start","C201355","799185ef-5fca-4d38-b34c-387273dcdff2"
"2023-09-29","Code","http://www.cdisc.org","Code_40","After","C201356","d9f9b04d-d7b1-43f8-aee4-6e19a320ec1e"
"2023-09-29","Code","http://www.cdisc.org","Code_41","Start to Start","C201355","fb70f1ba-d110-4fe8-83b2-92cf1d339e14"
"2023-09-29","Code","http://www.cdisc.org","Code_45","After","C201356","b72bc39a-0b4d-43a7-a44b-7a820ec8dce6"
"2023-09-29","Code","http://www.cdisc.org","Code_46","Start to Start","C201355","d58ef22e-629a-46ed-8fca-014fd7edd9ae"
"2023-09-29","Code","http://www.cdisc.org","Code_50","After","C201356","7b0a6fc6-c6f6-443e-bb0d-384794b910fc"
"2023-09-29","Code","http://www.cdisc.org","Code_51","Start to Start","C201355","7c207e59-ccb5-4b18-a6d8-ceb7e1876dea"
"2023-09-29","Code","http://www.cdisc.org","Code_53","After","C201356","707ccb08-0e66-4b0d-bc8f-8c90f87845ae"
"2023-09-29","Code","http://www.cdisc.org","Code_54","Start to Start","C201355","3960873d-d264-4dde-898c-417617a458dd"
"2023-09-29","Code","http://www.cdisc.org","Code_33","After","C201356","ce0e4878-006b-4d27-b3ec-7e3915c8a7f6"
"2023-09-29","Code","http://www.cdisc.org","Code_34","Start to Start","C201355","cea4440f-aaee-426a-9d9a-acc46deee1cb"
"2023-09-29","Code","http://www.cdisc.org","Code_38","After","C201356","e29e1ab0-dac2-4e47-88fc-75dcbe271f6e"
"2023-09-29","Code","http://www.cdisc.org","Code_39","Start to Start","C201355","b38d5882-845f-4ed6-847c-22f6cf5fdf18"
"2023-09-29","Code","http://www.cdisc.org","Code_43","After","C201356","f2f05674-a577-4ea9-95c2-d6c77029c60c"
"2023-09-29","Code","http://www.cdisc.org","Code_44","Start to Start","C201355","622f338d-d611-41f6-aa17-ff1e69b3ea73"
"2023-09-29","Code","http://www.cdisc.org","Code_48","After","C201356","4ad63a31-f3af-47cc-adcb-3fa31e982c0d"
"2023-09-29","Code","http://www.cdisc.org","Code_49","Start to Start","C201355","2b2786c0-1f19-4227-95d8-bca15c838b21"
"2023-09-29","Code","http://www.cdisc.org","Code_56","Fixed Reference","C201358","bb445db6-1675-4bea-9106-90be79cf5ab6"
"2023-09-29","Code","http://www.cdisc.org","Code_57","Start to Start","C201355","9bbdba03-e9e6-408a-a10b-5a58a3fc5cf5"
"2023-09-29","Code","http://www.cdisc.org","Code_58","Fixed Reference","C201358","2b6b4c25-0a4b-461d-897f-7b9b63e88e29"
"2023-09-29","Code","http://www.cdisc.org","Code_59","Start to Start","C201355","4fb1ed26-4e8f-43e9-a2fc-2046d36d1b32"
"2023-09-29","Code","http://www.cdisc.org","Code_60","Fixed Reference","C201358","38285176-cce5-4fff-8339-a48ff3043de4"
"2023-09-29","Code","http://www.cdisc.org","Code_61","Start to Start","C201355","5c05916b-a481-44e9-b0e7-df6a76769240"
"2023-09-29","Code","http://www.cdisc.org","Code_62","After","C201356","cff483d8-0fd2-458e-ae57-d8ecc5bcb7fe"
"2023-09-29","Code","http://www.cdisc.org","Code_63","Start to Start","C201355","39dda7c8-b9a3-45c3-8218-8d454ad74f12"
"2023-09-29","Code","http://www.cdisc.org","Code_64","After","C201356","4985a836-4397-4aee-846e-a807047b14f1"
"2023-09-29","Code","http://www.cdisc.org","Code_65","End to Start","C201353","f1c0a345-8428-477f-a8b5-5445dc4e1367"
"2023-09-29","Code","http://www.cdisc.org","Code_66","After","C201356","dc10e700-a578-4f4b-a2d3-bbd77f5204bc"
"2023-09-29","Code","http://www.cdisc.org","Code_67","Start to Start","C201355","a4ef3a07-6d33-4faa-ace3-8c4de185cb4f"
"2023-09-29","Code","http://www.cdisc.org","Code_68","After","C201356","3ff9954a-baf7-408a-b39b-c308c2829a22"
"2023-09-29","Code","http://www.cdisc.org","Code_69","End to Start","C201353","c068e816-4294-49db-9914-7c2b83a7e7f0"
"2023-09-29","Code","http://www.cdisc.org","Code_70","After","C201356","8ec449d0-8698-4563-a134-ef71f4445841"
"2023-09-29","Code","http://www.cdisc.org","Code_71","Start to Start","C201355","f08ebde5-664a-49ab-9802-957012595963"
"2023-09-29","Code","http://www.cdisc.org","Code_379","Clinical Study Sponsor","C70793","5d215dc0-be18-4fa1-8c85-f767d3ebd518"
"2020-08","Code","ISO 3166 1 alpha3","Code_380","United Kingdom of Great Britain and Northern Ireland","GBR","f6076222-7702-435c-a549-3d1692e610b5"
"2023-09-29","Code","http://www.cdisc.org","Code_3","Study Acronym","C94108","db031f77-6463-4d6c-ae74-8381d0bdf886"
"2023-09-29","Code","http://www.cdisc.org","Code_5","Brief Study Title","C99905x1","693d83bf-e94d-49af-8171-3b4cd5ced149"
"2023-09-29","Code","http://www.cdisc.org","Code_6","Official Study Title","C99905x2","0cf90074-c08c-45e0-86a0-a951e8a4b0f6"
"2023-09-29","Code","http://www.cdisc.org","Code_7","Public Study Title","C99905x3","a77e8782-fa7a-4797-b031-9031a96053d5"
"2023-09-29","Code","http://www.cdisc.org","Code_8","Final","C25508","9d37fb66-a921-4f67-95c3-8d035890508d"
"2023-09-29","Code","http://www.cdisc.org","Code_11","Protocol Effective Date","C99903x1","5208bf31-2887-4aef-8e7e-ac6735cf01b9"
"2023-09-29","Code","http://www.cdisc.org","Code_13","Region","C41129","a487e8ab-38d6-45b5-8e9e-11e6bcf6b0b7"
"2020-08","Code","ISO 3166 1 alpha3","Code_12","Europe","150","c9fd2bb8-c443-4abd-bfcf-4b33893054a6"
