"code","decode","codeSystemVersion","uuid:ID","codeSystem","instanceType","id"
"C73688","Count per Minute","","b9e7413d-6c9e-4bfb-862a-11af2fa1d05d","NCI Thesaurus","Code","Code_248"
"C83088","Vital Signs Location","","569af129-b40f-4088-949b-ae5217d262e3","NCI Thesaurus","Code","Code_249"
"C123975","Vital Signs Laterality","","e82273c4-5670-4fbf-84f4-8b00488fc1c9","NCI Thesaurus","Code","Code_250"
"C82535","Test Method","","72ad559d-051d-48aa-b8dc-d98a3f563770","NCI Thesaurus","Code","Code_251"
"C83114","Vital Signs Position","","ca317aa6-0473-497b-a6dc-eb3acfa715db","NCI Thesaurus","Code","Code_252"
"C49677","Heart Rate","","a6c75c6c-b092-4b30-a270-0f334628a9a0","NCI Thesaurus","Code","Code_245"
"C173522","Vital Signs Result","","b4ae29b1-4caa-43a6-a572-f62da10f71ea","NCI Thesaurus","Code","Code_254"
"C42547","Pascal","2023-09-29","49ae95bd-bfcd-41ba-8aba-8dda85e10d30","http://www.cdisc.org","Code","Code_255"
"C49669","Unit of Pressure","","51695698-d06f-457b-bced-b5a41c54ad49","NCI Thesaurus","Code","Code_256"
"C83088","Vital Signs Location","","7f7f09fa-0fa8-4473-864b-23243783f607","NCI Thesaurus","Code","Code_257"
"C123975","Vital Signs Laterality","","8a92e41d-5001-44be-9c86-0fd3687f0e48","NCI Thesaurus","Code","Code_258"
"C82535","Test Method","","b153bacb-ee59-4294-aca9-174ba95cd0ba","NCI Thesaurus","Code","Code_259"
"C83114","Vital Signs Position","","5539cb8d-e4d6-4d03-86ce-c191f6725002","NCI Thesaurus","Code","Code_260"
"C25298","Systolic Blood Pressure","","0a063804-ccf8-43bc-ae23-ddeaa9396a47","NCI Thesaurus","Code","Code_253"
"C173522","Vital Signs Result","","b5f0f64f-1586-45ef-b88c-6ece32314405","NCI Thesaurus","Code","Code_262"
"C42547","Pascal","2023-09-29","caeaed09-71cd-4928-9203-aed25266eb5c","http://www.cdisc.org","Code","Code_263"
"C49669","Unit of Pressure","","5ce61748-8606-4e80-868e-280bc408e4f6","NCI Thesaurus","Code","Code_264"
"C83088","Vital Signs Location","","3a8768ec-a5a5-48ac-8f98-cf0f29322162","NCI Thesaurus","Code","Code_265"
"C123975","Vital Signs Laterality","","50aa06c4-c2fe-4998-b9a1-9c14bbc85d8e","NCI Thesaurus","Code","Code_266"
"C82535","Test Method","","9593d698-af37-4700-840e-96213794fa1a","NCI Thesaurus","Code","Code_267"
"C83114","Vital Signs Position","","7cd60ae0-26d6-44d2-bd7e-63c3c63f9127","NCI Thesaurus","Code","Code_268"
"C25299","Diastolic Blood Pressure","","f9c52590-8e24-4246-8de8-ec5477bb036e","NCI Thesaurus","Code","Code_261"
"C173522","Vital Signs Result","","433b4122-13b3-47ac-8708-4197cc8f75b9","NCI Thesaurus","Code","Code_270"
"C49673","Beats per Minute","2023-09-29","15ce9cd0-e243-4b2c-bf6f-94c4201f3100","http://www.cdisc.org","Code","Code_271"
"C73688","Count per Minute","","12cefa5e-7cb3-47e0-85b6-b894cd6c8f06","NCI Thesaurus","Code","Code_272"
"C83088","Vital Signs Location","","359a62be-56ce-4916-85d9-946d8d1171a3","NCI Thesaurus","Code","Code_273"
"C123975","Vital Signs Laterality","","11acc29f-773a-4f5d-846c-cc7333b79f57","NCI Thesaurus","Code","Code_274"
"C82535","Test Method","","50aa0ec2-4b1d-4dbc-8286-c7b37e8fe598","NCI Thesaurus","Code","Code_275"
"C83114","Vital Signs Position","","f08b6f2f-975d-43c0-8ccf-ad5c5d672824","NCI Thesaurus","Code","Code_276"
"C49677","Heart Rate","","77d79019-009e-4d8a-b959-e1940461dbb4","NCI Thesaurus","Code","Code_269"
"C174268","Placebo Comparator Arm","2023-09-29","5562883b-72e6-4fed-91c2-9a4d2891d4e5","http://www.cdisc.org","Code","Code_122"
"C188866","Data Generated Within Study","2023-09-29","2eb4fbf4-b3e9-4eef-9345-8b85a341778c","http://www.cdisc.org","Code","Code_123"
"C174267","Active Comparator Arm","2023-09-29","ec5cd445-4ff8-4e67-9103-9c296900e0bd","http://www.cdisc.org","Code","Code_124"
"C188866","Data Generated Within Study","2023-09-29","0b51e655-cd72-4512-a3e4-058728645136","http://www.cdisc.org","Code","Code_125"
"C174267","Active Comparator Arm","2023-09-29","95df22e0-512e-45b2-9e0e-97241edcb80f","http://www.cdisc.org","Code","Code_126"
"C188866","Data Generated Within Study","2023-09-29","4e1b218a-0b34-4d04-af2a-165ff167238e","http://www.cdisc.org","Code","Code_127"
"C15228","Double Blind Study","2023-09-29","586cf419-5b64-499d-a14f-fe4b1526c89f","http://www.cdisc.org","Code","Code_135"
"C48262","Trial Screening","2023-09-29","59dde354-158f-4fec-9c0b-fa109988f70e","http://www.cdisc.org","Code","Code_128"
"C101526","Treatment Epoch","2023-09-29","12b08e4a-896b-49f7-9769-ea591ca286a2","http://www.cdisc.org","Code","Code_129"
"C101526","Treatment Epoch","2023-09-29","10cf956d-ef60-4e95-ae0c-c4a44e7b748b","http://www.cdisc.org","Code","Code_130"
"C101526","Treatment Epoch","2023-09-29","c0285fb7-9986-4afb-a362-92e0c82395a2","http://www.cdisc.org","Code","Code_131"
"C99158","Clinical Study Follow-up","2023-09-29","b73b1fbf-0114-450f-afe9-c2b684b29f3d","http://www.cdisc.org","Code","Code_132"
"G30.9","Alzheimer's disease; unspecified","1","9bead9ba-9047-44e8-ac3e-933f5aa7d789","ICD-10-CM","Code","Code_330"
"26929004","Alzheimer's disease","January 31, 2018","298d41b3-7659-4ef2-92e6-b43fc03ef94f","SNOMED","Code","Code_331"
"C70793","Sponsor","2023-09-29","d037dfb2-76f7-47b5-ba2d-5e6a3927291f","http://www.cdisc.org","Code","Code_141"
"C85826","Trial Primary Objective","2023-09-29","ea152b90-39b6-4590-9847-b1561d50dd02","http://www.cdisc.org","Code","Code_335"
"C94496","Primary Endpoint","2023-09-29","70e34ad5-67da-4b1c-862b-41f014c0ad40","http://www.cdisc.org","Code","Code_334"
"C94496","Primary Endpoint","2023-09-29","e5535ca6-0536-4bf2-aabd-118706fb222c","http://www.cdisc.org","Code","Code_336"
"C85826","Trial Primary Objective","2023-09-29","89beb706-2f31-4722-a138-26bf3518c044","http://www.cdisc.org","Code","Code_338"
"C94496","Primary Endpoint","2023-09-29","88a470d7-973e-46d6-8434-7ba600a77b5f","http://www.cdisc.org","Code","Code_337"
"C94496","Primary Endpoint","2023-09-29","c0405e07-8272-43e4-b4ff-bab8b1754a31","http://www.cdisc.org","Code","Code_339"
"C94496","Primary Endpoint","2023-09-29","4f782b3e-75ff-4a11-a1cc-6d2d0e45fbda","http://www.cdisc.org","Code","Code_340"
"C85827","Trial Secondary Objective","2023-09-29","9992b182-735e-435d-9c4b-0b8574c27d31","http://www.cdisc.org","Code","Code_342"
"C139173","Secondary Endpoint","2023-09-29","26be5f5b-043e-49d5-9248-458f96a85c13","http://www.cdisc.org","Code","Code_341"
"C139173","Secondary Endpoint","2023-09-29","1b7f4bab-40f5-4770-84dd-e025e5cb9337","http://www.cdisc.org","Code","Code_343"
"C139173","Secondary Endpoint","2023-09-29","906b60de-fad6-43d7-8b27-ea16a321ce00","http://www.cdisc.org","Code","Code_344"
"C25532","Inclusion Criteria","2023-09-29","06abc29f-0cfb-44b4-a21e-7b420a983e35","http://www.cdisc.org","Code","Code_345"
"C25532","Inclusion Criteria","2023-09-29","96c8c147-8bcd-4550-b2ac-9005d890fea7","http://www.cdisc.org","Code","Code_346"
"C25532","Inclusion Criteria","2023-09-29","7ccdebbe-f03d-4845-a179-b8f7e39c0a5c","http://www.cdisc.org","Code","Code_347"
"C25370","Exclusion Criteria","2023-09-29","c946eafe-cc73-4b5e-b822-4ef2bb87daf1","http://www.cdisc.org","Code","Code_348"
"C29848","Year","2023-09-29","1bbed28c-6ae5-4da5-a0f4-99b174f2b80d","http://www.cdisc.org","Code","Code_332"
"C201264","Before","2023-09-29","0e19d7a3-0864-483e-818f-d95dad9f4af8","http://www.cdisc.org","Code","Code_14"
"C201265","Start to Start","2023-09-29","7829af26-708c-47b3-a8a4-c43a0be73428","http://www.cdisc.org","Code","Code_15"
"C201264","Before","2023-09-29","c0ca9ecc-faa3-4312-b6f8-3b14f4e82e6e","http://www.cdisc.org","Code","Code_16"
"C201265","Start to Start","2023-09-29","599dbcf7-5217-4b6e-b501-b811563a62f6","http://www.cdisc.org","Code","Code_17"
"C201264","Fixed Reference","2023-09-29","d2e2f33c-0f1b-4f23-a2f3-0a9a030e06b1","http://www.cdisc.org","Code","Code_19"
"C201265","Start to Start","2023-09-29","d1834d3f-5d98-4232-ac27-564bdb34079f","http://www.cdisc.org","Code","Code_20"
"C201264","After","2023-09-29","2f638cac-c728-413b-99ff-bcf6fd3af0fa","http://www.cdisc.org","Code","Code_21"
"C201265","Start to Start","2023-09-29","e1f9a571-fb8b-4a44-a383-6dec522a708a","http://www.cdisc.org","Code","Code_22"
"C201264","After","2023-09-29","bc8a5e17-14d1-4ed3-be7f-e7b0b0881afd","http://www.cdisc.org","Code","Code_24"
"C201265","Start to Start","2023-09-29","739f7e2e-d177-4c14-9e68-7ef02459a8c5","http://www.cdisc.org","Code","Code_25"
"C201264","After","2023-09-29","63ed8141-2353-4d00-8b7a-d5f20882a90a","http://www.cdisc.org","Code","Code_27"
"C201265","Start to Start","2023-09-29","d993f165-4030-4741-92cb-335bea2ecea2","http://www.cdisc.org","Code","Code_28"
"C201264","After","2023-09-29","53f699ae-bd06-4898-81a5-64646cc85ee0","http://www.cdisc.org","Code","Code_30"
"C201265","Start to Start","2023-09-29","19b8fb65-87fc-4c44-bfa1-5fe68fe1603e","http://www.cdisc.org","Code","Code_31"
"C201264","After","2023-09-29","391da478-2a81-4395-80c6-60820d60a3e4","http://www.cdisc.org","Code","Code_35"
"C201265","Start to Start","2023-09-29","36cfc9d3-ebdc-47f2-8a35-4d705a1fe872","http://www.cdisc.org","Code","Code_36"
"C201264","After","2023-09-29","b77acdd5-aa39-497f-bce2-56c1ff183a9b","http://www.cdisc.org","Code","Code_40"
"C201265","Start to Start","2023-09-29","b9d28b65-4806-4743-ac5b-6a1c3ab7b5e1","http://www.cdisc.org","Code","Code_41"
"C201264","After","2023-09-29","e602e94f-eac7-4f4a-b3cb-ec2ba97619bd","http://www.cdisc.org","Code","Code_45"
"C201265","Start to Start","2023-09-29","85a93734-bdd2-4aa1-8ec6-15908f20f06b","http://www.cdisc.org","Code","Code_46"
"C201264","After","2023-09-29","9804dd90-ae20-4b2e-902b-90d5e21c72d6","http://www.cdisc.org","Code","Code_50"
"C201265","Start to Start","2023-09-29","910d9fcc-ae96-4e1c-9123-a2e8a7b23c52","http://www.cdisc.org","Code","Code_51"
"C201264","After","2023-09-29","8e4bace2-f7cd-47f2-abdd-a51fcfe71bc1","http://www.cdisc.org","Code","Code_53"
"C201265","Start to Start","2023-09-29","0630334a-119f-4d34-80c3-46d31bb78c6e","http://www.cdisc.org","Code","Code_54"
"C201264","After","2023-09-29","5e9b02be-a19b-4a0b-a1db-f7f558d01612","http://www.cdisc.org","Code","Code_33"
"C201265","Start to Start","2023-09-29","924ddbf8-6548-4451-9a9d-24fe4f5efc7b","http://www.cdisc.org","Code","Code_34"
"C201264","After","2023-09-29","960b7534-1458-4364-a905-428d3937f54d","http://www.cdisc.org","Code","Code_38"
"C201265","Start to Start","2023-09-29","a317d734-cd51-42c6-b423-0d9a241c57eb","http://www.cdisc.org","Code","Code_39"
"C201264","After","2023-09-29","3ac13b3c-a5c8-4d6c-b09c-a559c3031ab7","http://www.cdisc.org","Code","Code_43"
"C201265","Start to Start","2023-09-29","d254f44b-28bb-4d87-a83d-b8a4d242df91","http://www.cdisc.org","Code","Code_44"
"C201264","After","2023-09-29","b1d0443c-a8f8-499c-93f9-3705a20185cf","http://www.cdisc.org","Code","Code_48"
"C201265","Start to Start","2023-09-29","676f8317-cd82-48ba-ade5-4a3aed355200","http://www.cdisc.org","Code","Code_49"
"C201264","Fixed Reference","2023-09-29","db2c5530-6d99-4091-a1b3-a00e66638212","http://www.cdisc.org","Code","Code_56"
"C201265","Start to Start","2023-09-29","0e727b58-6e8e-49bc-a845-63a20563cba3","http://www.cdisc.org","Code","Code_57"
"C201264","Fixed Reference","2023-09-29","3dadd0e1-4604-4a99-ac37-fa0c04e2af3c","http://www.cdisc.org","Code","Code_58"
"C201265","Start to Start","2023-09-29","c6b26319-04df-48c9-a890-a49a25e1cf6a","http://www.cdisc.org","Code","Code_59"
"C201264","Fixed Reference","2023-09-29","dd4794fa-4428-48c6-bde4-629ea76f9131","http://www.cdisc.org","Code","Code_60"
"C201265","Start to Start","2023-09-29","4710d26c-5f98-4ce3-9e96-cefc0b654ca7","http://www.cdisc.org","Code","Code_61"
"C201264","After","2023-09-29","a52c7c79-a6e2-4293-93ad-5d8ea5ed82ff","http://www.cdisc.org","Code","Code_62"
"C201265","Start to Start","2023-09-29","55dab112-0fd8-4bba-a281-1467797d3203","http://www.cdisc.org","Code","Code_63"
"C201264","After","2023-09-29","602e78ab-50bb-4a8f-8324-1813b042a5cf","http://www.cdisc.org","Code","Code_64"
"C201265","End to Start","2023-09-29","c63d6c36-4551-4eaf-8355-36f4b3083d90","http://www.cdisc.org","Code","Code_65"
"C201264","After","2023-09-29","69c749b0-57ff-4bb4-bd2f-f6889c9fa6f3","http://www.cdisc.org","Code","Code_66"
"C201265","Start to Start","2023-09-29","75d95830-9edb-4856-885d-a6f6b30c9346","http://www.cdisc.org","Code","Code_67"
"C201264","After","2023-09-29","f2aa7164-d9a9-4efa-beec-d2a792157eab","http://www.cdisc.org","Code","Code_68"
"C201265","End to Start","2023-09-29","0eb49f78-0fde-4897-bdf6-00f542865571","http://www.cdisc.org","Code","Code_69"
"C201264","After","2023-09-29","79b40c70-f341-4d4e-b7a8-926e1245f1c4","http://www.cdisc.org","Code","Code_70"
"C201265","Start to Start","2023-09-29","30ef5dea-7700-4b62-ab47-fa6f478ec928","http://www.cdisc.org","Code","Code_71"
"C70793","Clinical Study Sponsor","2023-09-29","d10445cf-e9ae-4e0d-a71f-8cdc86ab6989","http://www.cdisc.org","Code","Code_349"
"GBR","United Kingdom of Great Britain and Northern Ireland","2020-08","6f6c3130-c3e0-4d43-ba45-9501978fe1d8","ISO 3166 1 alpha3","Code","Code_350"
"C94108","Study Acronym","2023-09-29","23f176c3-ee80-42a9-9754-e7882832655a","http://www.cdisc.org","Code","Code_3"
"C99905x1","Brief Study Title","2023-09-29","b1188f64-8cb4-411a-bcbe-aed19f883ca5","http://www.cdisc.org","Code","Code_5"
"C99905x2","Official Study Title","2023-09-29","b3066b98-37cb-4f81-b166-50727d35d431","http://www.cdisc.org","Code","Code_6"
"C99905x3","Public Study Title","2023-09-29","3e6a000a-8463-4c90-b57e-4019ea3e4248","http://www.cdisc.org","Code","Code_7"
"C25508","Final","2023-09-29","f40db990-32a9-4587-bd1a-f5400d8be379","http://www.cdisc.org","Code","Code_8"
"C99903x1","Protocol Effective Date","2023-09-29","a7a9d872-4f78-4eba-ab65-177e18af292e","http://www.cdisc.org","Code","Code_11"
"C41129","Region","2023-09-29","e0719d9f-4ac8-455a-ab08-a6a1e23db8f6","http://www.cdisc.org","Code","Code_13"
"150","Europe","2020-08","b080ebab-94a8-4ff0-b5ba-2614460ad82a","ISO 3166 1 alpha3","Code","Code_12"
