"id:ID","id","code","codeSystem","uuid","codeSystemVersion","decode"
"224","Code_232","C123975","NCI Thesaurus","36cad82f-daa8-4092-953e-5f54b99f999f","","Vital Signs Laterality"
"225","Code_233","C82535","NCI Thesaurus","b35393f2-6ae2-45ce-85e6-5349bfdfee37","","Test Method"
"226","Code_234","C83114","NCI Thesaurus","b6a5e854-93ed-4bfc-ab03-904d4676fc8e","","Vital Signs Position"
"227","Code_227","C25298","NCI Thesaurus","9575528f-1dc7-4b82-aa6b-883098a792ba","","Systolic Blood Pressure"
"228","Code_236","C173522","NCI Thesaurus","40db108a-d747-47fb-b377-181bc592dfb1","","Vital Signs Result"
"229","Code_237","C42547","http://www.cdisc.org","8d5d25f3-b7a3-4d2b-a5d0-65963acd31d5","2023-09-29","Pascal"
"230","Code_238","C49669","NCI Thesaurus","6a036b82-e08c-48b3-b68d-f19b288c4701","","Unit of Pressure"
"231","Code_239","C83088","NCI Thesaurus","34ad0590-b1dd-4c87-a557-157becd1c930","","Vital Signs Location"
"232","Code_240","C123975","NCI Thesaurus","1a962cd1-bf22-44f5-a6ab-9873230cd638","","Vital Signs Laterality"
"233","Code_241","C82535","NCI Thesaurus","d73a2575-91a6-48ab-bb14-b4411c5b8ffc","","Test Method"
"234","Code_242","C83114","NCI Thesaurus","4ef01939-1d1c-459a-8f24-c8f62c2b9d7d","","Vital Signs Position"
"235","Code_235","C25299","NCI Thesaurus","35826c26-82d1-4b68-b6bb-c0f2e3ff02ac","","Diastolic Blood Pressure"
"236","Code_106","C174268","http://www.cdisc.org","b5ca7ff7-8e44-4af6-adf0-ac73233de123","2023-09-29","Placebo Comparator Arm"
"237","Code_107","C188866","http://www.cdisc.org","6a8c46f3-bc05-4f27-abaf-d84ec94d05cd","2023-09-29","Data Generated Within Study"
"238","Code_108","C174267","http://www.cdisc.org","1b3b217e-49a9-46fe-9dd3-f793d36de97c","2023-09-29","Active Comparator Arm"
"239","Code_109","C188866","http://www.cdisc.org","9aa25b28-ddea-47cd-8945-a08e9d6c5ba2","2023-09-29","Data Generated Within Study"
"240","Code_110","C174267","http://www.cdisc.org","62522a37-27f3-48e9-aabd-bdf4d88f6ab4","2023-09-29","Active Comparator Arm"
"241","Code_111","C188866","http://www.cdisc.org","52aafd0e-be51-4951-b85e-a172b8f320a7","2023-09-29","Data Generated Within Study"
"242","Code_119","C15228","http://www.cdisc.org","28025260-30ab-4788-8116-ee13d5b045a8","2023-09-29","Double Blind Study"
"243","Code_112","C48262","http://www.cdisc.org","727aeabf-3875-4369-bb4d-b90abfe31029","2023-09-29","Trial Screening"
"244","Code_113","C101526","http://www.cdisc.org","92cf7df3-77c0-4b41-ac38-569a7b0cf473","2023-09-29","Treatment Epoch"
"245","Code_114","C101526","http://www.cdisc.org","ee055861-be95-4a2a-b6bc-3c79571b527b","2023-09-29","Treatment Epoch"
"246","Code_115","C101526","http://www.cdisc.org","b1ebda32-3b69-484d-a225-53917b1151d1","2023-09-29","Treatment Epoch"
"247","Code_116","C99158","http://www.cdisc.org","513043c0-ea9a-46bc-ba16-cd95d7b9d161","2023-09-29","Clinical Study Follow-up"
"248","Code_296","G30.9","ICD-10-CM","a8340bc8-b4f0-4ad1-aecc-d42399ed4347","1","Alzheimer's disease; unspecified"
"249","Code_297","26929004","SNOMED","b2926724-6b39-421a-b2f8-2244f012e762","January 31, 2018","Alzheimer's disease"
"250","Code_300","C85826","http://www.cdisc.org","c86855de-ce2c-4f12-aa5f-c667b99c5445","2023-09-29","Trial Primary Objective"
"251","Code_299","C94496","http://www.cdisc.org","cb890285-77d5-4656-97ec-2a3170cc5ff0","2023-09-29","Primary Endpoint"
"252","Code_301","C94496","http://www.cdisc.org","76ae3dcf-2946-40e5-b343-ea776afb1f70","2023-09-29","Primary Endpoint"
"253","Code_303","C85826","http://www.cdisc.org","4cb285bb-80e6-40ff-b8ae-53b4ca4e6092","2023-09-29","Trial Primary Objective"
"254","Code_302","C94496","http://www.cdisc.org","f61557f2-a329-4faa-a058-df8cf145c032","2023-09-29","Primary Endpoint"
"255","Code_304","C94496","http://www.cdisc.org","f2ea0b6d-a42b-4bff-a266-8e13f8841fe1","2023-09-29","Primary Endpoint"
"256","Code_305","C94496","http://www.cdisc.org","f4e387b1-3c37-45b9-ac62-358ced9814ee","2023-09-29","Primary Endpoint"
"257","Code_307","C85827","http://www.cdisc.org","25702b20-e176-49c4-9cfd-0ee8f8d8761c","2023-09-29","Trial Secondary Objective"
"258","Code_306","C139173","http://www.cdisc.org","19cb6381-ac30-4f2c-bda1-8026e3ef068f","2023-09-29","Secondary Endpoint"
"259","Code_308","C139173","http://www.cdisc.org","9d117eae-3652-494d-b971-18528460f865","2023-09-29","Secondary Endpoint"
"260","Code_309","C139173","http://www.cdisc.org","2f2e3eca-0931-4f17-b4e1-ecc50874b534","2023-09-29","Secondary Endpoint"
"261","Code_298","C49636","http://www.cdisc.org","e0e33b7b-9ec0-4c38-828f-568e2b0f09b8","2023-09-29","Both"
"262","Code_10","C201264","http://www.cdisc.org","4e3aff76-d734-4df7-bb90-fa5c36016a95","2023-09-29","Before"
"263","Code_11","C201265","http://www.cdisc.org","b05e8ce2-db53-4203-a162-0215455c2431","2023-09-29","Start to Start"
"264","Code_12","C201264","http://www.cdisc.org","9529adf5-5b29-49ea-837c-827f2b3029ca","2023-09-29","Before"
"265","Code_13","C201265","http://www.cdisc.org","afbfbceb-47c2-4a76-93d5-7e6d49e81054","2023-09-29","Start to Start"
"266","Code_14","C201264","http://www.cdisc.org","0ffc231f-bedf-4454-8516-f976663081f3","2023-09-29","Fixed Reference"
"267","Code_15","C201265","http://www.cdisc.org","3d641e0e-5099-4255-bd31-d3d58e2a8af9","2023-09-29","Start to Start"
"268","Code_16","C201264","http://www.cdisc.org","537d16d0-9ae8-46f0-bbd1-83d2f5393155","2023-09-29","After"
"269","Code_17","C201265","http://www.cdisc.org","0fb6a131-f2bd-448d-8b72-ecd843c23473","2023-09-29","Start to Start"
"270","Code_18","C201264","http://www.cdisc.org","dc5a4f89-9d7e-461f-8658-2629f9ecc6ba","2023-09-29","After"
"271","Code_19","C201265","http://www.cdisc.org","2b0e2387-4970-472e-9641-8c05badd11f4","2023-09-29","Start to Start"
"272","Code_20","C201264","http://www.cdisc.org","36f8c5ac-fd77-413b-ba13-83aa3320d685","2023-09-29","After"
"273","Code_21","C201265","http://www.cdisc.org","1e7ad565-a0ab-4d67-afd3-1e4099b3fded","2023-09-29","Start to Start"
"274","Code_22","C201264","http://www.cdisc.org","41acecdf-96cf-4cf9-a35d-e7c4e2488790","2023-09-29","After"
"275","Code_23","C201265","http://www.cdisc.org","2deec0d0-8bb5-49ce-a3b5-180c20e884fc","2023-09-29","Start to Start"
"276","Code_24","C201264","http://www.cdisc.org","d13e9fd3-42c5-4f75-ac29-4579d9aab704","2023-09-29","After"
"277","Code_25","C201265","http://www.cdisc.org","b41807a1-1f26-4632-87da-cfc815b2b417","2023-09-29","Start to Start"
"278","Code_26","C201264","http://www.cdisc.org","26887213-2be4-4e94-99ed-0c12079412fb","2023-09-29","After"
"279","Code_27","C201265","http://www.cdisc.org","79933e15-72cf-464d-be17-9ea515ad53ca","2023-09-29","Start to Start"
"280","Code_28","C201264","http://www.cdisc.org","b53f5929-b9de-4eef-839c-40f7966a72c4","2023-09-29","After"
"281","Code_29","C201265","http://www.cdisc.org","0ebe378c-6c5f-47dc-8b0f-db75fca6deda","2023-09-29","Start to Start"
"282","Code_30","C201264","http://www.cdisc.org","dcdf97b9-1390-491d-85d7-261502fde316","2023-09-29","After"
"283","Code_31","C201265","http://www.cdisc.org","5a8bc9ea-d6c3-4958-bb13-ab396410b06e","2023-09-29","Start to Start"
"284","Code_32","C201264","http://www.cdisc.org","513c4e00-87f8-4c07-8211-a2f9e93572ad","2023-09-29","After"
"285","Code_33","C201265","http://www.cdisc.org","c80ad463-f6ec-47b8-a906-b4a817a78e43","2023-09-29","Start to Start"
"286","Code_34","C201264","http://www.cdisc.org","17ef2142-c7a7-4601-896e-257c03221107","2023-09-29","After"
"287","Code_35","C201265","http://www.cdisc.org","9c780989-2308-443b-97a5-ff3de67ad564","2023-09-29","Start to Start"
"288","Code_36","C201264","http://www.cdisc.org","c46b4f95-257a-442f-899e-a13951199e74","2023-09-29","After"
"289","Code_37","C201265","http://www.cdisc.org","05cf4654-9690-4a10-b5c0-8e9a33f95cbf","2023-09-29","Start to Start"
"290","Code_38","C201264","http://www.cdisc.org","71a651c5-596d-4958-9d14-387c5a665061","2023-09-29","After"
"291","Code_39","C201265","http://www.cdisc.org","d6c2306e-9667-407e-a89a-990de09e027b","2023-09-29","Start to Start"
"292","Code_40","C201264","http://www.cdisc.org","57c57b55-49d9-4237-8d2c-70bd2affb257","2023-09-29","After"
"293","Code_41","C201265","http://www.cdisc.org","ca1e88e4-02e0-47c8-b21f-773a475a3825","2023-09-29","Start to Start"
"294","Code_42","C201264","http://www.cdisc.org","aee9f83d-6ecd-4270-981c-792a0e327e52","2023-09-29","Fixed Reference"
"295","Code_43","C201265","http://www.cdisc.org","602ef335-c0f6-4ed3-a5dc-86043b2d2f7f","2023-09-29","Start to Start"
"296","Code_44","C201264","http://www.cdisc.org","64baaaef-08b6-4d72-bd10-f9b0b8ff93e4","2023-09-29","Fixed Reference"
"297","Code_45","C201265","http://www.cdisc.org","4b6a912a-8e5f-49c9-9055-637706ced78b","2023-09-29","Start to Start"
"298","Code_46","C201264","http://www.cdisc.org","370f50c4-2c11-46ac-b7b8-963d1284fcc2","2023-09-29","Fixed Reference"
"299","Code_47","C201265","http://www.cdisc.org","dd11de35-6053-4059-acfc-58f2734b14c6","2023-09-29","Start to Start"
"300","Code_48","C201264","http://www.cdisc.org","bcbc9863-e917-4e49-9ea8-63662b4588fd","2023-09-29","After"
"301","Code_49","C201265","http://www.cdisc.org","2436e6ca-5298-4bf5-926c-c00a58c6afa8","2023-09-29","Start to Start"
"302","Code_50","C201264","http://www.cdisc.org","f55c6f67-8671-44d6-a8b7-029c549b39b2","2023-09-29","After"
"303","Code_51","C201265","http://www.cdisc.org","eb11d6d9-7c9a-4474-9835-fbdc85eec7c3","2023-09-29","End to Start"
"304","Code_52","C201264","http://www.cdisc.org","2a6e8bfa-bb82-40bf-9118-cb4c2162d222","2023-09-29","After"
"305","Code_53","C201265","http://www.cdisc.org","1a235b38-15d3-4fe6-855a-6d62002abfba","2023-09-29","End to Start"
"306","Code_310","C25532","http://www.cdisc.org","98420a71-a73f-4bd5-accd-8660efddc64d","2023-09-29","Inclusion Criteria"
"307","Code_311","C25532","http://www.cdisc.org","6b79f907-9e99-4c1e-be3a-74912b59d374","2023-09-29","Inclusion Criteria"
"308","Code_312","C25532","http://www.cdisc.org","cb4938dd-0cf4-4afa-b91e-ab43202233be","2023-09-29","Inclusion Criteria"
"309","Code_313","C25370","http://www.cdisc.org","aa24eb4a-5a67-4a08-98de-0f5205a1ff27","2023-09-29","Exclusion Criteria"
"310","Code_4","C25508","http://www.cdisc.org","122f3385-cc41-4806-81d4-ae8c11a0f988","2023-09-29","Final"
"311","Code_7","C99903x1","http://www.cdisc.org","f65967c5-4d46-4aab-8047-f589cf941dfb","2023-09-29","Protocol Effective Date"
"312","Code_9","C41129","http://www.cdisc.org","3ed9eae1-1126-4de6-be59-fbc0a37230c4","2023-09-29","Region"
"313","Code_8","150","ISO 3166 1 alpha3","7cb279e6-dd2e-40f7-bc6b-5c2be7f6f855","2020-08","Europe"
