"code","id","codeSystemVersion","uuid:ID","decode","codeSystem"
"C49669","Code_238","","6a58fab5-9a3b-44cc-ab28-d5fccabaae13","Unit of Pressure","NCI Thesaurus"
"C83088","Code_239","","3f10cb41-4879-4caa-b792-5ef707071429","Vital Signs Location","NCI Thesaurus"
"C123975","Code_240","","a3a57a01-fb06-4427-bd0d-6e9db72b381e","Vital Signs Laterality","NCI Thesaurus"
"C82535","Code_241","","568081ce-63f6-40b8-a374-5da86b738584","Test Method","NCI Thesaurus"
"C83114","Code_242","","01e31c74-77cd-4510-9dba-f82b10b4e63d","Vital Signs Position","NCI Thesaurus"
"C25299","Code_235","","f975a255-84d4-4b14-8ca8-6aceb7cac632","Diastolic Blood Pressure","NCI Thesaurus"
"C174268","Code_106","2023-09-29","05b4289b-6610-4bfd-a74f-ec50596f580d","Placebo Comparator Arm","http://www.cdisc.org"
"C188866","Code_107","2023-09-29","21e439d5-933a-4ed5-82d3-3d8e818dcccd","Data Generated Within Study","http://www.cdisc.org"
"C174267","Code_108","2023-09-29","c9b719d6-0dbf-4b7e-acc4-daaab6e9baf2","Active Comparator Arm","http://www.cdisc.org"
"C188866","Code_109","2023-09-29","775d1e80-19e2-4fc9-bbbf-0b8b8f9ae034","Data Generated Within Study","http://www.cdisc.org"
"C174267","Code_110","2023-09-29","2cbd4bd2-017d-48f5-910d-e7958e0d97f1","Active Comparator Arm","http://www.cdisc.org"
"C188866","Code_111","2023-09-29","04231e2a-dcd4-4770-9b28-c05d910886a2","Data Generated Within Study","http://www.cdisc.org"
"C15228","Code_119","2023-09-29","8d6aebe9-d730-40a1-bc06-2ff978550b3e","Double Blind Study","http://www.cdisc.org"
"C48262","Code_112","2023-09-29","5f739c1d-9056-4e7a-a85f-7234cf8ad807","Trial Screening","http://www.cdisc.org"
"C101526","Code_113","2023-09-29","780f256e-6364-4106-bdb6-7d3abde2d1a6","Treatment Epoch","http://www.cdisc.org"
"C101526","Code_114","2023-09-29","5413f671-5cb1-484e-acf0-f8dcb9ef84a1","Treatment Epoch","http://www.cdisc.org"
"C101526","Code_115","2023-09-29","98f4bcf2-9950-4798-be93-95aa48311c3d","Treatment Epoch","http://www.cdisc.org"
"C99158","Code_116","2023-09-29","2bcd5fc4-da8a-40fd-8aff-c28969aac83d","Clinical Study Follow-up","http://www.cdisc.org"
"G30.9","Code_296","1","470c83e0-b773-4571-a42f-3c38e13d9836","Alzheimer's disease; unspecified","ICD-10-CM"
"26929004","Code_297","January 31, 2018","75b455f7-f1aa-4ac2-bcf8-cd714d453830","Alzheimer's disease","SNOMED"
"C85826","Code_300","2023-09-29","6b76e8f0-1ab9-4033-8447-7b7d3db78b1a","Trial Primary Objective","http://www.cdisc.org"
"C94496","Code_299","2023-09-29","bc789468-7e80-455f-964b-0f061f1c8cfd","Primary Endpoint","http://www.cdisc.org"
"C94496","Code_301","2023-09-29","d9273b53-18c8-42c5-bbac-5a6a9de638df","Primary Endpoint","http://www.cdisc.org"
"C85826","Code_303","2023-09-29","5a9ecd46-74a1-4f54-9016-2a8dee84b575","Trial Primary Objective","http://www.cdisc.org"
"C94496","Code_302","2023-09-29","aa5d2afe-7347-41ee-9ee8-eaafdf14e233","Primary Endpoint","http://www.cdisc.org"
"C94496","Code_304","2023-09-29","ebebae40-03cb-4907-8c38-a979e99433cb","Primary Endpoint","http://www.cdisc.org"
"C94496","Code_305","2023-09-29","614f46eb-488b-43f0-871f-1c3f5249e56f","Primary Endpoint","http://www.cdisc.org"
"C85827","Code_307","2023-09-29","d7524ec4-b192-4fff-b109-d7843cb1292d","Trial Secondary Objective","http://www.cdisc.org"
"C139173","Code_306","2023-09-29","14a3d6c4-8e74-4841-878b-2d13009b9d49","Secondary Endpoint","http://www.cdisc.org"
"C139173","Code_308","2023-09-29","4a22e9d1-963c-4d24-ae26-10cc78bb3f15","Secondary Endpoint","http://www.cdisc.org"
"C139173","Code_309","2023-09-29","d8de5942-31c4-47ca-a6a9-d6b175defd21","Secondary Endpoint","http://www.cdisc.org"
"C49636","Code_298","2023-09-29","c3cf9f7e-4c77-425d-b03e-20c491da72a3","Both","http://www.cdisc.org"
"C201264","Code_10","2023-09-29","fb8532e2-587c-45e3-80c1-0266f20a3f9c","Before","http://www.cdisc.org"
"C201265","Code_11","2023-09-29","5f65c4ea-e9c6-41ee-b40f-2e9979851db5","Start to Start","http://www.cdisc.org"
"C201264","Code_12","2023-09-29","25f917f2-c270-466d-aafd-8a43159775cf","Before","http://www.cdisc.org"
"C201265","Code_13","2023-09-29","2dbe2ef7-914e-4be6-a7fe-1567b7724d13","Start to Start","http://www.cdisc.org"
"C201264","Code_14","2023-09-29","652c5569-38f3-48e5-8024-7a8dd82f750f","Fixed Reference","http://www.cdisc.org"
"C201265","Code_15","2023-09-29","3540979e-5aad-4da1-a835-6cda6b374b25","Start to Start","http://www.cdisc.org"
"C201264","Code_16","2023-09-29","c588cf19-9eaa-4744-8932-96d91727bd21","After","http://www.cdisc.org"
"C201265","Code_17","2023-09-29","0912f24b-f4d6-4ad2-9379-a98a798dbbcd","Start to Start","http://www.cdisc.org"
"C201264","Code_18","2023-09-29","2d52a474-308b-4133-9790-1f184c7acc68","After","http://www.cdisc.org"
"C201265","Code_19","2023-09-29","48d03e01-7060-46db-a19e-84aa1a8601b4","Start to Start","http://www.cdisc.org"
"C201264","Code_20","2023-09-29","d270c74f-8a27-4ab0-844e-dca97db74b51","After","http://www.cdisc.org"
"C201265","Code_21","2023-09-29","83652c8a-9c4b-4200-8c38-39d7466db7db","Start to Start","http://www.cdisc.org"
"C201264","Code_22","2023-09-29","08060fc8-c408-4aec-a8de-7e9646925ae3","After","http://www.cdisc.org"
"C201265","Code_23","2023-09-29","8ba7709e-814c-4983-8b10-3cf1c837523b","Start to Start","http://www.cdisc.org"
"C201264","Code_24","2023-09-29","96b2a13f-734e-4c58-ac85-f70f96e8450e","After","http://www.cdisc.org"
"C201265","Code_25","2023-09-29","af83a11d-8499-4efc-809c-d679c923ce1d","Start to Start","http://www.cdisc.org"
"C201264","Code_26","2023-09-29","cd08fc1b-1b22-4649-bbbb-50f1cb08a592","After","http://www.cdisc.org"
"C201265","Code_27","2023-09-29","ca99f126-3216-431d-89fd-ddd3617359bb","Start to Start","http://www.cdisc.org"
"C201264","Code_28","2023-09-29","0ba7e85e-b2b1-4f82-a686-8e53d65649d6","After","http://www.cdisc.org"
"C201265","Code_29","2023-09-29","5466e8c5-7287-4a71-857c-1e71a4670800","Start to Start","http://www.cdisc.org"
"C201264","Code_30","2023-09-29","bb1882f9-c8ee-44b2-89b4-0b0d7c686248","After","http://www.cdisc.org"
"C201265","Code_31","2023-09-29","25d27bfb-eac5-409e-b7bd-6b55f6da1f59","Start to Start","http://www.cdisc.org"
"C201264","Code_32","2023-09-29","b0dfd47c-87fc-4dd5-be23-aa19b6da54cc","After","http://www.cdisc.org"
"C201265","Code_33","2023-09-29","b65c8971-09bc-4c21-9b14-42530d5fcabb","Start to Start","http://www.cdisc.org"
"C201264","Code_34","2023-09-29","db678cf6-ccb8-4d36-8ee6-ac92880bbe32","After","http://www.cdisc.org"
"C201265","Code_35","2023-09-29","3ace7385-8be1-425c-9e3e-fd7be49af685","Start to Start","http://www.cdisc.org"
"C201264","Code_36","2023-09-29","8382cede-e542-4dce-990a-b7bcab8e98fb","After","http://www.cdisc.org"
"C201265","Code_37","2023-09-29","3c513499-ebfe-44f5-aad4-db6304b95f0f","Start to Start","http://www.cdisc.org"
"C201264","Code_38","2023-09-29","fcca33a3-10d4-4ac7-9f93-52e39a0eabe3","After","http://www.cdisc.org"
"C201265","Code_39","2023-09-29","56ce5e72-fba3-492c-a619-f58941576f89","Start to Start","http://www.cdisc.org"
"C201264","Code_40","2023-09-29","476a8295-6e88-402e-ab2c-49f97df0fbc9","After","http://www.cdisc.org"
"C201265","Code_41","2023-09-29","8bbdffc5-dab9-49df-9f3e-b4e1c8f9d025","Start to Start","http://www.cdisc.org"
"C201264","Code_42","2023-09-29","ef774621-dce3-456b-9cb8-063abca389a3","Fixed Reference","http://www.cdisc.org"
"C201265","Code_43","2023-09-29","641bc9e0-7c61-4a66-b34f-373e3a292f0a","Start to Start","http://www.cdisc.org"
"C201264","Code_44","2023-09-29","c2d297c0-2f0e-4257-9662-c3438ca84aee","Fixed Reference","http://www.cdisc.org"
"C201265","Code_45","2023-09-29","f988d0c7-1aef-4657-9511-786a006806f2","Start to Start","http://www.cdisc.org"
"C201264","Code_46","2023-09-29","4e20a3ce-2896-4416-9052-8de917533ab9","Fixed Reference","http://www.cdisc.org"
"C201265","Code_47","2023-09-29","18a285f4-7e43-4f36-befb-90d78949667e","Start to Start","http://www.cdisc.org"
"C201264","Code_48","2023-09-29","7d3c5aa7-034f-4dfc-bac1-f73530e9fa9c","After","http://www.cdisc.org"
"C201265","Code_49","2023-09-29","7554599b-3fc1-45ab-a476-0c4c9f76fc76","Start to Start","http://www.cdisc.org"
"C201264","Code_50","2023-09-29","84f84ce7-1e59-4ba1-89ef-0ffe5e88ef4d","After","http://www.cdisc.org"
"C201265","Code_51","2023-09-29","5266b21e-0691-446f-9349-5d444420511f","End to Start","http://www.cdisc.org"
"C201264","Code_52","2023-09-29","788df6d5-3be9-4e5e-b28a-79d4a4568c11","After","http://www.cdisc.org"
"C201265","Code_53","2023-09-29","cd446e23-74d2-43f6-bdb0-92c98578975c","End to Start","http://www.cdisc.org"
"C25532","Code_310","2023-09-29","90441e85-e0eb-4d63-b273-0e37e9704be7","Inclusion Criteria","http://www.cdisc.org"
"C25532","Code_311","2023-09-29","a5f23956-40e8-4bb8-8136-3f92d7854db5","Inclusion Criteria","http://www.cdisc.org"
"C25532","Code_312","2023-09-29","fd7de1b9-7bb1-4593-9391-6f0c82333e87","Inclusion Criteria","http://www.cdisc.org"
"C25370","Code_313","2023-09-29","64e70215-4be1-4b25-8b2e-720a669db7f0","Exclusion Criteria","http://www.cdisc.org"
"C25508","Code_4","2023-09-29","904f4e44-fda8-4c70-a005-4cd5b81158f6","Final","http://www.cdisc.org"
"C99903x1","Code_7","2023-09-29","373f844d-a609-403e-a30f-d36c303d10d7","Protocol Effective Date","http://www.cdisc.org"
"C41129","Code_9","2023-09-29","32d5bbb1-9d92-4b1c-9fb8-b90855cf1ea3","Region","http://www.cdisc.org"
"150","Code_8","2020-08","0ecb2f0a-fadd-4481-848e-202837052931","Europe","ISO 3166 1 alpha3"
